"time","x0","der(x0)","x1","der(x1)","mu"
0,2,0,0,-2,1
0.10000000149011612,2,0,0,-2,1
0.10000000149011612,1.9916872978210449,-0.17490780353546143,-0.17490780353546143,-1.4727675914764404,1
0.20000000298023224,1.9916872978210449,-0.17490780353546143,-0.17490780353546143,-1.4727675914764404,1
0.20000000298023224,1.9680694341659546,-0.30403530597686768,-0.30403530597686768,-1.0944856405258179,1
0.30000001192092896,1.9680694341659546,-0.30403530597686768,-0.30403530597686768,-1.0944856405258179,1
0.30000001192092896,1.9330815076828003,-0.40110340714454651,-0.40110340714454651,-0.83534002304077148,1
0.40000000596046448,1.9330815076828003,-0.40110340714454651,-0.40110340714454651,-0.83534002304077148,1
0.40000000596046448,1.8894301652908325,-0.47662898898124695,-0.47662898898124695,-0.66451919078826904,1
0.5,1.8894301652908325,-0.47662898898124695,-0.47662898898124695,-0.66451919078826904,1
0.5,1.8389047384262085,-0.53825324773788452,-0.53825324773788452,-0.55701667070388794,1
0.60000002384185791,1.8389047384262085,-0.53825324773788452,-0.53825324773788452,-0.55701667070388794,1
0.60000002384185791,1.7826350927352905,-0.59141933917999268,-0.59141933917999268,-0.49464923143386841,1
0.69999998807907104,1.7826350927352905,-0.59141933917999268,-0.59141933917999268,-0.49464923143386841,1
0.69999998807907104,1.7212814092636108,-0.64002573490142822,-0.64002573490142822,-0.46503275632858276,1
0.80000001192092896,1.7212814092636108,-0.64002573490142822,-0.64002573490142822,-0.46503275632858276,1
0.80000001192092896,1.6551634073257446,-0.68694519996643066,-0.68694519996643066,-0.46017688512802124,1
0.89999997615814209,1.6551634073257446,-0.68694519996643066,-0.68694519996643066,-0.46017688512802124,1
0.89999997615814209,1.5843456983566284,-0.73440778255462646,-0.73440778255462646,-0.47527888417243958,1
1,1.5843456983566284,-0.73440778255462646,-0.73440778255462646,-0.47527888417243958,1
1,1.5086877346038818,-0.78427654504776001,-0.78427654504776001,-0.50784212350845337,1
