"time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
0.6,1.04167,0,0
1.2,2.70833,0,0
1.8,4.375,0,0
2.45,6.18055,0,0
3.1,7.98611,0,0
3.75,9.79167,0,0
4.4,11.5972,0,0
5.05,13.4028,0,0
5.7,15.2084,0,0
6.35,17.0139,0,0
7,18.8195,0,0
7.65,20.625,0,0
8.25,22.2917,0,0
8.85,23.9584,0,0
9.45,25.6251,0,0
10.05,27.2917,0,0
10.65,28.9584,0,0
11.25,30.6251,0,0
11.85,32.2917,0,0
12.45,33.9584,0,0
13.05,35.6251,0,0
13.65,37.2918,0,0
14.25,38.9584,0,0
14.85,40.6251,0,0
15.45,42.2918,0,0
16.05,43.9584,0,0
16.65,45.6251,0,0
17.25,47.2918,0,0
17.85,48.9585,0,0
18.45,50.6251,0,0
19.05,52.2918,0,0
19.65,53.9585,0,0
20.25,55.6251,0,0
20.85,57.2918,0,0
21.45,58.9585,0,0
22.05,60.6252,0,0
22.65,62.2918,0,0
23.25,63.9585,0,0
23.85,65.6251,0,0
24.45,67.2918,0,0
25.05,68.9584,0,0
25.65,70.625,0,0
26.25,72.2916,0,0
26.85,73.9583,0,0
27.45,75.6249,0,0
28.05,77.2915,0,0
28.65,78.9581,0,0
29.25,80.6248,0,0
29.85,82.2914,0,0
30.45,83.958,0,0
31.05,85.6246,0,0
31.65,87.2913,0,0
32.3,89.0968,0,0
32.95,90.9023,0,0
33.6,92.7078,0,0
34.25,94.5133,0,0
34.9,96.3188,0,0
35.55,98.1243,0,0
36.2,99.9298,0,0
36.85,99.7222,0,0.347222
37.5,98.0556,0,2.01389
38.15,96.2501,0,3.81944
38.8,94.4446,0,5.625
39.45,92.639,0,7.43055
40.1,90.8335,0,9.23611
40.75,89.028,0,11.0417
41.4,87.2225,0,12.8472
42.05,85.417,0,14.6528
42.7,83.6115,0,16.4584
43.35,81.806,0,18.2639
44,80.0005,0,20.0695
44.65,78.195,0,21.875
45.3,76.3894,0,23.6806
45.95,74.5839,0,25.4862
46.6,72.7784,0,27.2917
47.25,70.9729,0,29.0973
47.9,69.1674,0,30.9028
48.55,67.3619,0,32.7084
49.2,65.5564,0,34.514
49.85,63.7509,0,36.3195
50.5,61.9453,0,38.1251
51.15,60.1397,0,39.9306
51.8,58.3342,0,41.7362
52.45,56.5286,0,43.5418
53.1,54.723,0,45.3473
53.75,52.9175,0,47.1529
54.4,51.1119,0,48.9585
55.05,49.3064,0,50.764
55.7,47.5008,0,52.5696
56.35,45.6952,0,54.3751
57,43.8897,0,56.1807
57.65,42.0841,0,57.9863
58.3,40.2786,0,59.7918
58.95,38.473,0,61.5974
59.6,36.6674,0,63.4029
60.25,34.8619,0,65.2085
60.9,33.0563,0,67.014
61.55,31.2508,0,68.8195
62.2,29.4452,0,70.625
62.85,27.6396,0,72.4305
63.5,25.8341,0,74.236
64.15,24.0285,0,76.0415
64.8,22.2229,0,77.8471
65.45,20.4174,0,79.6526
66.1,18.6118,0,81.4581
66.75,16.8063,0,83.2636
67.4,15.0007,0,85.0691
68.05,13.1951,0,86.8746
68.7,11.3896,0,88.6801
69.35,9.58402,0,90.4856
70,7.77846,0,92.2911
70.65,5.97291,0,94.0967
71.3,4.16735,0,95.9022
71.95,2.3618,0,97.7077
