"time","Capacitor1.v","IdealDiode3.off"
0.000000,282.842712,1.000000
0.000030,282.347150,1.000000
0.000140,280.585353,1.000000
0.000270,278.390496,0.000000
0.000370,276.684023,0.000000
0.000500,274.619370,0.000000
0.000610,272.766523,0.000000
0.000720,270.934372,0.000000
0.000880,268.444834,0.000000
0.001080,265.304784,0.000000
0.001300,261.828874,0.000000
0.001420,259.890751,0.000000
0.001490,258.662391,1.000000
0.001610,256.670388,1.000000
0.001750,254.324911,1.000000
0.001880,252.136381,1.000000
0.001890,252.101494,1.000000
0.001990,250.355410,1.000000
0.002100,248.580031,1.000000
0.002250,246.256644,1.000000
0.002440,243.623178,1.000000
0.002550,242.441201,1.000000
0.002650,241.430427,1.000000
0.002750,240.608418,1.000000
0.002850,239.989975,1.000000
0.002950,239.587041,1.000000
0.003060,239.408636,1.000000
0.003240,239.653153,1.000000
0.003440,240.836782,1.000000
0.003650,242.954843,1.000000
0.003860,245.923798,1.000000
0.004070,249.611350,1.000000
0.004270,253.840030,1.000000
0.004480,258.391963,1.000000
0.004690,263.014721,1.000000
0.004900,267.428080,1.000000
0.005110,271.331546,1.000000
0.005230,273.316617,1.000000
0.005350,274.806045,1.000000
0.005460,275.953101,1.000000
0.005600,276.914549,1.000000
0.005750,277.279124,1.000000
0.005870,277.077045,1.000000
0.005950,276.712809,1.000000
0.006060,276.050964,1.000000
0.006170,275.325077,1.000000
0.006290,274.595509,1.000000
0.006430,273.794945,1.000000
0.006590,272.980023,1.000000
0.006740,272.262086,1.000000
0.006930,271.514299,1.000000
0.007050,271.130160,1.000000
0.007170,270.803696,1.000000
0.007290,270.525393,1.000000
0.007410,270.282163,1.000000
0.007540,270.057484,1.000000
0.007660,269.831566,1.000000
0.007810,269.512320,1.000000
0.007960,269.104359,1.000000
0.008110,268.550667,1.000000
0.008260,267.788929,1.000000
0.008410,266.752480,1.000000
0.008510,265.876711,1.000000
0.008630,264.609737,1.000000
0.008760,262.911501,1.000000
0.008800,262.339223,1.000000
0.008900,260.821878,1.000000
0.009020,259.145024,1.000000
0.009140,257.515727,1.000000
0.009270,255.883151,1.000000
0.009390,254.493061,1.000000
0.009520,253.142797,1.000000
0.009680,251.789155,1.000000
0.009790,251.151424,1.000000
0.009890,250.684018,1.000000
0.009990,250.392153,1.000000
0.010100,250.278228,1.000000
0.010200,250.341811,1.000000
0.010300,250.579654,1.000000
0.010430,251.112543,1.000000
0.010600,252.120218,1.000000
0.010760,253.460919,1.000000
0.010920,255.070595,1.000000
0.011120,257.340892,1.000000
0.011320,259.728973,1.000000
0.011520,262.028996,1.000000
0.011730,264.014327,1.000000
0.011830,264.848519,1.000000
0.011960,265.604959,1.000000
0.012080,266.053206,1.000000
0.012220,266.232393,1.000000
0.012360,266.017521,1.000000
0.012490,265.412599,1.000000
0.012510,265.283270,1.000000
0.012620,264.616439,1.000000
0.012730,263.953842,1.000000
0.012850,263.363750,1.000000
0.012990,262.818679,1.000000
0.013140,262.407257,1.000000
0.013290,262.218532,1.000000
0.013480,262.307051,1.000000
0.013600,262.542335,1.000000
0.013720,262.907793,1.000000
0.013840,263.391884,1.000000
0.013960,263.979127,1.000000
