    "time", "outputs"
         0, 282.84271
    0.0001, 281.17324
    0.0002, 279.50416
    0.0003, 277.83936
    0.0004, 276.18413
    0.0005, 274.54223
    0.0006, 272.91572
    0.0007, 271.30533
    0.0008, 269.70992
    0.0009, 268.12677
     0.001, 266.55149
    0.0011, 264.97833
    0.0012, 263.40021
    0.0013, 261.80853
    0.0014, 260.19324
    0.0015, 258.54306
    0.0016, 256.87449
    0.0017, 255.20595
    0.0018, 253.53744
    0.0019, 251.86897
     0.002, 250.20814
    0.0021, 248.58114
    0.0022, 247.01708
    0.0023, 245.54183
    0.0024, 244.18002
    0.0025, 242.95397
    0.0026, 241.88387
    0.0027,  240.9872
    0.0028, 240.27949
    0.0029, 239.77286
     0.003, 239.47733
    0.0031, 239.40047
    0.0032, 239.54679
    0.0033, 239.91782
    0.0034,  240.5123
    0.0035, 241.32628
    0.0036, 242.35307
    0.0037, 243.58328
    0.0038, 245.00485
    0.0039, 246.60313
     0.004, 248.36098
    0.0041, 250.25888
    0.0042, 252.27508
    0.0043, 254.38568
    0.0044,  256.5648
    0.0045, 258.78477
    0.0046, 261.01625
    0.0047, 263.22846
    0.0048, 265.38935
    0.0049, 267.46578
     0.005, 269.42378
    0.0051, 271.22869
    0.0052, 272.84546
    0.0053, 274.23983
    0.0054, 275.38957
    0.0055, 276.28021
    0.0056, 276.89759
    0.0057,  277.2278
    0.0058, 277.25741
    0.0059, 276.97345
     0.006, 276.40419
    0.0061, 275.78626
    0.0062, 275.16941
    0.0063, 274.56505
    0.0064, 273.98297
    0.0065, 273.43135
    0.0066, 272.91676
    0.0067, 272.44395
    0.0068,  272.0157
    0.0069, 271.63294
     0.007,  271.2948
    0.0071, 270.99869
    0.0072, 270.74025
    0.0073, 270.51342
    0.0074, 270.31042
    0.0075, 270.12183
    0.0076, 269.93667
    0.0077, 269.74244
    0.0078, 269.52525
    0.0079, 269.26989
     0.008, 268.95994
    0.0081, 268.57787
    0.0082, 268.10517
    0.0083, 267.52245
    0.0084, 266.80962
    0.0085, 265.94599
    0.0086, 264.91372
    0.0087,  263.7114
    0.0088, 262.34255
    0.0089, 260.89167
     0.009, 259.45852
    0.0091, 258.06625
    0.0092, 256.73734
    0.0093, 255.49217
    0.0094, 254.34912
    0.0095,  253.3241
    0.0096, 252.43144
    0.0097, 251.68235
    0.0098, 251.08619
    0.0099, 250.65005
      0.01, 250.37861
    0.0101, 250.27404
    0.0102, 250.33574
    0.0103, 250.56066
    0.0104, 250.94334
    0.0105, 251.47597
    0.0106,  252.1484
    0.0107,  252.9482
    0.0108, 253.86074
    0.0109, 254.86923
     0.011, 255.95492
    0.0111, 257.09715
    0.0112, 258.27353
    0.0113, 259.46005
    0.0114, 260.63125
    0.0115, 261.76036
    0.0116, 262.81951
    0.0117, 263.77986
