"time","Cntrl_PI_1.s_out.signal[1]","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_out.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_out.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_out.signal[1]","Cntrl_PI_4.s_var.signal[1]"
0,0,0,0,0,0,0,0,0
1,0.02,0.90968947401612388,15.082347897313351,0.49538567868241795,0,22.368898696418363,0,0.98712409510081789
2,0.02,0.95334951664280732,26.723305980444916,0.52216306860754447,0,22.411033431026063,0,0.9776893590946405
3,0.02,0.99252458389085574,35.300007006800236,0.53485070296616399,0,22.447543131090228,0,0.97087189285502173
4,0.33608555487639136,1.0220088184420935,41.198427621411305,0.53716065149578007,28.21915271333274,30.218986639057597,0,1.2053796888407842
5,0.68844628367783645,1.0297312442224318,44.781242297980221,0.53208310003656001,44.023722671305627,30.172275166686429,0,2.10181998155167
6,0.88466289861935588,1.0224364179862253,46.623135002996932,0.52269555944292945,49.623857542341128,30.095553475484209,3.9224764367747373,3.3497198235194103
7,0.9222521951430056,1.0099400476370137,47.265503750478416,0.51141051889970124,50.562978413717204,30.03938262907479,19.914961733027411,4.1260517236715897
8,0.86216103268946376,0.99955271081641672,47.139494547137758,0.49986818620125578,49.087358047247307,30.004357754555702,28.064037383631106,3.8769354282911848
9,0.77508718573147739,0.99435004922941383,46.552027989926351,0.48903653774579481,46.762158848833081,29.986833766217899,28.978998529661617,3.3589608964081661
10,0.70905447586993475,0.9939290748056836,45.707133194233911,0.4793987897924874,44.826770547980161,29.983373840719391,27.46374541480289,3.0310311509861738
11,0.68060124841235348,0.99615959952802013,44.738813181801845,0.4711406410194442,43.942492351651808,29.988878342873189,25.634503465904334,2.8973137910856912
12,0.68268777968334859,0.99883550776189112,43.739228168272412,0.46428890691249247,44.016069375710494,29.996745319633767,24.404025564989254,2.8887636367834841
13,0.69893771448852138,1.0006282517247171,42.775583508592852,0.45879065521325069,44.533677624695713,30.00216014768872,24.02054159464311,2.9389421718201967
14,0.71524223413674615,1.0012362196263591,41.896705399223222,0.45454718038011338,45.039326428929961,30.003905441322679,24.255279861086745,2.9944872251543795
15,0.72470816627133794,1.0010118250344988,41.134277384337338,0.45142589303028657,45.327335019963201,30.003129739899496,24.698975550663867,3.0260948457199093
16,0.72691821492239639,1.0004805539473698,40.503399176644194,0.44926819694743714,45.394215558810856,30.001479592532476,25.04674066932666,3.03063068731631
17,0.72474457453665631,1.0000260025443313,40.004784212044122,0.4479009406646639,45.329268127012611,30.000093527212545,25.196310784671962,3.0197174452617066
18,0.72140191924015373,0.99979906225223536,39.628582472197522,0.44715066264787029,45.229037764750096,29.999403117395754,25.187499482680181,3.0061022224606582
19,0.718903197234527,0.9997752758429117,39.358729335910226,0.44685678189172329,45.154175977727299,29.999328792136438,25.106708541440401,2.9969874707324844
20,0.71784328777629547,0.99985746077622406,39.176730455692891,0.4468806474477357,45.122880241585428,29.999576875751131,25.025009630788482,2.9938522440755597
21,0.71789848117694488,0.99995511941170978,39.06430914971078,0.44710949861800042,45.125376542632438,29.999872422766533,24.976796165571486,2.9948952904890063
22,0.71844741757243258,1.0000191671652456,39.004895764016901,0.44745624142338303,45.142735270350158,30.000065685159246,24.964540885663524,2.997503891317407
23,0.71899351600506467,1.000040670115818,38.984249106411085,0.44785659658860921,45.159858433741412,30.000129597392867,24.974445407720658,2.9997763727210076
24,0.71930456349297789,1.0000332133064995,38.990548517902099,0.4482652523471396,45.169735253055109,30.000105784689048,24.990668070801885,3.0009410226199793
25,0.71937008248142409,1.000015315938799,39.014258788843371,0.44865200630226676,45.172093774174058,30.000050630911275,25.003049328989221,3.0010942854057396
26,0.71928855740582232,1.0000000476058399,39.047913657735343,0.44899837045171131,45.169950017274672,30.000003742932375,25.008415524332445,3.0007065278379876
27,0.71916822001665226,0.9999924366857732,39.085883362802782,0.44929475027832932,45.166599118162381,29.99998025986946,25.008213782902001,3.0002257193419233
28,0.71907637318280082,0.99999167360160446,39.124130653918975,0.44953807462578915,45.164085863837769,29.999977632081148,25.005427345486449,2.9999007643126832
29,0.71903422634997238,0.99999452782813236,39.159936934723902,0.44972980670638829,45.163053272114325,29.999986003698634,25.002573699156848,2.9997877545149945
30,0.71903066031236584,0.99999792242549557,39.191698777524174,0.44987449946012853,45.163163281453024,29.999996020288023,25.000864835903723,2.9998217068911326
31,0.71904487220553681,1.0000001811697574,39.218628590540128,0.44997833481820088,45.16378563127985,30.000002599677455,25.000404406026622,2.9999116680530213
32,0.71905956102158186,1.000000962076937,39.240539069031435,0.45004819876430524,45.164397959107028,30.00000471500913,25.00072166087816,2.9999900042035961
