"time","outdata_3263","outdata_0031","rdy_next_next_cycle","rdy_next_cycle","rdy","c17_out_3263","c17_out_0031","b1_out","key_l_out","countup_out"
0.676,-1290368963,-978969719,0,0,0,273365721,-1255551901,23,53652476,12
0.677,-1290368963,-978969719,0,0,0,273365721,-1255551901,62,13413119,13
0.678,-1290368963,-978969719,1,0,0,273365721,-1255551901,28,204679871,14
0.679,-1290368963,-978969719,0,1,0,273365721,-1255551901,35,236557663,15
0.68,1931501938,1696625517,0,0,1,-582381355,16744521,9,252496559,0
0.681,1931501938,1696625517,0,0,0,-582381355,16744521,54,43390800,0
0.682,1931501938,1696625517,0,0,0,-582381355,16744521,16,86781600,1
0.683,1931501938,1696625517,0,0,0,-582381355,16744521,34,78690945,2
0.684,1931501938,1696625517,0,0,0,-582381355,16744521,30,46328325,3
0.685,1931501938,1696625517,0,0,0,-582381355,16744521,28,185313300,4
0.686,1931501938,1696625517,0,0,0,-582381355,16744521,62,204382290,5
0.687,1931501938,1696625517,0,0,0,-582381355,16744521,47,12222795,6
0.688,1931501938,1696625517,0,0,0,-582381355,16744521,29,48891180,7
0.689,1931501938,1696625517,0,0,0,-582381355,16744521,26,97782360,8
0.69,1931501938,1696625517,0,0,0,-582381355,16744521,26,122693985,9
0.691,1931501938,1696625517,0,0,0,-582381355,16744521,8,222340485,10
0.692,1931501938,1696625517,0,0,0,-582381355,16744521,11,84055575,11
0.693,1931501938,1696625517,0,0,0,-582381355,16744521,19,67786845,12
0.694,1931501938,1696625517,0,0,0,-582381355,16744521,17,2711925,13
0.695,1931501938,1696625517,1,0,0,-582381355,16744521,8,10847700,14
0.696,1931501938,1696625517,0,1,0,-582381355,16744521,49,21695400,15
0.697,1207069092,-700218992,0,0,1,932321637,-636615629,43,43390800,0
0.698,1207069092,-700218992,0,0,0,932321637,-636615629,49,21695400,0
0.699,1207069092,-700218992,0,0,0,932321637,-636615629,8,10847700,1
0.7,1207069092,-700218992,0,0,0,932321637,-636615629,17,2711925,2
0.701,1207069092,-700218992,0,0,0,932321637,-636615629,19,67786845,3
0.702,1207069092,-700218992,0,0,0,932321637,-636615629,11,84055575,4
0.703,1207069092,-700218992,0,0,0,932321637,-636615629,8,222340485,5
0.704,1207069092,-700218992,0,0,0,932321637,-636615629,26,122693985,6
0.705,1207069092,-700218992,0,0,0,932321637,-636615629,26,97782360,7
0.706,1207069092,-700218992,0,0,0,932321637,-636615629,29,48891180,8
0.707,1207069092,-700218992,0,0,0,932321637,-636615629,47,12222795,9
0.708,1207069092,-700218992,0,0,0,932321637,-636615629,62,204382290,10
0.709,1207069092,-700218992,0,0,0,932321637,-636615629,28,185313300,11
0.71,1207069092,-700218992,0,0,0,932321637,-636615629,30,46328325,12
0.711,1207069092,-700218992,0,0,0,932321637,-636615629,34,78690945,13
0.712,1207069092,-700218992,1,0,0,932321637,-636615629,16,86781600,14
0.713,1207069092,-700218992,0,1,0,932321637,-636615629,54,43390800,15
0.714,1869575272,1701978228,0,0,1,-1079732461,16714531,44,21695400,0
0.715,1869575272,1701978228,0,0,0,-1079732461,16714531,22,43390800,0
0.716,1869575272,1701978228,0,0,0,-1079732461,16714531,54,86781600,1
0.717,1869575272,1701978228,0,0,0,-1079732461,16714531,46,78690945,2
0.718,1869575272,1701978228,0,0,0,-1079732461,16714531,2,46328325,3
0.719,1869575272,1701978228,0,0,0,-1079732461,16714531,9,185313300,4
0.72,1869575272,1701978228,0,0,0,-1079732461,16714531,57,204382290,5
0.721,1869575272,1701978228,0,0,0,-1079732461,16714531,8,12222795,6
0.722,1869575272,1701978228,0,0,0,-1079732461,16714531,57,48891180,7
0.723,1869575272,1701978228,0,0,0,-1079732461,16714531,28,97782360,8
0.724,1869575272,1701978228,0,0,0,-1079732461,16714531,46,122693985,9
0.725,1869575272,1701978228,0,0,0,-1079732461,16714531,45,222340485,10
0.726,1869575272,1701978228,0,0,0,-1079732461,16714531,61,84055575,11
0.727,1869575272,1701978228,0,0,0,-1079732461,16714531,38,67786845,12
0.728,1869575272,1701978228,0,0,0,-1079732461,16714531,34,2711925,13
0.729,1869575272,1701978228,1,0,0,-1079732461,16714531,3,10847700,14
0.73,1869575272,1701978228,0,1,0,-1079732461,16714531,1,21695400,15
0.731,-640340104,-181042023,0,0,1,465270455,-751006460,27,43390800,0
0.732,-640340104,-181042023,0,0,0,465270455,-751006460,1,21695400,0
0.733,-640340104,-181042023,0,0,0,465270455,-751006460,3,10847700,1
0.734,-640340104,-181042023,0,0,0,465270455,-751006460,34,2711925,2
0.735,-640340104,-181042023,0,0,0,465270455,-751006460,38,67786845,3
0.736,-640340104,-181042023,0,0,0,465270455,-751006460,61,84055575,4
0.737,-640340104,-181042023,0,0,0,465270455,-751006460,45,222340485,5
0.738,-640340104,-181042023,0,0,0,465270455,-751006460,46,122693985,6
0.739,-640340104,-181042023,0,0,0,465270455,-751006460,28,97782360,7
0.74,-640340104,-181042023,0,0,0,465270455,-751006460,57,48891180,8
0.741,-640340104,-181042023,0,0,0,465270455,-751006460,8,12222795,9
0.742,-640340104,-181042023,0,0,0,465270455,-751006460,57,204382290,10
0.743,-640340104,-181042023,0,0,0,465270455,-751006460,9,185313300,11
0.744,-640340104,-181042023,0,0,0,465270455,-751006460,2,46328325,12
0.745,-640340104,-181042023,0,0,0,465270455,-751006460,46,78690945,13
0.746,-640340104,-181042023,1,0,0,465270455,-751006460,54,86781600,14
0.747,-640340104,-181042023,0,1,0,465270455,-751006460,22,43390800,15
0.748,1751215648,1986098021,0,0,1,-145713950,16713044,12,21695400,0
0.749,1751215648,1986098021,0,0,0,-145713950,16713044,22,43390800,0
0.75,1751215648,1986098021,0,0,0,-145713950,16713044,57,86781600,1
0.751,1751215648,1986098021,0,0,0,-145713950,16713044,8,78690945,2
0.752,1751215648,1986098021,0,0,0,-145713950,16713044,46,46328325,3
0.753,1751215648,1986098021,0,0,0,-145713950,16713044,30,185313300,4
0.754,1751215648,1986098021,0,0,0,-145713950,16713044,43,204382290,5
0.755,1751215648,1986098021,0,0,0,-145713950,16713044,8,12222795,6
0.756,1751215648,1986098021,0,0,0,-145713950,16713044,52,48891180,7
0.757,1751215648,1986098021,0,0,0,-145713950,16713044,53,97782360,8
0.758,1751215648,1986098021,0,0,0,-145713950,16713044,54,122693985,9
0.759,1751215648,1986098021,0,0,0,-145713950,16713044,2,222340485,10
0.76,1751215648,1986098021,0,0,0,-145713950,16713044,20,84055575,11
0.761,1751215648,1986098021,0,0,0,-145713950,16713044,51,67786845,12
0.762,1751215648,1986098021,0,0,0,-145713950,16713044,6,2711925,13
0.763,1751215648,1986098021,1,0,0,-145713950,16713044,60,10847700,14
0.764,1751215648,1986098021,0,1,0,-145713950,16713044,58,21695400,15
0.765,-2104833612,1407247955,0,0,1,-191346540,1869088467,32,43390800,0
0.766,-2104833612,1407247955,0,0,0,-191346540,1869088467,58,21695400,0
0.767,-2104833612,1407247955,0,0,0,-191346540,1869088467,60,10847700,1
0.768,-2104833612,1407247955,0,0,0,-191346540,1869088467,6,2711925,2
0.769,-2104833612,1407247955,0,0,0,-191346540,1869088467,51,67786845,3
0.77,-2104833612,1407247955,0,0,0,-191346540,1869088467,20,84055575,4
0.771,-2104833612,1407247955,0,0,0,-191346540,1869088467,2,222340485,5
0.772,-2104833612,1407247955,0,0,0,-191346540,1869088467,54,122693985,6
0.773,-2104833612,1407247955,0,0,0,-191346540,1869088467,53,97782360,7
0.774,-2104833612,1407247955,0,0,0,-191346540,1869088467,52,48891180,8
0.775,-2104833612,1407247955,0,0,0,-191346540,1869088467,8,12222795,9
0.776,-2104833612,1407247955,0,0,0,-191346540,1869088467,43,204382290,10
0.777,-2104833612,1407247955,0,0,0,-191346540,1869088467,30,185313300,11
0.778,-2104833612,1407247955,0,0,0,-191346540,1869088467,46,46328325,12
0.779,-2104833612,1407247955,0,0,0,-191346540,1869088467,8,78690945,13
0.78,-2104833612,1407247955,1,0,0,-191346540,1869088467,57,86781600,14
0.781,-2104833612,1407247955,0,1,0,-191346540,1869088467,22,43390800,15
0.782,1818848869,218759168,0,0,1,251665690,997156,12,21695400,0
0.783,1818848869,218759168,0,0,0,251665690,997156,57,43390800,0
0.784,1818848869,218759168,0,0,0,251665690,997156,42,86781600,1
0.785,1818848869,218759168,0,0,0,251665690,997156,0,78690945,2
0.786,1818848869,218759168,0,0,0,251665690,997156,25,46328325,3
0.787,1818848869,218759168,0,0,0,251665690,997156,39,185313300,4
0.788,1818848869,218759168,0,0,0,251665690,997156,58,204382290,5
0.789,1818848869,218759168,0,0,0,251665690,997156,36,12222795,6
0.79,1818848869,218759168,0,0,0,251665690,997156,4,48891180,7
0.791,1818848869,218759168,0,0,0,251665690,997156,53,97782360,8
0.792,1818848869,218759168,0,0,0,251665690,997156,7,122693985,9
0.793,1818848869,218759168,0,0,0,251665690,997156,45,222340485,10
0.794,1818848869,218759168,0,0,0,251665690,997156,59,84055575,11
0.795,1818848869,218759168,0,0,0,251665690,997156,21,67786845,12
0.796,1818848869,218759168,0,0,0,251665690,997156,54,2711925,13
0.797,1818848869,218759168,1,0,0,251665690,997156,13,10847700,14
0.798,1818848869,218759168,0,1,0,251665690,997156,43,21695400,15
0.799,663136555,-911747836,0,0,1,1346429821,1982667819,49,43390800,0
0.8,663136555,-911747836,0,0,0,1346429821,1982667819,43,21695400,0
0.801,663136555,-911747836,0,0,0,1346429821,1982667819,13,10847700,1
0.802,663136555,-911747836,0,0,0,1346429821,1982667819,54,2711925,2
0.803,663136555,-911747836,0,0,0,1346429821,1982667819,21,67786845,3
0.804,663136555,-911747836,0,0,0,1346429821,1982667819,59,84055575,4
0.805,663136555,-911747836,0,0,0,1346429821,1982667819,45,222340485,5
0.806,663136555,-911747836,0,0,0,1346429821,1982667819,7,122693985,6
0.807,663136555,-911747836,0,0,0,1346429821,1982667819,53,97782360,7
0.808,663136555,-911747836,0,0,0,1346429821,1982667819,4,48891180,8
0.809,663136555,-911747836,0,0,0,1346429821,1982667819,36,12222795,9
0.81,663136555,-911747836,0,0,0,1346429821,1982667819,58,204382290,10
0.811,663136555,-911747836,0,0,0,1346429821,1982667819,39,185313300,11
0.812,663136555,-911747836,0,0,0,1346429821,1982667819,25,46328325,12
0.813,663136555,-911747836,0,0,0,1346429821,1982667819,0,78690945,13
0.814,663136555,-911747836,1,0,0,1346429821,1982667819,42,86781600,14
0.815,663136555,-911747836,0,1,0,1346429821,1982667819,57,43390800,15
0.816,322197369,-1682120719,0,0,1,-855677219,-257263531,35,21695400,0
0.817,322197369,-1682120719,0,0,0,-855677219,-257263531,12,236557663,0
0.818,322197369,-1682120719,0,0,0,-855677219,-257263531,17,204679871,1
0.819,322197369,-1682120719,0,0,0,-855677219,-257263531,38,13413119,2
0.82,322197369,-1682120719,0,0,0,-855677219,-257263531,4,53652476,3
0.821,322197369,-1682120719,0,0,0,-855677219,-257263531,56,214609904,4
0.822,322197369,-1682120719,0,0,0,-855677219,-257263531,52,53133251,5
0.823,322197369,-1682120719,0,0,0,-855677219,-257263531,3,212533004,6
0.824,322197369,-1682120719,0,0,0,-855677219,-257263531,62,44825651,7
0.825,322197369,-1682120719,0,0,0,-855677219,-257263531,33,89651302,8
0.826,322197369,-1682120719,0,0,0,-855677219,-257263531,36,90169753,9
0.827,322197369,-1682120719,0,0,0,-855677219,-257263531,15,92243557,10
0.828,322197369,-1682120719,0,0,0,-855677219,-257263531,18,100538773,11
0.829,322197369,-1682120719,0,0,0,-855677219,-257263531,53,133719637,12
0.83,322197369,-1682120719,0,0,0,-855677219,-257263531,10,266443093,13
0.831,322197369,-1682120719,1,0,0,-855677219,-257263531,27,260466007,14
0.832,322197369,-1682120719,0,1,0,-855677219,-257263531,45,252496559,15
0.833,-2048388268,252359685,0,0,1,172808597,1128411700,7,236557663,0
0.834,-2048388268,252359685,0,0,0,172808597,1128411700,45,252496559,0
0.835,-2048388268,252359685,0,0,0,172808597,1128411700,27,260466007,1
0.836,-2048388268,252359685,0,0,0,172808597,1128411700,10,266443093,2
0.837,-2048388268,252359685,0,0,0,172808597,1128411700,53,133719637,3
0.838,-2048388268,252359685,0,0,0,172808597,1128411700,18,100538773,4
0.839,-2048388268,252359685,0,0,0,172808597,1128411700,15,92243557,5
0.84,-2048388268,252359685,0,0,0,172808597,1128411700,36,90169753,6
0.841,-2048388268,252359685,0,0,0,172808597,1128411700,33,89651302,7
0.842,-2048388268,252359685,0,0,0,172808597,1128411700,62,44825651,8
0.843,-2048388268,252359685,0,0,0,172808597,1128411700,3,212533004,9
0.844,-2048388268,252359685,0,0,0,172808597,1128411700,52,53133251,10
0.845,-2048388268,252359685,0,0,0,172808597,1128411700,56,214609904,11
0.846,-2048388268,252359685,0,0,0,172808597,1128411700,4,53652476,12
0.847,-2048388268,252359685,0,0,0,172808597,1128411700,38,13413119,13
0.848,-2048388268,252359685,1,0,0,172808597,1128411700,17,204679871,14
0.849,-2048388268,252359685,0,1,0,172808597,1128411700,12,236557663,15
0.85,19088743,-1985229329,0,0,1,-872362753,-257232726,38,252496559,0
0.851,19088743,-1985229329,0,0,0,-872362753,-257232726,60,236557663,0
0.852,19088743,-1985229329,0,0,0,-872362753,-257232726,44,204679871,1
0.853,19088743,-1985229329,0,0,0,-872362753,-257232726,23,13413119,2
0.854,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53652476,3
0.855,19088743,-1985229329,0,0,0,-872362753,-257232726,16,214609904,4
0.856,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53133251,5
0.857,19088743,-1985229329,0,0,0,-872362753,-257232726,39,212533004,6
0.858,19088743,-1985229329,0,0,0,-872362753,-257232726,5,44825651,7
0.859,19088743,-1985229329,0,0,0,-872362753,-257232726,39,89651302,8
0.86,19088743,-1985229329,0,0,0,-872362753,-257232726,45,90169753,9
0.861,19088743,-1985229329,0,0,0,-872362753,-257232726,33,92243557,10
0.862,19088743,-1985229329,0,0,0,-872362753,-257232726,17,100538773,11
0.863,19088743,-1985229329,0,0,0,-872362753,-257232726,12,133719637,12
0.864,19088743,-1985229329,0,0,0,-872362753,-257232726,39,266443093,13
0.865,19088743,-1985229329,1,0,0,-872362753,-257232726,47,260466007,14
0.866,19088743,-1985229329,0,1,0,-872362753,-257232726,18,252496559,15
0.867,309334259,-859300444,0,0,1,978309192,-1198886903,56,236557663,0
0.868,309334259,-859300444,0,0,0,978309192,-1198886903,18,252496559,0
0.869,309334259,-859300444,0,0,0,978309192,-1198886903,47,260466007,1
0.87,309334259,-859300444,0,0,0,978309192,-1198886903,39,266443093,2
0.871,309334259,-859300444,0,0,0,978309192,-1198886903,12,133719637,3
0.872,309334259,-859300444,0,0,0,978309192,-1198886903,17,100538773,4
0.873,309334259,-859300444,0,0,0,978309192,-1198886903,33,92243557,5
0.874,309334259,-859300444,0,0,0,978309192,-1198886903,45,90169753,6
0.875,309334259,-859300444,0,0,0,978309192,-1198886903,39,89651302,7
0.876,309334259,-859300444,0,0,0,978309192,-1198886903,5,44825651,8
0.877,309334259,-859300444,0,0,0,978309192,-1198886903,39,212533004,9
0.878,309334259,-859300444,0,0,0,978309192,-1198886903,46,53133251,10
0.879,309334259,-859300444,0,0,0,978309192,-1198886903,16,214609904,11
0.88,309334259,-859300444,0,0,0,978309192,-1198886903,46,53652476,12
0.881,309334259,-859300444,0,0,0,978309192,-1198886903,23,13413119,13
0.882,309334259,-859300444,1,0,0,978309192,-1198886903,44,204679871,14
0.883,309334259,-859300444,0,1,0,978309192,-1198886903,60,236557663,15
0.884,-2021161081,-2021161081,0,0,1,65535,-16776961,22,252496559,0
0.885,-2021161081,-2021161081,0,0,0,65535,-16776961,3,236557663,0
0.886,-2021161081,-2021161081,0,0,0,65535,-16776961,62,204679871,1
0.887,-2021161081,-2021161081,0,0,0,65535,-16776961,3,13413119,2
0.888,-2021161081,-2021161081,0,0,0,65535,-16776961,39,53652476,3
0.889,-2021161081,-2021161081,0,0,0,65535,-16776961,17,214609904,4
0.89,-2021161081,-2021161081,0,0,0,65535,-16776961,12,53133251,5
0.891,-2021161081,-2021161081,0,0,0,65535,-16776961,34,212533004,6
0.892,-2021161081,-2021161081,0,0,0,65535,-16776961,22,44825651,7
0.893,-2021161081,-2021161081,0,0,0,65535,-16776961,58,89651302,8
0.894,-2021161081,-2021161081,0,0,0,65535,-16776961,2,90169753,9
0.895,-2021161081,-2021161081,0,0,0,65535,-16776961,58,92243557,10
0.896,-2021161081,-2021161081,0,0,0,65535,-16776961,22,100538773,11
0.897,-2021161081,-2021161081,0,0,0,65535,-16776961,20,133719637,12
0.898,-2021161081,-2021161081,0,0,0,65535,-16776961,44,266443093,13
0.899,-2021161081,-2021161081,1,0,0,65535,-16776961,24,260466007,14
0.9,-2021161081,-2021161081,0,1,0,65535,-16776961,39,252496559,15
0.901,1760299270,1642118831,0,0,1,859884180,-487340088,13,236557663,0
0.902,1760299270,1642118831,0,0,0,859884180,-487340088,39,252496559,0
0.903,1760299270,1642118831,0,0,0,859884180,-487340088,24,260466007,1
0.904,1760299270,1642118831,0,0,0,859884180,-487340088,44,266443093,2
0.905,1760299270,1642118831,0,0,0,859884180,-487340088,20,133719637,3
0.906,1760299270,1642118831,0,0,0,859884180,-487340088,22,100538773,4
0.907,1760299270,1642118831,0,0,0,859884180,-487340088,58,92243557,5
0.908,1760299270,1642118831,0,0,0,859884180,-487340088,2,90169753,6
0.909,1760299270,1642118831,0,0,0,859884180,-487340088,58,89651302,7
0.91,1760299270,1642118831,0,0,0,859884180,-487340088,22,44825651,8
0.911,1760299270,1642118831,0,0,0,859884180,-487340088,34,212533004,9
0.912,1760299270,1642118831,0,0,0,859884180,-487340088,12,53133251,10
0.913,1760299270,1642118831,0,0,0,859884180,-487340088,17,214609904,11
0.914,1760299270,1642118831,0,0,0,859884180,-487340088,39,53652476,12
0.915,1760299270,1642118831,0,0,0,859884180,-487340088,3,13413119,13
0.916,1760299270,1642118831,1,0,0,859884180,-487340088,62,204679871,14
0.917,1760299270,1642118831,0,1,0,859884180,-487340088,3,236557663,15
0.918,1500476786,543975792,0,0,1,-275962297,16671498,41,252496559,0
0.919,1500476786,543975792,0,0,0,-275962297,16671498,35,236557663,0
0.92,1500476786,543975792,0,0,0,-275962297,16671498,28,204679871,1
0.921,1500476786,543975792,0,0,0,-275962297,16671498,62,13413119,2
0.922,1500476786,543975792,0,0,0,-275962297,16671498,23,53652476,3
0.923,1500476786,543975792,0,0,0,-275962297,16671498,16,214609904,4
0.924,1500476786,543975792,0,0,0,-275962297,16671498,39,53133251,5
0.925,1500476786,543975792,0,0,0,-275962297,16671498,41,212533004,6
0.926,1500476786,543975792,0,0,0,-275962297,16671498,18,44825651,7
0.927,1500476786,543975792,0,0,0,-275962297,16671498,24,89651302,8
0.928,1500476786,543975792,0,0,0,-275962297,16671498,34,90169753,9
0.929,1500476786,543975792,0,0,0,-275962297,16671498,37,92243557,10
0.93,1500476786,543975792,0,0,0,-275962297,16671498,4,100538773,11
0.931,1500476786,543975792,0,0,0,-275962297,16671498,12,133719637,12
0.932,1500476786,543975792,0,0,0,-275962297,16671498,57,266443093,13
0.933,1500476786,543975792,1,0,0,-275962297,16671498,24,260466007,14
0.934,1500476786,543975792,0,1,0,-275962297,16671498,2,252496559,15
0.935,-1290368963,-978969719,0,0,1,273365721,-1255551901,40,236557663,0
0.936,-1290368963,-978969719,0,0,0,273365721,-1255551901,2,252496559,0
0.937,-1290368963,-978969719,0,0,0,273365721,-1255551901,24,260466007,1
0.938,-1290368963,-978969719,0,0,0,273365721,-1255551901,57,266443093,2
0.939,-1290368963,-978969719,0,0,0,273365721,-1255551901,12,133719637,3
0.94,-1290368963,-978969719,0,0,0,273365721,-1255551901,4,100538773,4
0.941,-1290368963,-978969719,0,0,0,273365721,-1255551901,37,92243557,5
0.942,-1290368963,-978969719,0,0,0,273365721,-1255551901,34,90169753,6
0.943,-1290368963,-978969719,0,0,0,273365721,-1255551901,24,89651302,7
0.944,-1290368963,-978969719,0,0,0,273365721,-1255551901,18,44825651,8
0.945,-1290368963,-978969719,0,0,0,273365721,-1255551901,41,212533004,9
0.946,-1290368963,-978969719,0,0,0,273365721,-1255551901,39,53133251,10
0.947,-1290368963,-978969719,0,0,0,273365721,-1255551901,16,214609904,11
0.948,-1290368963,-978969719,0,0,0,273365721,-1255551901,23,53652476,12
0.949,-1290368963,-978969719,0,0,0,273365721,-1255551901,62,13413119,13
0.95,-1290368963,-978969719,1,0,0,273365721,-1255551901,28,204679871,14
0.951,-1290368963,-978969719,0,1,0,273365721,-1255551901,35,236557663,15
0.952,1931501938,1696625517,0,0,1,-582381355,16744521,9,252496559,0
0.953,1931501938,1696625517,0,0,0,-582381355,16744521,54,43390800,0
0.954,1931501938,1696625517,0,0,0,-582381355,16744521,16,86781600,1
0.955,1931501938,1696625517,0,0,0,-582381355,16744521,34,78690945,2
0.956,1931501938,1696625517,0,0,0,-582381355,16744521,30,46328325,3
0.957,1931501938,1696625517,0,0,0,-582381355,16744521,28,185313300,4
0.958,1931501938,1696625517,0,0,0,-582381355,16744521,62,204382290,5
0.959,1931501938,1696625517,0,0,0,-582381355,16744521,47,12222795,6
0.96,1931501938,1696625517,0,0,0,-582381355,16744521,29,48891180,7
0.961,1931501938,1696625517,0,0,0,-582381355,16744521,26,97782360,8
0.962,1931501938,1696625517,0,0,0,-582381355,16744521,26,122693985,9
0.963,1931501938,1696625517,0,0,0,-582381355,16744521,8,222340485,10
0.964,1931501938,1696625517,0,0,0,-582381355,16744521,11,84055575,11
0.965,1931501938,1696625517,0,0,0,-582381355,16744521,19,67786845,12
0.966,1931501938,1696625517,0,0,0,-582381355,16744521,17,2711925,13
0.967,1931501938,1696625517,1,0,0,-582381355,16744521,8,10847700,14
0.968,1931501938,1696625517,0,1,0,-582381355,16744521,49,21695400,15
0.969,1207069092,-700218992,0,0,1,932321637,-636615629,43,43390800,0
0.97,1207069092,-700218992,0,0,0,932321637,-636615629,49,21695400,0
0.971,1207069092,-700218992,0,0,0,932321637,-636615629,8,10847700,1
0.972,1207069092,-700218992,0,0,0,932321637,-636615629,17,2711925,2
0.973,1207069092,-700218992,0,0,0,932321637,-636615629,19,67786845,3
0.974,1207069092,-700218992,0,0,0,932321637,-636615629,11,84055575,4
0.975,1207069092,-700218992,0,0,0,932321637,-636615629,8,222340485,5
0.976,1207069092,-700218992,0,0,0,932321637,-636615629,26,122693985,6
0.977,1207069092,-700218992,0,0,0,932321637,-636615629,26,97782360,7
0.978,1207069092,-700218992,0,0,0,932321637,-636615629,29,48891180,8
0.979,1207069092,-700218992,0,0,0,932321637,-636615629,47,12222795,9
0.98,1207069092,-700218992,0,0,0,932321637,-636615629,62,204382290,10
0.981,1207069092,-700218992,0,0,0,932321637,-636615629,28,185313300,11
0.982,1207069092,-700218992,0,0,0,932321637,-636615629,30,46328325,12
0.983,1207069092,-700218992,0,0,0,932321637,-636615629,34,78690945,13
0.984,1207069092,-700218992,1,0,0,932321637,-636615629,16,86781600,14
0.985,1207069092,-700218992,0,1,0,932321637,-636615629,54,43390800,15
0.986,1869575272,1701978228,0,0,1,-1079732461,16714531,44,21695400,0
0.987,1869575272,1701978228,0,0,0,-1079732461,16714531,22,43390800,0
0.988,1869575272,1701978228,0,0,0,-1079732461,16714531,54,86781600,1
0.989,1869575272,1701978228,0,0,0,-1079732461,16714531,46,78690945,2
0.99,1869575272,1701978228,0,0,0,-1079732461,16714531,2,46328325,3
0.991,1869575272,1701978228,0,0,0,-1079732461,16714531,9,185313300,4
0.992,1869575272,1701978228,0,0,0,-1079732461,16714531,57,204382290,5
0.993,1869575272,1701978228,0,0,0,-1079732461,16714531,8,12222795,6
0.994,1869575272,1701978228,0,0,0,-1079732461,16714531,57,48891180,7
0.995,1869575272,1701978228,0,0,0,-1079732461,16714531,28,97782360,8
0.996,1869575272,1701978228,0,0,0,-1079732461,16714531,46,122693985,9
0.997,1869575272,1701978228,0,0,0,-1079732461,16714531,45,222340485,10
0.998,1869575272,1701978228,0,0,0,-1079732461,16714531,61,84055575,11
0.999,1869575272,1701978228,0,0,0,-1079732461,16714531,38,67786845,12
1,1869575272,1701978228,0,0,0,-1079732461,16714531,34,2711925,13
1.001,1869575272,1701978228,1,0,0,-1079732461,16714531,3,10847700,14
1.002,1869575272,1701978228,0,1,0,-1079732461,16714531,1,21695400,15
1.003,-640340104,-181042023,0,0,1,465270455,-751006460,27,43390800,0
1.004,-640340104,-181042023,0,0,0,465270455,-751006460,1,21695400,0
1.005,-640340104,-181042023,0,0,0,465270455,-751006460,3,10847700,1
1.006,-640340104,-181042023,0,0,0,465270455,-751006460,34,2711925,2
1.007,-640340104,-181042023,0,0,0,465270455,-751006460,38,67786845,3
1.008,-640340104,-181042023,0,0,0,465270455,-751006460,61,84055575,4
1.009,-640340104,-181042023,0,0,0,465270455,-751006460,45,222340485,5
1.01,-640340104,-181042023,0,0,0,465270455,-751006460,46,122693985,6
1.011,-640340104,-181042023,0,0,0,465270455,-751006460,28,97782360,7
1.012,-640340104,-181042023,0,0,0,465270455,-751006460,57,48891180,8
1.013,-640340104,-181042023,0,0,0,465270455,-751006460,8,12222795,9
1.014,-640340104,-181042023,0,0,0,465270455,-751006460,57,204382290,10
1.015,-640340104,-181042023,0,0,0,465270455,-751006460,9,185313300,11
1.016,-640340104,-181042023,0,0,0,465270455,-751006460,2,46328325,12
1.017,-640340104,-181042023,0,0,0,465270455,-751006460,46,78690945,13
1.018,-640340104,-181042023,1,0,0,465270455,-751006460,54,86781600,14
1.019,-640340104,-181042023,0,1,0,465270455,-751006460,22,43390800,15
1.02,1751215648,1986098021,0,0,1,-145713950,16713044,12,21695400,0
1.021,1751215648,1986098021,0,0,0,-145713950,16713044,22,43390800,0
1.022,1751215648,1986098021,0,0,0,-145713950,16713044,57,86781600,1
1.023,1751215648,1986098021,0,0,0,-145713950,16713044,8,78690945,2
1.024,1751215648,1986098021,0,0,0,-145713950,16713044,46,46328325,3
1.025,1751215648,1986098021,0,0,0,-145713950,16713044,30,185313300,4
1.026,1751215648,1986098021,0,0,0,-145713950,16713044,43,204382290,5
1.027,1751215648,1986098021,0,0,0,-145713950,16713044,8,12222795,6
1.028,1751215648,1986098021,0,0,0,-145713950,16713044,52,48891180,7
1.029,1751215648,1986098021,0,0,0,-145713950,16713044,53,97782360,8
1.03,1751215648,1986098021,0,0,0,-145713950,16713044,54,122693985,9
1.031,1751215648,1986098021,0,0,0,-145713950,16713044,2,222340485,10
1.032,1751215648,1986098021,0,0,0,-145713950,16713044,20,84055575,11
1.033,1751215648,1986098021,0,0,0,-145713950,16713044,51,67786845,12
1.034,1751215648,1986098021,0,0,0,-145713950,16713044,6,2711925,13
1.035,1751215648,1986098021,1,0,0,-145713950,16713044,60,10847700,14
1.036,1751215648,1986098021,0,1,0,-145713950,16713044,58,21695400,15
1.037,-2104833612,1407247955,0,0,1,-191346540,1869088467,32,43390800,0
1.038,-2104833612,1407247955,0,0,0,-191346540,1869088467,58,21695400,0
1.039,-2104833612,1407247955,0,0,0,-191346540,1869088467,60,10847700,1
1.04,-2104833612,1407247955,0,0,0,-191346540,1869088467,6,2711925,2
1.041,-2104833612,1407247955,0,0,0,-191346540,1869088467,51,67786845,3
1.042,-2104833612,1407247955,0,0,0,-191346540,1869088467,20,84055575,4
1.043,-2104833612,1407247955,0,0,0,-191346540,1869088467,2,222340485,5
1.044,-2104833612,1407247955,0,0,0,-191346540,1869088467,54,122693985,6
1.045,-2104833612,1407247955,0,0,0,-191346540,1869088467,53,97782360,7
1.046,-2104833612,1407247955,0,0,0,-191346540,1869088467,52,48891180,8
1.047,-2104833612,1407247955,0,0,0,-191346540,1869088467,8,12222795,9
1.048,-2104833612,1407247955,0,0,0,-191346540,1869088467,43,204382290,10
