"time","outdata_3263","outdata_0031","rdy_next_next_cycle","rdy_next_cycle","rdy","c17_out_3263","c17_out_0031","b1_out","key_l_out","countup_out"
1.362,322197369,-1682120719,0,0,0,-855677219,-257263531,17,204679871,1
1.363,322197369,-1682120719,0,0,0,-855677219,-257263531,38,13413119,2
1.364,322197369,-1682120719,0,0,0,-855677219,-257263531,4,53652476,3
1.365,322197369,-1682120719,0,0,0,-855677219,-257263531,56,214609904,4
1.366,322197369,-1682120719,0,0,0,-855677219,-257263531,52,53133251,5
1.367,322197369,-1682120719,0,0,0,-855677219,-257263531,3,212533004,6
1.368,322197369,-1682120719,0,0,0,-855677219,-257263531,62,44825651,7
1.369,322197369,-1682120719,0,0,0,-855677219,-257263531,33,89651302,8
1.37,322197369,-1682120719,0,0,0,-855677219,-257263531,36,90169753,9
1.371,322197369,-1682120719,0,0,0,-855677219,-257263531,15,92243557,10
1.372,322197369,-1682120719,0,0,0,-855677219,-257263531,18,100538773,11
1.373,322197369,-1682120719,0,0,0,-855677219,-257263531,53,133719637,12
1.374,322197369,-1682120719,0,0,0,-855677219,-257263531,10,266443093,13
1.375,322197369,-1682120719,1,0,0,-855677219,-257263531,27,260466007,14
1.376,322197369,-1682120719,0,1,0,-855677219,-257263531,45,252496559,15
1.377,-2048388268,252359685,0,0,1,172808597,1128411700,7,236557663,0
1.378,-2048388268,252359685,0,0,0,172808597,1128411700,45,252496559,0
1.379,-2048388268,252359685,0,0,0,172808597,1128411700,27,260466007,1
1.38,-2048388268,252359685,0,0,0,172808597,1128411700,10,266443093,2
1.381,-2048388268,252359685,0,0,0,172808597,1128411700,53,133719637,3
1.382,-2048388268,252359685,0,0,0,172808597,1128411700,18,100538773,4
1.383,-2048388268,252359685,0,0,0,172808597,1128411700,15,92243557,5
1.384,-2048388268,252359685,0,0,0,172808597,1128411700,36,90169753,6
1.385,-2048388268,252359685,0,0,0,172808597,1128411700,33,89651302,7
1.386,-2048388268,252359685,0,0,0,172808597,1128411700,62,44825651,8
1.387,-2048388268,252359685,0,0,0,172808597,1128411700,3,212533004,9
1.388,-2048388268,252359685,0,0,0,172808597,1128411700,52,53133251,10
1.389,-2048388268,252359685,0,0,0,172808597,1128411700,56,214609904,11
1.39,-2048388268,252359685,0,0,0,172808597,1128411700,4,53652476,12
1.391,-2048388268,252359685,0,0,0,172808597,1128411700,38,13413119,13
1.392,-2048388268,252359685,1,0,0,172808597,1128411700,17,204679871,14
1.393,-2048388268,252359685,0,1,0,172808597,1128411700,12,236557663,15
1.394,19088743,-1985229329,0,0,1,-872362753,-257232726,38,252496559,0
1.395,19088743,-1985229329,0,0,0,-872362753,-257232726,60,236557663,0
1.396,19088743,-1985229329,0,0,0,-872362753,-257232726,44,204679871,1
1.397,19088743,-1985229329,0,0,0,-872362753,-257232726,23,13413119,2
1.398,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53652476,3
1.399,19088743,-1985229329,0,0,0,-872362753,-257232726,16,214609904,4
1.4,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53133251,5
1.401,19088743,-1985229329,0,0,0,-872362753,-257232726,39,212533004,6
1.402,19088743,-1985229329,0,0,0,-872362753,-257232726,5,44825651,7
1.403,19088743,-1985229329,0,0,0,-872362753,-257232726,39,89651302,8
1.404,19088743,-1985229329,0,0,0,-872362753,-257232726,45,90169753,9
1.405,19088743,-1985229329,0,0,0,-872362753,-257232726,33,92243557,10
1.406,19088743,-1985229329,0,0,0,-872362753,-257232726,17,100538773,11
1.407,19088743,-1985229329,0,0,0,-872362753,-257232726,12,133719637,12
1.408,19088743,-1985229329,0,0,0,-872362753,-257232726,39,266443093,13
1.409,19088743,-1985229329,1,0,0,-872362753,-257232726,47,260466007,14
1.41,19088743,-1985229329,0,1,0,-872362753,-257232726,18,252496559,15
1.411,309334259,-859300444,0,0,1,978309192,-1198886903,56,236557663,0
1.412,309334259,-859300444,0,0,0,978309192,-1198886903,18,252496559,0
1.413,309334259,-859300444,0,0,0,978309192,-1198886903,47,260466007,1
1.414,309334259,-859300444,0,0,0,978309192,-1198886903,39,266443093,2
1.415,309334259,-859300444,0,0,0,978309192,-1198886903,12,133719637,3
1.416,309334259,-859300444,0,0,0,978309192,-1198886903,17,100538773,4
1.417,309334259,-859300444,0,0,0,978309192,-1198886903,33,92243557,5
1.418,309334259,-859300444,0,0,0,978309192,-1198886903,45,90169753,6
1.419,309334259,-859300444,0,0,0,978309192,-1198886903,39,89651302,7
1.42,309334259,-859300444,0,0,0,978309192,-1198886903,5,44825651,8
1.421,309334259,-859300444,0,0,0,978309192,-1198886903,39,212533004,9
1.422,309334259,-859300444,0,0,0,978309192,-1198886903,46,53133251,10
1.423,309334259,-859300444,0,0,0,978309192,-1198886903,16,214609904,11
1.424,309334259,-859300444,0,0,0,978309192,-1198886903,46,53652476,12
1.425,309334259,-859300444,0,0,0,978309192,-1198886903,23,13413119,13
1.426,309334259,-859300444,1,0,0,978309192,-1198886903,44,204679871,14
1.427,309334259,-859300444,0,1,0,978309192,-1198886903,60,236557663,15
1.428,-2021161081,-2021161081,0,0,1,65535,-16776961,22,252496559,0
1.429,-2021161081,-2021161081,0,0,0,65535,-16776961,3,236557663,0
1.43,-2021161081,-2021161081,0,0,0,65535,-16776961,62,204679871,1
1.431,-2021161081,-2021161081,0,0,0,65535,-16776961,3,13413119,2
1.432,-2021161081,-2021161081,0,0,0,65535,-16776961,39,53652476,3
1.433,-2021161081,-2021161081,0,0,0,65535,-16776961,17,214609904,4
1.434,-2021161081,-2021161081,0,0,0,65535,-16776961,12,53133251,5
1.435,-2021161081,-2021161081,0,0,0,65535,-16776961,34,212533004,6
1.436,-2021161081,-2021161081,0,0,0,65535,-16776961,22,44825651,7
1.437,-2021161081,-2021161081,0,0,0,65535,-16776961,58,89651302,8
1.438,-2021161081,-2021161081,0,0,0,65535,-16776961,2,90169753,9
1.439,-2021161081,-2021161081,0,0,0,65535,-16776961,58,92243557,10
1.44,-2021161081,-2021161081,0,0,0,65535,-16776961,22,100538773,11
1.441,-2021161081,-2021161081,0,0,0,65535,-16776961,20,133719637,12
1.442,-2021161081,-2021161081,0,0,0,65535,-16776961,44,266443093,13
1.443,-2021161081,-2021161081,1,0,0,65535,-16776961,24,260466007,14
1.444,-2021161081,-2021161081,0,1,0,65535,-16776961,39,252496559,15
1.445,1760299270,1642118831,0,0,1,859884180,-487340088,13,236557663,0
1.446,1760299270,1642118831,0,0,0,859884180,-487340088,39,252496559,0
1.447,1760299270,1642118831,0,0,0,859884180,-487340088,24,260466007,1
1.448,1760299270,1642118831,0,0,0,859884180,-487340088,44,266443093,2
1.449,1760299270,1642118831,0,0,0,859884180,-487340088,20,133719637,3
1.45,1760299270,1642118831,0,0,0,859884180,-487340088,22,100538773,4
1.451,1760299270,1642118831,0,0,0,859884180,-487340088,58,92243557,5
1.452,1760299270,1642118831,0,0,0,859884180,-487340088,2,90169753,6
1.453,1760299270,1642118831,0,0,0,859884180,-487340088,58,89651302,7
1.454,1760299270,1642118831,0,0,0,859884180,-487340088,22,44825651,8
1.455,1760299270,1642118831,0,0,0,859884180,-487340088,34,212533004,9
1.456,1760299270,1642118831,0,0,0,859884180,-487340088,12,53133251,10
1.457,1760299270,1642118831,0,0,0,859884180,-487340088,17,214609904,11
1.458,1760299270,1642118831,0,0,0,859884180,-487340088,39,53652476,12
1.459,1760299270,1642118831,0,0,0,859884180,-487340088,3,13413119,13
1.46,1760299270,1642118831,1,0,0,859884180,-487340088,62,204679871,14
1.461,1760299270,1642118831,0,1,0,859884180,-487340088,3,236557663,15
1.462,1500476786,543975792,0,0,1,-275962297,16671498,41,252496559,0
1.463,1500476786,543975792,0,0,0,-275962297,16671498,35,236557663,0
1.464,1500476786,543975792,0,0,0,-275962297,16671498,28,204679871,1
1.465,1500476786,543975792,0,0,0,-275962297,16671498,62,13413119,2
1.466,1500476786,543975792,0,0,0,-275962297,16671498,23,53652476,3
1.467,1500476786,543975792,0,0,0,-275962297,16671498,16,214609904,4
1.468,1500476786,543975792,0,0,0,-275962297,16671498,39,53133251,5
1.469,1500476786,543975792,0,0,0,-275962297,16671498,41,212533004,6
1.47,1500476786,543975792,0,0,0,-275962297,16671498,18,44825651,7
1.471,1500476786,543975792,0,0,0,-275962297,16671498,24,89651302,8
1.472,1500476786,543975792,0,0,0,-275962297,16671498,34,90169753,9
1.473,1500476786,543975792,0,0,0,-275962297,16671498,37,92243557,10
1.474,1500476786,543975792,0,0,0,-275962297,16671498,4,100538773,11
1.475,1500476786,543975792,0,0,0,-275962297,16671498,12,133719637,12
1.476,1500476786,543975792,0,0,0,-275962297,16671498,57,266443093,13
1.477,1500476786,543975792,1,0,0,-275962297,16671498,24,260466007,14
1.478,1500476786,543975792,0,1,0,-275962297,16671498,2,252496559,15
1.479,-1290368963,-978969719,0,0,1,273365721,-1255551901,40,236557663,0
1.48,-1290368963,-978969719,0,0,0,273365721,-1255551901,2,252496559,0
1.481,-1290368963,-978969719,0,0,0,273365721,-1255551901,24,260466007,1
1.482,-1290368963,-978969719,0,0,0,273365721,-1255551901,57,266443093,2
1.483,-1290368963,-978969719,0,0,0,273365721,-1255551901,12,133719637,3
1.484,-1290368963,-978969719,0,0,0,273365721,-1255551901,4,100538773,4
1.485,-1290368963,-978969719,0,0,0,273365721,-1255551901,37,92243557,5
1.486,-1290368963,-978969719,0,0,0,273365721,-1255551901,34,90169753,6
1.487,-1290368963,-978969719,0,0,0,273365721,-1255551901,24,89651302,7
1.488,-1290368963,-978969719,0,0,0,273365721,-1255551901,18,44825651,8
1.489,-1290368963,-978969719,0,0,0,273365721,-1255551901,41,212533004,9
1.49,-1290368963,-978969719,0,0,0,273365721,-1255551901,39,53133251,10
1.491,-1290368963,-978969719,0,0,0,273365721,-1255551901,16,214609904,11
1.492,-1290368963,-978969719,0,0,0,273365721,-1255551901,23,53652476,12
1.493,-1290368963,-978969719,0,0,0,273365721,-1255551901,62,13413119,13
1.494,-1290368963,-978969719,1,0,0,273365721,-1255551901,28,204679871,14
1.495,-1290368963,-978969719,0,1,0,273365721,-1255551901,35,236557663,15
1.496,1931501938,1696625517,0,0,1,-582381355,16744521,9,252496559,0
1.497,1931501938,1696625517,0,0,0,-582381355,16744521,54,43390800,0
1.498,1931501938,1696625517,0,0,0,-582381355,16744521,16,86781600,1
1.499,1931501938,1696625517,0,0,0,-582381355,16744521,34,78690945,2
1.5,1931501938,1696625517,0,0,0,-582381355,16744521,30,46328325,3
1.501,1931501938,1696625517,0,0,0,-582381355,16744521,28,185313300,4
1.502,1931501938,1696625517,0,0,0,-582381355,16744521,62,204382290,5
1.503,1931501938,1696625517,0,0,0,-582381355,16744521,47,12222795,6
1.504,1931501938,1696625517,0,0,0,-582381355,16744521,29,48891180,7
1.505,1931501938,1696625517,0,0,0,-582381355,16744521,26,97782360,8
1.506,1931501938,1696625517,0,0,0,-582381355,16744521,26,122693985,9
1.507,1931501938,1696625517,0,0,0,-582381355,16744521,8,222340485,10
1.508,1931501938,1696625517,0,0,0,-582381355,16744521,11,84055575,11
1.509,1931501938,1696625517,0,0,0,-582381355,16744521,19,67786845,12
1.51,1931501938,1696625517,0,0,0,-582381355,16744521,17,2711925,13
1.511,1931501938,1696625517,1,0,0,-582381355,16744521,8,10847700,14
1.512,1931501938,1696625517,0,1,0,-582381355,16744521,49,21695400,15
1.513,1207069092,-700218992,0,0,1,932321637,-636615629,43,43390800,0
1.514,1207069092,-700218992,0,0,0,932321637,-636615629,49,21695400,0
1.515,1207069092,-700218992,0,0,0,932321637,-636615629,8,10847700,1
1.516,1207069092,-700218992,0,0,0,932321637,-636615629,17,2711925,2
1.517,1207069092,-700218992,0,0,0,932321637,-636615629,19,67786845,3
1.518,1207069092,-700218992,0,0,0,932321637,-636615629,11,84055575,4
1.519,1207069092,-700218992,0,0,0,932321637,-636615629,8,222340485,5
1.52,1207069092,-700218992,0,0,0,932321637,-636615629,26,122693985,6
1.521,1207069092,-700218992,0,0,0,932321637,-636615629,26,97782360,7
1.522,1207069092,-700218992,0,0,0,932321637,-636615629,29,48891180,8
1.523,1207069092,-700218992,0,0,0,932321637,-636615629,47,12222795,9
1.524,1207069092,-700218992,0,0,0,932321637,-636615629,62,204382290,10
1.525,1207069092,-700218992,0,0,0,932321637,-636615629,28,185313300,11
1.526,1207069092,-700218992,0,0,0,932321637,-636615629,30,46328325,12
1.527,1207069092,-700218992,0,0,0,932321637,-636615629,34,78690945,13
1.528,1207069092,-700218992,1,0,0,932321637,-636615629,16,86781600,14
1.529,1207069092,-700218992,0,1,0,932321637,-636615629,54,43390800,15
1.53,1869575272,1701978228,0,0,1,-1079732461,16714531,44,21695400,0
1.531,1869575272,1701978228,0,0,0,-1079732461,16714531,22,43390800,0
1.532,1869575272,1701978228,0,0,0,-1079732461,16714531,54,86781600,1
1.533,1869575272,1701978228,0,0,0,-1079732461,16714531,46,78690945,2
1.534,1869575272,1701978228,0,0,0,-1079732461,16714531,2,46328325,3
1.535,1869575272,1701978228,0,0,0,-1079732461,16714531,9,185313300,4
1.536,1869575272,1701978228,0,0,0,-1079732461,16714531,57,204382290,5
1.537,1869575272,1701978228,0,0,0,-1079732461,16714531,8,12222795,6
1.538,1869575272,1701978228,0,0,0,-1079732461,16714531,57,48891180,7
1.539,1869575272,1701978228,0,0,0,-1079732461,16714531,28,97782360,8
1.54,1869575272,1701978228,0,0,0,-1079732461,16714531,46,122693985,9
1.541,1869575272,1701978228,0,0,0,-1079732461,16714531,45,222340485,10
1.542,1869575272,1701978228,0,0,0,-1079732461,16714531,61,84055575,11
1.543,1869575272,1701978228,0,0,0,-1079732461,16714531,38,67786845,12
1.544,1869575272,1701978228,0,0,0,-1079732461,16714531,34,2711925,13
1.545,1869575272,1701978228,1,0,0,-1079732461,16714531,3,10847700,14
1.546,1869575272,1701978228,0,1,0,-1079732461,16714531,1,21695400,15
1.547,-640340104,-181042023,0,0,1,465270455,-751006460,27,43390800,0
1.548,-640340104,-181042023,0,0,0,465270455,-751006460,1,21695400,0
1.549,-640340104,-181042023,0,0,0,465270455,-751006460,3,10847700,1
1.55,-640340104,-181042023,0,0,0,465270455,-751006460,34,2711925,2
1.551,-640340104,-181042023,0,0,0,465270455,-751006460,38,67786845,3
1.552,-640340104,-181042023,0,0,0,465270455,-751006460,61,84055575,4
1.553,-640340104,-181042023,0,0,0,465270455,-751006460,45,222340485,5
1.554,-640340104,-181042023,0,0,0,465270455,-751006460,46,122693985,6
1.555,-640340104,-181042023,0,0,0,465270455,-751006460,28,97782360,7
1.556,-640340104,-181042023,0,0,0,465270455,-751006460,57,48891180,8
1.557,-640340104,-181042023,0,0,0,465270455,-751006460,8,12222795,9
1.558,-640340104,-181042023,0,0,0,465270455,-751006460,57,204382290,10
1.559,-640340104,-181042023,0,0,0,465270455,-751006460,9,185313300,11
1.56,-640340104,-181042023,0,0,0,465270455,-751006460,2,46328325,12
1.561,-640340104,-181042023,0,0,0,465270455,-751006460,46,78690945,13
1.562,-640340104,-181042023,1,0,0,465270455,-751006460,54,86781600,14
1.563,-640340104,-181042023,0,1,0,465270455,-751006460,22,43390800,15
1.564,1751215648,1986098021,0,0,1,-145713950,16713044,12,21695400,0
1.565,1751215648,1986098021,0,0,0,-145713950,16713044,22,43390800,0
1.566,1751215648,1986098021,0,0,0,-145713950,16713044,57,86781600,1
1.567,1751215648,1986098021,0,0,0,-145713950,16713044,8,78690945,2
1.568,1751215648,1986098021,0,0,0,-145713950,16713044,46,46328325,3
1.569,1751215648,1986098021,0,0,0,-145713950,16713044,30,185313300,4
1.57,1751215648,1986098021,0,0,0,-145713950,16713044,43,204382290,5
1.571,1751215648,1986098021,0,0,0,-145713950,16713044,8,12222795,6
1.572,1751215648,1986098021,0,0,0,-145713950,16713044,52,48891180,7
1.573,1751215648,1986098021,0,0,0,-145713950,16713044,53,97782360,8
1.574,1751215648,1986098021,0,0,0,-145713950,16713044,54,122693985,9
1.575,1751215648,1986098021,0,0,0,-145713950,16713044,2,222340485,10
1.576,1751215648,1986098021,0,0,0,-145713950,16713044,20,84055575,11
1.577,1751215648,1986098021,0,0,0,-145713950,16713044,51,67786845,12
1.578,1751215648,1986098021,0,0,0,-145713950,16713044,6,2711925,13
1.579,1751215648,1986098021,1,0,0,-145713950,16713044,60,10847700,14
1.58,1751215648,1986098021,0,1,0,-145713950,16713044,58,21695400,15
1.581,-2104833612,1407247955,0,0,1,-191346540,1869088467,32,43390800,0
1.582,-2104833612,1407247955,0,0,0,-191346540,1869088467,58,21695400,0
1.583,-2104833612,1407247955,0,0,0,-191346540,1869088467,60,10847700,1
1.584,-2104833612,1407247955,0,0,0,-191346540,1869088467,6,2711925,2
1.585,-2104833612,1407247955,0,0,0,-191346540,1869088467,51,67786845,3
1.586,-2104833612,1407247955,0,0,0,-191346540,1869088467,20,84055575,4
1.587,-2104833612,1407247955,0,0,0,-191346540,1869088467,2,222340485,5
1.588,-2104833612,1407247955,0,0,0,-191346540,1869088467,54,122693985,6
1.589,-2104833612,1407247955,0,0,0,-191346540,1869088467,53,97782360,7
1.59,-2104833612,1407247955,0,0,0,-191346540,1869088467,52,48891180,8
1.591,-2104833612,1407247955,0,0,0,-191346540,1869088467,8,12222795,9
1.592,-2104833612,1407247955,0,0,0,-191346540,1869088467,43,204382290,10
1.593,-2104833612,1407247955,0,0,0,-191346540,1869088467,30,185313300,11
1.594,-2104833612,1407247955,0,0,0,-191346540,1869088467,46,46328325,12
1.595,-2104833612,1407247955,0,0,0,-191346540,1869088467,8,78690945,13
1.596,-2104833612,1407247955,1,0,0,-191346540,1869088467,57,86781600,14
1.597,-2104833612,1407247955,0,1,0,-191346540,1869088467,22,43390800,15
1.598,1818848869,218759168,0,0,1,251665690,997156,12,21695400,0
1.599,1818848869,218759168,0,0,0,251665690,997156,57,43390800,0
1.6,1818848869,218759168,0,0,0,251665690,997156,42,86781600,1
1.601,1818848869,218759168,0,0,0,251665690,997156,0,78690945,2
1.602,1818848869,218759168,0,0,0,251665690,997156,25,46328325,3
1.603,1818848869,218759168,0,0,0,251665690,997156,39,185313300,4
1.604,1818848869,218759168,0,0,0,251665690,997156,58,204382290,5
1.605,1818848869,218759168,0,0,0,251665690,997156,36,12222795,6
1.606,1818848869,218759168,0,0,0,251665690,997156,4,48891180,7
1.607,1818848869,218759168,0,0,0,251665690,997156,53,97782360,8
1.608,1818848869,218759168,0,0,0,251665690,997156,7,122693985,9
1.609,1818848869,218759168,0,0,0,251665690,997156,45,222340485,10
1.61,1818848869,218759168,0,0,0,251665690,997156,59,84055575,11
1.611,1818848869,218759168,0,0,0,251665690,997156,21,67786845,12
1.612,1818848869,218759168,0,0,0,251665690,997156,54,2711925,13
1.613,1818848869,218759168,1,0,0,251665690,997156,13,10847700,14
1.614,1818848869,218759168,0,1,0,251665690,997156,43,21695400,15
1.615,663136555,-911747836,0,0,1,1346429821,1982667819,49,43390800,0
1.616,663136555,-911747836,0,0,0,1346429821,1982667819,43,21695400,0
1.617,663136555,-911747836,0,0,0,1346429821,1982667819,13,10847700,1
1.618,663136555,-911747836,0,0,0,1346429821,1982667819,54,2711925,2
1.619,663136555,-911747836,0,0,0,1346429821,1982667819,21,67786845,3
1.62,663136555,-911747836,0,0,0,1346429821,1982667819,59,84055575,4
1.621,663136555,-911747836,0,0,0,1346429821,1982667819,45,222340485,5
1.622,663136555,-911747836,0,0,0,1346429821,1982667819,7,122693985,6
1.623,663136555,-911747836,0,0,0,1346429821,1982667819,53,97782360,7
1.624,663136555,-911747836,0,0,0,1346429821,1982667819,4,48891180,8
1.625,663136555,-911747836,0,0,0,1346429821,1982667819,36,12222795,9
1.626,663136555,-911747836,0,0,0,1346429821,1982667819,58,204382290,10
1.627,663136555,-911747836,0,0,0,1346429821,1982667819,39,185313300,11
1.628,663136555,-911747836,0,0,0,1346429821,1982667819,25,46328325,12
1.629,663136555,-911747836,0,0,0,1346429821,1982667819,0,78690945,13
1.63,663136555,-911747836,1,0,0,1346429821,1982667819,42,86781600,14
1.631,663136555,-911747836,0,1,0,1346429821,1982667819,57,43390800,15
1.632,322197369,-1682120719,0,0,1,-855677219,-257263531,35,21695400,0
1.633,322197369,-1682120719,0,0,0,-855677219,-257263531,12,236557663,0
1.634,322197369,-1682120719,0,0,0,-855677219,-257263531,17,204679871,1
1.635,322197369,-1682120719,0,0,0,-855677219,-257263531,38,13413119,2
1.636,322197369,-1682120719,0,0,0,-855677219,-257263531,4,53652476,3
1.637,322197369,-1682120719,0,0,0,-855677219,-257263531,56,214609904,4
1.638,322197369,-1682120719,0,0,0,-855677219,-257263531,52,53133251,5
1.639,322197369,-1682120719,0,0,0,-855677219,-257263531,3,212533004,6
1.64,322197369,-1682120719,0,0,0,-855677219,-257263531,62,44825651,7
1.641,322197369,-1682120719,0,0,0,-855677219,-257263531,33,89651302,8
1.642,322197369,-1682120719,0,0,0,-855677219,-257263531,36,90169753,9
1.643,322197369,-1682120719,0,0,0,-855677219,-257263531,15,92243557,10
1.644,322197369,-1682120719,0,0,0,-855677219,-257263531,18,100538773,11
1.645,322197369,-1682120719,0,0,0,-855677219,-257263531,53,133719637,12
1.646,322197369,-1682120719,0,0,0,-855677219,-257263531,10,266443093,13
1.647,322197369,-1682120719,1,0,0,-855677219,-257263531,27,260466007,14
1.648,322197369,-1682120719,0,1,0,-855677219,-257263531,45,252496559,15
1.649,-2048388268,252359685,0,0,1,172808597,1128411700,7,236557663,0
1.65,-2048388268,252359685,0,0,0,172808597,1128411700,45,252496559,0
1.651,-2048388268,252359685,0,0,0,172808597,1128411700,27,260466007,1
1.652,-2048388268,252359685,0,0,0,172808597,1128411700,10,266443093,2
1.653,-2048388268,252359685,0,0,0,172808597,1128411700,53,133719637,3
1.654,-2048388268,252359685,0,0,0,172808597,1128411700,18,100538773,4
1.655,-2048388268,252359685,0,0,0,172808597,1128411700,15,92243557,5
1.656,-2048388268,252359685,0,0,0,172808597,1128411700,36,90169753,6
1.657,-2048388268,252359685,0,0,0,172808597,1128411700,33,89651302,7
1.658,-2048388268,252359685,0,0,0,172808597,1128411700,62,44825651,8
1.659,-2048388268,252359685,0,0,0,172808597,1128411700,3,212533004,9
1.66,-2048388268,252359685,0,0,0,172808597,1128411700,52,53133251,10
1.661,-2048388268,252359685,0,0,0,172808597,1128411700,56,214609904,11
1.662,-2048388268,252359685,0,0,0,172808597,1128411700,4,53652476,12
1.663,-2048388268,252359685,0,0,0,172808597,1128411700,38,13413119,13
1.664,-2048388268,252359685,1,0,0,172808597,1128411700,17,204679871,14
1.665,-2048388268,252359685,0,1,0,172808597,1128411700,12,236557663,15
1.666,19088743,-1985229329,0,0,1,-872362753,-257232726,38,252496559,0
1.667,19088743,-1985229329,0,0,0,-872362753,-257232726,60,236557663,0
1.668,19088743,-1985229329,0,0,0,-872362753,-257232726,44,204679871,1
1.669,19088743,-1985229329,0,0,0,-872362753,-257232726,23,13413119,2
1.67,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53652476,3
1.671,19088743,-1985229329,0,0,0,-872362753,-257232726,16,214609904,4
1.672,19088743,-1985229329,0,0,0,-872362753,-257232726,46,53133251,5
1.673,19088743,-1985229329,0,0,0,-872362753,-257232726,39,212533004,6
1.674,19088743,-1985229329,0,0,0,-872362753,-257232726,5,44825651,7
1.675,19088743,-1985229329,0,0,0,-872362753,-257232726,39,89651302,8
1.676,19088743,-1985229329,0,0,0,-872362753,-257232726,45,90169753,9
1.677,19088743,-1985229329,0,0,0,-872362753,-257232726,33,92243557,10
1.678,19088743,-1985229329,0,0,0,-872362753,-257232726,17,100538773,11
1.679,19088743,-1985229329,0,0,0,-872362753,-257232726,12,133719637,12
1.68,19088743,-1985229329,0,0,0,-872362753,-257232726,39,266443093,13
1.681,19088743,-1985229329,1,0,0,-872362753,-257232726,47,260466007,14
1.682,19088743,-1985229329,0,1,0,-872362753,-257232726,18,252496559,15
1.683,309334259,-859300444,0,0,1,978309192,-1198886903,56,236557663,0
1.684,309334259,-859300444,0,0,0,978309192,-1198886903,18,252496559,0
1.685,309334259,-859300444,0,0,0,978309192,-1198886903,47,260466007,1
1.686,309334259,-859300444,0,0,0,978309192,-1198886903,39,266443093,2
1.687,309334259,-859300444,0,0,0,978309192,-1198886903,12,133719637,3
1.688,309334259,-859300444,0,0,0,978309192,-1198886903,17,100538773,4
1.689,309334259,-859300444,0,0,0,978309192,-1198886903,33,92243557,5
1.69,309334259,-859300444,0,0,0,978309192,-1198886903,45,90169753,6
1.691,309334259,-859300444,0,0,0,978309192,-1198886903,39,89651302,7
1.692,309334259,-859300444,0,0,0,978309192,-1198886903,5,44825651,8
1.693,309334259,-859300444,0,0,0,978309192,-1198886903,39,212533004,9
1.694,309334259,-859300444,0,0,0,978309192,-1198886903,46,53133251,10
1.695,309334259,-859300444,0,0,0,978309192,-1198886903,16,214609904,11
1.696,309334259,-859300444,0,0,0,978309192,-1198886903,46,53652476,12
1.697,309334259,-859300444,0,0,0,978309192,-1198886903,23,13413119,13
1.698,309334259,-859300444,1,0,0,978309192,-1198886903,44,204679871,14
1.699,309334259,-859300444,0,1,0,978309192,-1198886903,60,236557663,15
1.7,-2021161081,-2021161081,0,0,1,65535,-16776961,22,252496559,0
1.701,-2021161081,-2021161081,0,0,0,65535,-16776961,3,236557663,0
1.702,-2021161081,-2021161081,0,0,0,65535,-16776961,62,204679871,1
1.703,-2021161081,-2021161081,0,0,0,65535,-16776961,3,13413119,2
1.704,-2021161081,-2021161081,0,0,0,65535,-16776961,39,53652476,3
1.705,-2021161081,-2021161081,0,0,0,65535,-16776961,17,214609904,4
1.706,-2021161081,-2021161081,0,0,0,65535,-16776961,12,53133251,5
1.707,-2021161081,-2021161081,0,0,0,65535,-16776961,34,212533004,6
1.708,-2021161081,-2021161081,0,0,0,65535,-16776961,22,44825651,7
1.709,-2021161081,-2021161081,0,0,0,65535,-16776961,58,89651302,8
1.71,-2021161081,-2021161081,0,0,0,65535,-16776961,2,90169753,9
1.711,-2021161081,-2021161081,0,0,0,65535,-16776961,58,92243557,10
1.712,-2021161081,-2021161081,0,0,0,65535,-16776961,22,100538773,11
1.713,-2021161081,-2021161081,0,0,0,65535,-16776961,20,133719637,12
1.714,-2021161081,-2021161081,0,0,0,65535,-16776961,44,266443093,13
1.715,-2021161081,-2021161081,1,0,0,65535,-16776961,24,260466007,14
1.716,-2021161081,-2021161081,0,1,0,65535,-16776961,39,252496559,15
1.717,1760299270,1642118831,0,0,1,859884180,-487340088,13,236557663,0
1.718,1760299270,1642118831,0,0,0,859884180,-487340088,39,252496559,0
1.719,1760299270,1642118831,0,0,0,859884180,-487340088,24,260466007,1
1.72,1760299270,1642118831,0,0,0,859884180,-487340088,44,266443093,2
1.721,1760299270,1642118831,0,0,0,859884180,-487340088,20,133719637,3
1.722,1760299270,1642118831,0,0,0,859884180,-487340088,22,100538773,4
1.723,1760299270,1642118831,0,0,0,859884180,-487340088,58,92243557,5
1.724,1760299270,1642118831,0,0,0,859884180,-487340088,2,90169753,6
1.725,1760299270,1642118831,0,0,0,859884180,-487340088,58,89651302,7
1.726,1760299270,1642118831,0,0,0,859884180,-487340088,22,44825651,8
1.727,1760299270,1642118831,0,0,0,859884180,-487340088,34,212533004,9
1.728,1760299270,1642118831,0,0,0,859884180,-487340088,12,53133251,10
1.729,1760299270,1642118831,0,0,0,859884180,-487340088,17,214609904,11
1.73,1760299270,1642118831,0,0,0,859884180,-487340088,39,53652476,12
1.731,1760299270,1642118831,0,0,0,859884180,-487340088,3,13413119,13
1.732,1760299270,1642118831,1,0,0,859884180,-487340088,62,204679871,14
1.733,1760299270,1642118831,0,1,0,859884180,-487340088,3,236557663,15
1.734,1500476786,543975792,0,0,1,-275962297,16671498,41,252496559,0
