"time","J1.phi","J1.w","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","freqHz"
0.104882,1.028742,9.588599,0.400000,-0.973801,-8.542767,-0.054940,-1.045832,0.000000,0.000000,0.200000
0.106352,1.042824,9.571346,0.400000,-0.986332,-8.510936,-0.056492,-1.060410,0.000000,0.000000,0.200000
0.107238,1.051292,9.560647,0.400000,-0.993855,-8.491462,-0.057437,-1.069185,0.000000,0.000000,0.200000
0.108123,1.059749,9.549688,0.400000,-1.001360,-8.471730,-0.058390,-1.077958,0.000000,0.000000,0.200000
0.110363,1.081106,9.521044,0.400000,-1.020274,-8.420889,-0.060832,-1.100154,0.000000,0.000000,0.200000
0.112604,1.102397,9.490948,0.400000,-1.039073,-8.368606,-0.063324,-1.122342,0.000000,0.000000,0.200000
0.114845,1.123623,9.459401,0.400000,-1.057759,-8.314880,-0.065864,-1.144521,0.000000,0.000000,0.200000
0.118266,1.155892,9.408702,0.400000,-1.086052,-8.230328,-0.069840,-1.178374,0.000000,0.000000,0.200000
0.123935,1.208963,9.318075,0.400000,-1.132284,-8.083663,-0.076679,-1.234412,0.000000,0.000000,0.200000
0.129604,1.261502,9.220195,0.400000,-1.177667,-7.929807,-0.083835,-1.290388,0.000000,0.000000,0.200000
0.135272,1.313472,9.116349,0.400000,-1.222164,-7.770050,-0.091308,-1.346299,0.000000,0.000000,0.200000
0.143999,1.392303,8.948394,0.400000,-1.288872,-7.516157,-0.103432,-1.432238,0.000000,0.000000,0.200000
0.152726,1.469653,8.775914,0.400000,-1.353348,-7.257909,-0.116305,-1.518005,0.000000,0.000000,0.200000
0.161453,1.545502,8.605413,0.400000,-1.415576,-7.001822,-0.129926,-1.603591,0.000000,0.000000,0.200000
0.170179,1.619893,8.443358,0.400000,-1.475600,-6.754372,-0.144293,-1.688985,0.000000,0.000000,0.200000
0.183941,1.734494,8.218707,0.400000,-1.566034,-6.395479,-0.168460,-1.823228,0.000000,0.000000,0.200000
0.193781,1.814725,8.088444,0.400000,-1.627853,-6.169554,-0.186871,-1.918890,0.000000,0.000000,0.200000
0.195162,1.825876,8.072861,0.400000,-1.636340,-6.140571,-0.189537,-1.932290,0.000000,0.000000,0.200000
0.196543,1.837008,8.057863,0.400000,-1.644787,-6.112178,-0.192221,-1.945684,0.000000,0.000000,0.200000
0.196908,1.839949,8.054051,0.400000,-1.647013,-6.104823,-0.192936,-1.949228,0.000000,0.000000,0.200000
0.198294,1.851095,8.039779,0.400000,-1.655442,-6.077115,-0.195653,-1.962664,0.000000,0.000000,0.200000
0.199680,1.862223,8.026102,0.400000,-1.663835,-6.050007,-0.198389,-1.976094,0.000000,0.000000,0.200000
0.202910,1.888091,7.996475,0.400000,-1.683259,-5.989111,-0.204832,-2.007364,0.000000,0.000000,0.200000
0.206139,1.913877,7.969957,0.400000,-1.702506,-5.931355,-0.211371,-2.038603,0.000000,0.000000,0.200000
0.209369,1.939581,7.946582,0.400000,-1.721573,-5.876773,-0.218008,-2.069809,0.000000,0.000000,0.200000
0.214648,1.981466,7.914931,0.400000,-1.752394,-5.794180,-0.229072,-2.120750,0.000000,0.000000,0.200000
0.224369,2.058219,7.876602,0.400000,-1.808077,-5.662303,-0.250142,-2.214299,0.000000,0.000000,0.200000
0.234089,2.134701,7.859585,0.400000,-1.862583,-5.552067,-0.272118,-2.307519,0.000000,0.000000,0.200000
0.243810,2.211079,7.857341,0.400000,-1.916079,-5.456945,-0.295000,-2.400395,0.000000,0.000000,0.200000
0.248880,2.250916,7.859258,0.400000,-1.943623,-5.410559,-0.307293,-2.448699,0.000000,0.000000,0.200000
0.253950,2.290765,7.861678,0.400000,-1.970934,-5.364773,-0.319831,-2.496904,0.000000,0.000000,0.200000
0.259020,2.330623,7.863215,0.400000,-1.998011,-5.318207,-0.332613,-2.545008,0.000000,0.000000,0.200000
0.267678,2.398685,7.860307,0.400000,-2.043684,-5.233397,-0.355001,-2.626910,0.000000,0.000000,0.200000
0.276336,2.466677,7.845414,0.400000,-2.088579,-5.136912,-0.378098,-2.708502,0.000000,0.000000,0.200000
0.284994,2.534461,7.814012,0.400000,-2.132562,-5.024238,-0.401900,-2.789774,0.000000,0.000000,0.200000
0.301214,2.660350,7.698956,0.400000,-2.211969,-4.757810,-0.448381,-2.941146,0.000000,0.000000,0.200000
0.302960,2.673774,7.681845,0.400000,-2.220243,-4.724477,-0.453530,-2.957368,0.000000,0.000000,0.200000
0.304406,2.684863,7.666531,0.400000,-2.227040,-4.695743,-0.457823,-2.970788,0.000000,0.000000,0.200000
0.305852,2.695929,7.650594,0.400000,-2.233795,-4.666396,-0.462134,-2.984199,0.000000,0.000000,0.200000
0.305938,2.696582,7.649615,0.400000,-2.234192,-4.664624,-0.462390,-2.984991,0.000000,0.000000,0.200000
0.307388,2.707657,7.632938,0.400000,-2.240920,-4.634506,-0.466736,-2.998432,0.000000,0.000000,0.200000
0.308839,2.718707,7.615646,0.400000,-2.247606,-4.603782,-0.471101,-3.011864,0.000000,0.000000,0.200000
0.311885,2.741822,7.577538,0.400000,-2.261493,-4.537499,-0.480329,-3.040039,0.000000,0.000000,0.200000
0.314930,2.764812,7.537057,0.400000,-2.275174,-4.468886,-0.489638,-3.068171,0.000000,0.000000,0.200000
0.317976,2.787681,7.494047,0.400000,-2.288651,-4.397788,-0.499031,-3.096259,0.000000,0.000000,0.200000
0.324127,2.833450,7.400343,0.400000,-2.315198,-4.247505,-0.518252,-3.152838,0.000000,0.000000,0.200000
0.330277,2.878618,7.298579,0.400000,-2.340800,-4.089349,-0.537817,-3.209230,0.000000,0.000000,0.200000
0.336427,2.923163,7.189819,0.400000,-2.365435,-3.924387,-0.557727,-3.265433,0.000000,0.000000,0.200000
0.342577,2.967030,7.076244,0.400000,-2.389048,-3.754803,-0.577982,-3.321441,0.000000,0.000000,0.200000
0.348727,3.010193,6.960072,0.400000,-2.411612,-3.582821,-0.598581,-3.377252,0.000000,0.000000,0.200000
0.354877,3.052643,6.843999,0.400000,-2.433121,-3.411139,-0.619522,-3.432860,0.000000,0.000000,0.200000
0.364887,3.120230,6.659749,0.400000,-2.465896,-3.136825,-0.654333,-3.522924,0.000000,0.000000,0.200000
0.374896,3.186133,6.488628,0.400000,-2.496090,-2.876197,-0.690043,-3.612431,0.000000,0.000000,0.200000
0.384905,3.250395,6.339925,0.400000,-2.523749,-2.638557,-0.726646,-3.701369,0.000000,0.000000,0.200000
0.394366,3.309846,6.225133,0.400000,-2.547788,-2.440242,-0.762058,-3.784892,0.000000,0.000000,0.200000
0.394368,3.309861,6.225108,0.400000,-2.547794,-2.440196,-0.762067,-3.784912,0.000000,0.000000,0.200000
0.395400,3.316273,6.214498,0.400000,-2.550294,-2.420512,-0.765979,-3.793986,0.000000,0.000000,0.200000
0.396431,3.322675,6.204216,0.400000,-2.552775,-2.401163,-0.769901,-3.803053,0.000000,0.000000,0.200000
0.397200,3.327442,6.196801,0.400000,-2.554610,-2.386991,-0.772832,-3.809810,0.000000,0.000000,0.200000
0.398217,3.333731,6.187261,0.400000,-2.557020,-2.368531,-0.776711,-3.818730,0.000000,0.000000,0.200000
0.399233,3.340010,6.178044,0.400000,-2.559411,-2.350399,-0.780599,-3.827645,0.000000,0.000000,0.200000
0.400000,3.344745,6.171332,0.400000,-2.561204,-2.336961,-0.783541,-3.834371,0.000000,0.000000,0.200000
0.400000,3.344745,6.171332,0.400000,-2.561204,-2.336961,-0.783541,-3.834371,0.000000,0.000000,0.200000
0.400000,3.344745,6.171332,0.400000,-2.561204,-2.336961,-0.783541,-3.834371,-0.000000,-0.000000,0.200000
0.400000,3.344745,6.171332,0.400000,-2.561204,-2.336961,-0.783541,-3.834371,-0.000000,-0.000000,0.200000
0.400003,3.344764,6.171305,0.400000,-2.561211,-2.336938,-0.783553,-3.834336,-0.000000,-0.000031,0.200000
0.400013,3.344823,6.171221,0.400000,-2.561233,-2.336866,-0.783590,-3.834229,-0.000000,-0.000126,0.200000
0.400022,3.344882,6.171137,0.400000,-2.561256,-2.336794,-0.783626,-3.834121,-0.000000,-0.000222,0.200000
0.400032,3.344941,6.171053,0.400000,-2.561278,-2.336722,-0.783663,-3.834013,-0.000000,-0.000318,0.200000
0.400041,3.345000,6.170970,0.400000,-2.561300,-2.336650,-0.783700,-3.833906,-0.000000,-0.000414,0.200000
0.400062,3.345125,6.170793,0.400000,-2.561348,-2.336498,-0.783778,-3.833679,-0.000000,-0.000616,0.200000
0.400098,3.345352,6.170472,0.400000,-2.561434,-2.336223,-0.783919,-3.833265,-0.000000,-0.000985,0.200000
0.400164,3.345755,6.169903,0.400000,-2.561586,-2.335734,-0.784169,-3.832532,-0.000000,-0.001637,0.200000
0.400279,3.346465,6.168904,0.400000,-2.561855,-2.334877,-0.784610,-3.831239,-0.000000,-0.002788,0.200000
0.400485,3.347733,6.167152,0.400000,-2.562334,-2.333380,-0.785397,-3.828927,-0.000002,-0.004846,0.200000
0.400870,3.350107,6.163948,0.400000,-2.563231,-2.330655,-0.786868,-3.824595,-0.000008,-0.008699,0.200000
0.401664,3.355000,6.157365,0.400000,-2.565079,-2.325058,-0.789901,-3.815662,-0.000020,-0.016644,0.200000
0.403558,3.366639,6.142618,0.400000,-2.569465,-2.312682,-0.797097,-3.794356,-0.000078,-0.035580,0.200000
0.408855,3.399090,6.106812,0.400000,-2.581647,-2.283615,-0.817027,-3.734646,-0.000416,-0.088552,0.200000
0.417544,3.451986,6.066018,0.400000,-2.601374,-2.254244,-0.849044,-3.636331,-0.001569,-0.175443,0.200000
0.422094,3.479564,6.052935,0.400000,-2.611624,-2.247329,-0.865470,-3.584666,-0.002471,-0.220940,0.200000
0.422280,3.480689,6.052528,0.400000,-2.612042,-2.247178,-0.866135,-3.582553,-0.002512,-0.222798,0.200000
0.422466,3.481813,6.052136,0.400000,-2.612459,-2.247040,-0.866800,-3.580440,-0.002554,-0.224655,0.200000
0.422978,3.484916,6.051085,0.400000,-2.613611,-2.246695,-0.868634,-3.574608,-0.002671,-0.229782,0.200000
0.423491,3.488018,6.050096,0.400000,-2.614763,-2.246411,-0.870464,-3.568775,-0.002791,-0.234909,0.200000
0.424004,3.491120,6.049156,0.400000,-2.615915,-2.246180,-0.872292,-3.562940,-0.002913,-0.240036,0.200000
0.424516,3.494221,6.048276,0.400000,-2.617067,-2.246010,-0.874117,-3.557103,-0.003038,-0.245163,0.200000
0.425599,3.500770,6.046612,0.400000,-2.619499,-2.245851,-0.877961,-3.544770,-0.003310,-0.255992,0.200000
0.425653,3.501095,6.046537,0.400000,-2.619620,-2.245850,-0.878151,-3.544159,-0.003324,-0.256528,0.200000
0.425869,3.502399,6.046245,0.400000,-2.620105,-2.245859,-0.878915,-3.541701,-0.003379,-0.258686,0.200000
0.426084,3.503703,6.045964,0.400000,-2.620589,-2.245878,-0.879679,-3.539243,-0.003435,-0.260843,0.200000
0.426680,3.507302,6.045364,0.400000,-2.621926,-2.246114,-0.881777,-3.532454,-0.003599,-0.266796,0.200000
0.427275,3.510900,6.044848,0.400000,-2.623264,-2.246437,-0.883870,-3.525663,-0.003766,-0.272749,0.200000
0.427870,3.514498,6.044333,0.400000,-2.624601,-2.246760,-0.885963,-3.518871,-0.003934,-0.278701,0.200000
0.428465,3.518096,6.043821,0.400000,-2.625939,-2.247086,-0.888056,-3.512080,-0.004101,-0.284654,0.200000
0.429723,3.525694,6.043254,0.400000,-2.628767,-2.248308,-0.892446,-3.497718,-0.004481,-0.297228,0.200000
0.432039,3.539688,6.042764,0.400000,-2.633978,-2.251131,-0.900498,-3.471247,-0.005212,-0.320386,0.200000
0.435945,3.563300,6.043451,0.400000,-2.642791,-2.257477,-0.913957,-3.426523,-0.006552,-0.359451,0.200000
0.439852,3.586916,6.046341,0.400000,-2.651630,-2.266123,-0.927247,-3.381702,-0.008039,-0.398516,0.200000
0.443758,3.610549,6.050421,0.400000,-2.660508,-2.276057,-0.940364,-3.336783,-0.009677,-0.437581,0.200000
0.450170,3.649376,6.059288,0.400000,-2.675165,-2.294751,-0.961522,-3.262835,-0.012690,-0.501703,0.200000
0.456583,3.688259,6.068390,0.400000,-2.689941,-2.313954,-0.982206,-3.188611,-0.016112,-0.565825,0.200000
0.462995,3.727189,6.075340,0.400000,-2.704830,-2.331285,-1.002414,-3.114107,-0.019945,-0.629947,0.200000
0.469407,3.766139,6.077594,0.400000,-2.719806,-2.344203,-1.022143,-3.039321,-0.024189,-0.694070,0.200000
0.477408,3.814728,6.070591,0.400000,-2.738580,-2.350910,-1.046085,-2.945604,-0.030062,-0.774077,0.200000
0.478045,3.818598,6.069413,0.400000,-2.740079,-2.350845,-1.047960,-2.938114,-0.030559,-0.780454,0.200000
0.478683,3.822468,6.068139,0.400000,-2.741578,-2.350687,-1.049831,-2.930621,-0.031059,-0.786831,0.200000
0.480143,3.831323,6.064849,0.400000,-2.745008,-2.349961,-1.054095,-2.913459,-0.032220,-0.801429,0.200000
0.480913,3.835994,6.062903,0.400000,-2.746818,-2.349374,-1.056336,-2.904396,-0.032840,-0.809133,0.200000
0.481575,3.840002,6.061072,0.400000,-2.748371,-2.348715,-1.058251,-2.896611,-0.033380,-0.815746,0.200000
0.482236,3.844009,6.059128,0.400000,-2.749924,-2.347945,-1.060161,-2.888823,-0.033924,-0.822360,0.200000
0.483756,3.853212,6.054234,0.400000,-2.753490,-2.345763,-1.064531,-2.870915,-0.035191,-0.837556,0.200000
0.485275,3.862406,6.048731,0.400000,-2.757051,-2.342987,-1.068875,-2.852991,-0.036480,-0.852753,0.200000
0.486795,3.871589,6.042589,0.400000,-2.760605,-2.339588,-1.073193,-2.835051,-0.037790,-0.867950,0.200000
0.489206,3.886138,6.031575,0.400000,-2.766233,-2.332959,-1.079990,-2.806556,-0.039916,-0.892060,0.200000
0.493049,3.909268,6.010638,0.400000,-2.775164,-2.319096,-1.090684,-2.761055,-0.043420,-0.930487,0.200000
0.496891,3.932312,5.985364,0.400000,-2.784036,-2.301001,-1.101205,-2.715448,-0.047070,-0.968915,0.200000
0.502791,3.967473,5.937879,0.400000,-2.797495,-2.264749,-1.117017,-2.645221,-0.052961,-1.027909,0.200000
0.508690,4.002324,5.879898,0.400000,-2.810711,-2.218260,-1.132414,-2.574736,-0.059199,-1.086903,0.200000
0.519674,4.066112,5.746358,0.400000,-2.834404,-2.106813,-1.159968,-2.442808,-0.071740,-1.196738,0.200000
0.524358,4.092862,5.679758,0.400000,-2.844130,-2.049913,-1.171277,-2.386268,-0.077455,-1.243577,0.200000
0.529042,4.119282,5.608589,0.400000,-2.853572,-1.988612,-1.182321,-2.329560,-0.083389,-1.290417,0.200000
0.533726,4.145371,5.533249,0.400000,-2.862728,-1.923310,-1.193099,-2.272683,-0.089543,-1.337256,0.200000
0.541271,4.186636,5.405524,0.400000,-2.876817,-1.812117,-1.209901,-2.180695,-0.099918,-1.412712,0.200000
0.548817,4.226926,5.273343,0.400000,-2.890056,-1.696916,-1.226006,-2.088258,-0.110863,-1.488168,0.200000
0.556362,4.266218,5.140963,0.400000,-2.902429,-1.581972,-1.241413,-1.995367,-0.122377,-1.563624,0.200000
0.563908,4.304529,5.012554,0.400000,-2.913953,-1.471459,-1.256117,-1.902015,-0.134460,-1.639080,0.200000
0.571454,4.341904,4.891874,0.400000,-2.924678,-1.369139,-1.270114,-1.808199,-0.147112,-1.714536,0.200000
0.578999,4.378427,4.782257,0.400000,-2.934690,-1.278353,-1.283402,-1.713912,-0.160334,-1.789992,0.200000
0.586545,4.414161,4.687031,0.400000,-2.944058,-1.202433,-1.295978,-1.619150,-0.174125,-1.865448,0.200000
0.594090,4.449248,4.607830,0.400000,-2.952926,-1.143018,-1.307836,-1.523908,-0.188486,-1.940904,0.200000
0.601636,4.483780,4.547160,0.400000,-2.961390,-1.102619,-1.318974,-1.428180,-0.203416,-2.016360,0.200000
0.609182,4.517919,4.504669,0.400000,-2.969616,-1.080891,-1.329388,-1.331962,-0.218915,-2.091816,0.200000
0.611942,4.530332,4.493764,0.400000,-2.972591,-1.077703,-1.333015,-1.296644,-0.224727,-2.119416,0.200000
0.612642,4.533476,4.491439,0.400000,-2.973345,-1.077348,-1.333917,-1.287675,-0.226215,-2.126416,0.200000
0.613342,4.536619,4.489241,0.400000,-2.974099,-1.077124,-1.334812,-1.278701,-0.227708,-2.133416,0.200000
0.614297,4.540908,4.486488,0.400000,-2.975128,-1.077073,-1.336025,-1.266440,-0.229755,-2.142974,0.200000
0.615009,4.544097,4.484600,0.400000,-2.975894,-1.077201,-1.336920,-1.257314,-0.231283,-2.150085,0.200000
0.615720,4.547285,4.482854,0.400000,-2.976660,-1.077475,-1.337809,-1.248184,-0.232816,-2.157196,0.200000
0.617224,4.554027,4.479577,0.400000,-2.978284,-1.078484,-1.339668,-1.228854,-0.236075,-2.172239,0.200000
0.618728,4.560767,4.476860,0.400000,-2.979912,-1.080073,-1.341500,-1.209506,-0.239356,-2.187281,0.200000
0.620232,4.567503,4.474743,0.400000,-2.981542,-1.082282,-1.343302,-1.190138,-0.242659,-2.202324,0.200000
0.623090,4.580289,4.472378,0.400000,-2.984646,-1.088186,-1.346648,-1.153293,-0.248994,-2.230898,0.200000
0.628468,4.604353,4.472862,0.400000,-2.990555,-1.104431,-1.352661,-1.083756,-0.261138,-2.284675,0.200000
0.633845,4.628431,4.479260,0.400000,-2.996562,-1.126846,-1.358300,-1.013962,-0.273569,-2.338452,0.200000
0.639223,4.652553,4.490380,0.400000,-3.002699,-1.154241,-1.363565,-0.943909,-0.286289,-2.392229,0.200000
0.644601,4.676742,4.504750,0.400000,-3.008993,-1.185149,-1.368452,-0.873595,-0.299298,-2.446007,0.200000
0.649978,4.701006,4.520949,0.400000,-3.015449,-1.218147,-1.372960,-0.803018,-0.312596,-2.499784,0.200000
0.655356,4.725361,4.537615,0.400000,-3.022089,-1.251878,-1.377088,-0.732176,-0.326184,-2.553561,0.200000
0.660734,4.749794,4.553104,0.400000,-3.028899,-1.284698,-1.380834,-0.661068,-0.340061,-2.607338,0.200000
0.667032,4.778514,4.567829,0.400000,-3.037098,-1.320062,-1.384735,-0.577445,-0.356681,-2.670322,0.200000
0.673331,4.807305,4.576699,0.400000,-3.045499,-1.349941,-1.388107,-0.493452,-0.373699,-2.733305,0.200000
0.679629,4.836133,4.577664,0.400000,-3.054071,-1.372288,-1.390950,-0.409086,-0.391112,-2.796289,0.200000
0.685927,4.864940,4.568998,0.400000,-3.062758,-1.385380,-1.393260,-0.324345,-0.408923,-2.859273,0.200000
0.690488,4.885749,4.556126,0.400000,-3.069082,-1.388500,-1.394598,-0.262742,-0.422068,-2.904883,0.200000
0.691311,4.889496,4.553083,0.400000,-3.070225,-1.388365,-1.394808,-0.251605,-0.424463,-2.913113,0.200000
0.692134,4.893241,4.549852,0.400000,-3.071367,-1.388048,-1.395009,-0.240462,-0.426865,-2.921342,0.200000
0.692759,4.896081,4.547265,0.400000,-3.072233,-1.387677,-1.395156,-0.232000,-0.428692,-2.927588,0.200000
0.693573,4.899780,4.543684,0.400000,-3.073362,-1.386991,-1.395337,-0.220965,-0.431081,-2.935728,0.200000
0.694387,4.903477,4.539910,0.400000,-3.074491,-1.386118,-1.395510,-0.209923,-0.433476,-2.943869,0.200000
0.696203,4.911710,4.530792,0.400000,-3.077003,-1.383496,-1.395863,-0.185266,-0.438843,-2.962030,0.200000
0.698019,4.919924,4.520714,0.400000,-3.079508,-1.379943,-1.396174,-0.160579,-0.444242,-2.980192,0.200000
0.699835,4.928120,4.509665,0.400000,-3.082007,-1.375450,-1.396441,-0.135861,-0.449672,-2.998353,0.200000
0.702656,4.940809,4.490562,0.400000,-3.085870,-1.366594,-1.396768,-0.097406,-0.458171,-3.026562,0.200000
0.707305,4.961595,4.453888,0.400000,-3.092172,-1.346975,-1.397071,-0.033859,-0.472352,-3.073055,0.200000
0.709780,4.972580,4.431808,0.400000,-3.095482,-1.334034,-1.397113,0.000000,-0.479985,-3.097774,0.200000
0.710596,4.976196,4.424082,0.400000,-3.096566,-1.323743,-1.397113,0.000000,-0.482517,-3.100339,0.200000
0.711413,4.979806,4.416179,0.400000,-3.097642,-1.313278,-1.397113,0.000000,-0.485051,-3.102901,0.200000
0.712258,4.983534,4.407808,0.400000,-3.098746,-1.302260,-1.397113,0.000000,-0.487675,-3.105548,0.200000
0.713079,4.987143,4.399434,0.400000,-3.099807,-1.291321,-1.397113,0.000000,-0.490223,-3.108113,0.200000
0.713899,4.990745,4.390878,0.400000,-3.100858,-1.280204,-1.397113,0.000000,-0.492774,-3.110674,0.200000
0.714389,4.992895,4.385651,0.400000,-3.101482,-1.273447,-1.397113,0.000000,-0.494301,-3.112204,0.200000
0.715214,4.996505,4.376721,0.400000,-3.102523,-1.261947,-1.397113,0.000000,-0.496870,-3.114774,0.200000
0.716039,5.000108,4.367632,0.400000,-3.103555,-1.250291,-1.397113,0.000000,-0.499440,-3.117341,0.200000
0.717721,5.007435,4.348497,0.400000,-3.105630,-1.225929,-1.397113,0.000000,-0.504693,-3.122568,0.200000
0.719404,5.014727,4.328903,0.400000,-3.107661,-1.201120,-1.397113,0.000000,-0.509953,-3.127783,0.200000
0.721087,5.021982,4.308670,0.400000,-3.109647,-1.175687,-1.397113,0.000000,-0.515222,-3.132983,0.200000
0.724508,5.036624,4.265529,0.400000,-3.113553,-1.122019,-1.397113,0.000000,-0.525958,-3.143511,0.200000
0.727929,5.051125,4.219688,0.400000,-3.117282,-1.065706,-1.397113,0.000000,-0.536730,-3.153982,0.200000
0.731349,5.065465,4.171816,0.400000,-3.120815,-1.007421,-1.397113,0.000000,-0.547537,-3.164395,0.200000
0.734770,5.079639,4.122110,0.400000,-3.124147,-0.947359,-1.397113,0.000000,-0.558379,-3.174751,0.200000
0.740020,5.101063,4.042715,0.400000,-3.128864,-0.852185,-1.397113,0.000000,-0.575086,-3.190529,0.200000
0.745269,5.122067,3.960982,0.400000,-3.133078,-0.754813,-1.397113,0.000000,-0.591876,-3.206169,0.200000
0.750519,5.142642,3.878511,0.400000,-3.136782,-0.656841,-1.397113,0.000000,-0.608747,-3.221670,0.200000
0.755768,5.162787,3.795920,0.400000,-3.139975,-0.558890,-1.397113,0.000000,-0.625699,-3.237031,0.200000
0.761018,5.182506,3.715322,0.400000,-3.142661,-0.463072,-1.397113,0.000000,-0.642732,-3.252251,0.200000
0.766267,5.201813,3.637930,0.400000,-3.144856,-0.370600,-1.397113,0.000000,-0.659844,-3.267329,0.200000
0.771517,5.220724,3.564880,0.400000,-3.146576,-0.282615,-1.397113,0.000000,-0.677035,-3.282266,0.200000
0.776766,5.239265,3.497435,0.400000,-3.147849,-0.200375,-1.397113,0.000000,-0.694304,-3.297060,0.200000
0.782016,5.257477,3.436845,0.400000,-3.148714,-0.125135,-1.397113,0.000000,-0.711650,-3.311710,0.200000
0.787265,5.275385,3.383410,0.400000,-3.149199,-0.057194,-1.397113,0.000000,-0.729073,-3.326217,0.200000
0.787426,5.275928,3.381902,0.400000,-3.149208,-0.055244,-1.397113,0.000000,-0.729607,-3.326658,0.200000
0.787575,5.276433,3.380513,0.400000,-3.149216,-0.053445,-1.397113,0.000000,-0.730104,-3.327068,0.200000
0.787724,5.276937,3.379130,0.400000,-3.149224,-0.051652,-1.397113,0.000000,-0.730600,-3.327478,0.200000
0.788089,5.278167,3.375853,0.400000,-3.149239,-0.047375,-1.397113,0.000000,-0.731814,-3.328478,0.200000
0.788453,5.279394,3.372634,0.400000,-3.149252,-0.043157,-1.397113,0.000000,-0.733029,-3.329477,0.200000
0.788818,5.280622,3.369415,0.400000,-3.149265,-0.038939,-1.397113,0.000000,-0.734244,-3.330476,0.200000
0.789183,5.281849,3.366196,0.400000,-3.149278,-0.034721,-1.397113,0.000000,-0.735458,-3.331475,0.200000
0.789341,5.282381,3.364802,0.400000,-3.149284,-0.032895,-1.397113,0.000000,-0.735984,-3.331908,0.200000
