"time","Cntrl_PI_1.s_var.signal[1]","Cntrl_PI_2.s_var.signal[1]","Cntrl_PI_3.s_var.signal[1]","Cntrl_PI_4.s_var.signal[1]"
0,0,0,0,0
1,0.90968947401612388,0.49538567868241795,22.368898696418363,0.98712409510081789
2,0.95334951664280732,0.52216306860754447,22.411033431026063,0.9776893590946405
3,0.99252458389085574,0.53485070296616399,22.447543131090228,0.97087189285502173
4,1.0220088184420935,0.53716065149578007,30.218986639057597,1.2053796888407842
5,1.0297312442224318,0.53208310003656001,30.172275166686429,2.10181998155167
6,1.0224364179862253,0.52269555944292945,30.095553475484209,3.3497198235194103
7,1.0099400476370137,0.51141051889970124,30.03938262907479,4.1260517236715897
8,0.99955271081641672,0.49986818620125578,30.004357754555702,3.8769354282911848
9,0.99435004922941383,0.48903653774579481,29.986833766217899,3.3589608964081661
10,0.9939290748056836,0.4793987897924874,29.983373840719391,3.0310311509861738
11,0.99615959952802013,0.4711406410194442,29.988878342873189,2.8973137910856912
12,0.99883550776189112,0.46428890691249247,29.996745319633767,2.8887636367834841
13,1.0006282517247171,0.45879065521325069,30.00216014768872,2.9389421718201967
14,1.0012362196263591,0.45454718038011338,30.003905441322679,2.9944872251543795
15,1.0010118250344988,0.45142589303028657,30.003129739899496,3.0260948457199093
16,1.0004805539473698,0.44926819694743714,30.001479592532476,3.03063068731631
17,1.0000260025443313,0.4479009406646639,30.000093527212545,3.0197174452617066
18,0.99979906225223536,0.44715066264787029,29.999403117395754,3.0061022224606582
19,0.9997752758429117,0.44685678189172329,29.999328792136438,2.9969874707324844
20,0.99985746077622406,0.4468806474477357,29.999576875751131,2.9938522440755597
21,0.99995511941170978,0.44710949861800042,29.999872422766533,2.9948952904890063
22,1.0000191671652456,0.44745624142338303,30.000065685159246,2.997503891317407
23,1.000040670115818,0.44785659658860921,30.000129597392867,2.9997763727210076
24,1.0000332133064995,0.4482652523471396,30.000105784689048,3.0009410226199793
25,1.000015315938799,0.44865200630226676,30.000050630911275,3.0010942854057396
26,1.0000000476058399,0.44899837045171131,30.000003742932375,3.0007065278379876
27,0.9999924366857732,0.44929475027832932,29.99998025986946,3.0002257193419233
28,0.99999167360160446,0.44953807462578915,29.999977632081148,2.9999007643126832
29,0.99999452782813236,0.44972980670638829,29.999986003698634,2.9997877545149945
30,0.99999792242549557,0.44987449946012853,29.999996020288023,2.9998217068911326
31,1.0000001811697574,0.44997833481820088,30.000002599677455,2.9999116680530213
32,1.000000962076937,0.45004819876430524,30.00000471500913,2.9999900042035961
33,1.0000007491059004,0.45009095962232498,30.000003843399476,3.0000306380713604
34,1.0000001633426741,0.45011297657235055,30.00000187280823,3.0000359801532426
35,0.99999966725991474,0.45011986379496916,30.000000203300935,3.0000218773700471
36,0.99999943539401071,0.45011627269818216,29.999999358380247,3.0000043270051675
37,0.99999946587415256,0.45010612626675556,29.999999327324002,2.9999934637322916
38,0.99999961287368844,0.45009230594019267,29.999999663883564,2.9999904643450472
39,0.99999976209191554,0.4500770068032221,30.000000018401881,2.9999925674385146
40,0.9999998613531258,0.450061737288245,30.000000232443451,2.9999963107464311
41,0.99999990084582013,0.45004755113637157,30.000000274844293,2.999999252483756
42,0.99999990284706197,0.45003500332053958,30.000000212732047,3.0000006926899667
43,0.99999989128838163,0.45002439000046551,30.000000117386151,3.0000007706940814
44,0.9999998837458749,0.45001578454304786,30.000000041630301,3.0000001063153938
45,0.99999988775781046,0.45000909133738576,30.000000007239031,2.9999993681408137
46,0.99999990190583932,0.45000411016976916,30.000000009892059,2.9999989672835619
47,0.9999999204533575,0.45000059351864141,30.000000031074954,2.9999990152033345
48,0.99999993675011067,0.44999826981797886,30.000000048457458,2.999999335673786
49,0.99999994713381191,0.44999687730542137,30.000000050993968,2.9999996658835077
50,0.99999995222217519,0.44999618487132742,30.000000041044888,2.9999998345465926
51,0.97286021113666243,0.44923533251305581,30.005604777541247,3.3791220108726203
52,0.95986097757173905,0.44911306471451456,30.001345264396665,3.1569550709355774
53,0.94854253477159656,0.4491093196160037,29.996794229068712,3.0540576880983261
54,0.94261117450892895,0.44930375036559717,29.982433326388406,2.9387549480264794
55,0.94271852000725243,0.44964300302858373,29.981573426995286,2.8556962064084033
56,0.94571791703236996,0.44997467612617276,29.988823259360629,2.8461051381622609
57,0.94891747792251691,0.4502058192107356,29.997340516843405,2.8946675310047429
58,0.95091632819290561,0.45031492514740068,30.002698788844654,2.9631148618727865
59,0.95151680511441517,0.45032853611956741,30.004192059057097,3.0154661806628589
60,0.95119272387993281,0.4502895759117711,30.003221823968563,3.0366512194756106
61,0.95055100834903272,0.45023451135254372,30.001469117686305,3.032717333900055
62,0.95001557153541238,0.45018425425405173,30.000036714521539,3.0179383321327773
63,0.94974894535034426,0.45014546426364765,29.999328375897495,3.0038014162679438
64,0.9497211704250681,0.45011648170547819,29.999256524585622,2.9955326381492942
65,0.94982078195789921,0.45009313146586039,29.999524110024499,2.9933486006936443
66,0.94994197543295988,0.45007224668666918,29.999848379426478,2.9949794510395789
67,0.95002437732769152,0.45005269575691242,30.000067752388162,2.9978060337693955
68,0.95005462281743736,0.45003489402876845,30.000147160149869,3.0000749143011469
69,0.95004714020848902,0.45001977415413341,30.000126012110996,3.0011481759054646
70,0.95002432000893666,0.45000802349682628,30.000064498948078,3.0012034606623521
71,0.9500032764539873,0.44999975596843761,30.000008238120554,3.0007391055532211
72,0.94999170426320045,0.44999456935176763,29.999977523801885,3.0002108292155043
73,0.94998950234763535,0.44999177467828905,29.999971870367361,2.9998702298606799
74,0.94999269095780448,0.44999064697676916,29.999980539440234,2.9997568637016299
75,0.94999723299443872,0.4499905860147419,29.999992724557572,2.9998010231710235
76,0.9500005916233405,0.44999116048508248,30.000001677424006,2.9999044510888146
77,0.95000196736669673,0.44999208695101522,30.000005305453257,2.9999937679047277
78,0.95000183059364129,0.44999319322999487,30.000004898981853,3.0000396469359671
79,0.95000099757886103,0.44999436561113521,30.000002651245595,3.0000461545041808
80,0.95000017374175472,0.44999551774562335,30.000000447180682,3.0000295909856454
81,0.94999970269879652,0.44999658908805101,29.999999195531668,3.0000092917232264
82,0.94999959417479019,0.44999753595148179,29.999998914373325,2.9999954704198126
83,0.94999971033899333,0.44999833423894742,29.99999923098958,2.9999902893484256
84,0.94999989207054425,0.44999897334627803,29.999999718202513,2.9999921396928855
85,0.95000002409335726,0.44999946254177514,30.000000069878666,2.9999963053077994
86,0.95000008124559054,0.44999981946644968,30.000000220279432,3.0000000179355122
87,0.95000007539865761,0.45000006482900856,30.000000203255965,3.000001985221926
88,0.95000003716812531,0.45000022048287275,30.000000100656273,3.0000021650520043
89,0.94999999752335795,0.45000030729020324,29.999999992658868,3.000001266687792
90,0.94999997495988353,0.45000034354171364,29.999999932425123,3.0000001535634042
91,0.94999997419687665,0.45000034470913725,29.999999932338621,2.9999994569472346
92,0.94999998684113396,0.45000032269840318,29.99999996645284,2.9999993574007568
93,0.95000000056253897,0.45000028662124103,30.000000002962885,2.9999996630686931
94,0.95000000717129518,0.45000024340921835,30.000000020183073,3.0000000288519693
95,0.95000000580557675,0.4500001983195126,30.00000001548673,3.0000002083025303
96,0.95000000076089908,0.45000015513100544,30.000000001786383,3.0000001643944811
97,0.94999999694461701,0.45000011626023856,29.999999991997644,3.0000000160526383
98,0.94999999624562437,0.45000008278140602,29.999999990702943,2.9999999097587668
99,0.94999999774312838,0.45000005515842989,29.999999994331933,2.999999886559809
100,0.94999999976851646,0.45000003328326293,29.999999999946144,2.9999999251144178
101,0.95000002976688325,0.46867048089628488,30.000000077197392,3.0000010524738769
102,0.94999997518942181,0.48308613449675214,29.999999933694284,3.0000004496454342
103,0.9499999576776389,0.49372221978417014,29.999999888093157,2.9999995550378826
104,0.94999996561356237,0.50114854553283261,29.999999909825931,2.9999991026626813
105,0.94999998379783079,0.50595803953145091,29.999999958462631,2.9999991789667604
106,0.95000000058712286,0.50871883086617631,30.000000003050683,2.9999995542033826
107,0.95000001036157278,0.50994411216248869,30.00000002874101,2.9999999559924073
108,0.95000001274518298,0.51007557974833062,30.000000034709824,3.0000002211214714
109,0.95000001023225833,0.50947812746883692,30.00000002768785,3.0000003116430127
110,0.95000000588404343,0.50844138531365479,30.00000001586719,3.0000002707410025
111,0.95000000203611379,0.50718596516034586,30.00000000552112,3.0000001704691752
112,0.94999999976447902,0.50587185941826529,29.999999999414463,3.0000000723715723
113,0.94999999902232068,0.50460820020199204,29.999999997481879,3.0000000083639971
114,0.94999999918685607,0.50346341854394017,29.999999997787377,2.9999999806508977
115,0.9499999996988765,0.50247480429530211,29.999999999178264,2.9999999778946487
116,0.9500000001667871,0.50165610541676353,30.000000000420226,2.9999999891079852
117,0.95000000037353416,0.50100486326779159,30.000000000968249,3.0000000010338668
