"time","Inductor1.der(i)","Inductor2.der(i)","Capacitor1.der(v)","Capacitor2.der(v)","Inductor1.i","Inductor1.n.i","Inductor2.i","Inductor2.n.i","SineVoltage1.n.v","SineVoltage2.n.v","SineVoltage2.v","Inductor1.v","Inductor1.p.v","Inductor2.v","Inductor2.p.v","Inductor3.v","SineVoltage3.n.i","SineVoltage3.i","Inductor3.p.v","IdealDiode1.s","IdealDiode1.v","IdealDiode1.p.v","IdealDiode1.p.i","IdealDiode1.i","IdealDiode1.n.i","IdealDiode1.LossPower","IdealDiode6.s","IdealDiode6.v","IdealDiode6.n.i","IdealDiode6.LossPower","Capacitor1.p.v","Capacitor1.p.i","Capacitor2.n.v","Ground1.p.i","SignalCurrent1.v","Inductor3.der(i)","IdealDiode1.off","IdealDiode2.off","IdealDiode3.off","IdealDiode4.off","IdealDiode5.off","IdealDiode6.off"
0.021,292.7411795,-55454.47679,9030.306137,9030.306137,0.3027205871,-0.3027205871,-772.3806339,772.3806339,50.45333028,50.45333028,-319.4616687,0.01756447077,151.377858,-3.327268608,-269.0083384,3.309704137,772.0779133,-772.0779133,268.9904712,-113.5489262,-111.5489262,151.3602935,-0.1115489262,-0.1115489262,0.1115489262,12.44316293,-530.5899868,-528.5899868,0.5285899868,279.4073741,262.9092197,270.9091841,-262.9092197,0,525.8184395,55161.73561,1,1,0,1,0,1
0.0212,286.2032881,75083.30083,8972.976371,8972.976371,0.3606350491,-0.3606350491,-770.6987691,770.6987691,60.10572131,60.10572131,-323.094991,0.01717219729,180.3346968,4.50499805,-262.9892697,-4.522170247,770.3381341,-770.3381341,262.9717368,-86.40657862,-84.40657862,180.3175246,-0.08440657862,-0.08440657862,0.08440657862,7.124470514,-534.2180103,-532.2180103,0.5322180103,283.2560105,264.7241032,269.1892911,-264.7241032,0,529.4482064,-75369.50412,1,1,0,1,0,1
0.0214,278.5237541,220755.2235,7993.058043,7993.058043,0.4171262515,-0.4171262515,-741.3379697,741.3379697,69.52090288,69.52090288,-325.453205,0.01671142524,208.5798372,13.24531341,-255.9323021,-13.26202484,740.9208434,-740.9208434,255.9151736,-59.8736894,-57.8736894,208.5631258,-0.0578736894,-0.0578736894,0.0578736894,3.349363924,-537.6140136,-535.6140136,0.5356140136,286.8823715,266.4368152,239.7917413,-266.4368152,-1.136868377e-013,532.8736303,-221033.7473,1,1,0,1,0,1
0.0216,269.7458481,377827.2311,6001.854796,6001.854796,0.4719712471,-0.4719712471,-681.6362603,681.6362603,78.66171719,78.66171719,-326.5270039,0.01618475089,236.0018083,22.66963387,-247.8652867,-22.68581862,681.1642891,-681.1642891,247.84863,-33.86820116,-31.86820116,235.9856235,-0.03186820116,-0.03186820116,0.03186820116,1.015582245,-540.3882733,-538.3882733,0.5383882733,289.8619328,267.8538247,180.0556439,-267.8538247,0,535.7076494,-378096.977,1,1,0,1,0,1
0.0218,259.9033143,542251.119,2936.894438,2936.894438,0.5249535877,-0.5249535877,-589.7183175,589.7183175,87.49208964,87.49208964,-326.3121499,0.01559419886,262.4923881,32.53506714,-238.8200602,-32.55066134,589.1933639,-589.1933639,238.8039411,-8.289157318,-6.289157318,262.4767939,-0.006289157318,-0.006289157318,0.006289157318,0.03955349977,-542.1205536,-540.1205536,0.5401205536,291.7302124,268.7659512,88.10683315,-268.7659512,0,537.5319024,-542511.0223,1,1,0,1,0,1
0.022,188570.1425,615768.9981,-1024.885508,-1024.885508,13.2724455,-13.2724455,-470.8741596,470.8741596,90.32118927,90.32118927,-324.8094909,11.31420855,282.2910488,36.94613989,-234.4883016,-48.26034844,457.6017141,-457.6017141,223.1608206,12.73050455,2.012730505,270.9768402,12.73250455,12.73250455,-12.73250455,25.6271003,-542.3852788,-540.3852788,0.5403852788,292.0162496,268.9641097,-30.74656523,-268.9641097,0,537.9282195,-804339.1406,0,1,0,1,0,1
0.0222,464591.6829,646250.4173,-5230.117132,-5230.117132,78.66770362,-78.66770362,-344.7132258,344.7132258,90.11381735,90.11381735,-322.0249572,27.87550097,298.2956206,38.77502504,-231.9111399,-66.65052601,266.0455222,-266.0455222,203.9569713,78.12694151,2.078126942,270.4201197,78.12894151,78.12894151,-78.12894151,162.3618583,-540.94949,-538.94949,0.53894949,290.4665528,268.3419927,-156.903514,-268.3419927,0,536.6839855,-1110842.1,0,1,0,1,0,1
0.0224,735583.9684,678656.3417,-9645.422386,-9645.422386,198.7736856,-198.7736856,-212.2448995,212.2448995,89.6191685,89.6191685,-317.9695382,44.1350381,313.1913171,40.7193805,-228.3503697,-84.85441861,13.47121399,-13.47121399,184.0165581,198.2357712,2.198235771,269.056279,198.2377712,198.2377712,-198.2377712,435.7733599,-537.7290199,-535.7290199,0.5357290199,287.0055828,266.8580432,-289.3626716,-266.8580432,0,533.7160864,-1414240.31,0,1,0,1,0,1
0.0226,137096.6773,-136796.9982,-9298.121742,-9298.121742,222.2735511,-222.2735511,-222.4973421,222.4973421,37.29841942,37.29841942,-312.6592386,8.225800641,275.3785762,-8.207819894,-275.3608192,-0.0179807466,0.2237909641,-0.2237909641,111.8775013,221.7394673,2.221739467,267.1527755,221.7414673,221.7414673,-221.7414673,492.6517695,-378.8265181,-376.8265181,0.3768265181,141.9982248,264.9310361,-278.9436523,-264.9310361,-5.684341886e-014,529.8620721,-299.6791101,0,1,1,1,0,1
0.0228,224154.8842,-223851.3924,-8082.144519,-8082.144519,258.7743706,-258.7743706,-258.9378244,258.9378244,27.24224533,27.24224533,-306.1150159,13.44929305,278.8908166,-13.43108354,-278.8727706,-0.01820951069,0.1634537989,-0.1634537989,81.70868993,258.2437458,2.258243746,265.4415236,258.2457458,258.2457458,-258.2457458,583.1818403,-346.9101793,-344.9101793,0.3449101793,118.9630318,263.1832798,-242.4643356,-263.1832798,5.684341886e-014,526.3665597,-303.4918448,0,1,1,1,0,1
0.023,287683.6992,-287377.5628,-6363.288129,-6363.288129,310.3633979,-310.3633979,-310.4658694,310.4658694,17.07855943,17.07855943,-298.3626971,17.26102195,281.3024034,-17.24265377,-281.2841376,-0.01836818032,0.1024715615,-0.1024715615,51.21741258,309.8356249,2.309835625,264.0413814,309.8376249,309.8376249,-309.8376249,715.673984,-314.9673265,-312.9673265,0.3129673265,97.94854748,261.7315458,-190.8986439,-261.7315458,0,523.4630916,-306.1363386,0,1,1,1,0,1
0.0232,326193.8164,-325886.2748,-4303.676317,-4303.676317,372.1772141,-372.1772141,-372.218299,372.218299,6.847471325,6.847471325,-289.432877,19.57162899,282.6038171,-19.55317649,-282.5854057,-0.0184524968,0.04108491012,-0.04108491012,20.52400256,371.6515213,2.371651521,263.0321881,371.6535213,371.6535213,-371.6535213,881.4326393,-283.2029916,-281.2029916,0.2812029916,79.0751225,260.6605366,-129.1102895,-260.6605366,5.684341886e-014,521.3210731,-307.5416134,0,1,1,1,0,1
0.0234,338832.2105,-338524.4879,-2073.362156,-2073.362156,439.1143514,-439.1143514,-439.0938875,439.0938875,-3.410640936,-3.410640936,-279.3607975,20.32993263,282.7899223,-20.31146927,-282.7714385,-0.0184633566,-0.02046388654,0.02046388654,-10.25040663,438.58987,2.43858987,262.4599897,438.59187,438.59187,-438.59187,1069.545691,-251.7894565,-249.7894565,0.2497894565,62.3947726,260.0213998,-62.20086469,-260.0213998,0,520.0427996,-307.72261,0,1,1,1,0,1
0.0236,325390.7237,-325085.5591,154.172498,154.172498,505.9703071,-505.9703071,-505.8883749,505.8883749,-13.65533869,-13.65533869,-268.1862087,19.52344342,281.8599392,-19.50513355,-281.8415474,-0.01830987233,-0.08193219603,0.08193219603,-40.98440789,505.4461396,2.50544614,262.3364958,505.4481396,505.4481396,-505.4481396,1266.37309,-220.8649516,-218.8649516,0.2188649516,47.90186704,259.8310496,4.625174941,-259.8310496,0,519.6620992,-305.1645388,0,1,1,1,0,1
0.0238,286317.6387,-286015.4567,2206.18078,2206.18078,567.5624534,-567.5624534,-567.4193764,567.4193764,-23.84612167,-23.84612167,-255.9532114,17.17905832,279.817607,-17.1609274,-279.799333,-0.01813092,-0.1430770162,0.1430770162,-71.55663901,567.0377433,2.567037743,262.6385487,567.0397433,567.0397433,-567.0397433,1455.612423,-190.5330029,-188.5330029,0.1885330029,35.54469317,260.071511,66.1854234,-260.071511,-1.136868377e-013,520.1430219,-302.182,0,1,1,1,0,1
0.024,222700.617,-222399.3871,3915.01782,3915.01782,618.8610528,-618.8610528,-618.6573962,618.6573962,-33.94269821,-33.94269821,-242.7100837,13.36203702,276.6710593,-13.34396323,-276.6527819,-0.01807379408,-0.2036565966,0.2036565966,-101.8463721,618.3350531,2.618335053,263.3090223,618.3370531,618.3370531,-618.3370531,1619.013581,-160.862389,-158.862389,0.158862389,25.23725862,260.6906872,117.4505346,-260.6906872,-1.136868377e-013,521.3813745,-301.2299014,0,1,1,1,0,1
0.0242,136206.7504,-135958.985,5122.469421,5122.469421,655.1191328,-655.1191328,-654.8556911,654.8556911,-43.90685813,-43.90685813,-228.5090901,8.172405023,272.4310776,-8.157539098,-272.4159483,-0.01486592593,-0.2634416757,0.2634416757,-131.7357038,654.59127,2.65459127,264.2586726,654.59327,654.59327,-654.59327,1737.67758,-131.8832435,-129.8832435,0.1298832435,16.86965694,261.6040813,153.6740826,-261.6040813,0,523.2081627,-247.7654321,0,1,1,1,0,1
0.0244,29180.4427,-28888.8345,5683.425564,5683.425564,671.9826772,-671.9826772,-671.6605078,671.6605078,-53.6947892,-53.6947892,-213.4062756,1.750826562,267.1188835,-1.73333007,-267.1010648,-0.01749649215,-0.3221693795,0.3221693795,-161.1021863,671.4526125,2.671452613,265.3680569,671.4546125,671.4546125,-671.4546125,1793.759179,-103.6119145,-101.6119145,0.1016119145,10.32498118,262.6966043,170.5027669,-262.6966043,-1.136868377e-013,525.3932086,-291.6082024,0,1,1,1,0,1
0.0246,-95661.30561,95952.05418,5469.69038,5469.69038,665.6049868,-665.6049868,-665.2253534,665.2253534,-63.27211801,-63.27211801,-197.461244,-5.739678337,260.7511866,5.757123251,-260.7333621,-0.01744491437,-0.3796334673,0.3796334673,-189.8341786,665.0726702,2.66507267,266.4908649,665.0746702,665.0746702,-665.0746702,1772.472327,-76.00905862,-74.00905862,0.07400905862,5.477340757,263.8257923,164.0907114,-263.8257923,0,527.6515845,-290.7485728,0,1,1,1,0,1
0.0248,-235062.9265,235338.6866,4373.289912,4373.289912,632.7458902,-632.7458902,-632.3102885,632.3102885,-72.60013011,-72.60013011,-180.7369231,-14.10377559,253.3540345,14.12032119,-253.3370533,-0.01654560221,-0.4356016519,0.4356016519,-217.8173715,632.2116068,2.632211607,267.4578101,632.2136068,632.2136068,-632.2136068,1664.119994,-49.02477251,-47.02477251,0.04702477251,2.21132923,264.8255984,131.1986974,-264.8255984,-1.136868377e-013,529.6511969,-275.7600368,0,1,1,1,0,1
0.025,-385394.7269,385661.1911,2309.106399,2309.106399,570.8508098,-570.8508098,-570.3609603,570.3609603,-81.64141924,-81.64141924,-163.2993162,-23.12368361,244.9572131,23.13967147,-244.9407354,-0.0159878552,-0.4898494951,0.4898494951,-244.9407354,570.3152183,2.570315218,268.0808967,570.3172183,570.3172183,-570.3172183,1465.895025,-22.58583395,-20.58583395,0.02058583395,0.4237765596,265.5105815,69.27319196,-265.5105815,0,531.0211631,-266.4642533,0,1,1,1,0,1
0.0252,-523852.0869,561892.4346,-774.4121426,-774.4121426,478.3686752,-478.3686752,-477.3271862,477.3271862,-89.2267304,-89.2267304,-145.2172414,-31.43112521,236.7274342,33.71354608,-234.4439718,-2.282420866,-1.041488963,1.041488963,-269.9636535,477.8328359,2.477832836,268.1585594,477.8348359,477.8348359,-477.8348359,1183.994847,0.5061270035,2.000506127,-0.5081270035,1.016511184,265.6807266,-23.23236428,-265.6807266,0,531.3614531,-38040.34776,0,1,1,1,0,0
0.0254,-542966.459,864789.2611,-4327.293614,-4327.293614,371.7789696,-371.7789696,-334.659785,334.659785,-89.05737839,-89.05737839,-126.5620606,-32.57798754,234.9659262,51.88735567,-215.6194389,-19.30936813,-37.11918456,37.11918456,-286.5186224,371.244253,2.371244253,267.5439138,371.246253,371.246253,-371.246253,880.3155438,36.58480264,2.036584803,-36.58680264,74.51212623,265.1726695,-129.8188084,-265.1726695,0,530.345339,-321822.8021,0,1,1,1,0,0
0.0256,-567220.8876,1166951.798,-8025.040432,-8025.040432,260.8389477,-260.8389477,-131.4614452,131.4614452,-88.64652181,-88.64652181,-107.4073971,-34.03325325,232.1671509,70.01710788,-196.0539189,-35.98385463,-129.3775025,129.3775025,-302.0527974,260.3068072,2.260306807,266.2004041,260.3088072,260.3088072,-260.3088072,588.3777689,128.8454934,2.128845493,-128.8474934,274.2964058,263.9400973,-240.751213,-263.9400973,0,527.8801946,-599730.9105,0,1,1,1,0,0
0.0258,135845.8114,296.4679752,-9692.555581,-9692.555581,210.6697917,-210.6697917,-0.2635396376,0.2635396376,-43.92318508,-43.92318508,-87.82884563,8.150748684,272.4147507,0.01778807851,-131.7520307,-8.168536762,-210.4062521,210.4062521,-272.4322752,210.1414739,2.210141474,264.264002,210.1434739,210.1434739,-210.1434739,464.446807,209.8779345,2.209877934,-209.8799345,463.8090361,262.0538605,-290.7766674,-262.0538605,0,524.107721,-136142.2794,0,1,1,1,1,0
0.026,236263.1003,301.0815751,-8438.385362,-8438.385362,248.2559643,-248.2559643,-0.2037650125,0.2037650125,-33.9607675,-33.9607675,-67.90367388,14.17578602,276.65299,0.01806489451,-101.8644414,-14.19385091,-248.0521993,248.0521993,-276.6708512,247.7312576,2.247731258,262.477204,247.7332576,247.7332576,-247.7332576,556.8377867,247.5274928,2.247527493,-247.5294928,556.3293403,260.2294728,-253.1515609,-260.2294728,0,520.4589455,-236564.1819,0,1,1,1,1,0
0.0262,312976.8273,304.5065853,-6592.633619,-6592.633619,303.5907792,-303.5907792,-0.14318622,0.14318622,-23.86432228,-23.86432228,-47.71051734,18.77860964,279.7994064,0.01827039512,-71.57483962,-18.79688003,-303.447593,303.447593,-279.8175336,303.0690406,2.303069041,261.0207968,303.0710406,303.0710406,-303.0710406,697.9935308,302.9258546,2.302925855,-302.9278546,697.6203884,258.7177277,-197.7790086,-258.7177277,-1.136868377e-013,517.4354555,-313281.3339,0,1,1,1,1,0
0.0264,364163.2736,306.728622,-4319.786614,-4319.786614,371.7402679,-371.7402679,-0.08204233669,0.08204233669,-13.67369543,-13.67369543,-27.32906919,21.84979641,281.8415824,0.01840371732,-41.00276463,-21.86820013,-371.6582256,371.6582256,-281.8599041,371.2206556,2.371220656,259.991786,371.2226556,371.2226556,-371.2226556,880.2508288,371.1386133,2.371138613,-371.1406133,880.0258393,257.6205654,-129.5935984,-257.6205654,0,515.2411307,-364470.0022,0,1,1,1,1,0
0.0266,388634.4887,307.7365752,-1794.300292,-1794.300292,447.4712046,-447.4712046,-0.02057466909,0.02057466909,-3.429104656,-3.429104656,-6.839765692,23.31806932,282.7714586,0.01846419451,-10.26887035,-23.33653351,-447.45063,447.45063,-282.7899022,446.9527448,2.446952745,259.4533893,446.9547448,446.9547448,-446.9547448,1093.67714,446.9321702,2.44693217,-446.9341702,1093.617599,257.0064365,-53.82900876,-257.0064365,0,514.012873,-388942.2252,0,1,1,1,1,0
0.0268,385881.5691,307.5423683,803.6058935,803.6058935,525.3772775,-525.3772775,0.04097419511,-0.04097419511,6.829018861,6.829018861,13.67653124,23.15289415,282.5853646,0.0184525421,20.5055501,-23.17134669,-525.4182517,525.4182517,-282.6038581,524.8589374,2.524858937,259.4324705,524.8609374,524.8609374,-524.8609374,1325.199829,524.8999116,2.524899912,-524.9019116,1325.32479,256.9076115,24.1081768,-256.9076115,1.136868377e-013,513.815223,-386189.1115,0,1,1,1,1,0
0.027,356078.4269,306.1273165,3292.679241,3292.679241,600.0209948,-600.0209948,0.1023613542,-0.1023613542,17.06019157,17.06019157,34.13885315,21.36470562,281.2840355,0.01836763899,51.19904472,-21.38307326,-600.1233561,600.1233561,-281.3025055,599.5017556,2.599501756,259.9193299,599.5037556,599.5037556,-599.5037556,1558.411065,599.6041169,2.599604117,-599.6061169,1558.73853,257.3198281,98.78037722,-257.3198281,0,514.6396563,-356384.5543,0,1,1,1,1,0
0.0272,300035.7161,303.5044397,5494.80629,5494.80629,666.0588723,-666.0588723,0.1633445397,-0.1633445397,27.22403549,27.22403549,54.4664446,18.00214297,278.8726068,0.01821026638,81.69048009,-18.02035323,-666.2222168,666.2222168,-278.8909804,665.5377969,2.665537797,260.8704638,665.5397969,665.5397969,-665.5397969,1774.021484,665.7011413,2.665701141,-665.7031413,1774.565623,258.204926,164.8441887,-258.204926,0,516.4098521,-300339.2205,0,1,1,1,1,0
0.0274,219257.2346,299.6829119,7239.801765,7239.801765,718.3850839,-718.3850839,0.223683079,-0.223683079,37.28043861,37.28043861,74.57908188,13.15543407,275.3605954,0.01798097471,111.8595205,-13.17341505,-718.6087669,718.6087669,-275.3788,717.8613914,2.717861391,262.2051613,717.8633914,717.8633914,-717.8633914,1951.053196,718.0850743,2.718085074,-718.0870743,1951.821759,259.4872999,217.194053,-259.4872999,0,518.9745998,-219556.9175,0,1,1,1,1,0
0.0276,115838.5742,294.6789392,8369.387325,8369.387325,752.2508532,-752.2508532,0.2831388434,-0.2831388434,47.18971286,47.18971286,94.39738959,6.950314452,270.7618614,0.01768073635,141.5871025,-6.967995189,-752.533992,752.533992,-270.7798253,751.7239818,2.751723982,263.811547,751.7259818,751.7259818,-751.7259818,2068.542412,752.0071204,2.75200712,-752.0091204,2069.534454,261.059823,251.0816197,-261.059823,-2.273736754e-013,522.119646,-116133.2531,0,1,1,1,1,0
0.0278,-7546.745295,288.512676,8741.32787,8741.32787,763.3885461,-763.3885461,0.3414771881,-0.3414771881,56.91275085,56.91275085,113.8431539,-0.4528047177,265.0945541,0.01731076056,170.7559048,0.4354939572,-763.7300233,763.7300233,-265.1122064,762.8582142,2.762858214,265.5473589,762.8602142,762.8602142,-762.8602142,2107.674609,763.1996911,2.763199691,-763.2016911,2108.878677,262.7845006,262.2398361,-262.7845006,-1.136868377e-013,525.5690013,7258.232619,0,1,1,1,1,0
0.028,-147735.6686,281.2066377,8232.742468,8232.742468,748.1110237,-748.1110237,0.3984678784,-0.3984678784,66.41118025,66.41118025,132.8396314,-8.864140117,258.3810398,0.01687239826,199.2508116,8.847267719,-748.5094916,748.5094916,-258.3983106,747.5772809,2.747577281,267.2451799,747.5792809,747.5792809,-747.5792809,2054.031848,747.9757484,2.747975748,-747.9777484,2055.424713,264.4976026,246.982274,-264.4976026,-1.136868377e-013,528.9952052,147454.462,0,1,1,1,1,0
0.0282,-301120.5857,272.7928057,6743.512399,6743.512399,703.413896,-703.413896,0.4538859978,-0.4538859978,75.647515,75.647515,151.3118515,-18.06723514,250.6478134,0.01636756834,226.9593665,18.05086758,-703.867782,703.867782,-250.6646349,702.8771688,2.702877169,268.7150486,702.8791688,702.8791688,-702.8791688,1899.796058,703.3310544,2.703331054,-703.3330544,1901.342087,266.0121714,202.305372,-266.0121714,0,532.0243428,300847.7929,0,1,1,1,1,0
0.0284,-463760.0498,263.3025952,4198.614076,4198.614076,627.0455418,-627.0455418,0.5075128364,-0.5075128364,84.58530356,84.58530356,169.1869128,-27.82560299,241.9253947,0.01579815571,253.7722164,27.80980483,-627.5530547,627.5530547,-241.9417003,626.5066663,2.626506666,269.7509977,626.5086663,626.5086663,-626.5086663,1645.529189,627.0141787,2.627014179,-627.0161787,1647.180392,267.124491,125.9584223,-267.124491,1.136868377e-013,534.248982,463496.7472,0,1,1,1,1,0
0.0286,-686712.1339,110717.9554,623.3437057,623.3437057,515.3912871,-515.3912871,4.921782747,-4.921782747,89.87313579,89.87313579,186.3942707,-41.20272803,228.9320701,6.643077325,276.2674065,34.55965071,-520.3130699,520.3130699,-235.5800692,514.8515324,2.514851532,270.1347981,514.8535324,514.8535324,-514.8535324,1294.780195,519.7733102,2.51977331,-519.7753102,1309.715954,267.6199466,18.70031117,-267.6199466,-1.136868377e-013,535.2398932,575994.1785,0,0,1,1,1,0
0.0288,-994785.3025,387372.1451,-3319.21855,-3319.21855,347.2207147,-347.2207147,54.81365429,-54.81365429,89.78443662,89.78443662,202.8660155,-59.68711815,210.0134121,23.24232871,292.6504522,36.44478944,-402.034369,402.034369,-233.3105544,346.6816604,2.34668166,269.7005302,346.6836604,346.6836604,-346.6836604,813.5561877,401.4952598,2.40149526,-401.4972598,964.1937664,267.3538486,-99.57655651,-267.3538486,-5.684341886e-014,534.7076971,607413.1574,0,0,1,1,1,0
0.029,-1300740.528,658771.3329,-7482.190104,-7482.190104,117.6184723,-117.6184723,159.5200425,-159.5200425,89.42567053,89.42567053,218.5371409,-78.04443167,190.3501983,39.52627997,307.9628114,38.5181517,-277.1385148,277.1385148,-230.0359981,117.0818001,2.1170818,268.3946299,117.0838001,117.0838001,-117.0838001,247.8759824,276.6016831,2.276601683,-276.6036831,629.7164106,266.2775481,-224.4657031,-266.2775481,-5.684341886e-014,532.5550963,641969.1949,0,0,1,1,1,0
0.0292,-298.1238389,120461.3357,-8996.676637,-8996.676637,0.2437187497,-0.2437187497,231.3048386,-231.3048386,40.61971037,40.61971037,233.3458,-0.01788743034,121.8414874,7.22768014,273.9655104,-7.20979271,-231.5485573,231.5485573,-273.9478667,-144.6476838,-142.6476838,121.8593748,-0.1426476838,-0.1426476838,0.1426476838,20.3483617,231.0153122,2.231015312,-231.0173122,515.4031609,264.5070587,-269.9002991,-264.5070587,0,529.0141173,-120163.2118,1,0,1,1,1,0
0.0294,-302.354086,212794.0281,-7874.221887,-7874.221887,0.1836496833,-0.1836496833,265.000096,-265.000096,30.60821934,30.60821934,247.2335499,-0.01814124516,91.80670041,12.76764168,277.8417692,-12.74950044,-265.1837456,265.1837456,-277.8238116,-172.9848157,-170.9848157,91.82484166,-0.1709848157,-0.1709848157,0.1709848157,29.23580719,264.6538617,2.264653862,-264.6558617,599.3539192,262.8096573,-236.2266566,-262.8096573,0,525.6193147,-212491.674,1,0,1,1,1,0
0.0296,-305.3800809,281898.5449,-6212.619511,-6212.619511,0.1228558336,-0.1228558336,314.8715819,-314.8715819,20.47593131,20.47593131,260.1455819,-0.01832280486,61.40959398,16.91391269,280.6215132,-16.89558989,-314.9944377,314.9944377,-280.6033132,-201.9653392,-199.9653392,61.42791679,-0.1999653392,-0.1999653392,0.1999653392,39.98613689,314.4673367,2.314467337,-314.4693367,727.8290082,261.393256,-186.3785853,-261.393256,0,522.786512,-281593.1648,1,0,1,1,1,0
0.0298,-307.2030899,326141.8968,-4172.54419,-4172.54419,0.06157712839,-0.06157712839,376.0993854,-376.0993854,10.26283421,10.26283421,272.0309381,-0.01843218539,30.77013201,19.56851381,282.2937723,-19.55008162,-376.1609625,376.1609625,-282.2754017,-231.56112,-229.56112,30.7885642,-0.22956112,-0.22956112,0.22956112,52.69830781,375.6358875,2.375635887,-375.6378875,892.3788462,260.3496842,-125.1763257,-260.3496842,0,520.6993684,-325834.6937,1,0,1,1,1,0
0.03,-307.8116413,344515.6339,-1923.420208,-1923.420208,5.540604003e-005,-5.540604003e-005,443.6009419,-443.6009419,0.009234321549,0.009234321549,282.8427125,-0.01846869848,0.009234321549,20.67093804,282.8519468,-20.65246934,-443.6009973,443.6009973,-282.8334782,-261.7102287,-259.7102287,0.02770302003,-0.2597102287,-0.2597102287,0.2597102287,67.4494029,443.0770783,2.443077078,-443.0790783,1082.47634,259.7379317,-57.70260625,-259.7379317,0,519.4758635,-344207.8223,1,0,1,1,1,0
0.0302,-307.2078107,336663.2949,360.7335327,360.7335327,-0.06146653454,0.06146653454,512.1556745,-512.1556745,-10.24440193,-10.24440193,292.5382359,-0.01843246864,-30.75169974,20.1997977,282.293834,-20.18136523,-512.0942079,512.0942079,-282.27534,-292.3156715,-290.3156715,-30.73326727,-0.2903156715,-0.2903156715,0.2903156715,84.28318914,511.5705316,2.511570532,-511.5725316,1284.850495,259.5824043,10.82200598,-259.5824043,1.136868377e-013,519.1648085,-336356.0871,1,0,1,1,1,0
0.0304,-305.3865758,302884.1669,2505.723374,2505.723374,-0.1227458957,0.1227458957,576.5375889,-576.5375889,-20.45760837,-20.45760837,301.0792445,-0.01832319455,-61.39127104,18.17305001,280.6216362,-18.15472682,-576.414843,576.414843,-280.6031902,-323.2455207,-321.2455207,-61.37294784,-0.3212455207,-0.3212455207,0.3212455207,103.1986846,575.890522,2.575890522,-575.892522,1483.436089,259.8725729,75.17170122,-259.8725729,0,519.7451458,-302578.7803,1,0,1,1,1,0
0.0306,-302.3628346,244119.0066,4341.492358,4341.492358,-0.1835408344,0.1835408344,631.6446217,-631.6446217,-30.59007788,-30.59007788,308.432031,-0.01814177008,-91.78855896,14.6471404,277.8419531,-14.62899863,-631.4610809,631.4610809,-277.8236278,-354.334111,-352.334111,-91.77041719,-0.352334111,-0.352334111,0.352334111,124.1393258,630.9353225,2.630935323,-630.9373225,1659.955288,260.5636938,130.2447708,-260.5636938,-1.136868377e-013,521.1273876,-243816.6438,1,0,1,1,1,0
0.0308,-298.1455472,161935.1031,5706.329587,5706.329587,-0.2436114213,0.2436114213,672.624925,-672.624925,-40.60182234,-40.60182234,314.5675771,-0.01788873283,-121.8235994,9.716106188,273.9657547,-9.698217456,-672.3813136,672.3813136,-273.9476224,-385.3832621,-383.3832621,-121.8057106,-0.3833832621,-0.3833832621,0.3833832621,146.9827256,671.8534867,2.671853487,-671.8554867,1795.099425,261.5775514,171.1898876,-261.5775514,1.136868377e-013,523.1551029,-161636.9576,1,0,1,1,1,0
0.031,-292.751709,58483.87021,6450.967662,6450.967662,-0.3027205852,0.3027205852,694.999803,-694.999803,-50.45332996,-50.45332996,319.4616687,-0.01756510254,-151.3778577,3.509032212,269.0083387,-3.49146711,-694.6970824,694.6970824,-268.9904709,-416.1651296,-414.1651296,-151.3602926,-0.4141651296,-0.4141651296,0.4141651296,171.5327546,694.1667785,2.694166779,-694.1687785,1870.206462,262.804837,193.5290299,-262.804837,0,525.609674,-58191.1185,1,0,1,1,1,0
0.0312,-286.1786858,-63543.39235,6442.451274,6442.451274,-0.3606350535,0.3606350535,694.779782,-694.779782,-60.10572205,-60.10572205,323.094991,-0.01717072115,-180.3346975,-3.812603541,262.9892689,3.829774262,-694.4191469,694.4191469,-262.9717376,-446.4251524,-444.4251524,-180.3175268,-0.4444251524,-0.4444251524,0.4444251524,197.5137161,693.8862378,2.693886238,-693.8882378,1869.255974,264.1076256,193.2735382,-264.1076256,1.136868377e-013,528.2152512,63829.57104,1,0,1,1,1,0
0.0314,-278.5225967,-200993.5235,5567.122108,5567.122108,-0.4171262518,0.4171262518,668.5541815,-668.5541815,-69.52090292,-69.52090292,325.453205,-0.0167113558,-208.5798372,-12.05961141,255.9323021,12.07632277,-668.1370552,668.1370552,-255.9151736,-475.8870205,-473.8870205,-208.5631259,-0.4738870205,-0.4738870205,0.4738870205,224.5689082,667.6017398,2.66760174,-667.6037398,1780.900898,265.3238946,167.0136632,-265.3238946,-1.136868377e-013,530.6477893,201272.0461,1,0,1,1,1,0
0.0316,-269.7474197,-350305.6585,3733.942497,3733.942497,-0.4719712468,0.4719712468,613.590839,-613.590839,-78.66171714,-78.66171714,326.5270039,-0.01618484518,-236.0018082,-21.01833951,247.8652868,21.03452435,-613.1188678,613.1188678,-247.8486299,-504.256196,-502.256196,-235.9856234,-0.502256196,-0.502256196,0.502256196,252.2612864,612.581714,2.612581714,-612.583714,1600.42501,266.2705726,112.0182749,-266.2705726,0,532.5411452,350575.4059,1,0,1,1,1,0
