"time","Out1","Out2[1]","Out2[2]","Out3","Out4","Out5"
0,0,0,0,0,0,0
0.01,6.67408E-05,2.81816E-07,6.67408E-05,0.0116203,6.64599E-05,6.61791E-05
0.02,0.000232269,1.60046E-06,0.000232269,0.0217857,0.000230677,0.000229085
0.03,0.00049777,5.27544E-06,0.00049777,0.0320514,0.000492537,0.000487303
0.04,0.000863222,1.20037E-05,0.000863222,0.0424169,0.000851343,0.000839464
0.05,0.00132859,2.28746E-05,0.00132859,0.0528824,0.00130601,0.00128342
0.06,0.00189382,3.89055E-05,0.00189382,0.063448,0.00185551,0.00181719
0.07,0.00255886,6.10848E-05,0.00255886,0.0741135,0.00249885,0.00243885
0.08,0.00332364,9.04144E-05,0.00332364,0.0848791,0.00323505,0.00314645
0.09,0.00418809,0.00012789,0.00418809,0.0957446,0.00406308,0.00393807
0.1,0.00515213,0.000174508,0.00515213,0.10671,0.00498196,0.0048118
0.11,0.00621564,0.000231264,0.00621564,0.117776,0.00599069,0.00576574
0.12,0.00737853,0.000299152,0.00737853,0.128941,0.00708826,0.00679799
0.13,0.00864069,0.000379166,0.00864069,0.140207,0.00827368,0.00790667
0.14,0.010002,0.000472297,0.010002,0.151573,0.00954594,0.00908991
0.15,0.0114623,0.000579535,0.0114623,0.163038,0.0109041,0.0103458
0.16,0.0130214,0.000701871,0.0130214,0.174604,0.012347,0.0116726
0.17,0.0146792,0.000840292,0.0146792,0.18627,0.0138738,0.0130684
0.18,0.0164356,0.000995785,0.0164356,0.198036,0.0154835,0.0145313
0.19,0.0182903,0.00116933,0.0182903,0.209902,0.017175,0.0160596
0.2,0.0202432,0.00136192,0.0202432,0.221868,0.0189473,0.0176514
0.21,0.0222941,0.00157452,0.0222941,0.233935,0.0207995,0.0193049
0.22,0.0244427,0.00180813,0.0244427,0.246101,0.0227306,0.0210184
0.23,0.0266889,0.0020637,0.0266889,0.258368,0.0247395,0.02279
0.24,0.0290325,0.00234223,0.0290325,0.270735,0.0268252,0.024618
0.25,0.0314731,0.00264468,0.0314731,0.283202,0.0289869,0.0265007
0.26,0.0340106,0.00297201,0.0340106,0.295769,0.0312234,0.0284361
0.27,0.0366446,0.00332521,0.0366446,0.308437,0.0335337,0.0304228
0.28,0.039375,0.00370523,0.039375,0.321205,0.0359169,0.0324588
0.29,0.0422015,0.00411303,0.0422015,0.334074,0.038372,0.0345425
0.3,0.0451238,0.00454958,0.0451238,0.347043,0.040898,0.0366722
0.31,0.0481415,0.00501582,0.0481415,0.360112,0.0434938,0.0388461
0.32,0.0512544,0.00551273,0.0512544,0.373282,0.0461585,0.0410626
0.33,0.0544622,0.00604123,0.0544622,0.386553,0.0488911,0.04332
0.34,0.0577645,0.00660228,0.0577645,0.399924,0.0516906,0.0456166
0.35,0.0611611,0.00719683,0.0611611,0.413396,0.054556,0.0479509
0.36,0.0646516,0.00782582,0.0646516,0.426969,0.0574863,0.050321
0.37,0.0682355,0.00849018,0.0682355,0.440642,0.0604805,0.0527254
0.38,0.0719127,0.00919084,0.0719127,0.454417,0.0635376,0.0551625
0.39,0.0756827,0.00992874,0.0756827,0.468292,0.0666566,0.0576306
0.4,0.0795451,0.0107048,0.0795451,0.482269,0.0698366,0.0601282
0.41,0.0834995,0.0115199,0.0834995,0.496347,0.0730766,0.0626536
0.42,0.0875456,0.0123751,0.0875456,0.510526,0.0763754,0.0652053
0.43,0.091683,0.0132712,0.091683,0.524806,0.0797323,0.0677816
0.44,0.0959111,0.0142091,0.0959111,0.539189,0.0831461,0.0703811
0.45,0.10023,0.0151897,0.10023,0.553672,0.0866159,0.0730022
0.46,0.104638,0.016214,0.104638,0.568257,0.0901408,0.0756432
0.47,0.109136,0.0172828,0.109136,0.582945,0.0937196,0.0783028
0.48,0.113724,0.018397,0.113724,0.597734,0.0973514,0.0809794
0.49,0.118399,0.0195575,0.118399,0.612625,0.101035,0.0836714
0.5,0.123163,0.0207653,0.123163,0.627618,0.10477,0.0863774
0.51,0.128015,0.0220211,0.128015,0.642714,0.108555,0.0890958
