"Time","revolute1_w","revolute2_w"
0,0,0
3E-005,-0.00075445337987014,0.0010023410540483
0.00303,-0.0761940430501514,0.101222105215235
0.00603,-0.151622640767123,0.201414409481593
0.00903,-0.227039844556321,0.301578041980745
0.01203,-0.302445159315243,0.401711336252809
0.01503,-0.377837680189558,0.501811237888271
0.01803,-0.453215949785285,0.601872826727242
0.02103,-0.528577823409091,0.701888862303447
0.02403,-0.603920333915474,0.801849327528241
0.02703,-0.67923955715878,0.901740974123424
0.03003,-0.754530479824936,1.00154687574593
0.03303,-0.829786863812,1.10124596918776
0.03603,-0.905001881398732,1.20081519767792
0.03903,-0.9801669223695,1.30022548108797
0.04203,-1.05527098193699,1.39943964572814
0.04503,-1.13030154227042,1.49841539658437
0.04803,-1.2052442918789,1.59710436400847
0.05103,-1.28008310740983,1.69545203470997
0.05403,-1.35479987785095,1.79339714847502
0.05703,-1.42937441775725,1.89087139295115
0.06003,-1.50378438217211,1.98779910124122
0.06303,-1.57800521768691,2.08409706820174
0.06603,-1.65201028693835,2.17967495587694
0.06903,-1.72577083138548,2.27443514532829
0.07203,-1.79925545105392,2.36827092061948
0.07503,-1.8724304270027,2.46106753243694
0.07803,-1.94526001658375,2.55270316619793
0.08103,-2.01770655263201,2.64304923363895
0.08403,-2.08973048513347,2.73197046068464
0.08703,-2.16129048311676,2.81932517497798
0.09003,-2.23234361343804,2.90496585109918
0.09303,-2.30284556669589,2.98873981257015
0.09603,-2.37275090727045,3.0704900129122
0.09903,-2.44201334251977,3.15005588000514
0.10203,-2.51058601347175,3.22727423333211
0.10503,-2.5784218071541,3.30198027649468
0.10803,-2.64547368663663,3.37400865373256
0.11103,-2.71169503276768,3.44319455224553
0.11403,-2.77703999123104,3.50937483107775
0.11703,-2.84146381863043,3.5723891577166
0.12003,-2.90492322120447,3.63208113324862
0.12303,-2.96737667957363,3.68829938618745
0.12603,-3.02878475287454,3.74089861480804
0.12903,-3.0891103315981,3.7897404733306
0.13203,-3.14831892791144,3.83469461341213
0.13503,-3.206378884523,3.87563947233327
0.13803,-3.2632615099024,3.91246283357316
0.14103,-3.31894118218029,3.94506230632479
0.14403,-3.37339542797425,3.97334574719098
0.14703,-3.4266049546739,3.99723155054227
0.15003,-3.4785536229494,4.01664876067368
0.15303,-3.52922836512837,4.03153702326262
0.15603,-3.57861906046607,4.04184641222258
0.15903,-3.62671837231373,4.04753714724132
0.16203,-3.67352154771686,4.04857920142672
0.16503,-3.71902618171161,4.04495180395943
0.16803,-3.7632319521389,4.03664285465835
0.17103,-3.80614033188808,4.0236482711439
0.17403,-3.84775428439937,4.00597128562564
0.17703,-3.88807794726084,3.98362170494839
0.18003,-3.92711630870868,3.95661514748232
0.18303,-3.96487488206122,3.92497227134243
0.18603,-4.00135938285915,3.88871800774243
0.18903,-4.03657541281971,3.84788081124118
0.19203,-4.07052815393822,3.80249193609507
0.19503,-4.10322207575074,3.75258474718267
0.19803,-4.13466065818531,3.69819407200893
0.20103,-4.16484613193222,3.6393555987521
0.20403,-4.19377923780062,3.57610532391728
0.20703,-4.22145900608575,3.50847905176845
0.21003,-4.24788255657123,3.43651194640532
0.21303,-4.2730449194575,3.36023813624044
0.21603,-4.29693887723562,3.27969036972677
0.21903,-4.31955482730552,3.19489972043648
0.22203,-4.34088066496291,3.10589533897025
0.22503,-4.36090168624985,3.01270424868457
0.22803,-4.37960051007882,2.91535118186954
0.23103,-4.39695701899218,2.8138584527767
0.23403,-4.41294831790182,2.70824586376309
0.23703,-4.42754871016109,2.59853064076607
0.24003,-4.44072969034812,2.48472739434315
0.24303,-4.45245995318399,2.36684810259388
0.24603,-4.46270541806428,2.24490211241629
0.24903,-4.47142926874658,2.11889615572785
0.25203,-4.47859200780564,1.98883437749454
0.25503,-4.48415153072456,1.85471837549071
0.25803,-4.48806319769054,1.71654723752216
0.26103,-4.49027993479033,1.57431759021508
0.26403,-4.49075234927503,1.42802365014762
0.26703,-4.48942885435483,1.27765727338076
0.27003,-4.48625580652744,1.12320800316496
0.27303,-4.4811776582463,0.964663116150798
0.27603,-4.47413712612858,0.80200766699474
0.27903,-4.46507537406548,0.635224531376415
0.28203,-4.45393221137275,0.464294448186204
0.28503,-4.44064630691846,0.289196062590204
0.28803,-4.42515542040325,0.109905972649099
0.29103,-4.40739665200758,-0.0736012167985587
0.29403,-4.38730671184366,-0.261352828077216
0.29703,-4.36482221109467,-0.453378026078628
0.30003,-4.33987997728117,-0.649707707016731
0.30303,-4.3124173967239,-0.850374350321936
0.30603,-4.28237278802023,-1.05541182096564
0.30903,-4.24968583073139,-1.26485509465145
0.31203,-4.21429797734366,-1.4787399326491
0.31503,-4.17615296302932,-1.6971024204862
0.31803,-4.13519737633812,-1.91997836961238
0.32103,-4.09138128836922,-2.14740255269319
0.32403,-4.04465895853063,-2.37940772863805
0.32703,-3.99498963938255,-2.61602340427933
0.33003,-3.94233850199454,-2.85727427132478
0.33303,-3.88667770439258,-3.10317824678245
0.33603,-3.82798763015133,-3.35374403167948
0.33903,-3.76625833026678,-3.60896808696325
0.34203,-3.70149120781195,-3.8688309075406
0.34503,-3.63370099129661,-4.13329245581617
0.34803,-3.56291804926252,-4.40228659517535
0.35103,-3.48919110534227,-4.67571434235209
0.35403,-3.41259041924526,-4.95343573698028
0.35703,-3.33321150394861,-5.23526010929564
0.36003,-3.25117945136076,-5.52093451669812
0.36303,-3.1666539359147,-5.81013012222167
0.36603,-3.07983495517521,-6.10242631071212
0.36903,-2.99096944011105,-6.39729214682005
0.37203,-2.90035836067727,-6.69406608864558
0.37503,-2.80836476609111,-6.99193277562811
0.37803,-2.71542241097128,-7.28989776142339
0.38103,-2.62204462370185,-7.58676107520154
0.38403,-2.52883299347181,-7.881090739564
0.38703,-2.43648525121657,-8.17119794933177
0.39003,-2.34580144889641,-8.45511639056657
0.39303,-2.25768725630534,-8.73058900758512
0.39603,-2.17315293696671,-8.99506629082023
0.39903,-2.09330638526273,-9.24572071502239
0.40203,-2.01933858200625,-9.47948208565198
0.40503,-1.95250005306759,-9.69309796784459
0.40803,-1.89406749158289,-9.88322179537851
0.41103,-1.84530068568825,-10.0465285139996
0.41403,-1.80739159738109,-10.1798532793516
0.41703,-1.78140693281116,-10.2803472000893
0.42003,-1.76823218934228,-10.3456324607677
0.42303,-1.76852005240986,-10.3739447719449
0.42603,-1.78264966990672,-10.3642456512763
0.42903,-1.81070229038168,-10.3162894893078
0.43203,-1.85245653455962,-10.2306361906691
0.43503,-1.90740386188275,-10.1086077228175
0.43803,-1.97478208073091,-9.95219465197667
0.44103,-2.05362251554816,-9.76392513736272
0.44403,-2.14280423448196,-9.54671418610481
0.44703,-2.24111380996176,-9.3037020504098
0.45003,-2.3472967322291,-9.03811185713353
0.45303,-2.46010407011418,-8.75312390590068
0.45603,-2.57833042827453,-8.45177546430256
0.45903,-2.70084174517715,-8.13688916891085
0.46203,-2.82659341099284,-7.81102837798493
0.46503,-2.95464016819509,-7.47647531323876
0.46803,-3.08413952363261,-7.13522706103996
0.47103,-3.21435032847261,-6.78900465691584
0.47403,-3.34462799757058,-6.43927101342625
0.47703,-3.47441761252145,-6.08725414923886
