"time","i","speed","Rarm"
0,35,0,4
0.001,35.47210271,0.4043296081,3.99856
0.002,35.4901598,0.9578636852,3.99712
0.003,35.47991704,1.518554256,3.99568
0.004,35.46792351,2.079426785,3.99424
0.005,35.45582516,2.640043794,3.9928
0.006,35.4437242,3.200377391,3.99136
0.007,35.43162657,3.760425987,3.98992
0.008,35.41953275,4.320189561,3.98848
0.009,35.40744275,4.879668216,3.98704
0.01,35.39535654,5.438862083,3.9856
0.011,35.38327418,5.997771239,3.98416
0.012,35.37119569,6.556395775,3.98272
0.013,35.35912104,7.114735807,3.98128
0.014,35.34705023,7.672791454,3.97984
0.015,35.33498325,8.230562821,3.9784
0.016,35.32292011,8.788050017,3.97696
0.017,35.31086081,9.345253149,3.97552
0.018,35.29880535,9.902172326,3.97408
0.019,35.28675372,10.45880765,3.97264
0.02,35.27470593,11.01515924,3.9712
0.021,35.26266197,11.5712272,3.96976
0.022,35.25062185,12.12701163,3.96832
0.023,35.23858556,12.68251264,3.96688
0.024,35.22655311,13.23773034,3.96544
0.025,35.21452449,13.79266483,3.964
0.026,35.2024997,14.34731623,3.96256
0.027,35.19047874,14.90168465,3.96112
0.028,35.17846162,15.45577017,3.95968
0.029,35.16644832,16.00957293,3.95824
0.03,35.15443886,16.56309302,3.9568
0.031,35.14243322,17.11633054,3.95536
0.032,35.13043142,17.66928562,3.95392
0.033,35.11843344,18.22195835,3.95248
0.034,35.10643929,18.77434884,3.95104
0.035,35.09444896,19.32645721,3.9496
0.036,35.08246246,19.87828355,3.94816
0.037,35.07047979,20.42982798,3.94672
0.038,35.05850094,20.9810906,3.94528
0.039,35.04652592,21.53207152,3.94384
0.04,35.03455472,22.08277081,3.9424
0.041,35.02258735,22.63318862,3.94096
0.042,35.0106238,23.18332505,3.93952
0.043,34.99866407,23.7331802,3.93808
0.044,34.98670816,24.28275418,3.93664
0.045,34.97475607,24.8320471,3.9352
0.046,34.96280781,25.38105906,3.93376
0.047,34.95086336,25.92979018,3.93232
0.048,34.93892274,26.47824056,3.93088
0.049,34.92698593,27.02641031,3.92944
0.05,34.91505294,27.57429954,3.928
0.051,34.90312377,28.12190835,3.92656
0.052,34.89119841,28.66923684,3.92512
0.053,34.87927687,29.21628514,3.92368
0.054,34.86735915,29.76305334,3.92224
0.055,34.85544524,30.30954155,3.9208
0.056,34.84353515,30.85574988,3.91936
0.057,34.83162887,31.40167844,3.91792
0.058,34.8197264,31.94732733,3.91648
0.059,34.80782774,32.49269666,3.91504
0.06,34.7959329,33.03778655,3.9136
0.061,34.78404187,33.58259708,3.91216
0.062,34.77215465,34.12712832,3.91072
0.063,34.76027125,34.6713804,3.90928
0.064,34.74839165,35.21535344,3.90784
0.065,34.73651586,35.75904756,3.9064
0.066,34.72464388,36.30246286,3.90496
0.067,34.71277571,36.84559945,3.90352
0.068,34.70091135,37.38845743,3.90208
0.069,34.6890508,37.93103691,3.90064
0.07,34.67719405,38.473338,3.8992
0.071,34.6653411,39.01536081,3.89776
0.072,34.65349196,39.55710543,3.89632
0.073,34.64164663,40.09857199,3.89488
0.074,34.6298051,40.63976058,3.89344
0.075,34.61796737,41.18067131,3.892
0.076,34.60613345,41.72130428,3.89056
0.077,34.59430333,42.26165962,3.88912
0.078,34.58247701,42.80173742,3.88768
0.079,34.57065449,43.34153778,3.88624
0.08,34.55883577,43.88106082,3.8848
0.081,34.54702085,44.42030665,3.88336
0.082,34.53520973,44.95927536,3.88192
0.083,34.52340241,45.49796707,3.88048
0.084,34.51159889,46.03638183,3.87904
0.085,34.49979916,46.57451974,3.8776
0.086,34.48800324,47.11238095,3.87616
0.087,34.47621111,47.64996557,3.87472
0.088,34.46442278,48.18727371,3.87328
0.089,34.45263824,48.72430547,3.87184
0.09,34.4408575,49.26106096,3.8704
0.091,34.42908055,49.79754028,3.86896
0.092,34.4173074,50.33374354,3.86752
0.093,34.40553804,50.86967085,3.86608
0.094,34.39377247,51.40532231,3.86464
0.095,34.38201069,51.94069803,3.8632
0.096,34.37025271,52.47579812,3.86176
0.097,34.35849851,53.01062268,3.86032
0.098,34.34674811,53.54517181,3.85888
0.099,34.33500149,54.07944563,3.85744
0.1,34.32325866,54.61344424,3.856
0.101,34.31151962,55.14716774,3.85456
0.102,34.29978437,55.68061625,3.85312
0.103,34.28805291,56.21378987,3.85168
0.104,34.27632523,56.7466887,3.85024
0.105,34.26460134,57.27931285,3.8488
0.106,34.25288124,57.8116624,3.84736
0.107,34.24116492,58.3437374,3.84592
0.108,34.22945239,58.87553803,3.84448
0.109,34.21774364,59.40706439,3.84304
0.11,34.20603868,59.93831659,3.8416
0.111,34.19433749,60.46929473,3.84016
0.112,34.18264009,60.99999892,3.83872
0.113,34.17094648,61.53042926,3.83728
0.114,34.15925664,62.06058586,3.83584
0.115,34.14757058,62.59046883,3.8344
0.116,34.13588831,63.12007826,3.83296
0.117,34.12420981,63.64941428,3.83152
0.118,34.11253509,64.17847697,3.83008
0.119,34.10086415,64.70726646,3.82864
0.12,34.08919699,65.23578283,3.8272
0.121,34.0775336,65.76402621,3.82576
0.122,34.065874,66.29199669,3.82432
0.123,34.05421816,66.81969438,3.82288
0.124,34.0425661,67.34711939,3.82144
0.125,34.03091782,67.87427182,3.82
0.126,34.01927331,68.40115177,3.81856
0.127,34.00763257,68.92775936,3.81712
0.128,33.99599561,69.45409468,3.81568
0.129,33.98436243,69.98015774,3.81424
0.13,33.97273301,70.50594874,3.8128
0.131,33.96110737,71.03146779,3.81136
0.132,33.9494855,71.55671497,3.80992
0.133,33.9378674,72.08169041,3.80848
0.134,33.92625307,72.6063942,3.80704
0.135,33.9146425,73.13082646,3.8056
0.136,33.90303571,73.65498728,3.80416
0.137,33.89143269,74.17887677,3.80272
0.138,33.87983343,74.70249503,3.80128
0.139,33.86823794,75.22584218,3.79984
0.14,33.85664622,75.74891832,3.7984
0.141,33.84505826,76.27172354,3.79696
0.142,33.83347407,76.79425796,3.79552
0.143,33.82189364,77.31652168,3.79408
0.144,33.81031697,77.83851481,3.79264
0.145,33.79874407,78.36023745,3.7912
0.146,33.78717494,78.88168971,3.78976
0.147,33.77560956,79.40287169,3.78832
0.148,33.76404795,79.92378349,3.78688
0.149,33.7524901,80.44442523,3.78544
0.15,33.74093601,80.964797,3.784
0.151,33.72938568,81.48489874,3.78256
0.152,33.71783912,82.00473067,3.78112
0.153,33.70629632,82.52429293,3.77968
0.154,33.69475728,83.04358561,3.77824
0.155,33.68322199,83.56260883,3.7768
0.156,33.67169047,84.08136268,3.77536
0.157,33.6601627,84.59984728,3.77392
0.158,33.64863869,85.11806272,3.77248
0.159,33.63711844,85.63600911,3.77104
0.16,33.62560194,86.15368655,3.7696
0.161,33.6140892,86.67109516,3.76816
0.162,33.60258022,87.18823502,3.76672
0.163,33.59107498,87.70510625,3.76528
0.164,33.57957351,88.22170895,3.76384
0.165,33.56807578,88.73804323,3.7624
0.166,33.55658181,89.25410918,3.76096
0.167,33.54509159,89.76990692,3.75952
0.168,33.53360512,90.28543655,3.75808
0.169,33.52212241,90.80069817,3.75664
0.17,33.51064344,91.31569188,3.7552
0.171,33.49916822,91.8304178,3.75376
0.172,33.48769676,92.34487602,3.75232
0.173,33.47622904,92.85906665,3.75088
0.174,33.46476507,93.37298979,3.74944
0.175,33.45330485,93.88664555,3.748
0.176,33.44184837,94.40003404,3.74656
0.177,33.43039564,94.91315535,3.74512
0.178,33.41894666,95.42600959,3.74368
0.179,33.40750142,95.93859687,3.74224
0.18,33.39605993,96.45091729,3.7408
0.181,33.38462218,96.96297095,3.73936
0.182,33.37318817,97.47475796,3.73792
0.183,33.36175791,97.98627843,3.73648
0.184,33.35033139,98.49753245,3.73504
0.185,33.33890861,99.00852014,3.7336
0.186,33.32748957,99.51924159,3.73216
0.187,33.31607427,100.0296969,3.73072
0.188,33.30466272,100.5398862,3.72928
0.189,33.2932549,101.0498096,3.72784
0.19,33.28185082,101.5594672,3.7264
0.191,33.27045048,102.068859,3.72496
0.192,33.25905387,102.5779853,3.72352
0.193,33.247661,103.086846,3.72208
0.194,33.23627187,103.5954414,3.72064
0.195,33.22488648,104.1037714,3.7192
0.196,33.21350482,104.6118363,3.71776
0.197,33.20212689,105.1196361,3.71632
0.198,33.1907527,105.6271709,3.71488
0.199,33.17938224,106.1344409,3.71344
0.2,33.16801551,106.641446,3.712
0.201,33.15665252,107.1481866,3.71056
0.202,33.14529326,107.6546625,3.70912
0.203,33.13393772,108.160874,3.70768
0.204,33.12258592,108.6668212,3.70624
0.205,33.11123785,109.172504,3.7048
0.206,33.09989353,109.6779223,3.70336
0.207,33.08855293,110.1830766,3.70192
0.208,33.07721607,110.6879668,3.70048
0.209,33.06588294,111.1925933,3.69904
0.21,33.05455353,111.6969559,3.6976
0.211,33.04322785,112.2010549,3.69616
0.212,33.0319059,112.7048903,3.69472
0.213,33.02058767,113.2084623,3.69328
0.214,33.00927317,113.7117709,3.69184
0.215,32.9979624,114.2148163,3.6904
0.216,32.98665535,114.7175985,3.68896
0.217,32.97535203,115.2201177,3.68752
0.218,32.96405243,115.7223739,3.68608
0.219,32.95275655,116.2243673,3.68464
0.22,32.9414644,116.726098,3.6832
0.221,32.93017597,117.227566,3.68176
0.222,32.91889126,117.7287716,3.68032
0.223,32.90761027,118.2297146,3.67888
0.224,32.89633301,118.7303954,3.67744
0.225,32.88505946,119.2308139,3.676
0.226,32.87378963,119.7309703,3.67456
0.227,32.86252353,120.2308647,3.67312
0.228,32.85126114,120.7304972,3.67168
0.229,32.84000246,121.2298679,3.67024
0.23,32.82874751,121.7289769,3.6688
0.231,32.81749627,122.2278242,3.66736
0.232,32.80624875,122.7264101,3.66592
0.233,32.79500495,123.2247346,3.66448
0.234,32.78376486,123.7227977,3.66304
0.235,32.77252848,124.2205997,3.6616
0.236,32.76129582,124.7181406,3.66016
0.237,32.75006687,125.2154205,3.65872
0.238,32.73884164,125.7124395,3.65728
0.239,32.72762011,126.2091977,3.65584
0.24,32.7164023,126.7056952,3.6544
0.241,32.7051882,127.2019322,3.65296
0.242,32.69397782,127.6979087,3.65152
0.243,32.68277114,128.1936247,3.65008
0.244,32.67156818,128.6890804,3.64864
0.245,32.66036893,129.1842759,3.6472
0.246,32.64917339,129.6792113,3.64576
0.247,32.63798156,130.1738867,3.64432
0.248,32.62679343,130.6683022,3.64288
0.249,32.61560902,131.162458,3.64144
0.25,32.60442831,131.6563541,3.64
0.251,32.59325131,132.1499906,3.63856
0.252,32.58207801,132.6433676,3.63712
0.253,32.57090843,133.1364853,3.63568
0.254,32.55974254,133.6293437,3.63424
0.255,32.54858036,134.1219429,3.6328
0.256,32.53742189,134.6142831,3.63136
0.257,32.52626712,135.1063643,3.62992
0.258,32.51511605,135.5981866,3.62848
0.259,32.50396868,136.0897502,3.62704
0.26,32.49282502,136.5810551,3.6256
0.261,32.48168506,137.0721014,3.62416
0.262,32.4705488,137.5628893,3.62272
0.263,32.45941624,138.0534188,3.62128
0.264,32.44828738,138.5436901,3.61984
0.265,32.43716223,139.0337032,3.6184
0.266,32.42604077,139.5234582,3.61696
0.267,32.41492301,140.0129553,3.61552
0.268,32.40380894,140.5021946,3.61408
0.269,32.39269858,140.9911761,3.61264
0.27,32.38159191,141.4798999,3.6112
0.271,32.37048894,141.9683662,3.60976
0.272,32.35938967,142.456575,3.60832
0.273,32.34829409,142.9445265,3.60688
0.274,32.33720221,143.4322208,3.60544
0.275,32.32611402,143.9196579,3.604
0.276,32.31502952,144.4068379,3.60256
0.277,32.30394872,144.893761,3.60112
0.278,32.29287162,145.3804273,3.59968
0.279,32.2817982,145.8668368,3.59824
0.28,32.27072848,146.3529897,3.5968
0.281,32.25966245,146.838886,3.59536
0.282,32.24860011,147.3245259,3.59392
0.283,32.23754146,147.8099095,3.59248
0.284,32.2264865,148.2950369,3.59104
0.285,32.21543523,148.7799081,3.5896
0.286,32.20438765,149.2645233,3.58816
0.287,32.19334376,149.7488825,3.58672
0.288,32.18230356,150.2329859,3.58528
0.289,32.17126704,150.7168336,3.58384
0.29,32.16023422,151.2004256,3.5824
0.291,32.14920507,151.6837621,3.58096
0.292,32.13817962,152.1668432,3.57952
0.293,32.12715785,152.6496689,3.57808
0.294,32.11613977,153.1322394,3.57664
0.295,32.10512537,153.6145548,3.5752
0.296,32.09411465,154.0966151,3.57376
0.297,32.08310762,154.5784206,3.57232
0.298,32.07210427,155.0599711,3.57088
0.299,32.06110461,155.541267,3.56944
0.3,32.05010862,156.0223082,3.568
0.301,32.03911632,156.5030949,3.56656
0.302,32.02812771,156.9836271,3.56512
0.303,32.01714277,157.4639051,3.56368
0.304,32.00616151,157.9439288,3.56224
0.305,31.99518393,158.4236983,3.5608
0.306,31.98421003,158.9032139,3.55936
0.307,31.97323981,159.3824755,3.55792
0.308,31.96227327,159.8614833,3.55648
0.309,31.95131041,160.3402373,3.55504
0.31,31.94035122,160.8187377,3.5536
0.311,31.92939572,161.2969846,3.55216
0.312,31.91844389,161.7749781,3.55072
0.313,31.90749573,162.2527182,3.54928
0.314,31.89655125,162.7302051,3.54784
0.315,31.88561045,163.2074389,3.5464
0.316,31.87467332,163.6844196,3.54496
0.317,31.86373986,164.1611474,3.54352
