"time","Inertia_w","Piston_r2"
0.000000E+000,0.000000E+000,2.999999E-001
0.000000E+000,0.000000E+000,2.999999E-001
0.000000E+000,0.000000E+000,2.999999E-001
1.000000E-003,0.000000E+000,2.999999E-001
1.000000E-003,0.000000E+000,2.999999E-001
1.000000E-003,9.442840E-003,2.999999E-001
2.000000E-003,9.442840E-003,2.999999E-001
2.000000E-003,9.442840E-003,2.999999E-001
2.000000E-003,1.898197E-002,2.999999E-001
3.000000E-003,1.898197E-002,2.999999E-001
3.000000E-003,1.898197E-002,2.999999E-001
3.000000E-003,2.869706E-002,2.999999E-001
4.000000E-003,2.869706E-002,2.999999E-001
4.000000E-003,2.869706E-002,2.999999E-001
4.000000E-003,3.867619E-002,2.999999E-001
5.000000E-003,3.867619E-002,2.999999E-001
5.000000E-003,3.867619E-002,2.999999E-001
5.000000E-003,4.901945E-002,2.999999E-001
6.000000E-003,4.901945E-002,2.999999E-001
6.000000E-003,4.901945E-002,2.999999E-001
6.000000E-003,5.982629E-002,2.999999E-001
7.000000E-003,5.982629E-002,2.999999E-001
7.000000E-003,5.982629E-002,2.999999E-001
7.000000E-003,7.119783E-002,2.999999E-001
8.000000E-003,7.119783E-002,2.999999E-001
8.000000E-003,7.119783E-002,2.999999E-001
8.000000E-003,8.324484E-002,2.999999E-001
9.000000E-003,8.324484E-002,2.999999E-001
9.000000E-003,8.324484E-002,2.999999E-001
9.000000E-003,9.607656E-002,2.999999E-001
1.000000E-002,9.607656E-002,2.999999E-001
1.000000E-002,1.098176E-001,2.999998E-001
1.100000E-002,1.098176E-001,2.999998E-001
1.100000E-002,1.098176E-001,2.999998E-001
1.100000E-002,1.245948E-001,2.999998E-001
1.200000E-002,1.245948E-001,2.999998E-001
1.200000E-002,1.245948E-001,2.999998E-001
1.200000E-002,1.405463E-001,2.999998E-001
1.300000E-002,1.405463E-001,2.999998E-001
1.300000E-002,1.405463E-001,2.999998E-001
1.300000E-002,1.578283E-001,2.999997E-001
1.400000E-002,1.578283E-001,2.999997E-001
1.400000E-002,1.765914E-001,2.999997E-001
1.500000E-002,1.765914E-001,2.999997E-001
1.500000E-002,1.765914E-001,2.999997E-001
1.500000E-002,1.970137E-001,2.999996E-001
1.600000E-002,1.970137E-001,2.999996E-001
1.600000E-002,1.970137E-001,2.999996E-001
1.600000E-002,2.192897E-001,2.999995E-001
1.700000E-002,2.192897E-001,2.999995E-001
1.700000E-002,2.192897E-001,2.999995E-001
1.700000E-002,2.436301E-001,2.999995E-001
1.800000E-002,2.436301E-001,2.999995E-001
1.800000E-002,2.436301E-001,2.999995E-001
1.800000E-002,2.702645E-001,2.999993E-001
1.900000E-002,2.702645E-001,2.999993E-001
1.900000E-002,2.994437E-001,2.999992E-001
2.000000E-002,2.994437E-001,2.999992E-001
2.000000E-002,2.994437E-001,2.999992E-001
2.000000E-002,3.314424E-001,2.999990E-001
2.100000E-002,3.314424E-001,2.999990E-001
2.100000E-002,3.314424E-001,2.999990E-001
2.100000E-002,3.665617E-001,2.999989E-001
2.200000E-002,3.665617E-001,2.999989E-001
2.200000E-002,4.051320E-001,2.999986E-001
2.300000E-002,4.051320E-001,2.999986E-001
2.300000E-002,4.051320E-001,2.999986E-001
2.300000E-002,4.475166E-001,2.999983E-001
2.400000E-002,4.475166E-001,2.999983E-001
2.400000E-002,4.475166E-001,2.999983E-001
2.400000E-002,4.941143E-001,2.999980E-001
2.500000E-002,4.941143E-001,2.999980E-001
2.500000E-002,4.941143E-001,2.999980E-001
2.500000E-002,5.453656E-001,2.999976E-001
2.600000E-002,5.453656E-001,2.999976E-001
2.600000E-002,5.453656E-001,2.999976E-001
2.600000E-002,6.017503E-001,2.999970E-001
2.700000E-002,6.017503E-001,2.999970E-001
