    "time","heatCapacitor_T","switch_Controll"
         0,        20,         0
      0.01, 20.099828,         0
      0.02, 20.199514,         0
      0.03, 20.299109,         0
      0.04, 20.398579,         0
      0.05, 20.497831,         0
      0.06, 20.596961,         0
      0.07, 20.695969,         0
      0.08, 20.794854,         0
      0.09, 20.893617,         0
       0.1, 20.992258,         0
      0.11, 21.090776,         0
      0.12, 21.189172,         0
      0.13, 21.287433,         0
      0.14, 21.385505,         0
      0.15, 21.483447,         0
      0.16, 21.581258,         0
      0.17, 21.678939,         0
      0.18,  21.77649,         0
      0.19,  21.87391,         0
       0.2,   21.9712,         0
      0.21,  22.06836,         0
      0.22, 22.165389,         0
      0.23, 22.262288,         0
      0.24, 22.359057,         0
      0.25, 22.455695,         0
      0.26, 22.552203,         0
      0.27, 22.648581,         0
      0.28, 22.744828,         0
      0.29, 22.840945,         0
       0.3, 22.936932,         0
      0.31, 23.032788,         0
      0.32, 23.128529,         0
      0.33, 23.224145,         0
      0.34, 23.319633,         0
      0.35, 23.414991,         0
      0.36,  23.51022,         0
      0.37, 23.605319,         0
      0.38, 23.700289,         0
      0.39,  23.79513,         0
       0.4, 23.889842,         0
      0.41, 23.984424,         0
      0.42, 24.078878,         0
      0.43, 24.173202,         0
      0.44, 24.267396,         0
      0.45, 24.361462,         0
      0.46, 24.455398,         0
      0.47, 24.549205,         0
      0.48, 24.642882,         0
      0.49, 24.736431,         0
       0.5,  24.82985,         0
      0.51,  24.92314,         0
      0.52,   25.0163,         0
      0.53, 25.109331,         0
      0.54, 25.202233,         0
      0.55, 25.295006,         0
      0.56,  25.38765,         0
      0.57, 25.480164,         0
      0.58, 25.572549,         0
      0.59, 25.664805,         0
       0.6, 25.756931,         0
      0.61, 25.848928,         0
      0.62, 25.940796,         0
      0.63, 25.997872,         1
      0.64, 25.991884,         1
      0.65, 25.985902,         1
      0.66, 25.979923,         1
      0.67, 25.973948,         1
      0.68, 25.967985,         1
      0.69, 25.962038,         1
       0.7, 25.956095,         1
      0.71, 25.950158,         1
      0.72, 25.944226,         1
      0.73, 25.938299,         1
      0.74, 25.932377,         1
      0.75, 25.926461,         1
      0.76,  25.92055,         1
      0.77, 25.914644,         1
      0.78, 25.908743,         1
      0.79, 25.902848,         1
       0.8, 25.896958,         1
      0.81, 25.891073,         1
      0.82, 25.885193,         1
      0.83, 25.879319,         1
      0.84,  25.87345,         1
      0.85, 25.867586,         1
      0.86, 25.861727,         1
      0.87, 25.855874,         1
      0.88, 25.850026,         1
      0.89, 25.844183,         1
       0.9, 25.838345,         1
      0.91, 25.832513,         1
      0.92, 25.826686,         1
      0.93, 25.820864,         1
      0.94, 25.815047,         1
      0.95, 25.809236,         1
      0.96, 25.803431,         1
      0.97, 25.797639,         1
      0.98, 25.791852,         1
      0.99, 25.786071,         1
         1, 25.780296,         1
      1.01, 25.774525,         1
      1.02, 25.768761,         1
      1.03, 25.763001,         1
      1.04, 25.757248,         1
      1.05, 25.751499,         1
      1.06, 25.745757,         1
      1.07, 25.740019,         1
      1.08, 25.734287,         1
      1.09, 25.728561,         1
       1.1,  25.72284,         1
      1.11, 25.717124,         1
      1.12, 25.711414,         1
      1.13,  25.70571,         1
      1.14, 25.700011,         1
      1.15, 25.694317,         1
      1.16, 25.688629,         1
      1.17, 25.682947,         1
      1.18, 25.677269,         1
      1.19, 25.671598,         1
       1.2, 25.665931,         1
      1.21, 25.660271,         1
      1.22, 25.654615,         1
      1.23, 25.648966,         1
      1.24, 25.643321,         1
      1.25, 25.637682,         1
      1.26, 25.632049,         1
      1.27, 25.626421,         1
      1.28, 25.620799,         1
      1.29, 25.615182,         1
       1.3,  25.60957,         1
      1.31, 25.603964,         1
      1.32, 25.598364,         1
      1.33, 25.592769,         1
      1.34, 25.587179,         1
      1.35, 25.581595,         1
      1.36, 25.576016,         1
      1.37, 25.570443,         1
      1.38, 25.564875,         1
      1.39, 25.559313,         1
       1.4, 25.553756,         1
      1.41, 25.548205,         1
      1.42, 25.542659,         1
      1.43, 25.537119,         1
      1.44, 25.531584,         1
      1.45, 25.526054,         1
      1.46,  25.52053,         1
      1.47, 25.515012,         1
      1.48, 25.509499,         1
      1.49, 25.503991,         1
       1.5, 25.498489,         1
      1.51, 25.492993,         1
      1.52, 25.487502,         1
      1.53, 25.482016,         1
      1.54, 25.476536,         1
      1.55, 25.471061,         1
      1.56, 25.465592,         1
      1.57, 25.460128,         1
      1.58,  25.45467,         1
      1.59, 25.449217,         1
       1.6,  25.44377,         1
      1.61, 25.438328,         1
      1.62, 25.432892,         1
      1.63, 25.427461,         1
      1.64, 25.422035,         1
      1.65, 25.416615,         1
      1.66, 25.411201,         1
      1.67, 25.405792,         1
      1.68, 25.400388,         1
      1.69,  25.39499,         1
       1.7, 25.389597,         1
      1.71,  25.38421,         1
      1.72, 25.378829,         1
      1.73, 25.373453,         1
      1.74, 25.368047,         1
      1.75, 25.362645,         1
      1.76, 25.357249,         1
      1.77, 25.351857,         1
      1.78, 25.346471,         1
      1.79, 25.341089,         1
       1.8, 25.335713,         1
      1.81, 25.330342,         1
      1.82, 25.324976,         1
      1.83, 25.319615,         1
      1.84, 25.314259,         1
      1.85, 25.308909,         1
      1.86, 25.303563,         1
      1.87, 25.298223,         1
      1.88, 25.292887,         1
      1.89, 25.287557,         1
       1.9, 25.282232,         1
      1.91, 25.276912,         1
      1.92, 25.271597,         1
      1.93, 25.266287,         1
      1.94, 25.260982,         1
      1.95, 25.255682,         1
      1.96, 25.250388,         1
      1.97, 25.245098,         1
      1.98, 25.239814,         1
      1.99, 25.234534,         1
         2,  25.22926,         1
