"time"
0.02
0.04
0.08
0.1
0.12
0.14
0.18
0.22
0.26
0.28
0.3
0.32
0.34
0.36
0.38
0.4
0.42
0.44
0.46
0.48
0.52
0.54
0.56
0.58
0.6
0.62
0.64
0.66
0.68
0.7
0.72
0.74
0.76
0.78
0.8
0.82
0.84
0.86
0.88
0.9
0.92
0.94
0.96
0.98
1.02
1.04
1.06
1.08
1.1
1.12
1.14
1.16
1.18
1.2
1.22
1.24
1.26
1.28
1.3
1.32
1.34
1.36
1.38
1.4
1.42
1.44
1.46
1.48
1.5
1.52
1.54
1.56
1.58
1.6
1.62
1.64
1.66
1.68
1.7
1.72
1.74
1.76
1.78
1.8
1.82
1.84
1.86
1.88
1.9
1.92
1.94
1.96
1.98
2.02
2.04
2.06
2.08
2.1
2.12
2.14
2.16
2.18
2.2
2.22
2.24
2.26
2.28
2.3
2.32
2.34
2.36
2.38
2.4
2.42
2.44
2.46
2.48
2.5
2.52
2.54
2.56
2.58
2.6
2.62
2.64
2.66
2.68
2.7
2.72
2.74
2.76
2.78
2.8
2.82
2.84
2.86
2.88
2.9
2.92
2.94
2.96
2.98
3
3.02
3.04
3.06
3.08
3.1
3.12
3.14
3.16
3.18
3.2
3.22
3.24
3.26
3.28
3.3
3.32
3.34
3.36
3.38
3.4
3.42
3.44
3.46
3.48
3.5
3.52
3.54
3.56
3.58
3.6
3.62
3.64
3.66
3.68
3.7
3.72
3.74
3.76
3.78
3.8
3.82
3.84
3.86
3.88
3.9
3.92
3.94
3.96
3.98
4
4.04
4.08
4.12
4.16
4.2
4.24
4.28
4.32
4.36
4.4
4.44
4.48
4.52
4.56
4.6
4.64
4.68
4.72
4.76
4.8
4.84
4.88
4.92
4.96
5
5.04
5.08
5.12
5.16
5.2
5.24
5.28
5.32
5.36
5.4
5.44
5.48
5.52
5.56
5.6
5.64
5.68
5.72
5.76
5.8
5.84
5.88
5.92
5.96
6
6.04
6.08
6.12
6.16
6.2
6.24
6.28
6.32
6.36
6.4
6.44
6.48
6.52
6.56
6.6
6.64
6.68
6.72
6.76
6.8
6.84
6.88
6.92
6.96
7
7.04
7.08
7.12
7.16
7.2
7.24
7.28
7.32
7.36
7.4
7.44
7.48
7.52
7.56
7.6
7.64
7.68
7.72
7.76
7.8
7.84
7.88
7.92
7.96
8
8.02
8.06
8.1
8.14
8.18
8.22
8.26
8.3
8.34
8.38
8.42
8.46
8.5
8.54
8.58
8.62
8.66
8.7
8.74
8.78
8.82
8.86
8.9
8.94
8.98
9.02
9.06
9.1
9.14
9.18
9.22
9.26
9.3
9.34
9.38
9.42
9.46
9.5
9.54
9.58
9.62
9.66
9.7
9.74
9.78
9.82
9.86
9.9
9.94
9.98
10
10
