"time","y1","Q","QI","y","y2","y3","y4"
0,0,1,0,0,1,0,0
0.06666666667,0,1,0,0,1,0,0
0.1333333333,0,1,0,0,1,0,0
0.2,0,1,0,0,1,0,0
0.2000000001,0,1,0,0,1,0,0
0.2666666667,0,1,0,0,1,0,0
0.3,0,0,0,0,1,0,0
0.3333333333,0,0,1,0,1,0,0
0.4,0,0,1,0,1,0,0
0.4666666667,0,0,1,0,1,0,0
0.5,0,0,1,0,1,0,0
0.5333333333,0,1,0,0,1,0,0
0.6,0,1,0,0,1,0,0
0.6666666667,0,1,0,0,1,0,0
0.7333333333,0,1,0,0,1,0,0
0.8,0,0,0,0,1,0,0
0.8000000002,2,0,1,0,0,1,0
0.8666666667,2,0,1,0,0,1,0
0.9333333333,2,0,1,0,0,1,0
1,4,0,1,0,1,0,0
1.066666667,4,1,0,0,1,0,0
1.133333333,4,1,0,0,1,0,0
1.2,4,1,0,0,1,0,0
1.2,4,1,0,0,1,0,0
1.266666667,4,1,0,0,1,0,0
1.3,4,0,0,0,1,0,0
1.333333333,4,0,1,0,1,0,0
1.4,4,0,1,0,1,0,0
1.466666667,4,0,1,0,1,0,0
1.5,4,0,1,0,1,0,0
1.533333333,4,1,0,0,1,0,0
1.6,4,1,0,0,1,0,0
1.666666667,4,1,0,0,1,0,0
1.733333333,4,1,0,0,1,0,0
1.8,4,0,0,0,1,0,0
1.8,6,0,1,0,0,1,0
1.866666667,6,0,1,0,0,1,0
1.933333333,6,0,1,0,0,1,0
2,8,0,1,1,1,0,0
2,8,1,0,1,1,0,0
2.066666667,8,1,0,1,1,0,0
2.133333333,8,1,0,1,1,0,0
2.2,8,1,0,1,1,0,0
2.2,8,1,0,0,1,0,0
2.266666667,8,1,0,0,1,0,0
2.3,8,0,0,0,1,0,0
2.333333333,8,0,1,0,1,0,0
2.4,8,0,1,0,1,0,0
2.466666667,8,0,1,0,1,0,0
2.5,8,0,1,0,1,0,0
2.533333333,8,1,0,0,1,0,0
2.6,8,1,0,0,1,0,0
2.666666667,8,1,0,0,1,0,0
2.733333333,8,1,0,0,1,0,0
2.8,8,0,0,0,1,0,0
2.8,10,0,1,0,0,1,0
2.866666667,10,0,1,0,0,1,0
2.933333333,10,0,1,0,0,1,0
3,12,0,1,1,1,0,1
3.000000001,12,1,0,1,1,0,1
3.066666667,12,1,0,1,1,0,1
3.133333333,12,1,0,1,1,0,1
3.2,12,1,0,1,1,0,1
3.2,12,1,0,0,1,0,1
3.266666667,12,1,0,0,1,0,1
3.3,12,0,0,0,1,0,1
3.333333333,12,0,1,0,1,0,1
3.4,12,0,1,0,1,0,1
3.466666667,12,0,1,0,1,0,1
3.5,12,0,1,0,1,0,1
3.533333333,12,1,0,0,1,0,1
3.6,12,1,0,0,1,0,1
3.666666667,12,1,0,0,1,0,1
3.733333333,12,1,0,0,1,0,1
3.8,12,0,0,0,1,0,1
3.8,14,0,1,0,0,1,1
3.866666667,14,0,1,0,0,1,1
3.933333333,14,0,1,0,0,1,1
4,16,0,1,1,1,0,1
4.000000001,16,1,0,1,1,0,0
4.066666667,16,1,0,1,1,0,0
4.133333333,16,1,0,1,1,0,0
4.2,16,1,0,1,1,0,0
4.200000001,16,1,0,0,1,0,0
4.266666667,16,1,0,0,1,0,0
4.3,16,0,0,0,1,0,0
4.333333333,16,0,1,0,1,0,0
4.4,16,0,1,0,1,0,0
4.466666667,16,0,1,0,1,0,0
4.5,16,0,1,0,1,0,0
4.533333333,16,1,0,0,1,0,0
4.6,16,1,0,0,1,0,0
4.666666667,16,1,0,0,1,0,0
4.733333333,16,1,0,0,1,0,0
4.8,16,0,0,0,1,0,0
4.800000001,18,0,1,0,0,1,0
4.866666667,18,0,1,0,0,1,0
4.933333333,18,0,1,0,0,1,0
5,20,0,1,1,1,0,0
5.066666667,20,1,0,1,1,0,0
5.133333333,20,1,0,1,1,0,0
5.2,20,1,0,1,1,0,0
5.200000001,20,1,0,0,1,0,0
5.266666667,20,1,0,0,1,0,0
5.3,20,0,0,0,1,0,0
5.333333333,20,0,1,0,1,0,0
5.4,20,0,1,0,1,0,0
5.466666667,20,0,1,0,1,0,0
5.5,20,0,1,0,1,0,0
5.533333333,20,1,0,0,1,0,0
5.6,20,1,0,0,1,0,0
5.666666667,20,1,0,0,1,0,0
5.733333333,20,1,0,0,1,0,0
5.8,20,0,0,0,1,0,0
5.800000001,22,0,1,0,0,1,0
5.866666667,22,0,1,0,0,1,0
5.933333333,22,0,1,0,0,1,0
6,24,0,1,1,1,0,0
6.000000001,24,1,0,1,1,0,0
6.066666667,24,1,0,1,1,0,0
6.133333333,24,1,0,1,1,0,0
6.2,24,1,0,1,1,0,0
6.200000001,24,1,0,0,1,0,0
6.266666667,24,1,0,0,1,0,0
6.3,24,0,0,0,1,0,0
6.333333333,24,0,1,0,1,0,0
6.4,24,0,1,0,1,0,0
6.466666667,24,0,1,0,1,0,0
6.5,24,0,1,0,1,0,0
