"time","y1","Q","QI","y","y2","y3","y4"
6.500000001,24,1,0,0,1,0,0
6.533333333,24,1,0,0,1,0,0
6.6,24,1,0,0,1,0,0
6.666666667,24,1,0,0,1,0,0
6.733333333,24,1,0,0,1,0,0
6.8,24,0,0,0,1,0,0
6.800000001,26,0,1,0,0,1,0
6.866666667,26,0,1,0,0,1,0
6.933333333,26,0,1,0,0,1,0
7,28,0,1,1,1,0,0
7.000000001,28,1,0,1,1,0,0
7.066666667,28,1,0,1,1,0,0
7.133333333,28,1,0,1,1,0,0
7.2,28,1,0,1,1,0,0
7.200000001,28,1,0,0,1,0,0
7.266666667,28,1,0,0,1,0,0
7.3,28,0,0,0,1,0,0
7.333333333,28,0,1,0,1,0,0
7.4,28,0,1,0,1,0,0
7.466666667,28,0,1,0,1,0,0
7.5,28,0,1,0,1,0,0
7.533333333,28,1,0,0,1,0,0
7.6,28,1,0,0,1,0,0
7.666666667,28,1,0,0,1,0,0
7.733333333,28,1,0,0,1,0,0
7.8,28,0,0,0,1,0,0
7.800000001,30,0,1,0,0,1,0
7.866666667,30,0,1,0,0,1,0
7.933333333,30,0,1,0,0,1,0
8,32,0,1,1,1,0,1
8.000000002,32,1,0,1,1,0,1
8.066666667,32,1,0,1,1,0,1
8.133333333,32,1,0,1,1,0,1
8.2,32,1,0,1,1,0,1
8.200000001,32,1,0,0,1,0,1
8.266666667,32,1,0,0,1,0,1
8.3,32,0,0,0,1,0,1
8.333333333,32,0,1,0,1,0,1
8.4,32,0,1,0,1,0,1
8.466666667,32,0,1,0,1,0,1
8.5,32,0,1,0,1,0,1
8.533333333,32,1,0,0,1,0,1
8.6,32,1,0,0,1,0,1
8.666666667,32,1,0,0,1,0,1
8.733333333,32,1,0,0,1,0,1
8.8,32,0,0,0,1,0,1
8.800000001,34,0,1,0,0,1,1
8.866666667,34,0,1,0,0,1,1
8.933333333,34,0,1,0,0,1,1
9,36,0,1,1,1,0,1
9.000000001,36,1,0,1,1,0,0
9.066666667,36,1,0,1,1,0,0
9.133333333,36,1,0,1,1,0,0
9.2,36,1,0,1,1,0,0
9.200000001,36,1,0,0,1,0,0
9.266666667,36,1,0,0,1,0,0
9.3,36,0,0,0,1,0,0
9.333333333,36,0,1,0,1,0,0
9.4,36,0,1,0,1,0,0
9.466666667,36,0,1,0,1,0,0
9.5,36,0,1,0,1,0,0
9.533333333,36,1,0,0,1,0,0
9.6,36,1,0,0,1,0,0
9.666666667,36,1,0,0,1,0,0
9.733333333,36,1,0,0,1,0,0
9.8,36,0,0,0,1,0,0
9.800000001,38,0,1,0,0,1,0
9.866666667,38,0,1,0,0,1,0
9.933333333,38,0,1,0,0,1,0
10,40,0,1,1,1,0,0
