"time","step-size","source.i.y_multiSwitch","source.i.y_product","source.i.y_sum","source.i.y_triggeredAdd"
0.0,0.0,4,0,1,0
1.0E-7,1.0E-7,4,0,1,0
0.20000010000000001,0.2,4,0,1,0
0.4000001,0.2,4,0,2,0
0.6000001,0.2,6,0,2,0
0.8000001000000001,0.2,6,0,2,0
1.0000001,0.2,4,0,3,1
1.2000001,0.2,4,0,3,1
1.4000001,0.2,4,0,3,1
1.6000001,0.2,2,0,4,1
1.8000000999999999,0.2,2,0,4,1
2.0000001,0.2,4,0,4,2
2.2000001,0.2,4,0,4,2
2.4000001,0.2,4,0,4,2
2.6000001000000004,0.2,6,0,4,2
2.8000001000000005,0.2,6,0,4,2
3.0000001000000007,0.2,4,0,4,3
3.200000100000001,0.2,4,0,4,3
3.400000100000001,0.2,4,0,4,3
3.6000001000000013,0.2,2,0,3,3
3.8000001000000014,0.2,2,0,3,3
4.000000100000001,0.2,4,0,3,4
4.200000100000001,0.2,4,0,2,4
4.4000001000000015,0.2,4,0,2,4
4.600000100000002,0.2,6,0,2,4
4.800000100000002,0.2,6,0,1,4
5.000000100000002,0.2,4,0,1,5
5.200000100000002,0.2,4,0,1,5
5.400000100000002,0.2,4,0,0,5
5.600000100000003,0.2,2,0,0,5
5.800000100000003,0.2,2,0,0,5
6.000000100000003,0.2,4,0,-1,6
6.200000100000003,0.2,4,0,-1,6
6.400000100000003,0.2,4,0,-1,6
6.6000001000000035,0.2,6,0,-2,6
6.800000100000004,0.2,6,0,-2,6
7.000000100000004,0.2,4,0,-2,7
7.200000100000004,0.2,4,0,-2,7
7.400000100000004,0.2,4,0,-2,7
7.600000100000004,0.2,2,0,-2,7
7.8000001000000045,0.2,2,0,-2,7
8.000000100000005,0.2,4,0,-2,8
8.200000100000004,0.2,4,0,-2,8
8.400000100000003,0.2,4,0,-2,8
8.600000100000003,0.2,6,0,-1,8
8.800000100000002,0.2,6,0,-1,8
9.000000100000001,0.2,4,0,-1,9
9.2000001,0.2,4,0,0,9
9.4000001,0.2,4,0,0,9
9.600000099999999,0.2,2,0,0,9
9.800000099999998,0.2,2,0,1,9
