"time","Out1"
0,0
0.01,6.67417E-05
0.02,0.000232269
0.03,0.000497772
0.04,0.000863224
0.05,0.00132859
0.06,0.00189382
0.07,0.00255887
0.08,0.00332365
0.09,0.0041881
0.1,0.00515213
0.11,0.00621564
0.12,0.00737853
0.13,0.00864069
0.14,0.010002
0.15,0.0114623
0.16,0.0130214
0.17,0.0146792
0.18,0.0164356
0.19,0.0182903
0.2,0.0202432
0.21,0.0222941
0.22,0.0244427
0.23,0.0266889
0.24,0.0290325
0.25,0.0314731
0.26,0.0340106
0.27,0.0366446
0.28,0.039375
0.29,0.0422015
0.3,0.0451237
0.31,0.0481415
0.32,0.0512544
0.33,0.0544622
0.34,0.0577645
0.35,0.0611611
0.36,0.0646515
0.37,0.0682355
0.38,0.0719127
0.39,0.0756827
0.4,0.0795451
0.41,0.0834995
0.42,0.0875456
0.43,0.0916829
0.44,0.0959111
0.45,0.10023
0.46,0.104638
0.47,0.109136
0.48,0.113723
0.49,0.118399
0.5,0.123163
0.51,0.128015
0.52,0.132954
0.53,0.137979
0.54,0.143091
0.55,0.148288
0.56,0.153571
0.57,0.158938
0.58,0.16439
0.59,0.169925
0.6,0.175543
0.61,0.181243
0.62,0.187025
0.63,0.192889
0.64,0.198833
0.65,0.204857
0.66,0.210961
0.67,0.217144
0.68,0.223405
0.69,0.229744
0.7,0.236159
0.71,0.242652
0.72,0.249219
0.73,0.255862
0.74,0.26258
0.75,0.269371
0.76,0.276235
0.77,0.283172
0.78,0.29018
0.79,0.297259
0.8,0.304409
0.81,0.311628
0.82,0.318915
0.83,0.326271
0.84,0.333695
0.85,0.341185
0.86,0.348741
0.87,0.356362
0.88,0.364047
0.89,0.371796
0.9,0.379608
0.91,0.387481
0.92,0.395416
0.93,0.403412
0.94,0.411467
0.95,0.419581
0.96,0.427753
0.97,0.435983
0.98,0.444268
0.99,0.45261
1,0.461006
1.01,0.469455
1.02,0.477958
1.03,0.486514
1.04,0.49512
1.05,0.503777
1.06,0.512484
1.07,0.521239
1.08,0.530042
1.09,0.538893
1.1,0.547789
1.11,0.55673
1.12,0.565716
1.13,0.574746
1.14,0.583817
1.15,0.592931
1.16,0.602085
1.17,0.611279
1.18,0.620512
1.19,0.629783
1.2,0.639091
1.21,0.648434
1.22,0.657813
1.23,0.667227
1.24,0.676673
1.25,0.686152
1.26,0.695662
1.27,0.705203
1.28,0.714773
1.29,0.724372
1.3,0.733998
1.31,0.743651
1.32,0.75333
1.33,0.763033
1.34,0.77276
1.35,0.782509
1.36,0.792281
1.37,0.802073
1.38,0.811885
1.39,0.821715
1.4,0.831564
1.41,0.841429
1.42,0.85131
1.43,0.861207
1.44,0.871117
1.45,0.881039
1.46,0.890974
1.47,0.90092
1.48,0.910875
1.49,0.92084
1.5,0.930812
1.51,0.940792
1.52,0.950777
1.53,0.960767
1.54,0.970761
1.55,0.980758
1.56,0.990757
1.57,1.00076
1.58,1.01076
1.59,1.02076
1.6,1.03075
1.61,1.04075
1.62,1.05074
1.63,1.06072
1.64,1.0707
1.65,1.08067
1.66,1.09063
1.67,1.10059
1.68,1.11053
1.69,1.12046
1.7,1.13038
1.71,1.14029
1.72,1.15019
1.73,1.16007
1.74,1.16993
1.75,1.17977
1.76,1.1896
1.77,1.19941
1.78,1.2092
1.79,1.21897
1.8,1.22871
1.81,1.23844
1.82,1.24814
1.83,1.25781
1.84,1.26746
1.85,1.27708
1.86,1.28668
1.87,1.29624
1.88,1.30578
1.89,1.31528
