"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m","D5.f_out.m","D6.f_out.m","D7.f_out.m","D8.f_out.m"
2.65,3.7424232566019269,1551.7587165439313,1.4005551578383983,-69.132802216273859,1.0145459796768517,4.5667980490315889,1568.7033768237013,-69.132802216273717,5.6909372020360667e-007,-1.6804255563281797e-006,5.3711927369150889e-006,-3.5313687977450963e-006,-3.1197454837290572e-006,2.3912538177943153e-006
2.7,3.9295601933289115,1386.1861716118337,1.4005551578383986,-69.132802216273816,0.94134436476100658,4.5702567643716057,1388.467986069626,-69.132802216273717,5.6909027482748931e-007,-1.6804144225217245e-006,5.3711604597613151e-006,-3.5313479450720869e-006,-3.119727423049748e-006,2.3912388045529895e-006
2.75,4.1382317348673432,1198.3229716282297,1.4005551578383986,-69.132802216273802,0.87707769065628605,4.5737154797116233,1196.6498801477071,-69.132802216273703,5.6908713666794044e-007,-1.6804030333066917e-006,5.3711283575574268e-006,-3.5313270342671915e-006,-3.1197093830162522e-006,2.3912237727351186e-006
2.8,4.2808848527027994,970.22093201233076,1.4005551578383983,-69.132802216273788,0.82296961926813827,4.57717419505164,988.51003798978195,-69.132802216273689,5.6908407618116703e-007,-1.6803917064030526e-006,5.3710961402177519e-006,-3.5313061427846028e-006,-3.119691303136672e-006,2.3912087624207593e-006
2.85,4.5007266943840998,716.52844970552076,1.4005551578383983,-69.132802216273788,0.78136697929318999,4.5806329103916577,704.70825389584934,-69.132802216273689,5.6908099748639414e-007,-1.6803803308197797e-006,5.3710639729658415e-006,-3.5312852336504261e-006,-3.1196732099656075e-006,2.3911937619988536e-006
2.9,4.7058380515596925,517.41931555602889,1.4005551578383983,-69.132802216273788,0.7511732989967751,4.5840916257316744,500.41649403704577,-69.132802216273689,5.6907805670880585e-007,-1.6803689195526054e-006,5.3710318045344419e-006,-3.5312643103492227e-006,-3.1196551148468246e-006,2.3911787503877101e-006
2.95,4.8723483150049862,372.95450115107604,1.4005551578383983,-69.132802216273816,0.72945186649632687,4.5875503410716911,374.94178092289093,-69.132802216273689,5.6907482355154553e-007,-1.6803575837226292e-006,5.3709996048707987e-006,-3.5312433953690511e-006,-3.119637055437e-006,2.3911637437950136e-006
3,4.9914245023915269,274.65743606583061,1.4005551578383983,-69.132802216273816,0.71364940376443786,4.5910090564117088,261.96815564851562,-69.132802216273674,5.6907157774518931e-007,-1.6803462573881039e-006,5.3709673779131638e-006,-3.5312224522099006e-006,-3.1196189801330062e-006,2.3911487282729479e-006
3.05,5.0735570005937118,206.61135212668486,1.4005551578383986,-69.132802216273802,0.70187791439109615,4.5944677717517264,207.53278072028664,-69.13280221627366,5.690683796259971e-007,-1.6803349343534502e-006,5.3709350714673432e-006,-3.5312016615433578e-006,-3.1196008776597525e-006,2.3911337238193383e-006
3.1,5.1303296418575783,158.56283773076095,1.4005551578383986,-69.13280221627376,0.69292496721914809,4.597926487091744,156.19070966155982,-69.132802216273646,5.6906521967326035e-007,-1.6803235161336881e-006,5.3709028589743527e-006,-3.5311807153759215e-006,-3.1195827175575425e-006,2.3911187509465389e-006
3.15,5.1684147482884226,123.47919339609565,1.4005551578383983,-69.132802216273802,0.68599032913013991,4.6013852024317616,119.98804762779355,-69.132802216273646,5.6906219203991606e-007,-1.6803122099787218e-006,5.3708706675286961e-006,-3.5311598291029421e-006,-3.1195646735792751e-006,2.3911036824590049e-006
3.2,5.195017082068798,97.729231895111681,1.4005551578383983,-69.132802216273831,0.68054497161413663,4.6048439177717793,99.264851623885477,-69.13280221627366,5.6905919043221493e-007,-1.6803007051581412e-006,5.370838613259019e-006,-3.5311388856784839e-006,-3.1195466409093171e-006,2.3910885844852452e-006
3.25,5.2122153892122327,79.334034208417194,1.4005551578383981,-69.132802216273816,0.67617243721730669,4.6083026331117978,76.634626935915975,-69.132802216273689,5.6905606175519027e-007,-1.6802894156716775e-006,5.3708062432949134e-006,-3.5311180339450508e-006,-3.1195284839027563e-006,2.3910736671334659e-006
3.3,5.2230041562666942,66.547665904713497,1.4005551578383983,-69.132802216273873,0.67256552077390808,4.6117613484518154,66.443532763481798,-69.132802216273689,5.6905293067007677e-007,-1.68027798145829e-006,5.3707741131959025e-006,-3.5310970714175606e-006,-3.1195103266947491e-006,2.3910587154130494e-006
3.35,5.2294860250027,58.429036211622751,1.4005551578383983,-69.132802216273859,0.66946898239026364,4.615220063791833,58.083770457803524,-69.132802216273689,5.6904969164637245e-007,-1.6802667831645769e-006,5.3707417561811274e-006,-3.5310762512697693e-006,-3.119492341249649e-006,2.3910436508765527e-006
3.4,5.2324721015734612,53.867417535815477,1.4005551578383983,-69.132802216273873,0.6666776235556866,4.6186787791318515,52.775669296218368,-69.132802216273689,5.690465265966521e-007,-1.6802553543373123e-006,5.3707097380539014e-006,-3.5310552524930899e-006,-3.1194742895880333e-006,2.3910285913855649e-006
3.45,5.233582531395065,51.855172101517198,1.4005551578383983,-69.13280221627393,0.66404386570444651,4.6221374944718683,52.334001844275917,-69.132802216273689,5.6904338411763404e-007,-1.6802441696277461e-006,5.3706774172664738e-006,-3.5310343866180483e-006,-3.1194561548029232e-006,2.3910135988037327e-006
3.5,5.2333480701358628,51.60392076606626,1.4005551578383986,-69.132802216273902,0.6614607513480063,4.6255962098118859,50.982395332684007,-69.132802216273674,5.6904047730130481e-007,-1.6802325695744733e-006,5.3706453168274355e-006,-3.5310134576990556e-006,-3.1194380820661118e-006,2.390998612802981e-006
3.55,5.2324237817876451,52.276481592338833,1.4005551578383988,-69.132802216273816,0.65886267892863393,4.6290549251519035,52.283822613831923,-69.132802216273703,5.6903728355834009e-007,-1.6802213635603442e-006,5.3706130981810031e-006,-3.5309926022070972e-006,-3.1194200676108507e-006,2.3909835548840965e-006
3.6,5.2314155584623121,53.36726055403539,1.4005551578383986,-69.132802216273888,0.65621884056680824,4.6325136404919212,53.554075513823747,-69.132802216273689,5.6903430707554127e-007,-1.6802099329716705e-006,5.37058098801788e-006,-3.5309716006941088e-006,-3.119401941544742e-006,2.390968566366873e-006
3.65,5.2303939703012912,54.482344038642303,1.4005551578383986,-69.132802216273888,0.65351414836574673,4.6359723558319379,54.326328478475062,-69.132802216273689,5.6903105029654989e-007,-1.6801986403640009e-006,5.370548714221771e-006,-3.5309507761354354e-006,-3.1193838699995806e-006,2.3909535538984475e-006
3.7,5.2296402371915889,55.385091440310028,1.4005551578383986,-69.132802216273873,0.65075674761907243,4.6394310711719555,55.46740526860431,-69.132802216273674,5.6902781271902092e-007,-1.6801873474281876e-006,5.3705165555207225e-006,-3.5309298901849955e-006,-3.119365768909173e-006,2.3909385520558461e-006
3.75,5.2291138010325158,56.056375210098459,1.4005551578383983,-69.132802216273816,0.64796315338420429,4.6428897865119731,56.109326948948365,-69.132802216273646,5.6902464893709756e-007,-1.6801760194169682e-006,5.3704844099326249e-006,-3.530909015814781e-006,-3.1193476839926923e-006,2.3909235451164814e-006
3.8,5.2287688770528362,56.51352303112607,1.4005551578383983,-69.132802216273816,0.64514560360778295,4.6463485018519917,56.526996002564779,-69.132802216273632,5.6902148879327356e-007,-1.6801646584315253e-006,5.3704522187267405e-006,-3.5308881167323028e-006,-3.1193295895555223e-006,2.3909085366837037e-006
3.85,5.2285957260180371,56.769909811476957,1.4005551578383983,-69.132802216273802,0.64231141949420101,4.6498072171920093,56.801841979036432,-69.132802216273646,5.690184209099985e-007,-1.6801532918100825e-006,5.3704200520615536e-006,-3.5308672391131291e-006,-3.1193115012211294e-006,2.3908935248489892e-006
3.9,5.2285469265242304,56.873695178528664,1.4005551578383983,-69.132802216273788,0.63946850977186054,4.6532659325320269,56.896231752289907,-69.132802216273646,5.6901535904901218e-007,-1.6801419359646623e-006,5.3703878750647951e-006,-3.5308463569515146e-006,-3.119293405472965e-006,2.3908785162232913e-006
3.95,5.2285668323547023,56.882528131954267,1.4005551578383983,-69.132802216273788,0.63662345838233669,4.6567246478720445,56.88659032625101,-69.132802216273646,5.690122278211785e-007,-1.6801305668594773e-006,5.3703556621361764e-006,-3.5308254430444758e-006,-3.1192753080487503e-006,2.3908635121985581e-006
4,5.2286286516518361,56.829562486641251,1.4005551578383983,-69.132802216273774,0.63377906471147671,4.6601833632120631,56.831274174488279,-69.132802216273646,5.6900905135911972e-007,-1.6801192615612691e-006,5.3703234517289478e-006,-3.5308045565422219e-006,-3.1192572295074749e-006,2.3908484890706752e-006
4.05,5.2286994513093052,56.757186378503874,1.4005551578383981,-69.13280221627376,0.63093788539332663,4.6636420785520807,56.759553848408338,-69.132802216273646,5.6900587100146684e-007,-1.6801079313492193e-006,5.3702912685240882e-006,-3.5307836521639222e-006,-3.119239137219081e-006,2.3908334920625517e-006
4.1,5.2287620130671151,56.686633160596813,1.4005551578383986,-69.13280221627376,0.62810045730732644,4.6671007938920983,56.684138931520046,-69.132802216273646,5.6900270228187788e-007,-1.6800965979785904e-006,5.3702590664582097e-006,-3.5307627597885388e-006,-3.1192210314563232e-006,2.390818477141236e-006
4.15,5.2288060452070395,56.632865668280772,1.4005551578383983,-69.132802216273788,0.62526667149177251,4.6705595092321159,56.629565563698883,-69.13280221627366,5.6899962991882905e-007,-1.6800852214217568e-006,5.3702268407171386e-006,-3.5307418543558448e-006,-3.1192029378276669e-006,2.3908034717305804e-006
4.2,5.2288354936208492,56.594943000074316,1.4005551578383983,-69.132802216273774,0.62243486846115359,4.6740182245721336,56.592350863809223,-69.13280221627366,5.6899653793424569e-007,-1.6800738795495321e-006,5.3701946964364016e-006,-3.5307209712329208e-006,-3.1191848458184927e-006,2.3907884661794968e-006
4.25,5.2288519344221882,56.572061143753189,1.4005551578383983,-69.132802216273774,0.61960442612247135,4.6774769399121512,56.569996353867047,-69.13280221627366,5.6899342968164623e-007,-1.6800625328943379e-006,5.3701625491333046e-006,-3.5307000835548895e-006,-3.119166760164079e-006,2.3907734593092505e-006
4.3,5.2288600696310858,56.559271807222743,1.4005551578383983,-69.13280221627376,0.61677464975820528,4.6809356552521688,56.557709275194519,-69.13280221627366,5.6899030601835855e-007,-1.6800511968635478e-006,5.3701303988017057e-006,-3.5306792096694785e-006,-3.1191486699199076e-006,2.3907584480904653e-006
4.35,5.2288614905216892,56.55521358901693,1.4005551578383983,-69.132802216273731,0.61394519232879741,4.6843943705921864,56.554146629384718,-69.132802216273618,5.6898716835452788e-007,-1.6800398658603967e-006,5.370098243580936e-006,-3.5306583249046904e-006,-3.1191305830762965e-006,2.3907434419602217e-006
4.4,5.2288601504471313,56.555082662921194,1.4005551578383983,-69.132802216273731,0.61111573649586315,4.6878530859322041,56.554425136463912,-69.132802216273603,5.6898403711431089e-007,-1.6800284999311356e-006,5.3700660115458468e-006,-3.530637431860417e-006,-3.1191124923147934e-006,2.3907284369392181e-006
4.45,5.2288575142689115,56.557061740070182,1.4005551578383983,-69.132802216273731,0.60828617953423059,4.6913118012722217,56.556708347972879,-69.132802216273618,5.6898088937573481e-007,-1.6800171711875358e-006,5.3700338573662119e-006,-3.5306165500080919e-006,-3.1190944038360313e-006,2.3907134304984709e-006
4.5,5.2288545356994822,56.559903573974239,1.4005551578383983,-69.132802216273731,0.60545648008040387,4.6947705166122393,56.559758090406028,-69.132802216273603,5.6897774360580656e-007,-1.6800058375096804e-006,5.370001730796944e-006,-3.530595696158519e-006,-3.1190763236324059e-006,2.3906984215668047e-006
4.55,5.228851769597135,56.56282855290894,1.4005551578383983,-69.132802216273731,0.60262663497837943,4.6982292319522569,56.562813032021289,-69.132802216273618,5.6897459334593792e-007,-1.6799945178457452e-006,5.3699695751212499e-006,-3.5305748156191251e-006,-3.1190582356412638e-006,2.3906834126505372e-006
