"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m","D5.f_out.m","D6.f_out.m","D7.f_out.m","D8.f_out.m"
0,1.4005551578383983,-69.132802216274129,1.4005551578383983,-69.132802216273731,4.3834861360106512,4.3834861360106503,-69.132802216274158,-69.132802216273731,5.6925943371166174e-007,-1.6810274211325663e-006,5.3728992547374945e-006,-3.5324765758826527e-006,-3.1207041268764144e-006,2.3920494475746327e-006
0.05,1.4029105672262556,-68.026719169677321,1.4005551578383983,-69.132802216273731,4.3869274495974029,4.3869448513506688,-68.463178416138675,-69.132802216273731,5.6925630536486346e-007,-1.6810160865601791e-006,5.3728670558041581e-006,-3.532455683777502e-006,-3.1206860311673376e-006,2.3920344369616159e-006
0.1,1.4068681382820913,-64.298636734490515,1.4005551578383983,-69.132802216273731,4.3902552335072347,4.3904035666906855,-64.927297086141522,-69.132802216273731,5.6925316726874931e-007,-1.6810047101973161e-006,5.3728348870286023e-006,-3.5324347947397131e-006,-3.1206679509360214e-006,2.3920194172349633e-006
0.15,1.413139788087757,-56.179669116533958,1.4005551578383983,-69.132802216273731,4.3933011022802564,4.3938622820307032,-57.130799236817019,-69.132802216273731,5.6924999202203817e-007,-1.6809934177602127e-006,5.3728026634196545e-006,-3.5324139025840217e-006,-3.120649876772466e-006,2.3920044131778819e-006
0.2,1.4221005624886458,-41.633222719768156,1.4005551578383983,-69.132802216273731,4.3957935713317209,4.3973209973707217,-42.989580061858391,-69.132802216273731,5.6924687231869718e-007,-1.680982027819558e-006,5.3727705453069078e-006,-3.5323929720699367e-006,-3.1206317518123638e-006,2.3919894038017547e-006
0.25,1.4336280570873954,-18.409819065559226,1.4005551578383983,-69.132802216273731,4.397355835454845,4.4007797127107393,-20.098900434942465,-69.132802216273731,5.6924368272662906e-007,-1.6809706782692737e-006,5.3727383029433597e-006,-3.5323721230626136e-006,-3.1206137189698428e-006,2.3919743618262292e-006
0.3,1.4473388869278856,15.630379173574678,1.4005551578383983,-69.132802216273731,4.3974958511646856,4.4042384280507578,13.715314671833655,-69.132802216273731,5.6924061046899962e-007,-1.6809592896603216e-006,5.3727061430817804e-006,-3.5323511975436877e-006,-3.1205956328370778e-006,2.391959360163967e-006
0.35,1.4589969798863083,60.005078089989894,1.4005551578383983,-69.132802216273731,4.3956631456898432,4.4076971433907763,58.772762671453364,-69.132802216273731,5.6923739345178059e-007,-1.6809480053276629e-006,5.3726738301349836e-006,-3.5323302815765678e-006,-3.120577482343494e-006,2.3919443702456185e-006
0.4,1.470810595783036,113.41280110368066,1.4005551578383983,-69.132802216273731,4.3913825170889966,4.4111558587307931,112.0079680431343,-69.132802216273731,5.6923432220857136e-007,-1.6809365307263117e-006,5.3726417006445405e-006,-3.532309342336612e-006,-3.1205594032233779e-006,2.3919293472903775e-006
0.45,1.4821156523941068,175.20597765267127,1.4005551578383983,-69.132802216273745,4.3842169183686552,4.4146145740708107,173.80567309413865,-69.132802216273731,5.6923125701370063e-007,-1.6809252444541278e-006,5.3726094253073127e-006,-3.532288439008833e-006,-3.1205413849889154e-006,2.3919142937702384e-006
0.5,1.4986351538066738,246.84723366403384,1.4005551578383983,-69.132802216273774,4.3737310777416178,4.4180732894108283,245.00739769960305,-69.13280221627376,5.692280704588377e-007,-1.6809138174069249e-006,5.3725773163130908e-006,-3.5322674797288337e-006,-3.1205232311356465e-006,2.3918993258952578e-006
0.55,1.5101944008778516,327.72084579827498,1.4005551578383981,-69.132802216273831,4.3594074663041242,4.421532004750846,326.80962607481752,-69.13280221627376,5.6922490986153683e-007,-1.6809024989779735e-006,5.3725449661017656e-006,-3.532246642236015e-006,-3.1205051975838422e-006,2.3918842891986754e-006
0.6,1.5208913141683749,413.69038583133874,1.4005551578383983,-69.132802216273788,4.3408985097858341,4.4249907200908636,413.47110337051078,-69.132802216273788,5.6922187213545658e-007,-1.68089103722409e-006,5.3725128861253111e-006,-3.5322256904621611e-006,-3.1204870608166318e-006,2.3918692702645937e-006
0.65,1.5364449509279121,506.00613934944283,1.4005551578383983,-69.132802216273788,4.3179486390432684,4.4284494354308812,503.94035212023641,-69.132802216273774,5.6921870022349436e-007,-1.6808797805975925e-006,5.3724806645269747e-006,-3.5322048539339317e-006,-3.1204689946527892e-006,2.3918542589383556e-006
0.7,1.5507366356901233,604.88766472613236,1.4005551578383983,-69.132802216273845,4.290205960067917,4.4319081507708988,604.56233568522612,-69.132802216273788,5.6921566788429378e-007,-1.6808683832318895e-006,5.3724484732340703e-006,-3.5321839613098756e-006,-3.1204509507146847e-006,2.3918392425534619e-006
0.75,1.5661425436447853,708.80224025268615,1.4005551578383983,-69.132802216273845,4.2573879893699109,4.4353668661109173,708.40079345697529,-69.132802216273816,5.6921245340606511e-007,-1.6808570512431197e-006,5.3724162824667575e-006,-3.532163054604955e-006,-3.1204328511969717e-006,2.3918242281238116e-006
0.8,1.5791467125548317,815.97583159820533,1.4005551578383983,-69.132802216273802,4.2192719536377519,4.4388255814509341,815.29099420688112,-69.132802216273788,5.6920943091522979e-007,-1.6808456786417951e-006,5.3723840493001559e-006,-3.5321421936518046e-006,-3.120414786162044e-006,2.3918092071324562e-006
0.85,1.5867430649127434,921.16923040360166,1.4005551578383983,-69.132802216273788,4.1758159801185295,4.4422842967909517,922.98562081758962,-69.132802216273774,5.6920620543230417e-007,-1.6808343006699859e-006,5.372351894931227e-006,-3.5321212412320857e-006,-3.1203967149873189e-006,2.3917941842357977e-006
0.9,1.5928956855606327,1020.151553298629,1.4005551578383983,-69.13280221627376,4.1272486683241594,4.4457430121309693,1021.6034280596243,-69.132802216273745,5.692029459968198e-007,-1.680822998036453e-006,5.3723196834795966e-006,-3.5321003149820467e-006,-3.1203785788153588e-006,2.3917791918866742e-006
0.95,1.6002378702443509,1111.7496982133887,1.4005551578383983,-69.13280221627376,4.0739292282246868,4.449201727470987,1112.42550203054,-69.132802216273717,5.6919984548874792e-007,-1.6808116774863881e-006,5.3722873789862351e-006,-3.5320794385230672e-006,-3.1203605339131135e-006,2.3917641482289184e-006
1,1.6097071738943709,1196.464884617953,1.4005551578383986,-69.132802216273802,4.0162273551035526,4.4526604428110046,1197.3970649784785,-69.132802216273703,5.6919679740345441e-007,-1.6808002329196892e-006,5.3722552831550518e-006,-3.5320584999739527e-006,-3.1203424258828032e-006,2.3917491417986354e-006
1.05,1.6212305867668957,1274.9072624801026,1.4005551578383981,-69.13280221627376,3.9544180179116855,4.4561191581510231,1275.9593506243448,-69.132802216273717,5.6919367219833288e-007,-1.6807888978078392e-006,5.3722230576919752e-006,-3.5320376411342101e-006,-3.1203243296138029e-006,2.3917341274963581e-006
1.1,1.6346125263127815,1347.8297269741156,1.4005551578383986,-69.132802216273845,3.8888281325489849,4.4595778734910407,1348.5214747447155,-69.132802216273745,5.6919052605007853e-007,-1.6807775599281261e-006,5.3721908980576717e-006,-3.5320167605308479e-006,-3.1203062448573877e-006,2.3917191165095414e-006
1.15,1.6498431238455986,1415.7992103610886,1.4005551578383983,-69.132802216273802,3.819711761706321,4.4630365888310592,1416.4474656261709,-69.132802216273745,5.6918736653065122e-007,-1.680766211856586e-006,5.3721587055448036e-006,-3.5319958521763129e-006,-3.1202881512844882e-006,2.3917041025052515e-006
1.2,1.6668581568030059,1479.4178181652837,1.4005551578383983,-69.132802216273774,3.7473488931216328,4.4664953041710769,1480.0956942388893,-69.132802216273717,5.6918421185224834e-007,-1.6807548848479508e-006,5.3721265349084391e-006,-3.5319749598171794e-006,-3.1202700639539932e-006,2.3916890934326945e-006
1.25,1.6857168191788254,1539.08892336093,1.4005551578383983,-69.132802216273774,3.6719172442315453,4.4699540195110945,1539.6878857553575,-69.132802216273731,5.6918103005863373e-007,-1.6807435186711711e-006,5.3720943151671048e-006,-3.5319540358283436e-006,-3.1202519720306447e-006,2.3916740749149685e-006
1.3,1.7064209257247405,1595.1984466451897,1.4005551578383981,-69.13280221627376,3.5935937974462511,4.4734127348511121,1595.6871119094285,-69.132802216273731,5.6917791891087693e-007,-1.680732170686551e-006,5.3720621569134049e-006,-3.5319331566962014e-006,-3.1202338743103457e-006,2.3916590608107736e-006
1.35,1.7289227370641138,1648.0549567193032,1.4005551578383981,-69.132802216273845,3.5125459916637265,4.4768714501911298,1648.4914283577207,-69.132802216273802,5.6917484095635376e-007,-1.6807207996966401e-006,5.37202993245866e-006,-3.5319122506491002e-006,-3.1202157807789546e-006,2.3916440501532753e-006
1.4,1.7531873223925727,1697.8416348228022,1.4005551578383986,-69.132802216273873,3.4289035159441466,4.4803301655311474,1698.2817126746704,-69.132802216273816,5.6917175240203636e-007,-1.6807094357516478e-006,5.3719977663871298e-006,-3.5318913564681356e-006,-3.1201976829871145e-006,2.3916290417076544e-006
1.45,1.7792107436713731,1744.7358215796237,1.4005551578383983,-69.132802216273902,3.342830493246423,4.483788880871165,1745.1871676641742,-69.132802216273845,5.6916865847848278e-007,-1.6806981075996577e-006,5.3719656241591916e-006,-3.5318704739988119e-006,-3.120179585829871e-006,2.3916140445238295e-006
1.5,1.8069679652637578,1788.836881887137,1.4005551578383981,-69.132802216273873,3.2544769085568119,4.4872475962111826,1789.2736941821404,-69.132802216273831,5.6916551042075919e-007,-1.6806867746936149e-006,5.3719334587702564e-006,-3.5318496301895885e-006,-3.1201615086675445e-006,2.3915990389209342e-006
1.55,1.8366302721567376,1830.2314529411383,1.4005551578383981,-69.13280221627393,3.1639873278876252,4.4907063115512003,1830.6340818518761,-69.132802216273873,5.6916238277955439e-007,-1.6806754505677121e-006,5.3719012415525856e-006,-3.5318287732281219e-006,-3.1201434429503509e-006,2.3915840279499304e-006
1.6,1.8684426741185109,1868.9732322006209,1.4005551578383986,-69.132802216274001,3.0714984565624648,4.4941650268912179,1869.357128179757,-69.132802216273916,5.6915924057423904e-007,-1.6806641023851411e-006,5.3718691043007169e-006,-3.5318078758433942e-006,-3.1201253576636156e-006,2.3915690309805285e-006
1.65,1.9024562937050937,1904.989497195987,1.4005551578383986,-69.13280221627403,2.9771465048851922,4.4976237422312355,1905.4129870082206,-69.132802216273902,5.6915609652949128e-007,-1.6806527462828124e-006,5.3718369784546746e-006,-3.5317869817491396e-006,-3.1201072714232833e-006,2.3915540042882569e-006
1.7,1.9389025499000834,1938.144781067595,1.4005551578383983,-69.132802216274001,2.8811012603596833,4.5010824575712531,1938.6225729321161,-69.132802216273873,5.691529543938573e-007,-1.6806414032601274e-006,5.3718047213999169e-006,-3.5317660981122097e-006,-3.1200891925149632e-006,2.3915389854444913e-006
1.75,1.9779989701982625,1968.2402266386862,1.4005551578383983,-69.132802216273944,2.7834919200336201,4.5045411729112708,1968.7540962488199,-69.132802216273816,5.6914980176131819e-007,-1.6806300301328079e-006,5.3717725060494294e-006,-3.5317451843166328e-006,-3.1200710915975079e-006,2.391523978203688e-006
1.8,2.0200199175490994,1995.0484557024138,1.4005551578383986,-69.132802216273873,2.6844716597452014,4.5079998882512884,1995.5940159622296,-69.13280221627376,5.6914673047100059e-007,-1.6806186670084336e-006,5.3717402692580291e-006,-3.5317242631430431e-006,-3.1200529801228322e-006,2.3915089754305802e-006
1.85,2.0654159648036843,2018.3965221931803,1.4005551578383983,-69.132802216273987,2.5842076622015373,4.511458603591306,2018.9657455703946,-69.132802216273859,5.6914359739592983e-007,-1.6806073305761962e-006,5.3717080388972911e-006,-3.5317033440693659e-006,-3.120034873674613e-006,2.3914939632001705e-006
1.9,2.1148669254425192,2038.3123524682021,1.4005551578383983,-69.132802216273973,2.4828408358961105,4.5149173189313236,2038.8521149176606,-69.132802216273816,5.6914043901709951e-007,-1.6805959980816795e-006,5.371675868806332e-006,-3.5316824525742755e-006,-3.120016784013747e-006,2.3914789529323531e-006
1.95,2.1685402471708017,2054.6262089357524,1.4005551578383981,-69.132802216274044,2.3805629597036031,4.5183760342713413,2055.1763742396097,-69.132802216273859,5.6913726175259919e-007,-1.6805846962957649e-006,5.3716437075285051e-006,-3.5316615386356275e-006,-3.1199986819285429e-006,2.3914639266060852e-006
2,2.2267809728619339,2067.1356181220303,1.4005551578383981,-69.132802216274158,2.2775650301235122,4.5218347496113589,2067.7716870193549,-69.132802216273916,5.6913408655304905e-007,-1.6805733697329405e-006,5.3716114581841664e-006,-3.5316406516205787e-006,-3.1199805790007646e-006,2.391448901055398e-006
2.05,2.2906677698429339,2075.7402271067608,1.4005551578383983,-69.132802216274172,2.1740467344022738,4.5252934649513765,2076.414377686297,-69.132802216273888,5.6913094880730839e-007,-1.6805619876895756e-006,5.3715792013135028e-006,-3.5316197513226285e-006,-3.1199624761914159e-006,2.3914338919277352e-006
2.1,2.3607910170838018,2080.1552448384605,1.4005551578383983,-69.132802216274143,2.0702172587777228,4.5287521802913941,2080.8451037995424,-69.132802216273859,5.6912784307232928e-007,-1.6805506126385517e-006,5.3715469885279979e-006,-3.5315988515924127e-006,-3.1199443692193183e-006,2.3914188853836355e-006
2.15,2.4372725444583194,2079.7651447461849,1.4005551578383981,-69.132802216274101,1.9663042081750228,4.5322108956314118,2080.5773951336396,-69.132802216273816,5.691247971273507e-007,-1.6805392663108276e-006,5.3715147597570713e-006,-3.5315779397886985e-006,-3.1199262690400722e-006,2.3914038775993182e-006
2.2,2.5207458229139537,2073.747292084025,1.4005551578383983,-69.132802216274015,1.8625687582161723,4.5356696109714294,2074.7991904494065,-69.132802216273788,5.6912169630483976e-007,-1.6805278774375135e-006,5.3714825413774144e-006,-3.5315570582495521e-006,-3.1199081835877567e-006,2.3913888665223781e-006
2.25,2.6123740908674291,2061.0445779466177,1.4005551578383986,-69.132802216273944,1.7593203109930096,4.539128326311447,2062.3444294200608,-69.132802216273774,5.6911856243351324e-007,-1.6805164844089243e-006,5.3714503852642659e-006,-3.5315361780616366e-006,-3.1198901408047658e-006,2.39137386561391e-006
2.3,2.7120823148316457,2039.8946937118881,1.4005551578383983,-69.132802216273916,1.656922240477209,4.5425870416514647,2041.5734495470533,-69.132802216273802,5.69115424633999e-007,-1.6805051104511843e-006,5.3714182238762535e-006,-3.531515255830481e-006,-3.1198720736796628e-006,2.3913588688709811e-006
2.35,2.8195844903191523,2007.538257243443,1.4005551578383981,-69.132802216273859,1.5558759951666286,4.5460457569914823,2009.8295589723166,-69.132802216273788,5.6911226194407305e-007,-1.6804937934484541e-006,5.3713860469209547e-006,-3.5314942836118467e-006,-3.1198540118904067e-006,2.391343862433594e-006
2.4,2.9348715630805349,1960.3655314201951,1.4005551578383983,-69.13280221627376,1.4568179884067913,4.5495044723314999,1963.4373668894223,-69.132802216273703,5.6910909556590974e-007,-1.6804825065934447e-006,5.3713537765787073e-006,-3.5314733447995312e-006,-3.1198359283913894e-006,2.3913288324826269e-006
2.45,3.0606139269523984,1895.2956676119647,1.4005551578383988,-69.132802216273731,1.3605657275953886,4.5529631876715175,1898.8545024378993,-69.132802216273717,5.6910599602125018e-007,-1.6804711751048713e-006,5.3713215166067554e-006,-3.5314524776560756e-006,-3.1198178941857095e-006,2.3913138399037738e-006
2.5,3.2144892573945385,1816.6004922522848,1.4005551578383983,-69.132802216273788,1.2679482105402069,4.5564219030115352,1817.5516005184716,-69.132802216273717,5.6910297212750468e-007,-1.6804597941996305e-006,5.3712893683523828e-006,-3.5314315522734102e-006,-3.1197998260079411e-006,2.3912988375317201e-006
2.55,3.4059198998981279,1736.345003996669,1.4005551578383981,-69.132802216273788,1.1794696876343869,4.5598806183515528,1732.9577216974028,-69.132802216273689,5.6909994249929298e-007,-1.6804483914991503e-006,5.3712572169983541e-006,-3.5314105946159508e-006,-3.1197816812008414e-006,2.3912838017465201e-006
2.6,3.6047475912289353,1663.115398623491,1.4005551578383981,-69.132802216273902,1.0948661871446055,4.5633393336915704,1664.1857300067293,-69.132802216273717,5.6909687898909878e-007,-1.6804370303326355e-006,5.371224906439139e-006,-3.5313897561410698e-006,-3.1197636418558619e-006,2.3912687521802935e-006
