"time","tankLevel","tankLevel2","tankLevel3"
0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E+00,2.01388859748840E+00,0.00000000000000E+00,0.00000000000000E+00
3.00000000000000E+00,4.79166555404663E+00,0.00000000000000E+00,0.00000000000000E+00
4.00000000000000E+00,7.56944227218628E+00,0.00000000000000E+00,0.00000000000000E+00
5.00000000000000E+00,1.03472270965576E+01,0.00000000000000E+00,0.00000000000000E+00
6.00000000000000E+00,1.31250133514404E+01,0.00000000000000E+00,0.00000000000000E+00
7.00000000000000E+00,1.59027996063232E+01,0.00000000000000E+00,0.00000000000000E+00
8.00000000000000E+00,1.86805858612061E+01,0.00000000000000E+00,0.00000000000000E+00
9.00000000000000E+00,2.14583721160889E+01,0.00000000000000E+00,0.00000000000000E+00
1.00000000000000E+01,2.42361583709717E+01,0.00000000000000E+00,0.00000000000000E+00
1.10000000000000E+01,2.70139446258545E+01,0.00000000000000E+00,0.00000000000000E+00
1.20000000000000E+01,2.97917308807373E+01,0.00000000000000E+00,0.00000000000000E+00
1.30000000000000E+01,3.25695152282715E+01,0.00000000000000E+00,0.00000000000000E+00
1.40000000000000E+01,3.53473014831543E+01,0.00000000000000E+00,0.00000000000000E+00
1.50000000000000E+01,3.81250877380371E+01,0.00000000000000E+00,0.00000000000000E+00
1.60000000000000E+01,4.09028739929199E+01,0.00000000000000E+00,0.00000000000000E+00
1.70000000000000E+01,4.36806602478027E+01,0.00000000000000E+00,0.00000000000000E+00
1.80000000000000E+01,4.64584465026855E+01,0.00000000000000E+00,0.00000000000000E+00
1.90000000000000E+01,4.92362327575684E+01,0.00000000000000E+00,0.00000000000000E+00
2.00000000000000E+01,5.20140190124512E+01,0.00000000000000E+00,0.00000000000000E+00
2.10000000000000E+01,5.47918052673340E+01,0.00000000000000E+00,0.00000000000000E+00
2.20000000000000E+01,5.75695915222168E+01,0.00000000000000E+00,0.00000000000000E+00
2.30000000000000E+01,6.03473777770996E+01,0.00000000000000E+00,0.00000000000000E+00
2.40000000000000E+01,6.31251640319824E+01,0.00000000000000E+00,0.00000000000000E+00
2.50000000000000E+01,6.59029006958008E+01,0.00000000000000E+00,0.00000000000000E+00
2.60000000000000E+01,6.86806106567383E+01,0.00000000000000E+00,0.00000000000000E+00
2.70000000000000E+01,7.14583206176758E+01,0.00000000000000E+00,0.00000000000000E+00
2.80000000000000E+01,7.42360305786133E+01,0.00000000000000E+00,0.00000000000000E+00
2.90000000000000E+01,7.70137405395508E+01,0.00000000000000E+00,0.00000000000000E+00
3.00000000000000E+01,7.97914505004883E+01,0.00000000000000E+00,0.00000000000000E+00
3.10000000000000E+01,8.25691604614258E+01,0.00000000000000E+00,0.00000000000000E+00
3.20000000000000E+01,8.53468704223633E+01,0.00000000000000E+00,0.00000000000000E+00
3.30000000000000E+01,8.81245803833008E+01,0.00000000000000E+00,0.00000000000000E+00
3.40000000000000E+01,9.09022903442383E+01,0.00000000000000E+00,0.00000000000000E+00
3.50000000000000E+01,9.36800003051758E+01,0.00000000000000E+00,0.00000000000000E+00
3.60000000000000E+01,9.64577102661133E+01,0.00000000000000E+00,0.00000000000000E+00
3.70000000000000E+01,9.92354202270508E+01,0.00000000000000E+00,0.00000000000000E+00
3.80000000000000E+01,9.95416641235352E+01,0.00000000000000E+00,5.27777791023254E-01
3.90000000000000E+01,9.68056106567383E+01,0.00000000000000E+00,3.26388812065125E+00
4.00000000000000E+01,9.40279006958008E+01,0.00000000000000E+00,6.04166507720947E+00
4.10000000000000E+01,9.12501907348633E+01,0.00000000000000E+00,8.81944465637207E+00
4.20000000000000E+01,8.84724807739258E+01,0.00000000000000E+00,1.15972309112549E+01
4.30000000000000E+01,8.56947708129883E+01,0.00000000000000E+00,1.43750171661377E+01
4.40000000000000E+01,8.29170608520508E+01,0.00000000000000E+00,1.71528034210205E+01
4.50000000000000E+01,8.01393508911133E+01,0.00000000000000E+00,1.99305896759033E+01
4.60000000000000E+01,7.73616409301758E+01,0.00000000000000E+00,2.27083759307861E+01
4.70000000000000E+01,7.45839309692383E+01,0.00000000000000E+00,2.54861621856689E+01
4.80000000000000E+01,7.18062210083008E+01,0.00000000000000E+00,2.82639484405518E+01
4.90000000000000E+01,6.90285110473633E+01,0.00000000000000E+00,3.10417346954346E+01
5.00000000000000E+01,6.62508010864258E+01,0.00000000000000E+00,3.38195190429688E+01
5.10000000000000E+01,6.34730758666992E+01,0.00000000000000E+00,3.65973052978516E+01
5.20000000000000E+01,6.06952896118164E+01,0.00000000000000E+00,3.93750915527344E+01
5.30000000000000E+01,5.79175033569336E+01,0.00000000000000E+00,4.21528778076172E+01
5.40000000000000E+01,5.51397171020508E+01,0.00000000000000E+00,4.49306640625000E+01
5.50000000000000E+01,5.23619308471680E+01,0.00000000000000E+00,4.77084503173828E+01
