"time","J1.w","clutch1.phi_rel","clutch1.w_relfric","clutch2.flange_a.phi","clutch2.phi_rel","clutch2.w_relfric","clutch3.phi_rel","clutch3.w_relfric","u","freqHz","T2","T3","J1.J","clutch1.mue_pos[1,1]","clutch1.mue_pos[1,2]","clutch1.peak","clutch1.cgeo","clutch1.fn_max","clutch1.phi_nominal","clutch1.w_small","sin1.amplitude","sin1.freqHz","sin1.phase","sin1.offset","sin1.startTime","step1.height","step1.offset","J2.J","clutch2.mue_pos[1,1]","clutch2.mue_pos[1,2]","clutch2.peak","clutch2.cgeo","clutch2.fn_max","clutch2.phi_nominal","clutch2.w_small","J3.J","clutch3.mue_pos[1,1]","clutch3.mue_pos[1,2]","clutch3.peak","clutch3.cgeo","clutch3.fn_max","clutch3.phi_nominal","clutch3.w_small","J4.J","sin2.amplitude","sin2.phase","sin2.offset","sin2.startTime","fixed.phi0","_events_default_tol","_events_tol_factor","_nle_solver_default_tol","_nle_solver_min_tol","_nle_solver_tol_factor","sin2.freqHz","_log_level","_nle_solver_log_level","J1.stateSelect","clutch1.stateSelect","J2.stateSelect","clutch2.stateSelect","J3.stateSelect","clutch3.stateSelect","J4.stateSelect","torque.useSupport","clutch1.useHeatPort","clutch2.useHeatPort","clutch3.useHeatPort","_enforce_bounds","_nle_solver_check_jac_cond","_rescale_after_singular_jac","_rescale_each_step","_use_Brent_in_1d","_use_automatic_scaling","_use_jacobian_scaling","_use_manual_equation_scaling","step1.startTime","J1.der(w)","clutch1.der(phi_rel)","clutch1.der(w_rel)","J2.der(phi)","clutch2.der(phi_rel)","clutch2.der(w_rel)","clutch3.der(phi_rel)","clutch3.der(w_rel)","torque.flange.phi","J1.a","clutch1.a_relfric","clutch1.mue0","clutch1.fn","sin2.y","clutch1.flange_a.tau","clutch1.tau","clutch1.tau0","clutch1.tau0_max","clutch1.sa","clutch1.lossPower","J2.w","J2.der(w)","clutch2.a_relfric","clutch2.mue0","clutch2.fn","step1.y","clutch2.flange_a.tau","clutch2.tau","clutch2.tau0","clutch2.tau0_max","clutch2.sa","clutch2.lossPower","clutch3.flange_a.phi","J3.w","J3.der(w)","clutch3.a_relfric","clutch3.mue0","clutch3.fn","clutch3.flange_a.tau","clutch3.tau","clutch3.tau0","clutch3.tau0_max","clutch3.sa","clutch3.lossPower","J4.flange_b.tau","clutch3.flange_b.phi","J4.w","J4.der(w)","torque.tau","torque.flange.tau","J1.der(phi,2)","clutch1.der(phi_rel,2)","clutch2.der(phi_rel,2)","clutch3.der(phi_rel,2)","clutch1.mode","clutch2.mode","clutch3.mode","clutch1.free","clutch1.startForward","clutch1.startBackward","clutch1.locked","clutch2.free","clutch2.startForward","clutch2.startBackward","clutch2.locked","clutch3.free","clutch3.startForward","clutch3.startBackward","clutch3.locked","_HiddenStates.der(x[0])","_HiddenStates.der(x[1])","_HiddenStates.der(x[2])","_HiddenStates.der(x[3])","_HiddenStates.der(x[4])","_HiddenStates.der(x[5])","_HiddenStates.der(x[6])","_HiddenStates.der(x[7])","clutch1.unitAngularAcceleration","clutch1.unitTorque","sin1.pi","clutch2.unitAngularAcceleration","clutch2.unitTorque","clutch3.unitAngularAcceleration","clutch3.unitTorque","sin2.pi","clutch1.Unknown","clutch1.Free","clutch1.Forward","clutch1.Stuck","clutch1.Backward","clutch2.Unknown","clutch2.Free","clutch2.Forward","clutch2.Stuck","clutch2.Backward","clutch3.Unknown","clutch3.Free","clutch3.Forward","clutch3.Stuck","clutch3.Backward"
0.29,7.784411659,-2.157366217,-4.947760874,0.4159072424,-0.4159072424,-2.836650785,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-6.255954721,-4.947760874,15.60207939,2.836650785,-2.836650785,-9.346124665,0,0,2.573273459,-6.255954721,15.60207939,0.5,18.69224933,0.9346124665,9.346124665,-9.346124665,9.346124665,10.28073713,5.321342255,46.24238994,2.836650785,9.346124665,-9.346124665,0.5,0,0,-0,0,0,0,-9.346124665,-0,5.551115123e-015,1.021405183e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.551115123e-015,1.021405183e-014,0,3.090169944,-3.090169944,-6.255954721,15.60207939,-9.346124665,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-6.255954721,-4.947760874,15.60207939,2.836650785,-2.836650785,-9.346124665,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.3,7.706754722,-2.206014421,-4.77686862,0.4447403054,-0.4447403054,-2.929886102,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-9.300693385,-4.77686862,18.60138677,2.929886102,-2.929886102,-9.300693385,0,0,2.650754727,-9.300693385,18.60138677,0.5,18.60138677,0.9300693385,9.300693385,-9.300693385,9.300693385,10.23076272,8.370624046,44.42819037,2.929886102,9.300693385,-9.300693385,0.5,0,0,-0,0,0,0,-9.300693385,-0,5.273559367e-015,1.065814104e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.273559367e-015,1.065814104e-014,0,3.673819061e-015,-3.673819061e-015,-9.300693385,18.60138677,-9.300693385,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-9.300693385,-4.77686862,18.60138677,2.929886102,-2.929886102,-9.300693385,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.31,7.598400358,-2.252801838,-4.575740681,0.4745035398,-0.4745035398,-3.022659677,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-12.34396336,-4.575740681,21.59775678,3.022659677,-3.022659677,-9.253793418,0,0,2.727305378,-12.34396336,21.59775678,0.5,18.50758684,0.9253793418,9.253793418,-9.253793418,9.253793418,10.17917276,11.41858402,42.342959,3.022659677,9.253793418,-9.253793418,0.5,0,0,-0,0,0,0,-9.253793418,-0,5.384581669e-015,1.199040867e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.384581669e-015,1.199040867e-014,0,-3.090169944,3.090169944,-12.34396336,21.59775678,-9.253793418,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-12.34396336,-4.575740681,21.59775678,3.022659677,-3.022659677,-9.253793418,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.32,7.46090496,-2.297431821,-4.34594799,0.5051920099,-0.5051920099,-3.114956971,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-15.08328469,-4.34594799,24.28871686,3.114956971,-3.114956971,-9.205432169,0,0,2.802623831,-15.08328469,24.28871686,0.5,18.41086434,0.9205432169,9.205432169,-9.205432169,9.205432169,10.12597539,14.16274147,40.00632943,3.114956971,9.205432169,-9.205432169,0.5,0,0,-0,0,0,0,-9.205432169,-0,5.662137426e-015,1.421085472e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.662137426e-015,1.421085472e-014,0,-5.877852523,5.877852523,-15.08328469,24.28871686,-9.205432169,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-15.08328469,-4.34594799,24.28871686,3.114956971,-3.114956971,-9.205432169,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.33,7.298681898,-2.339638721,-4.091918479,0.5368010247,-0.5368010247,-3.206763419,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.24578722,-4.091918479,26.4014045,3.206763419,-3.206763419,-9.155617276,0,0,2.876439746,-17.24578722,26.4014045,0.5,18.31123455,0.9155617276,9.155617276,-9.155617276,9.155617276,10.071179,16.33022549,37.46403952,3.206763419,9.155617276,-9.155617276,0.5,0,0,-0,0,0,0,-9.155617276,-0,5.662137426e-015,1.465494393e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.662137426e-015,1.465494393e-014,0,-8.090169944,8.090169944,-17.24578722,26.4014045,-9.155617276,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-17.24578722,-4.091918479,26.4014045,3.206763419,-3.206763419,-9.155617276,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.34,7.118648632,-2.379212381,-3.820584142,0.5693255912,-0.5693255912,-3.298064491,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-18.61492177,-3.820584142,27.71927837,3.298064491,-3.298064491,-9.104356605,0,0,2.948537973,-18.61492177,27.71927837,0.5,18.20871321,0.9104356605,9.104356605,-9.104356605,9.104356605,10.01479227,17.70448611,34.78396046,3.298064491,9.104356605,-9.104356605,0.5,0,0,-0,0,0,0,-9.104356605,-0,5.884182031e-015,1.509903313e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.884182031e-015,1.509903313e-014,0,-9.510565163,9.510565163,-18.61492177,27.71927837,-9.104356605,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-18.61492177,-3.820584142,27.71927837,3.298064491,-3.298064491,-9.104356605,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.35,6.929503057,-2.416021804,-3.540657298,0.6027605816,-0.6027605816,-3.388845759,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-19.05165825,-3.540657298,28.1033165,3.388845759,-3.388845759,-9.05165825,0,0,3.018782386,-19.05165825,28.1033165,0.5,18.1033165,0.905165825,9.05165825,-9.05165825,9.05165825,9.956824075,18.14649242,32.04881984,3.388845759,9.05165825,-9.05165825,0.5,0,0,-0,0,0,0,-9.05165825,-0,5.995204333e-015,1.465494393e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.995204333e-015,1.465494393e-014,0,-10,10,-19.05165825,28.1033165,-9.05165825,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-19.05165825,-3.540657298,28.1033165,3.388845759,-3.388845759,-9.05165825,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.36,6.740890865,-2.450029093,-3.261797974,0.637100726,-0.637100726,-3.479092891,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-18.5080957,-3.261797974,27.50562623,3.479092891,-3.479092891,-8.997530534,0,0,3.087129819,-18.5080957,27.50562623,0.5,17.99506107,0.8997530534,8.997530534,-8.997530534,8.997530534,9.897283587,17.60834264,29.34812686,3.479092891,8.997530534,-8.997530534,0.5,0,0,-0,0,0,0,-8.997530534,-0,5.995204333e-015,1.287858709e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.995204333e-015,1.287858709e-014,0,-9.510565163,9.510565163,-18.5080957,27.50562623,-8.997530534,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-18.5080957,-3.261797974,27.50562623,3.479092891,-3.479092891,-8.997530534,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.37,6.562456377,-2.48129361,-2.993664743,0.6723406115,-0.6723406115,-3.568791634,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-17.03215195,-2.993664743,25.97413395,3.568791634,-3.568791634,-8.941982003,0,0,3.153634221,-17.03215195,25.97413395,0.5,17.88396401,0.8941982003,8.941982003,-8.941982003,8.941982003,9.836180203,16.13795375,26.76929625,3.568791634,8.941982003,-8.941982003,0.5,0,0,-0,0,0,0,-8.941982003,-0,5.995204333e-015,1.376676551e-014,0,0,0.5,0,-0,0,0,0,0,0,0,5.995204333e-015,1.376676551e-014,0,-8.090169944,8.090169944,-17.03215195,25.97413395,-8.941982003,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-17.03215195,-2.993664743,25.97413395,3.568791634,-3.568791634,-8.941982003,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.38,6.402900054,-2.509967373,-2.744972229,0.7084746835,-0.7084746835,-3.657927824,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-14.76287395,-2.744972229,23.64789538,3.657927824,-3.657927824,-8.885021429,0,0,3.218442057,-14.76287395,23.64789538,0.5,17.77004286,0.8885021429,8.885021429,-8.885021429,8.885021429,9.773523572,13.87437181,24.38913708,3.657927824,8.885021429,-8.885021429,0.5,0,0,-0,0,0,0,-8.885021429,-0,6.106226635e-015,1.287858709e-014,0,0,0.5,0,-0,0,0,0,0,0,0,6.106226635e-015,1.287858709e-014,0,-5.877852523,5.877852523,-14.76287395,23.64789538,-8.885021429,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-14.76287395,-2.744972229,23.64789538,3.657927824,-3.657927824,-8.885021429,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.39,6.269127634,-2.536281132,-2.522640249,0.7454972459,-0.7454972459,-3.746487386,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-11.91682775,-2.522640249,20.74348556,3.746487386,-3.746487386,-8.826657808,0,0,3.281778378,-11.91682775,20.74348556,0.5,17.65331562,0.8826657808,8.826657808,-8.826657808,8.826657808,9.709323589,11.03416197,22.26648225,3.746487386,8.826657808,-8.826657808,0.5,0,0,-0,0,0,0,-8.826657808,-0,6.217248938e-015,1.199040867e-014,0,0,0.5,0,-0,0,0,0,0,0,0,6.217248938e-015,1.199040867e-014,0,-3.090169944,3.090169944,-11.91682775,20.74348556,-8.826657808,0,-1,2,2,0,0,0,0,1,0,0,0,1,0,0,0,-11.91682775,-2.522640249,20.74348556,3.746487386,-3.746487386,-8.826657808,0,0,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.4,6.165583177,-2.560523145,-2.331126899,0.7834025309,-0.7834025309,-3.834456278,0,0,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-8.766900355,-2.331126899,7.53380071,3.834456278,-3.834456278,11.23309964,0,-10,3.343925676,-8.766900355,7.53380071,0.5,17.53380071,0.8766900355,8.766900355,-8.766900355,8.766900355,9.643590391,-2.10978968,20.43675723,3.834456278,-1.233099645,11.23309964,0.5,20,1,10,-10,10,11,0.2330996449,38.34456278,6.32827124e-015,1.243449788e-014,10,-10,0.5,0,-0,0,0,0,-10,0,0,6.32827124e-015,1.243449788e-014,0,-4.898425415e-015,4.898425415e-015,-8.766900355,7.53380071,11.23309964,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-8.766900355,-2.331126899,7.53380071,3.834456278,-3.834456278,11.23309964,0,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.41,6.093793916,-2.583512668,-2.271973229,0.8216844096,-0.8211844095,-3.721820686,-0.0005000000373,-0.1,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-5.615588563,-2.271973229,4.32134707,3.821820686,-3.721820686,11.29424149,-0.1,-10,3.405197077,-5.615588563,4.32134707,0.5,17.41151701,0.8705758507,8.705758507,-8.705758507,8.705758507,9.576334358,-5.254987287,19.77925027,3.821820686,-1.294241493,11.29424149,0.5,20,1,10,-10,10,11,0.2942414929,37.21820686,0.0005000000373,0.1,10,-10,0.5,0,-0,0,0,0,-10,-0,0,6.020249403e-015,1.421085472e-014,0,3.090169944,-3.090169944,-5.615588563,4.32134707,11.29424149,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-5.615588563,-2.271973229,4.32134707,3.821820686,-3.721820686,11.29424149,-0.1,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.42,6.052252351,-2.606067255,-2.243685549,0.8598368552,-0.8578368552,-3.608566802,-0.002000000037,-0.2,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-2.765389396,-2.243685549,1.408631315,3.808566802,-3.608566802,11.35675808,-0.2,-10,3.46590411,-2.765389396,1.408631315,0.5,17.28648384,0.8643241919,8.643241919,-8.643241919,8.643241919,9.507566111,-8.098934796,19.39271699,3.808566802,-1.356758081,11.35675808,0.5,20,1,10,-10,10,11,0.3567580812,36.08566802,0.002000000037,0.2,10,-10,0.5,0,-0,0,0,0,-10,-0,0,6.386384477e-015,1.396105453e-014,0,5.877852523,-5.877852523,-2.765389396,1.408631315,11.35675808,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-2.765389396,-2.243685549,1.408631315,3.808566802,-3.608566802,11.35675808,-0.2,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.43,6.036556867,-2.628475575,-2.241875924,0.8978536246,-0.8933536219,-3.494680943,-0.004500002736,-0.3,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-0.4891905187,-2.241875924,-0.9314490189,3.794680943,-3.494680943,11.42063954,-0.3,-10,3.526329199,-0.4891905187,-0.9314490189,0.5,17.15872092,0.8579360462,8.579360462,-8.579360462,8.579360462,9.437296509,-10.36874553,19.23386167,3.794680943,-1.420639538,11.42063954,0.5,20,1,10,-10,10,11,0.4206395376,34.94680943,0.004500002736,0.3,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.349156006e-015,1.448841047e-014,0,8.090169944,-8.090169944,-0.4891905187,-0.9314490189,11.42063954,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-0.4891905187,-2.241875924,-0.9314490189,3.794680943,-3.494680943,11.42063954,-0.3,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.44,6.039821517,-2.65097024,-2.259672024,0.9357283208,-0.927728318,-3.380149492,-0.008000002734,-0.4,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,0.9964409374,-2.259672024,-2.482316712,3.780149492,-3.380149492,11.48587577,-0.4,-10,3.586698561,0.9964409374,-2.482316712,0.5,17.02824845,0.8514124226,8.514124226,-8.514124226,8.514124226,9.365536648,-11.84785336,19.23912832,3.780149492,-1.485875774,11.48587577,0.5,20,1,10,-10,10,11,0.4858757744,33.80149492,0.008000002734,0.4,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.440228988e-015,1.315614284e-014,0,9.510565163,-9.510565163,0.9964409374,-2.482316712,11.48587577,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,0.9964409374,-2.259672024,-2.482316712,3.780149492,-3.380149492,11.48587577,-0.4,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.45,6.05337576,-2.673705492,-2.288416814,0.9734544178,-0.9609544151,-3.264958947,-0.01250000273,-0.5,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,1.55245649,-2.288416814,-3.10491298,3.764958947,-3.264958947,11.55245649,-0.5,-10,3.647159909,1.55245649,-3.10491298,0.5,16.89508702,0.844754351,8.44754351,-8.44754351,8.44754351,9.292297861,-12.39721084,19.3315006,3.764958947,-1.55245649,11.55245649,0.5,20,1,10,-10,10,11,0.5524564902,32.64958947,0.01250000273,0.5,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.598088825e-015,1.387778781e-014,0,10,-10,1.55245649,-3.10491298,11.55245649,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,1.55245649,-2.288416814,-3.10491298,3.764958947,-3.264958947,11.55245649,-0.5,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.46,6.06760357,-2.696743068,-2.318507654,1.011025258,-0.9930252553,-3.149095916,-0.01800000273,-0.6,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,1.130936334,-2.318507654,-2.751307505,3.749095916,-3.149095916,11.62037117,-0.6,-10,3.707768326,1.130936334,-2.751307505,0.5,16.75925766,0.8379628829,8.379628829,-8.379628829,8.379628829,9.217591712,-11.96889922,19.42823358,3.749095916,-1.620371171,11.62037117,0.5,20,1,10,-10,10,11,0.620371171,31.49095916,0.01800000273,0.6,10,-10,0.5,0,-0,0,0,0,-10,-0,0,7.722988915e-015,1.409983241e-014,0,9.510565163,-9.510565163,1.130936334,-2.751307505,11.62037117,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,1.130936334,-2.318507654,-2.751307505,3.749095916,-3.149095916,11.62037117,-0.6,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
0.47,6.072888277,-2.72004803,-2.340341165,1.04843405,-1.023934047,-3.032547113,-0.02450000273,-0.7,0,0.2,0.4,0.9,1,0,0.5,1.1,1,20,0.0001,1e+010,10,5,0,0,0,1,0,1,0,0.5,1.1,1,20,0.0001,1e+010,1,0,0.5,1.1,1,20,0.0001,1e+010,1,1,1.57,0,0,0,1e-010,0.0001,1e-010,1e-012,0.0001,1,3,0,3,4,3,4,3,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0.4,-0.2202209639,-2.340341165,-1.469388128,3.732547113,-3.032547113,11.68960909,-0.7,-10,3.768482081,-0.2202209639,-1.469388128,0.5,16.62078182,0.8310390908,8.310390908,-8.310390908,8.310390908,9.141429998,-10.61081813,19.44914994,3.732547113,-1.689609092,11.68960909,0.5,20,1,10,-10,10,11,0.6896090923,30.32547113,0.02450000273,0.7,10,-10,0.5,0,-0,0,0,0,-10,-0,0,8.201772594e-015,1.34336986e-014,0,8.090169944,-8.090169944,-0.2202209639,-1.469388128,11.68960909,-10,-1,-1,2,0,0,0,0,0,0,0,0,1,0,0,0,-0.2202209639,-2.340341165,-1.469388128,3.732547113,-3.032547113,11.68960909,-0.7,-10,1,1,3.141592654,1,1,1,1,3.141592654,3,2,1,0,-1,3,2,1,0,-1,3,2,1,0,-1
