"time","Resistor_1.R","Resistor_1.v","Triphasic_Rectifier_1.I1.v","Triphasic_Rectifier_1.I2.v","Triphasic_Rectifier_1.I3.v"
0,1,0,0,-0.866023,0.866023
0.0001,1,1.73201,0,-0.866023,0.866023
0.0002,1,1.73116,0.031411,-0.881301,0.84989
0.0003,1,1.72859,0.062791,-0.89571,0.832919
0.0004,1,1.72432,0.094108,-0.909234,0.815125
0.0005,1,1.71835,0.125333,-0.921861,0.796527
0.0006,1,1.71069,0.156434,-0.933579,0.777143
0.0007,1,1.70133,0.187381,-0.944375,0.756992
0.0008,1,1.6903,0.218143,-0.954239,0.736094
0.0009,1,1.6776,0.24869,-0.963161,0.714469
0.001,1,1.66324,0.278991,-0.971133,0.69214
0.0011,1,1.64724,0.309017,-0.978147,0.669127
0.0012,1,1.62962,0.338738,-0.984195,0.645454
0.0013,1,1.61038,0.368125,-0.989272,0.621144
0.0014,1,1.58956,0.397148,-0.993372,0.596221
0.0015,1,1.56717,0.425779,-0.996492,0.57071
0.0016,1,1.54323,0.45399,-0.998629,0.544635
0.0017,1,1.51777,0.481754,-0.999781,0.518023
0.0018,1,1.50896,0.509041,-0.999945,0.490899
0.0019,1,1.53492,0.535827,-0.999123,0.463292
0.002,1,1.55937,0.562083,-0.997315,0.435227
0.0021,1,1.58228,0.587785,-0.994522,0.406732
0.0022,1,1.60362,0.612907,-0.990749,0.377836
0.0023,1,1.62339,0.637424,-0.985997,0.348567
0.0024,1,1.64155,0.661312,-0.980272,0.318955
0.0025,1,1.65809,0.684547,-0.97358,0.289027
0.0026,1,1.673,0.707107,-0.965927,0.258814
0.0027,1,1.68626,0.728969,-0.957321,0.228346
0.0028,1,1.69785,0.750111,-0.94777,0.197653
0.0029,1,1.70776,0.770513,-0.937284,0.166764
0.003,1,1.71599,0.790155,-0.925872,0.135711
0.0031,1,1.72253,0.809017,-0.913547,0.104524
0.0032,1,1.72737,0.827081,-0.900321,0.073233
0.0033,1,1.7305,0.844328,-0.886206,0.041871
0.0034,1,1.73192,0.860742,-0.871216,0.010467
0.0035,1,1.73164,0.876307,-0.855367,-0.020947
0.0036,1,1.72965,0.891007,-0.838673,-0.052341
0.0037,1,1.72594,0.904827,-0.821152,-0.083683
0.0038,1,1.72054,0.917755,-0.80282,-0.114942
0.0039,1,1.71344,0.929776,-0.783696,-0.146088
0.004,1,1.70465,0.940881,-0.763799,-0.17709
0.0041,1,1.69417,0.951057,-0.743148,-0.207916
0.0042,1,1.68202,0.960294,-0.721764,-0.238538
0.0043,1,1.66822,0.968583,-0.699667,-0.268925
0.0044,1,1.65276,0.975917,-0.67688,-0.299045
0.0045,1,1.63568,0.982287,-0.653424,-0.328871
0.0046,1,1.61698,0.987688,-0.629324,-0.358373
0.0047,1,1.59669,0.992115,-0.604603,-0.38752
0.0048,1,1.57482,0.995562,-0.579285,-0.416285
0.0049,1,1.55139,0.998027,-0.553396,-0.44464
0.005,1,1.52644,0.999507,-0.52696,-0.472555
0.0051,1,1.49998,1,-0.500004,-0.500004
0.0052,1,1.52644,0.999507,-0.472555,-0.52696
0.0053,1,1.55139,0.998027,-0.44464,-0.553396
0.0054,1,1.57482,0.995562,-0.416285,-0.579285
0.0055,1,1.59669,0.992115,-0.38752,-0.604603
0.0056,1,1.61698,0.987688,-0.358373,-0.629324
0.0057,1,1.63568,0.982287,-0.328871,-0.653424
0.0058,1,1.65276,0.975917,-0.299045,-0.67688
0.0059,1,1.66822,0.968583,-0.268925,-0.699667
0.006,1,1.68202,0.960294,-0.238538,-0.721764
0.0061,1,1.69417,0.951057,-0.207916,-0.743148
0.0062,1,1.70465,0.940881,-0.17709,-0.763799
0.0063,1,1.71344,0.929776,-0.146088,-0.783696
0.0064,1,1.72054,0.917755,-0.114942,-0.80282
0.0065,1,1.72594,0.904827,-0.083683,-0.821152
0.0066,1,1.72965,0.891007,-0.052341,-0.838673
0.0067,1,1.73164,0.876307,-0.020947,-0.855367
0.0068,1,1.73192,0.860742,0.010467,-0.871216
0.0069,1,1.7305,0.844328,0.041871,-0.886206
0.007,1,1.72737,0.827081,0.073233,-0.900321
0.0071,1,1.72253,0.809017,0.104524,-0.913547
0.0072,1,1.71599,0.790155,0.135711,-0.925872
0.0073,1,1.70776,0.770513,0.166764,-0.937284
0.0074,1,1.69785,0.750111,0.197653,-0.94777
0.0075,1,1.68626,0.728969,0.228346,-0.957321
0.0076,1,1.673,0.707107,0.258814,-0.965927
0.0077,1,1.65809,0.684547,0.289027,-0.97358
0.0078,1,1.64155,0.661312,0.318955,-0.980272
0.0079,1,1.62339,0.637424,0.348567,-0.985997
0.008,1,1.60362,0.612907,0.377836,-0.990749
0.0081,1,1.58228,0.587785,0.406732,-0.994522
0.0082,1,1.55937,0.562083,0.435227,-0.997315
0.0083,1,1.53492,0.535827,0.463292,-0.999123
0.0084,1,1.50896,0.509041,0.490899,-0.999945
0.0085,1,1.51777,0.481754,0.518023,-0.999781
0.0086,1,1.54323,0.45399,0.544635,-0.998629
0.0087,1,1.56717,0.425779,0.57071,-0.996492
0.0088,1,1.58956,0.397148,0.596221,-0.993372
0.0089,1,1.61038,0.368125,0.621144,-0.989272
0.009,1,1.62962,0.338738,0.645454,-0.984195
0.0091,1,1.64724,0.309017,0.669127,-0.978147
0.0092,1,1.66324,0.278991,0.69214,-0.971133
0.0093,1,1.6776,0.24869,0.714469,-0.963161
0.0094,1,1.6903,0.218143,0.736094,-0.954239
0.0095,1,1.70133,0.187381,0.756992,-0.944375
0.0096,1,1.71069,0.156434,0.777143,-0.933579
0.0097,1,1.71835,0.125333,0.796527,-0.921861
0.0098,1,1.72432,0.094108,0.815125,-0.909234
0.0099,1,1.72859,0.062791,0.832919,-0.89571
0.01,1,1.73116,0.031411,0.84989,-0.881301
0.0101,1,1.73201,1.63468e-15,0.866023,-0.866023
0.0102,1,1.73116,-0.031411,0.881301,-0.84989
0.0103,1,1.72859,-0.062791,0.89571,-0.832919
0.0104,1,1.72432,-0.094108,0.909234,-0.815125
0.0105,1,1.71835,-0.125333,0.921861,-0.796527
0.0106,1,1.71069,-0.156434,0.933579,-0.777143
0.0107,1,1.70133,-0.187381,0.944375,-0.756992
0.0108,1,1.6903,-0.218143,0.954239,-0.736094
0.0109,1,1.6776,-0.24869,0.963161,-0.714469
0.011,1,1.66324,-0.278991,0.971133,-0.69214
0.0111,1,1.64724,-0.309017,0.978147,-0.669127
0.0112,1,1.62962,-0.338738,0.984195,-0.645454
0.0113,1,1.61038,-0.368125,0.989272,-0.621144
0.0114,1,1.58956,-0.397148,0.993372,-0.596221
0.0115,1,1.56717,-0.425779,0.996492,-0.57071
0.0116,1,1.54323,-0.45399,0.998629,-0.544635
0.0117,1,1.51777,-0.481754,0.999781,-0.518023
0.0118,1,1.50896,-0.509041,0.999945,-0.490899
0.0119,1,1.53492,-0.535827,0.999123,-0.463292
0.012,1,1.55937,-0.562083,0.997315,-0.435227
0.0121,1,1.58228,-0.587785,0.994522,-0.406732
0.0122,1,1.60362,-0.612907,0.990749,-0.377836
0.0123,1,1.62339,-0.637424,0.985997,-0.348567
0.0124,1,1.64155,-0.661312,0.980272,-0.318955
0.0125,1,1.65809,-0.684547,0.97358,-0.289027
0.0126,1,1.673,-0.707107,0.965927,-0.258814
0.0127,1,1.68626,-0.728969,0.957321,-0.228346
0.0128,1,1.69785,-0.750111,0.94777,-0.197653
0.0129,1,1.70776,-0.770513,0.937284,-0.166764
0.013,1,1.71599,-0.790155,0.925872,-0.135711
0.0131,1,1.72253,-0.809017,0.913547,-0.104524
0.0132,1,1.72737,-0.827081,0.900321,-0.073233
0.0133,1,1.7305,-0.844328,0.886206,-0.041871
0.0134,1,1.73192,-0.860742,0.871216,-0.010467
0.0135,1,1.73164,-0.876307,0.855367,0.020947
0.0136,1,1.72965,-0.891007,0.838673,0.052341
0.0137,1,1.72594,-0.904827,0.821152,0.083683
0.0138,1,1.72054,-0.917755,0.80282,0.114942
0.0139,1,1.71344,-0.929776,0.783696,0.146088
0.014,1,1.70465,-0.940881,0.763799,0.17709
0.0141,1,1.69417,-0.951057,0.743148,0.207916
0.0142,1,1.68202,-0.960294,0.721764,0.238538
0.0143,1,1.66822,-0.968583,0.699667,0.268925
0.0144,1,1.65276,-0.975917,0.67688,0.299045
0.0145,1,1.63568,-0.982287,0.653424,0.328871
0.0146,1,1.61698,-0.987688,0.629324,0.358373
0.0147,1,1.59669,-0.992115,0.604603,0.38752
0.0148,1,1.57482,-0.995562,0.579285,0.416285
0.0149,1,1.55139,-0.998027,0.553396,0.44464
0.015,1,1.52644,-0.999507,0.52696,0.472555
0.0151,1,1.49998,-1,0.500004,0.500004
0.0152,1,1.52644,-0.999507,0.472555,0.52696
0.0153,1,1.55139,-0.998027,0.44464,0.553396
0.0154,1,1.57482,-0.995562,0.416285,0.579285
0.0155,1,1.59669,-0.992115,0.38752,0.604603
0.0156,1,1.61698,-0.987688,0.358373,0.629324
0.0157,1,1.63568,-0.982287,0.328871,0.653424
0.0158,1,1.65276,-0.975917,0.299045,0.67688
0.0159,1,1.66822,-0.968583,0.268925,0.699667
0.016,1,1.68202,-0.960294,0.238538,0.721764
0.0161,1,1.69417,-0.951057,0.207916,0.743148
0.0162,1,1.70465,-0.940881,0.17709,0.763799
0.0163,1,1.71344,-0.929776,0.146088,0.783696
0.0164,1,1.72054,-0.917755,0.114942,0.80282
0.0165,1,1.72594,-0.904827,0.083683,0.821152
0.0166,1,1.72965,-0.891007,0.052341,0.838673
0.0167,1,1.73164,-0.876307,0.020947,0.855367
0.0168,1,1.73192,-0.860742,-0.010467,0.871216
0.0169,1,1.7305,-0.844328,-0.041871,0.886206
0.017,1,1.72737,-0.827081,-0.073233,0.900321
0.0171,1,1.72253,-0.809017,-0.104524,0.913547
0.0172,1,1.71599,-0.790155,-0.135711,0.925872
