"time","y_00","y_01","y_02"
0,0,0,0
0.008,0,0,0
0.01,0,0,0
0.01,0,0,0
0.016,0,0,0
0.02,0,0,0
0.02,0.799733,0,0
0.024,0.799733,0,0
0.03,0.799733,0,0
0.03,1.79865,2.69906,0
0.032,1.79865,2.69906,0
0.04,1.79865,2.69906,0
0.04,3.19574,2.69906,0
0.048,3.19574,2.69906,0
0.05,3.19574,2.69906,0
0.05,4.98959,4.49563,5.24555
0.056,4.98959,4.49563,5.24555
0.06,4.98959,4.49563,5.24555
0.06,7.17842,4.49563,5.24555
0.064,7.17842,4.49563,5.24555
0.07,7.17842,4.49563,5.24555
0.07,9.76004,6.288,5.24555
0.072,9.76004,6.288,5.24555
0.08,9.76004,6.288,5.24555
0.08,12.7319,6.288,5.24555
0.088,12.7319,6.288,5.24555
0.09,12.7319,6.288,5.24555
0.09,16.0909,8.07452,9.42406
0.096,16.0909,8.07452,9.42406
0.1,16.0909,8.07452,9.42406
0.1,19.8338,8.07452,9.42406
0.104,19.8338,8.07452,9.42406
0.11,19.8338,8.07452,9.42406
0.11,23.9569,9.85351,9.42406
0.112,23.9569,9.85351,9.42406
0.12,23.9569,9.85351,9.42406
0.12,28.4559,9.85351,9.42406
0.128,28.4559,9.85351,9.42406
0.13,28.4559,9.85351,9.42406
0.13,33.3264,11.6233,13.5719
0.136,33.3264,11.6233,13.5719
0.14,33.3264,11.6233,13.5719
0.14,38.5635,11.6233,13.5719
0.144,38.5635,11.6233,13.5719
0.15,38.5635,11.6233,13.5719
0.15,44.162,13.3823,13.5719
0.152,44.162,13.3823,13.5719
0.16,44.162,13.3823,13.5719
0.16,50.1162,13.3823,13.5719
0.168,50.1162,13.3823,13.5719
0.17,50.1162,13.3823,13.5719
0.17,56.4201,15.1289,17.6758
0.176,56.4201,15.1289,17.6758
0.18,56.4201,15.1289,17.6758
0.18,63.0675,15.1289,17.6758
0.184,63.0675,15.1289,17.6758
0.19,63.0675,15.1289,17.6758
0.19,70.0516,16.8614,17.6758
0.192,70.0516,16.8614,17.6758
0.2,70.0516,16.8614,17.6758
0.2,77.3655,16.8614,17.6758
0.208,77.3655,16.8614,17.6758
0.21,77.3655,16.8614,17.6758
0.21,85.0017,18.5782,21.7224
0.216,85.0017,18.5782,21.7224
0.22,85.0017,18.5782,21.7224
0.22,92.9526,18.5782,21.7224
0.224,92.9526,18.5782,21.7224
0.23,92.9526,18.5782,21.7224
0.23,101.21,20.2778,21.7224
0.232,101.21,20.2778,21.7224
0.24,101.21,20.2778,21.7224
0.24,109.766,20.2778,21.7224
0.248,109.766,20.2778,21.7224
0.25,109.766,20.2778,21.7224
0.25,118.612,21.9587,25.699
0.256,118.612,21.9587,25.699
0.26,118.612,21.9587,25.699
0.26,127.738,21.9587,25.699
0.264,127.738,21.9587,25.699
0.27,127.738,21.9587,25.699
0.27,137.136,23.6193,25.699
0.272,137.136,23.6193,25.699
0.28,137.136,23.6193,25.699
0.28,146.796,23.6193,25.699
0.288,146.796,23.6193,25.699
0.29,146.796,23.6193,25.699
0.29,156.709,25.2581,29.5929
0.296,156.709,25.2581,29.5929
0.3,156.709,25.2581,29.5929
0.3,166.863,25.2581,29.5929
0.304,166.863,25.2581,29.5929
0.31,166.863,25.2581,29.5929
0.31,177.25,26.8736,29.5929
0.312,177.25,26.8736,29.5929
0.32,177.25,26.8736,29.5929
0.32,187.858,26.8736,29.5929
0.328,187.858,26.8736,29.5929
0.33,187.858,26.8736,29.5929
0.33,198.676,28.4645,33.3921
0.336,198.676,28.4645,33.3921
0.34,198.676,28.4645,33.3921
0.34,209.694,28.4645,33.3921
0.344,209.694,28.4645,33.3921
0.35,209.694,28.4645,33.3921
0.35,220.901,30.0292,33.3921
0.352,220.901,30.0292,33.3921
