"time","egsCarSpeed","egsGear","egsTargetGear","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1"
1.30884,7.222,0,1,0,0,0.78,1,0,0.22,0
1.3424,9.328,0,1,0,0,0.7,1,0,0.3,0
1.37596,10.82,0,1,0,0,0.64,1,0,0.36,0
1.40952,10.601,0,1,0,0,0.58,1,0,0.42,0
1.44308,13.346,0,1,0,0,0.5,1,0,0.5,0
1.47664,14.66,0,1,0,0,0.44,1,0,0.56,0
1.5102,15.713,0,1,0,0,0.36,1,0,0.64,0
1.54376,16.701,0,1,0,0,0.3,1,0,0.7,0
1.57732,17.641,0,1,0,0,0.24,1,0,0.76,0
1.61088,18.827,0,1,0,0,0.16,1,0,0.84,0
1.64444,19.702,0,1,0,0,0.1,1,0,0.9,0
1.678,20.558,0,1,0,0,0.04,1,0,0.96,0
1.71156,21.671,0,1,0,0,0,1,0,1,0
1.74512,22.486,0,1,0,0,0,1,0,1,0
1.77868,23.285,0,1,0,0,0,1,0,1,0
1.81224,24.325,0,1,0,0,0,1,0,1,0
1.8458,25.079,0,1,0,0,0,1,0,1,0
1.87936,25.806,0,1,0,0,0,1,0,1,0
1.91292,26.868,0,1,0,0,0,1,0,1,0
1.94648,27.568,0,1,0,0,0,1,0,1,0
1.98004,28.502,0,1,0,0,0,1,0,1,0
2.0136,29.221,0,1,0,0,0,1,0,1,0
2.04716,29.929,0,1,0,0,0,1,0,1,0
2.08072,30.848,0,1,0,0,0,1,0,1,0
2.11428,31.53,0,1,0,0,0,1,0,1,0
2.14784,32.206,0,1,0,0,0,1,0,1,0
2.1814,33.093,0,1,0,0,0,1,0,1,0
2.21496,33.75,1,1,0,0,0,1,0,1,0
2.24852,34.398,1,1,0,0,0,1,0,1,0
2.28208,35.251,1,1,0,0,0,1,0,1,0
2.31564,35.882,1,1,0,0,0,1,0,1,0
2.3492,36.505,1,1,0,0,0,1,0,1,0
2.38276,37.326,1,1,0,0,0,1,0,1,0
2.41632,37.932,1,1,0,0,0,1,0,1,0
2.44988,38.53,1,1,0,0,0,1,0,1,0
2.48344,38.73,1,1,0,0,0,1,0,1,0
2.517,38.549,1,1,0,0,0,1,0,1,0
2.55056,38.754,1,1,0,0,0,1,0,1,0
2.58412,38.534,1,1,0,0,0,1,0,1,0
2.61768,38.746,1,1,0,0,0,1,0,1,0
2.65124,39.706,1,1,0,0,0,1,0,1,0
2.6848,37.039,1,1,0,0,0,1,0,1,0
2.71836,38.989,1,1,0,0,0,1,0,1,0
2.75192,39.063,1,1,0,0,0,1,0,1,0
2.78548,39.16,1,1,0,0,0,1,0,1,0
2.81904,39.316,1,1,0,0,0,1,0,1,0
2.8526,39.605,1,1,0,0,0,1,0,1,0
2.88616,39.897,1,1,0,0,0,1,0,1,0
2.91972,40.236,1,2,0,0,0,0.98,0,0.98,1
2.95328,40.791,1,2,0,0,0,0.9,0,0.9,1
2.98684,41.073,1,2,0,0,0,0.84,0,0.84,1
3.0204,41.671,1,2,0,0,0,0.76,0,0.76,1
3.05396,42.132,1,2,0,0,0,0.7,0,0.7,1
3.08752,42.586,1,2,0,0,0,0.64,0,0.64,1
3.12108,43.187,1,2,0,0,0,0.56,0,0.56,1
3.15464,43.635,1,2,0,0,0,0.5,0,0.5,1
3.1882,44.08,1,2,0,0,0,0.44,0,0.44,1
3.22176,44.668,1,2,0,0,0,0.36,0,0.36,1
3.25532,45.102,1,2,0,0,0,0.3,0,0.3,1
3.28888,45.551,1,2,0,0,0,0.24,0,0.24,1
3.32244,46.129,1,2,0,0,0,0.16,0,0.16,1
3.356,46.563,1,2,0,0,0,0.1,0,0.1,1
3.38956,46.998,1,2,0,0,0,0.04,0,0.04,1
3.42312,47.57,1,2,0,0,0,0,0,0,1
3.45668,48.003,1,2,0,0,0,0,0,0,1
3.49024,48.576,1,2,0,0,0,0,0,0,1
3.5238,49.004,1,2,0,0,0,0,0,0,1
3.55736,49.43,1,2,0,0,0,0,0,0,1
3.59092,49.996,1,2,0,0,0,0,0,0,1
3.62448,50.418,1,2,0,0,0,0,0,0,1
3.65804,50.839,1,2,0,0,0,0,0,0,1
3.6916,51.397,1,2,0,0,0,0,0,0,1
3.72516,51.814,1,2,0,0,0,0,0,0,1
3.75872,52.23,1,2,0,0,0,0,0,0,1
3.79228,52.781,1,2,0,0,0,0,0,0,1
3.82584,53.192,1,2,0,0,0,0,0,0,1
3.8594,53.602,1,2,0,0,0,0,0,0,1
3.89296,54.146,1,2,0,0,0,0,0,0,1
3.92652,54.552,2,2,0,0,0,0,0,0,1
3.96008,55.09,2,2,0,0,0,0,0,0,1
3.99364,55.493,2,2,0,0,0,0,0,0,1
4.0272,55.893,2,2,0,0,0,0,0,0,1
4.06076,56.425,2,2,0,0,0,0,0,0,1
4.09432,56.822,2,2,0,0,0,0,0,0,1
4.12788,57.217,2,2,0,0,0,0,0,0,1
4.16144,57.741,2,2,0,0,0,0,0,0,1
4.195,58.133,2,2,0,0,0,0,0,0,1
4.22856,58.523,2,2,0,0,0,0,0,0,1
4.26212,59.04,2,2,0,0,0,0,0,0,1
4.29568,59.426,2,2,0,0,0,0,0,0,1
4.32924,59.811,2,2,0,0,0,0,0,0,1
4.3628,60.321,2,2,0,0,0,0,0,0,1
4.39636,60.702,2,2,0,0,0,0,0,0,1
4.42992,61.081,2,2,0,0,0,0,0,0,1
4.46348,61.585,2,2,0,0,0,0,0,0,1
4.49704,61.961,2,2,0,0,0,0,0,0,1
4.5306,62.459,2,2,0,0,0,0,0,0,1
4.56416,62.831,2,2,0,0,0,0,0,0,1
4.59772,63.202,2,2,0,0,0,0,0,0,1
4.63128,63.693,2,2,0,0,0,0,0,0,1
4.66484,64.06,2,2,0,0,0,0,0,0,1
4.6984,64.426,2,2,0,0,0,0,0,0,1
4.73196,64.911,2,2,0,0,0,0,0,0,1
4.76552,65.272,2,2,0,0,0,0,0,0,1
4.79908,65.633,2,2,0,0,0,0,0,0,1
4.83264,66.111,2,2,0,0,0,0,0,0,1
4.8662,66.468,2,2,0,0,0,0,0,0,1
4.89976,66.823,2,2,0,0,0,0,0,0,1
4.93332,67.295,2,2,0,0,0,0,0,0,1
4.96688,67.647,2,2,0,0,0,0,0,0,1
5.00044,68.114,2,2,0,0,0,0,0,0,1
5.034,68.463,2,2,0,0,0,0,0,0,1
5.06756,68.81,2,2,0,0,0,0,0,0,1
5.10112,69.27,2,2,0,0,0,0,0,0,1
5.13468,69.614,2,2,0,0,0,0,0,0,1
5.16824,69.957,2,2,0,0,0,0,0,0,1
5.2018,70.408,2,2,0,0,0,0,0,0,1
5.23536,70.744,2,2,0,0,0,0,0,0,1
5.26892,71.08,2,2,0,0,0,0,0,0,1
5.30248,71.523,2,2,0,0,0,0,0,0,1
5.33604,71.853,2,2,0,0,0,0,0,0,1
5.3696,72.18,2,2,0,0,0,0,0,0,1
5.40316,72.612,2,2,0,0,0,0,0,0,1
5.43672,72.933,2,2,0,0,0,0,0,0,1
5.47028,73.357,2,2,0,0,0,0,0,0,1
5.50384,73.672,2,2,0,0,0,0,0,0,1
5.5374,73.985,2,2,0,0,0,0,0,0,1
5.57096,74.399,2,2,0,0,0,0,0,0,1
5.60452,74.706,2,2,0,0,0,0,0,0,1
5.63808,75.011,2,2,0,0,0,0,0,0,1
5.67164,75.414,2,2,0,0,0,0,0,0,1
5.7052,75.713,2,2,0,0,0,0,0,0,1
5.73876,76.01,2,2,0,0,0,0,0,0,1
5.77232,76.403,2,2,0,0,0,0,0,0,1
5.80588,76.695,2,2,0,0,0,0,0,0,1
5.83944,76.984,2,2,0,0,0,0,0,0,1
5.873,76.259,2,2,0,0,0,0,0,0,1
5.90656,78.064,2,2,0,0,0,0,0,0,1
5.94012,78.541,2,2,0,0,0,0,0,0,1
5.97368,78.805,2,2,0,0,0,0,0,0,1
6.00724,79.071,2,2,0,0,0,0,0,0,1
6.0408,79.425,2,2,0,0,0,0,0,0,1
6.07436,79.689,2,2,0,0,0,0,0,0,1
6.10792,79.953,2,2,0,0,0,0,0,0,1
6.14148,80.305,2,3,0,0,0,0,0,0,0
6.17504,80.568,2,3,0,0,0,0,0,0,0
6.2086,80.83,2,3,0,0,0,0,0,0,0
6.24216,81.18,2,3,0,0,0,0,0,0,0
6.27572,81.441,2,3,0,0,0,0,0,0,0
6.30928,81.702,2,3,0,0,0,0,0,0,0
6.34284,82.049,2,3,0,0,0,0,0,0,0
6.3764,82.309,2,3,0,0,0,0,0,0,0
6.40996,82.568,2,3,0,0,0,0,0,0,0
6.44352,82.913,2,3,0,0,0,0,0,0,0
6.47708,83.171,2,3,0,0,0,0,0,0,0
6.51064,83.515,2,3,0,0,0,0,0,0,0
6.5442,83.772,2,3,0,0,0,0,0,0,0
6.57776,84.028,2,3,0,0,0,0,0,0,0
6.61132,84.37,2,3,0,0,0,0,0,0,0
6.64488,84.625,2,3,0,0,0,0,0,0,0
6.67844,84.88,2,3,0,0,0,0,0,0,0
6.712,85.219,2,3,0,0,0,0,0,0,0
6.74556,85.473,2,3,0,0,0,0,0,0,0
6.77912,85.726,2,3,0,0,0,0,0,0,0
6.81268,86.063,2,3,0,0,0,0,0,0,0
6.84624,86.315,2,3,0,0,0,0,0,0,0
6.8798,86.567,2,3,0,0,0,0,0,0,0
6.91336,86.902,2,3,0,0,0,0,0,0,0
6.94692,87.153,2,3,0,0,0,0,0,0,0
6.98048,87.486,2,3,0,0,0,0,0,0,0
7.01404,87.735,2,3,0,0,0,0,0,0,0
7.0476,87.984,2,3,0,0,0,0,0,0,0
7.08116,88.316,2,3,0,0,0,0,0,0,0
7.11472,88.564,2,3,0,0,0,0,0,0,0
7.14828,88.811,3,3,0,0,0,0,0,0,0
7.18184,89.14,3,3,0,0,0,0,0,0,0
7.2154,89.386,3,3,0,0,0,0,0,0,0
7.24896,89.632,3,3,0,0,0,0,0,0,0
7.28252,89.959,3,3,0,0,0,0,0,0,0
7.31608,90.204,3,3,0,0,0,0,0,0,0
7.34964,90.448,3,3,0,0,0,0,0,0,0
7.3832,90.773,3,3,0,0,0,0,0,0,0
7.41676,91.016,3,3,0,0,0,0,0,0,0
7.45032,91.34,3,3,0,0,0,0,0,0,0
7.48388,91.582,3,3,0,0,0,0,0,0,0
7.51744,91.823,3,3,0,0,0,0,0,0,0
7.551,92.145,3,3,0,0,0,0,0,0,0
7.58456,92.385,3,3,0,0,0,0,0,0,0
7.61812,92.625,3,3,0,0,0,0,0,0,0
7.65168,92.944,3,3,0,0,0,0,0,0,0
7.68524,93.183,3,3,0,0,0,0,0,0,0
7.7188,93.422,3,3,0,0,0,0,0,0,0
7.75236,93.739,3,3,0,0,0,0,0,0,0
7.78592,93.976,3,3,0,0,0,0,0,0,0
7.81948,94.213,3,3,0,0,0,0,0,0,0
7.85304,94.528,3,3,0,0,0,0,0,0,0
7.8866,94.764,3,3,0,0,0,0,0,0,0
7.92016,95.078,3,3,0,0,0,0,0,0,0
7.95372,95.312,3,3,0,0,0,0,0,0,0
7.98728,95.547,3,3,0,0,0,0,0,0,0
8.02084,95.858,3,3,0,0,0,0,0,0,0
8.0544,96.092,3,3,0,0,0,0,0,0,0
8.08796,96.324,3,3,0,0,0,0,0,0,0
8.12152,96.634,3,3,0,0,0,0,0,0,0
8.15508,96.865,3,3,0,0,0,0,0,0,0
8.18864,97.097,3,3,0,0,0,0,0,0,0
8.2222,97.404,3,3,0,0,0,0,0,0,0
8.25576,97.634,3,3,0,0,0,0,0,0,0
8.28932,97.864,3,3,0,0,0,0,0,0,0
8.32288,98.169,3,3,0,0,0,0,0,0,0
8.35644,98.398,3,3,0,0,0,0,0,0,0
8.39,98.626,3,3,0,0,0,0,0,0,0
8.42356,98.93,3,3,0,0,0,0,0,0,0
8.45712,99.157,3,3,0,0,0,0,0,0,0
8.49068,99.459,3,3,0,0,0,0,0,0,0
8.52424,99.685,3,3,0,0,0,0,0,0,0
8.5578,99.91,3,3,0,0,0,0,0,0,0
8.59136,100.21,3,3,0,0,0,0,0,0,0
8.62492,100.435,3,3,0,0,0,0,0,0,0
8.65848,100.659,3,3,0,0,0,0,0,0,0
8.69204,100.957,3,3,0,0,0,0,0,0,0
8.7256,101.18,3,3,0,0,0,0,0,0,0
8.75916,101.403,3,3,0,0,0,0,0,0,0
8.79272,101.699,3,3,0,0,0,0,0,0,0
8.82628,101.92,3,3,0,0,0,0,0,0,0
8.85984,102.141,3,3,0,0,0,0,0,0,0
8.8934,102.436,3,3,0,0,0,0,0,0,0
8.92696,102.655,3,3,0,0,0,0,0,0,0
8.96052,102.948,3,3,0,0,0,0,0,0,0
8.99408,103.167,3,3,0,0,0,0,0,0,0
9.02764,103.386,3,3,0,0,0,0,0,0,0
9.0612,103.677,3,3,0,0,0,0,0,0,0
9.09476,103.894,3,3,0,0,0,0,0,0,0
9.12832,104.111,3,3,0,0,0,0,0,0,0
9.16188,104.4,3,3,0,0,0,0,0,0,0
9.19544,104.616,3,3,0,0,0,0,0,0,0
9.229,104.832,3,3,0,0,0,0,0,0,0
9.26256,105.119,3,3,0,0,0,0,0,0,0
9.29612,105.334,3,3,0,0,0,0,0,0,0
9.32968,105.548,3,3,0,0,0,0,0,0,0
9.36324,105.833,3,3,0,0,0,0,0,0,0
9.3968,106.047,3,3,0,0,0,0,0,0,0
9.43036,106.33,3,3,0,0,0,0,0,0,0
9.46392,106.543,3,3,0,0,0,0,0,0,0
9.49748,106.755,3,3,0,0,0,0,0,0,0
9.53104,107.036,3,3,0,0,0,0,0,0,0
9.5646,107.247,3,3,0,0,0,0,0,0,0
9.59816,107.458,3,3,0,0,0,0,0,0,0
9.63172,107.738,3,3,0,0,0,0,0,0,0
9.66528,107.947,3,3,0,0,0,0,0,0,0
9.69884,108.155,3,3,0,0,0,0,0,0,0
9.7324,108.432,3,3,0,0,0,0,0,0,0
9.76596,108.639,3,3,0,0,0,0,0,0,0
9.79952,108.846,3,3,0,0,0,0,0,0,0
9.83308,109.12,3,3,0,0,0,0,0,0,0
9.86664,109.324,3,3,0,0,0,0,0,0,0
9.9002,109.596,3,3,0,0,0,0,0,0,0
9.93376,109.799,3,3,0,0,0,0,0,0,0
9.96732,110.002,3,3,0,0,0,0,0,0,0
10.0009,110.27,3,3,0,0,0,0,0,0,0
10.0344,110.471,3,3,0,0,0,0,0,0,0
10.068,110.671,3,3,0,0,0,0,0,0,0
10.1016,110.936,3,3,0,0,0,0,0,0,0
10.1351,111.135,3,3,0,0,0,0,0,0,0
10.1687,111.332,3,3,0,0,0,0,0,0,0
10.2022,111.595,3,3,0,0,0,0,0,0,0
10.2358,111.791,3,3,0,0,0,0,0,0,0
10.2694,111.986,3,3,0,0,0,0,0,0,0
10.3029,112.245,3,3,0,0,0,0,0,0,0
10.3365,112.439,3,3,0,0,0,0,0,0,0
10.37,112.696,3,3,0,0,0,0,0,0,0
10.4036,112.888,3,3,0,0,0,0,0,0,0
10.4372,113.08,3,3,0,0,0,0,0,0,0
10.4707,113.334,3,3,0,0,0,0,0,0,0
10.5043,113.524,3,3,0,0,0,0,0,0,0
10.5378,113.713,3,3,0,0,0,0,0,0,0
10.5714,113.964,3,3,0,0,0,0,0,0,0
10.605,114.152,3,3,0,0,0,0,0,0,0
10.6385,114.339,3,3,0,0,0,0,0,0,0
10.6721,114.587,3,3,0,0,0,0,0,0,0
10.7056,114.772,3,3,0,0,0,0,0,0,0
10.7392,114.957,3,3,0,0,0,0,0,0,0
10.7728,115.202,3,3,0,0,0,0,0,0,0
10.8063,115.385,3,3,0,0,0,0,0,0,0
10.8399,115.568,3,3,0,0,0,0,0,0,0
10.8734,115.594,3,3,0,0,0,0,0,0,0
10.907,115.678,3,3,0,0,0,0,0,0,0
10.9406,115.687,3,3,0,0,0,0,0,0,0
10.9741,115.623,3,3,0,0,0,0,0,0,0
11.0077,115.497,3,3,0,0,0,0,0,0,0
11.0412,115.234,3,3,0,0,0,0,0,0,0
11.0748,114.973,3,3,0,0,0,0,0,0,0
11.1084,114.648,3,3,0,0,0,0,0,0,0
11.1419,114.146,3,3,0,0,0,0,0,0,0
11.1755,115.201,3,3,0,0,0,0,0,0,0
11.209,113.968,3,3,0,0,0,0,0,0,0
11.2426,114.051,3,3,0,0,0,0,0,0,0
11.2762,114.023,3,3,0,0,0,0,0,0,0
11.3097,114.074,3,3,0,0,0,0,0,0,0
11.3433,114.264,3,3,0,0,0,0,0,0,0
11.3768,114.237,3,3,0,0,0,0,0,0,0
11.4104,114.475,3,3,0,0,0,0,0,0,0
11.444,114.652,3,3,0,0,0,0,0,0,0
11.4775,114.829,3,3,0,0,0,0,0,0,0
11.5111,115.064,3,3,0,0,0,0,0,0,0
11.5446,115.24,3,3,0,0,0,0,0,0,0
11.5782,115.416,3,3,0,0,0,0,0,0,0
11.6118,115.65,3,3,0,0,0,0,0,0,0
11.6453,115.825,3,3,0,0,0,0,0,0,0
11.6789,116,3,3,0,0,0,0,0,0,0
11.7124,116.233,3,3,0,0,0,0,0,0,0
11.746,116.408,3,3,0,0,0,0,0,0,0
11.7796,116.582,3,3,0,0,0,0,0,0,0
11.8131,116.814,3,3,0,0,0,0,0,0,0
11.8467,116.988,3,3,0,0,0,0,0,0,0
11.8802,117.22,3,3,0,0,0,0,0,0,0
11.9138,117.393,3,3,0,0,0,0,0,0,0
11.9474,117.566,3,3,0,0,0,0,0,0,0
11.9809,117.797,3,3,0,0,0,0,0,0,0
12.0145,117.969,3,3,0,0,0,0,0,0,0
12.048,118.142,3,3,0,0,0,0,0,0,0
12.0816,118.371,3,3,0,0,0,0,0,0,0
12.1152,118.543,3,3,0,0,0,0,0,0,0
12.1487,118.714,3,3,0,0,0,0,0,0,0
12.1823,118.943,3,3,0,0,0,0,0,0,0
12.2158,119.114,3,3,0,0,0,0,0,0,0
12.2494,119.285,3,3,0,0,0,0,0,0,0
12.283,119.513,3,3,0,0,0,0,0,0,0
12.3165,119.683,3,3,0,0,0,0,0,0,0
12.3501,119.91,3,3,0,0,0,0,0,0,0
12.3836,120.08,3,4,0,0,0,0,0,0,0
12.4172,120.249,3,4,0,0,0,0.06,0,0.06,0
12.4508,120.475,3,4,0,0,0,0.14,0,0.14,0
12.4843,120.644,3,4,0,0,0,0.2,0,0.2,0
12.5179,120.813,3,4,0,0,0,0.26,0,0.26,0
12.5514,121.038,3,4,0,0,0,0.34,0,0.34,0
12.585,121.207,3,4,0,0,0,0.4,0,0.4,0
12.6186,121.375,3,4,0,0,0,0.46,0,0.46,0
12.6521,121.599,3,4,0,0,0,0.54,0,0.54,0
12.6857,121.766,3,4,0,0,0,0.6,0,0.6,0
12.7192,121.934,3,4,0,0,0,0.66,0,0.66,0
12.7528,122.157,3,4,0,0,0,0.74,0,0.74,0
12.7864,122.324,3,4,0,0,0,0.8,0,0.8,0
12.8199,122.49,3,4,0,0,0,0.86,0,0.86,0
12.8535,122.712,3,4,0,0,0,0.94,0,0.94,0
12.887,122.879,3,4,0,0,0,1,0,1,0
12.9206,123.1,3,4,0,0,0,1,0,1,0
12.9542,123.266,3,4,0,0,0,1,0,1,0
12.9877,123.431,3,4,0,0,0,1,0,1,0
13.0213,123.652,3,4,0,0,0,1,0,1,0
13.0548,123.817,3,4,0,0,0,1,0,1,0
13.0884,123.981,3,4,0,0,0,1,0,1,0
13.122,124.201,3,4,0,0,0,1,0,1,0
13.1555,124.365,3,4,0,0,0,1,0,1,0
13.1891,124.529,3,4,0,0,0,1,0,1,0
13.2226,124.748,3,4,0,0,0,1,0,1,0
13.2562,124.911,3,4,0,0,0,1,0,1,0
13.2898,125.075,3,4,0,0,0,1,0,1,0
13.3233,125.292,3,4,0,0,0,1,0,1,0
13.3569,125.455,3,4,0,0,0,1,0,1,0
13.3904,125.672,4,4,0,0,0,1,0,1,0
13.424,125.834,4,4,0,0,0,1,0,1,0
13.4576,125.996,4,4,0,0,0,1,0,1,0
13.4911,126.212,4,4,0,0,0,1,0,1,0
13.5247,126.374,4,4,0,0,0,1,0,1,0
13.5582,126.535,4,4,0,0,0,1,0,1,0
13.5918,126.75,4,4,0,0,0,1,0,1,0
13.6254,126.911,4,4,0,0,0,1,0,1,0
13.6589,127.072,4,4,0,0,0,1,0,1,0
13.6925,127.286,4,4,0,0,0,1,0,1,0
13.726,127.446,4,4,0,0,0,1,0,1,0
13.7596,127.606,4,4,0,0,0,1,0,1,0
13.7932,127.819,4,4,0,0,0,1,0,1,0
13.8267,127.978,4,4,0,0,0,1,0,1,0
13.8603,128.191,4,4,0,0,0,1,0,1,0
13.8938,128.35,4,4,0,0,0,1,0,1,0
13.9274,128.509,4,4,0,0,0,1,0,1,0
13.961,128.72,4,4,0,0,0,1,0,1,0
13.9945,128.878,4,4,0,0,0,1,0,1,0
14.0281,129.036,4,4,0,0,0,1,0,1,0
14.0616,129.247,4,4,0,0,0,1,0,1,0
14.0952,129.405,4,4,0,0,0,1,0,1,0
14.1288,129.562,4,4,0,0,0,1,0,1,0
14.1623,129.772,4,4,0,0,0,1,0,1,0
14.1959,129.928,4,4,0,0,0,1,0,1,0
14.2294,130.085,4,4,0,0,0,1,0,1,0
14.263,130.294,4,4,0,0,0,1,0,1,0
14.2966,130.45,4,4,0,0,0,1,0,1,0
14.3301,130.658,4,4,0,0,0,1,0,1,0
14.3637,130.814,4,4,0,0,0,1,0,1,0
14.3972,130.969,4,4,0,0,0,1,0,1,0
14.4308,131.176,4,4,0,0,0,1,0,1,0
14.4644,131.331,4,4,0,0,0,1,0,1,0
14.4979,131.486,4,4,0,0,0,1,0,1,0
14.5315,131.692,4,4,0,0,0,1,0,1,0
14.565,131.846,4,4,0,0,0,1,0,1,0
14.5986,132.001,4,4,0,0,0,1,0,1,0
14.6322,132.206,4,4,0,0,0,1,0,1,0
14.6657,132.359,4,4,0,0,0,1,0,1,0
14.6993,132.513,4,4,0,0,0,1,0,1,0
14.7328,132.717,4,4,0,0,0,1,0,1,0
14.7664,132.87,4,4,0,0,0,1,0,1,0
14.8,133.023,4,4,0,0,0,1,0,1,0
14.8335,133.226,4,4,0,0,0,1,0,1,0
14.8671,133.378,4,4,0,0,0,1,0,1,0
14.9006,133.581,4,4,0,0,0,1,0,1,0
14.9342,133.733,4,4,0,0,0,1,0,1,0
14.9678,133.885,4,4,0,0,0,1,0,1,0
15.0013,134.086,4,4,0,0,0,1,0,1,0
15.0349,134.237,4,4,0,0,0,1,0,1,0
15.0684,134.388,4,4,0,0,0,1,0,1,0
15.102,134.589,4,4,0,0,0,1,0,1,0
15.1356,134.74,4,4,0,0,0,1,0,1,0
15.1691,134.89,4,4,0,0,0,1,0,1,0
15.2027,135.09,4,4,0,0,0,1,0,1,0
15.2362,135.24,4,4,0,0,0,1,0,1,0
15.2698,135.389,4,4,0,0,0,1,0,1,0
15.3034,135.588,4,4,0,0,0,1,0,1,0
15.3369,135.737,4,4,0,0,0,1,0,1,0
15.3705,135.936,4,4,0,0,0,1,0,1,0
15.404,136.084,4,4,0,0,0,1,0,1,0
15.4376,136.233,4,4,0,0,0,1,0,1,0
15.4712,136.43,4,4,0,0,0,1,0,1,0
15.5047,136.578,4,4,0,0,0,1,0,1,0
15.5383,136.726,4,4,0,0,0,1,0,1,0
15.5718,136.922,4,4,0,0,0,1,0,1,0
15.6054,137.07,4,4,0,0,0,1,0,1,0
15.639,137.217,4,4,0,0,0,1,0,1,0
15.6725,137.413,4,4,0,0,0,1,0,1,0
15.7061,137.559,4,4,0,0,0,1,0,1,0
15.7396,137.706,4,4,0,0,0,1,0,1,0
15.7732,137.9,4,4,0,0,0,1,0,1,0
15.8068,138.046,4,4,0,0,0,1,0,1,0
15.8403,138.241,4,4,0,0,0,1,0,1,0
15.8739,138.386,4,4,0,0,0,1,0,1,0
15.9074,138.531,4,4,0,0,0,1,0,1,0
15.941,138.725,4,4,0,0,0,1,0,1,0
15.9746,138.87,4,4,0,0,0,1,0,1,0
16.0081,139.014,4,4,0,0,0,1,0,1,0
16.0417,139.207,4,4,0,0,0,1,0,1,0
16.0752,139.351,4,4,0,0,0,1,0,1,0
16.1088,139.495,4,4,0,0,0,1,0,1,0
16.1424,139.687,4,4,0,0,0,1,0,1,0
16.1759,139.83,4,4,0,0,0,1,0,1,0
16.2095,139.974,4,4,0,0,0,1,0,1,0
16.243,140.164,4,4,0,0,0,1,0,1,0
16.2766,140.307,4,4,0,0,0,1,0,1,0
16.3102,140.497,4,4,0,0,0,1,0,1,0
16.3437,140.64,4,4,0,0,0,1,0,1,0
16.3773,140.782,4,4,0,0,0,1,0,1,0
16.4108,140.971,4,4,0,0,0,1,0,1,0
16.4444,141.113,4,4,0,0,0,1,0,1,0
16.478,141.255,4,4,0,0,0,1,0,1,0
16.5115,141.443,4,4,0,0,0,1,0,1,0
16.5451,141.584,4,4,0,0,0,1,0,1,0
16.5786,141.725,4,4,0,0,0,1,0,1,0
16.6122,141.913,4,4,0,0,0,1,0,1,0
16.6458,142.053,4,4,0,0,0,1,0,1,0
16.6793,142.194,4,4,0,0,0,1,0,1,0
16.7129,142.38,4,4,0,0,0,1,0,1,0
16.7464,142.52,4,4,0,0,0,1,0,1,0
16.78,142.66,4,4,0,0,0,1,0,1,0
16.8136,142.846,4,4,0,0,0,1,0,1,0
16.8471,142.985,4,4,0,0,0,1,0,1,0
16.8807,143.17,4,4,0,0,0,1,0,1,0
