"Time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8[1]","Out8[2]","Out9","Out10","Out11"
0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,6.000000000000000E+00
1.000000000000000E-01,0.000000000000000E+00,9.983341664682800E-02,1,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,9.983341664682800E-02,0.000000000000000E+00,0.000000000000000E+00,1.996668332935900E-02,6.000000000000000E+00
2.000000000000000E-01,0.000000000000000E+00,1.986693307950600E-01,2,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,1.986693307950600E-01,0.000000000000000E+00,0.000000000000000E+00,3.973386615899800E-02,6.000000000000000E+00
3.000000000000000E-01,0.000000000000000E+00,2.955202066613400E-01,3,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,0.000000000000000E+00,2.955202066613400E-01,0.000000000000000E+00,1.986693307949000E-01,5.910404133224500E-02,6.000000000000000E+00
4.000000000000000E-01,0.000000000000000E+00,3.894183423086500E-01,4,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,2.955202066612200E-01,3.894183423086500E-01,0.000000000000000E+00,1.986693307949000E-01,7.788366846169800E-02,6.000000000000000E+00
5.000000000000000E-01,0.000000000000000E+00,4.794255386042000E-01,5,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,2.955202066612200E-01,4.794255386042000E-01,0.000000000000000E+00,3.894183423082400E-01,9.588510772079900E-02,6.000000000000000E+00
6.000000000000000E-01,0.000000000000000E+00,5.646424733950400E-01,6,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,2.955202066612200E-01,5.646424733950400E-01,0.000000000000000E+00,3.894183423082400E-01,1.129284946789600E-01,6.000000000000000E+00
7.000000000000000E-01,0.000000000000000E+00,6.442176872376900E-01,7,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,5.646424733947800E-01,6.442176872376900E-01,0.000000000000000E+00,5.646424733943000E-01,1.288435374474800E-01,6.000000000000000E+00
8.000000000000000E-01,0.000000000000000E+00,7.173560908995200E-01,8,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,5.646424733947800E-01,7.173560908995200E-01,0.000000000000000E+00,5.646424733943000E-01,1.434712181798400E-01,6.000000000000000E+00
9.000000000000000E-01,0.000000000000000E+00,7.833269096274800E-01,9,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,5.646424733947800E-01,7.833269096274800E-01,0.000000000000000E+00,7.173560908984200E-01,1.566653819254200E-01,6.000000000000000E+00
1.000000000000000E+00,1.000000000000000E+00,8.414709848078999E-01,10,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,7.833269096271001E-01,8.414709848078999E-01,1.000000000000000E+00,7.173560908984200E-01,1.682941969614900E-01,6.000000000000000E+00
1.100000000000000E+00,1.000000000000000E+00,8.912073600614400E-01,10,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,7.833269096271001E-01,8.912073600614400E-01,1.000000000000000E+00,8.414709848064000E-01,1.782414720122000E-01,6.000000000000000E+00
1.200000000000000E+00,1.000000000000000E+00,9.320390859672300E-01,11,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,7.833269096271001E-01,9.320390859672300E-01,1.000000000000000E+00,8.414709848064000E-01,1.864078171933500E-01,6.000000000000000E+00
1.300000000000000E+00,1.000000000000000E+00,9.635581854171900E-01,11,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,9.320390859667400E-01,9.635581854171900E-01,1.000000000000000E+00,9.320390859653400E-01,1.927116370833400E-01,6.000000000000000E+00
1.400000000000000E+00,1.000000000000000E+00,9.854497299884600E-01,11,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,9.320390859667400E-01,9.854497299884600E-01,1.000000000000000E+00,9.320390859653400E-01,1.970899459975900E-01,6.000000000000000E+00
1.500000000000000E+00,1.000000000000000E+00,9.974949866040500E-01,11,0,12,12,1.000000000000000E+00,1.000000000000000E-01,0.000000000000000E+00,0.000000000000000E+00,1.000000000000000E+00,0.000000000000000E+00,9.320390859667400E-01,9.974949866040500E-01,1.000000000000000E+00,9.854497299862400E-01,1.994989973207100E-01,6.000000000000000E+00
