"time","speedVal2","axlePosition"
2.2,0,0
2.2229,0,0
2.24707,0,0
2.25,0,0
2.25,0,0
2.27123,0,0
2.29539,0,0
2.3,0,0
2.3,0,0
2.31955,0,0
2.34371,0,0
2.35,0,0
2.35,0,0
2.36788,0,0
2.39204,0,0
2.4,0,0
2.4,0,0
2.4162,0,0
2.44036,0,0
2.45,0,0
2.45,0,0
2.46452,0,0
2.48869,0,0
2.5,0,0
2.5,0,0
2.51285,0,0
2.53701,0,0
2.55,0,0
2.55,0,0
2.56117,0,0
2.58533,0,0
2.6,0,0
2.6,0,0
2.6095,0,0
2.63366,0,0
2.65,0,0
2.65,0,0
2.65782,0,0
2.68198,0,0
2.7,0,0
2.7,0,0
2.70614,0,0
2.73031,0,0
2.75,0,0
2.75,0,0
2.75447,0,0
2.77863,0,0
2.8,0,0
2.8,0,0
2.80279,0,0
2.82695,0,0
2.85,0,0
2.85,0,0
2.85112,0,0
2.87528,0,0
2.89944,0,0
2.9,0,0
2.9,0,0
2.9236,0,0
2.94776,0,0
2.95,0,0
2.95,0,0
2.97193,0,0
2.99609,0,0
3,0,0
3,0,0
3,0,0
3.02025,0,0
3.04441,0,0
3.05,0,0
3.05,0,0
3.06857,0,0
3.09274,0,0
3.1,0,0
3.1,0,0
3.1169,0,0
3.14106,0,0
3.15,0,0
3.15,0,0
3.16522,0,0
3.18938,0,0
3.2,0,0
3.2,0,0
3.21355,0,0
3.23771,0,0
3.25,0,0
3.25,0,0
3.26187,0,0
3.28603,0,0
3.3,0,0
3.3,0,0
3.31019,0,0
3.33436,0,0
3.35,0,0
3.35,0,0
3.35852,0,0
3.38268,0,0
3.4,0,0
3.4,0,0
3.40684,0,0
3.431,0,0
3.45,0,0
3.45,0,0
3.45517,0,0
3.47933,0,0
3.5,0,0
3.5,0,0
3.50349,0,0
3.52765,0,0
3.55,0,0
3.55,0,0
3.55181,0,0
3.57598,0,0
3.6,0,0
3.6,0,0
3.60014,0,0
3.6243,0,0
3.64846,0,0
3.65,0,0
3.65,0,0
3.67262,0,0
3.69679,0,0
3.7,0,0
3.7,0,0
3.72095,0,0
3.74511,0,0
3.75,0,0
3.75,0,0
3.76927,0,0
3.79343,0,0
3.8,0,0
3.8,0,0
3.8176,0,0
3.84176,0,0
3.85,0,0
3.85,0,0
3.86592,0,0
3.89008,0,0
3.9,0,0
3.9,0,0
3.91424,0,0
3.93841,0,0
3.95,0,0
3.95,0,0
3.96257,0,0
3.98673,0,0
4,0,0
4,0,0
4,0,0
4.01089,0,0
4.03505,0,0
4.05,0,0
4.05,0,0
4.05922,0,0
4.08338,0,0
4.1,0,0
4.1,0,0
4.10754,0,0
4.1317,0,0
4.15,0,0
4.15,0,0
4.15586,0,0
4.18003,0,0
4.2,0,0
4.2,0,0
4.20419,0,0
4.22835,0,0
4.25,0,0
4.25,0,0
4.25251,0,0
4.27667,0,0
4.3,0,0
4.3,0,0
4.30084,0,0
4.325,0,0
4.34916,0,0
4.35,0,0
4.35,0,0
4.37332,0,0
4.39748,0,0
4.4,0,0
4.4,0,0
4.42165,0,0
4.44581,0,0
4.45,0,0
4.45,0,0
4.46997,0,0
4.49413,0,0
4.5,0,0
4.5,0,0
4.51829,0,0
4.54246,0,0
4.55,0,0
4.55,0,0
4.56662,0,0
4.59078,0,0
4.6,0,0
4.6,0,0
4.61494,0,0
4.6391,0,0
4.65,0,0
4.65,0,0
4.66327,0,0
4.68743,0,0
4.7,0,0
4.7,0,0
4.71159,0,0
4.73575,0,0
4.75,0,0
4.75,0,0
4.75991,0,0
4.78408,0,0
4.8,0,0
4.8,0,0
4.80824,0,0
4.8324,0,0
4.85,0,0
4.85,0,0
4.85656,0,0
4.88072,0,0
4.9,0,0
4.9,0,0
4.90489,0,0
4.92905,0,0
4.95,0,0
4.95,0,0
4.95321,0,0
4.97737,0,0
5,0,0
5,0,0
5,0,0
5.00153,0,0
5.0257,0,0
5.04986,0,0
5.05,0,0
5.05,0,0
5.07402,0,0
5.09818,0,0
5.1,0,0
5.1,0,0
5.12234,0,0
5.14651,0,0
5.15,0,0
5.15,0,0
5.17067,0,0
5.19483,0,0
5.2,0,0
5.2,0,0
5.21899,0,0
5.24315,0,0
5.25,0,0
5.25,0,0
5.26732,0,0
5.29148,0,0
5.3,0,0
5.3,0,0
5.31564,0,0
5.3398,0,0
5.35,0,0
5.35,0,0
5.36396,0,0
5.38813,0,0
5.4,0,0
5.4,0,0
5.41229,0,0
5.43645,0,0
5.45,0,0
5.45,0,0
5.46061,0,0
5.48477,0,0
5.5,0,0
5.5,0,0
5.50894,0,0
5.5331,0,0
5.55,0,0
5.55,0,0
5.55726,0,0
5.58142,0,0
5.6,0,0
5.6,0,0
5.60558,0,0
5.62975,0,0
5.65,0,0
5.65,0,0
5.65391,0,0
5.67807,0,0
5.7,0,0
5.7,0,0
5.70223,0,0
5.72639,0,0
5.75,0,0
5.75,0,0
5.75056,0,0
5.77472,0,0
5.79888,0,0
5.8,0,0
5.8,0,0
5.82304,0,0
5.8472,0,0
5.85,0,0
5.85,0,0
5.87137,0,0
5.89553,0,0
5.9,0,0
5.9,0,0
5.91969,0,0
5.94385,0,0
5.95,0,0
5.95,0,0
5.96801,0,0
5.99218,0,0
6,0,0
6,0,0
6,0,0
6.01634,0,0
6.0405,0,0
6.05,0,0
6.05,500,10
6.06466,500,10
6.08882,500,10
6.1,500,10
6.1,1000,20
6.11299,1000,20
6.13715,1000,20
6.15,1000,20
6.15,1500,30
6.16131,1500,30
6.18547,1500,30
6.2,1500,30
6.2,2000,40
6.20963,2000,40
6.2338,2000,40
6.25,2000,40
6.25,2500,50
6.25796,2500,50
6.28212,2500,50
6.3,2500,50
6.3,3000,60
6.30628,3000,60
6.33044,3000,60
6.35,3000,60
6.35,3500,70
6.35461,3500,70
6.37877,3500,70
6.4,3500,70
6.4,4000,80
6.40293,4000,80
6.42709,4000,80
6.45,4000,80
6.45,4500,80
6.45125,4500,80
6.47542,4500,80
6.49958,4500,80
6.5,4500,80
6.5,5000,85
6.52374,5000,85
6.5479,5000,85
6.55,5000,85
6.55,5000,90
6.57206,5000,90
6.59623,5000,90
6.6,5000,90
6.6,5000,95
6.62039,5000,95
6.64455,5000,95
6.65,5000,95
6.65,5000,100
6.66871,5000,100
6.69287,5000,100
6.7,5000,100
6.7,5000,100
6.71704,5000,100
6.7412,5000,100
6.75,5000,100
6.75,5000,95
6.76536,5000,95
6.78952,5000,95
6.8,5000,95
6.8,5000,85
6.81368,5000,85
6.83785,5000,85
6.85,5000,85
6.85,5000,75
6.86201,5000,75
6.88617,5000,75
6.9,5000,75
6.9,5000,65
6.91033,5000,65
6.93449,5000,65
6.95,5000,65
6.95,5000,55
6.95866,5000,55
6.98282,5000,55
7,5000,55
7,5000,45
7,5000,45
7.00698,5000,45
7.03114,5000,45
7.05,5000,45
7.05,5000,35
7.0553,5000,35
7.07947,5000,35
7.1,5000,35
7.1,5000,25
7.10363,5000,25
7.12779,5000,25
7.15,5000,25
7.15,4500,25
7.15195,4500,25
7.17611,4500,25
7.2,4500,25
7.2,4000,20
7.20028,4000,20
7.22444,4000,20
7.2486,4000,20
7.25,4000,20
7.25,3500,15
7.27276,3500,15
7.29692,3500,15
7.3,3500,15
7.3,3000,10
7.32109,3000,10
7.34525,3000,10
7.35,3000,10
7.35,2500,5
7.36941,2500,5
7.39357,2500,5
7.4,2500,5
7.4,2000,0
7.41773,2000,0
7.4419,2000,0
7.45,2000,0
7.45,1500,0
7.46606,1500,0
7.49022,1500,0
7.5,1500,0
7.5,1000,0
7.51438,1000,0
7.53854,1000,0
7.55,1000,0
7.55,500,0
7.56271,500,0
7.58687,500,0
7.6,500,0
7.6,0,0
7.61103,0,0
7.63519,0,0
7.65,0,0
7.65,0,0
7.65935,0,0
7.68352,0,0
7.7,0,0
7.7,0,0
7.70768,0,0
7.73184,0,0
7.75,0,0
7.75,0,0
7.756,0,0
7.78016,0,0
7.8,0,0
7.8,0,0
7.80433,0,0
7.82849,0,0
7.85,0,0
7.85,0,0
7.85265,0,0
7.87681,0,0
7.9,0,0
7.9,0,0
7.90097,0,0
7.92514,0,0
7.9493,0,0
7.95,0,0
7.95,0,0
7.97346,0,0
7.99762,0,0
8,0,0
8,0,0
8,0,0
8.02178,0,0
8.04595,0,0
8.05,0,0
8.05,0,0
8.07011,0,0
8.09427,0,0
8.1,0,0
8.1,0,0
8.11843,0,0
8.14259,0,0
8.15,0,0
8.15,0,0
8.16676,0,0
8.19092,0,0
8.2,0,0
8.2,0,0
8.21508,0,0
8.23924,0,0
8.25,0,0
8.25,0,0
8.2634,0,0
8.28757,0,0
8.3,0,0
8.3,0,0
8.31173,0,0
8.33589,0,0
8.35,0,0
8.35,0,0
8.36005,0,0
8.38421,0,0
8.4,0,0
8.4,0,0
8.40838,0,0
8.43254,0,0
8.45,0,0
8.45,0,0
8.4567,0,0
8.48086,0,0
8.5,0,0
8.5,0,0
8.50502,0,0
8.52919,0,0
8.55,0,0
8.55,0,0
8.55335,0,0
8.57751,0,0
8.6,0,0
8.6,0,0
8.60167,0,0
8.62583,0,0
8.65,0,0
8.65,0,0
8.65,0,0
8.67416,0,0
8.69832,0,0
8.7,0,0
8.7,0,0
8.72248,0,0
8.74664,0,0
8.75,0,0
8.75,0,0
8.77081,0,0
8.79497,0,0
8.8,0,0
8.8,0,0
8.81913,0,0
8.84329,0,0
8.85,0,0
8.85,0,0
8.86745,0,0
8.89162,0,0
8.9,0,0
8.9,0,0
8.91578,0,0
8.93994,0,0
8.95,0,0
8.95,0,0
8.9641,0,0
8.98826,0,0
9,0,0
9,0,0
9,0,0
9.01243,0,0
9.03659,0,0
9.05,0,0
9.05,0,0
9.06075,0,0
9.08491,0,0
9.1,0,0
9.1,0,0
9.10907,0,0
9.13324,0,0
9.15,0,0
9.15,0,0
9.1574,0,0
9.18156,0,0
9.2,0,0
9.2,0,0
9.20572,0,0
9.22988,0,0
9.25,0,0
9.25,0,0
9.25405,0,0
9.27821,0,0
9.3,0,0
9.3,0,0
9.30237,0,0
9.32653,0,0
9.35,0,0
9.35,0,0
9.35069,0,0
9.37486,0,0
9.39902,0,0
9.4,0,0
9.4,0,0
9.42318,0,0
9.44734,0,0
9.45,0,0
9.45,0,0
9.4715,0,0
9.49567,0,0
9.5,0,0
9.5,0,0
9.51983,0,0
9.54399,0,0
9.55,0,0
9.55,0,0
9.56815,0,0
9.59231,0,0
9.6,0,0
9.6,0,0
9.61648,0,0
9.64064,0,0
9.65,0,0
9.65,0,0
9.6648,0,0
9.68896,0,0
9.7,0,0
9.7,0,0
9.71312,0,0
9.73729,0,0
9.75,0,0
9.75,0,0
9.76145,0,0
9.78561,0,0
9.8,0,0
9.8,0,0
9.80977,0,0
9.83393,0,0
9.85,0,0
9.85,0,0
9.8581,0,0
9.88226,0,0
9.9,0,0
9.9,0,0
9.90642,0,0
9.93058,0,0
9.95,0,0
9.95,0,0
9.95474,0,0
9.97891,0,0
10,0,0
10,0,0
10.0031,0,0
10.0272,0,0
10.05,0,0
10.05,0,0
10.0514,0,0
10.0756,0,0
10.0997,0,0
10.1,0,0
10.1,0,0
10.1239,0,0
10.148,0,0
10.15,0,0
10.15,500,10
10.1722,500,10
10.1964,500,10
10.2,500,10
10.2,1000,20
10.2205,1000,20
10.2447,1000,20
10.25,1000,20
10.25,1500,30
10.2689,1500,30
10.293,1500,30
10.3,1500,30
10.3,2000,40
10.3172,2000,40
10.3413,2000,40
10.35,2000,40
10.35,2500,50
10.3655,2500,50
10.3897,2500,50
10.4,2500,50
10.4,3000,60
10.4138,3000,60
10.438,3000,60
10.45,3000,60
10.45,3500,70
10.4621,3500,70
10.4863,3500,70
10.5,3500,70
10.5,4000,80
10.5105,4000,80
10.5346,4000,80
10.55,4000,80
10.55,4500,80
10.5588,4500,80
10.583,4500,80
10.6,4500,80
10.6,5000,85
10.6071,5000,85
10.6313,5000,85
10.65,5000,85
10.65,5000,90
10.6554,5000,90
10.6796,5000,90
10.7,5000,90
10.7,5000,95
10.7038,5000,95
10.7279,5000,95
10.75,5000,95
10.75,5000,100
10.7521,5000,100
10.7763,5000,100
10.8,5000,100
10.8,5000,100
10.8004,5000,100
10.8246,5000,100
10.8487,5000,100
10.85,5000,100
10.85,5000,95
10.8729,5000,95
10.8971,5000,95
10.9,5000,95
10.9,5000,85
10.9212,5000,85
10.9454,5000,85
10.95,5000,85
10.95,5000,75
10.9695,5000,75
10.9937,5000,75
11,5000,75
11,5000,65
11.0179,5000,65
11.042,5000,65
11.05,5000,65
11.05,5000,55
11.0662,5000,55
11.0904,5000,55
11.1,5000,55
11.1,5000,45
11.1145,5000,45
11.1387,5000,45
11.15,5000,45
11.15,5000,35
11.1628,5000,35
11.187,5000,35
11.2,5000,35
11.2,5000,25
11.2112,5000,25
11.2353,5000,25
11.25,5000,25
11.25,4500,25
11.2595,4500,25
11.2837,4500,25
11.3,4500,25
11.3,4000,20
11.3078,4000,20
11.332,4000,20
11.35,4000,20
11.35,3500,15
11.3561,3500,15
11.3803,3500,15
11.4,3500,15
11.4,3000,10
11.4045,3000,10
11.4286,3000,10
11.45,3000,10
11.45,2500,5
11.4528,2500,5
11.4769,2500,5
11.5,2500,5
11.5,2000,0
11.5011,2000,0
11.5253,2000,0
11.5494,2000,0
11.55,2000,0
11.55,1500,0
11.5736,1500,0
11.5978,1500,0
11.6,1500,0
11.6,1000,0
11.6219,1000,0
11.6461,1000,0
11.65,1000,0
11.65,500,0
11.6702,500,0
11.6944,500,0
11.7,500,0
11.7,0,0
11.7186,0,0
11.7427,0,0
11.75,0,0
11.75,0,0
11.7669,0,0
11.7911,0,0
11.8,0,0
11.8,0,0
11.8152,0,0
11.8394,0,0
11.85,0,0
11.85,0,0
11.8635,0,0
11.8877,0,0
11.9,0,0
11.9,0,0
11.9119,0,0
11.936,0,0
11.95,0,0
11.95,0,0
11.9602,0,0
11.9844,0,0
12,0,0
12,0,0
12.0085,0,0
12.0327,0,0
12.05,0,0
12.05,0,0
12.0568,0,0
12.081,0,0
12.081,0,0
