"time","yRising","yFalling","yEither"
0,0,0,0
0.02,0,0,0
0.04,0,0,0
0.06,0,0,0
0.08,0,0,0
0.1,0,0,0
0.12,0,0,0
0.14,0,0,0
0.16,0,0,0
0.18,0,0,0
0.2,0,0,0
0.22,0,0,0
0.24,0,0,0
0.261,0,0,0
0.281,0,0,0
0.301,0,0,0
0.321,0,0,0
0.341,0,0,0
0.361,0,0,0
0.381,0,0,0
0.401,0,0,0
0.421,0,0,0
0.441,0,0,0
0.461,0,0,0
0.481,0,0,0
0.502,-0.756802,0,-0.756802
0.522,-0.756802,0,-0.756802
0.542,-0.756802,0,-0.756802
0.562,-0.756802,0,-0.756802
0.582,-0.756802,0,-0.756802
0.602,-0.756802,0,-0.756802
0.622,-0.756802,0,-0.756802
0.642,-0.756802,0,-0.756802
0.662,-0.756802,0,-0.756802
0.682,-0.756802,0,-0.756802
0.702,-0.756802,0,-0.756802
0.722,-0.756802,0,-0.756802
0.742,-0.756802,0,-0.756802
0.762,-0.756802,0,-0.756802
0.782,-0.756802,0,-0.756802
0.802,-0.756802,0,-0.756802
0.822,-0.756802,0,-0.756802
0.842,-0.756802,0,-0.756802
0.862,-0.756802,0,-0.756802
0.882,-0.756802,0,-0.756802
0.902,-0.756802,0,-0.756802
0.922,-0.756802,0,-0.756802
0.942,-0.756802,0,-0.756802
0.962,-0.756802,0,-0.756802
0.982,-0.756802,0,-0.756802
1.003,-0.756802,0.989358,0.989358
1.024,-0.756802,0.989358,0.989358
1.045,-0.756802,0.989358,0.989358
1.066,-0.756802,0.989358,0.989358
1.087,-0.756802,0.989358,0.989358
1.108,-0.756802,0.989358,0.989358
1.129,-0.756802,0.989358,0.989358
1.15,-0.756802,0.989358,0.989358
1.171,-0.756802,0.989358,0.989358
1.192,-0.756802,0.989358,0.989358
1.213,-0.756802,0.989358,0.989358
1.234,-0.756802,0.989358,0.989358
1.255,-0.756802,0.989358,0.989358
1.276,-0.756802,0.989358,0.989358
1.297,-0.756802,0.989358,0.989358
1.318,-0.756802,0.989358,0.989358
1.339,-0.756802,0.989358,0.989358
1.36,-0.756802,0.989358,0.989358
1.381,-0.756802,0.989358,0.989358
1.402,-0.756802,0.989358,0.989358
1.423,-0.756802,0.989358,0.989358
1.444,-0.756802,0.989358,0.989358
1.465,-0.756802,0.989358,0.989358
1.486,-0.756802,0.989358,0.989358
1.507,-0.529805,0.989358,-0.529805
1.528,-0.529805,0.989358,-0.529805
1.549,-0.529805,0.989358,-0.529805
1.57,-0.529805,0.989358,-0.529805
1.591,-0.529805,0.989358,-0.529805
1.612,-0.529805,0.989358,-0.529805
1.633,-0.529805,0.989358,-0.529805
1.654,-0.529805,0.989358,-0.529805
1.675,-0.529805,0.989358,-0.529805
1.696,-0.529805,0.989358,-0.529805
1.717,-0.529805,0.989358,-0.529805
1.738,-0.529805,0.989358,-0.529805
1.759,-0.529805,0.989358,-0.529805
1.78,-0.529805,0.989358,-0.529805
1.801,-0.529805,0.989358,-0.529805
1.822,-0.529805,0.989358,-0.529805
1.843,-0.529805,0.989358,-0.529805
1.864,-0.529805,0.989358,-0.529805
1.885,-0.529805,0.989358,-0.529805
1.906,-0.529805,0.989358,-0.529805
1.927,-0.529805,0.989358,-0.529805
1.948,-0.529805,0.989358,-0.529805
1.969,-0.529805,0.989358,-0.529805
1.99,-0.529805,0.989358,-0.529805
2.011,-0.529805,-0.295555,-0.295555
2.032,-0.529805,-0.295555,-0.295555
2.053,-0.529805,-0.295555,-0.295555
2.074,-0.529805,-0.295555,-0.295555
2.095,-0.529805,-0.295555,-0.295555
2.116,-0.529805,-0.295555,-0.295555
2.137,-0.529805,-0.295555,-0.295555
2.158,-0.529805,-0.295555,-0.295555
2.179,-0.529805,-0.295555,-0.295555
2.2,-0.529805,-0.295555,-0.295555
2.221,-0.529805,-0.295555,-0.295555
2.242,-0.529805,-0.295555,-0.295555
2.263,-0.529805,-0.295555,-0.295555
2.284,-0.529805,-0.295555,-0.295555
