"time","qinj@expseu_","lca@PUMP01","x1@INJ01","q@INJ01","volume@INJ01","p1@PUMP01","pa@DVALV01","sacp@INJ01"
0,0,0,1.0000000000000001e-009,0,0,2.5,10,50
1e-005,-1.637955305543465e-009,1.2744036125307205e-008,1.0000000000000001e-009,-9.8316092657116939e-009,-1.637955305543465e-015,2.4998668827335657,9.9354996170510965,49.999999986889542
2e-005,-3.2765564259284257e-009,2.9559294529896858e-008,1.0000000000000001e-009,-9.8316162497525118e-009,-3.2765564259284258e-015,2.5000507278601232,9.9359997345693962,49.999999986889527
3e-005,-4.9151576777512043e-009,5.1738663568940344e-008,1.0000000000000001e-009,-9.8316092657116939e-009,-4.9151576777512041e-015,2.5000948677188193,9.9746880317319135,49.999999986889542
4e-005,-6.553759050072593e-009,8.057503159760943e-008,1.0000000000000001e-009,-9.8316162497525118e-009,-6.5537590500725929e-015,2.4999886248106793,9.9615442403708663,49.999999986889527
5e-005,-8.1923605271612966e-009,1.1736128697107524e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-8.1923605271612954e-015,2.5000090142957077,9.9397809094873502,49.999999986889542
6e-005,-9.8309620928025592e-009,1.6339031804450922e-007,1.0000000000000001e-009,-9.8316022816708743e-009,-9.8309620928025588e-015,2.5001101056431678,9.9572790300394001,49.999999986889549
7e-005,-1.1469563725521979e-008,2.1995501317308298e-007,1.0000000000000001e-009,-9.8316162497525118e-009,-1.1469563725521979e-014,2.5000435183491967,9.9673680189681342,49.999999986889527
8e-005,-1.3108165406726344e-008,2.8834826071196857e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-1.3108165406726343e-014,2.5000322852354659,9.9526966663051297,49.999999986889542
9e-005,-1.4746767112440508e-008,3.6986294901633599e-007,1.0000000000000001e-009,-9.8316162497525118e-009,-1.4746767112440505e-014,2.5001170874799246,9.9524558645066996,49.999999986889527
0.0001,-1.638536882501269e-008,4.657919664413574e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-1.6385368825012688e-014,2.5001576186726147,9.9634184597793745,49.999999986889542
0.00011,-1.802397052107624e-008,5.7742820134220405e-007,1.0000000000000001e-009,-9.8316092657116939e-009,-1.802397052107624e-014,2.5001265717869194,9.9609848397065619,49.999999986889542
0.00012,-1.9662572183563837e-008,7.0606454207404785e-007,1.0000000000000001e-009,-9.8316162497525118e-009,-1.9662572183563833e-014,2.5002061433460945,9.9560935441894518,49.999999986889527
0.00013,-2.1301173799621313e-008,8.5299387699206145e-007,1.0000000000000001e-009,-9.8316232337933313e-009,-2.130117379962131e-014,2.5003212391651051,9.9612886474163993,49.99999998688952
0.00014,-2.2939775358275167e-008,1.0195085825386616e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-2.2939775358275166e-014,2.500345769939686,9.9644052238552341,49.999999986889542
0.00015,-2.4578376849221953e-008,1.2063911700532226e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-2.4578376849221951e-014,2.5004123031502838,9.9614353531739557,49.999999986889542
0.00016,-2.6216978270312273e-008,1.4129575208347528e-006,1.0000000000000001e-009,-9.8316162497525118e-009,-2.6216978270312273e-014,2.5005553594879628,9.9624494876372136,49.999999986889527
0.00017,-2.7855579621479472e-008,1.6382614168521775e-006,1.0000000000000001e-009,-9.8316162497525118e-009,-2.7855579621479472e-014,2.5006398843080024,9.9659547074763051,49.999999986889527
0.00018,-2.9494180906386009e-008,1.881356640074426e-006,1.0000000000000001e-009,-9.8316232337933313e-009,-2.9494180906386003e-014,2.5006964569323902,9.9657666604979571,49.99999998688952
0.00019,-3.1132782135435296e-008,2.1412969724704152e-006,1.0000000000000001e-009,-9.8315464093443245e-009,-3.1132782135435294e-014,2.5008188383973771,9.9653495811087822,49.99999998688962
0.0002,-3.2771383308361579e-008,2.4171361960090778e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-3.2771383308361581e-014,2.50093574278235,9.9677385826803988,49.999999986889542
0.00021,-3.4409984446982671e-008,2.7079280926593412e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-3.4409984446982667e-014,2.5010012143670641,9.9690286420840408,49.999999986889542
0.00022,-3.6048585561811494e-008,3.0127264443901292e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-3.6048585561811494e-014,2.5010946062799184,9.968783605056645,49.999999986889542
0.00023,-3.768718666612253e-008,3.3305850331703791e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-3.7687186666122526e-014,2.5012113495300272,9.9700476748273701,49.999999986889542
0.00024,-3.9325787774694745e-008,3.6605576409690072e-006,1.0000000000000001e-009,-9.8315952976300564e-009,-3.9325787774694746e-014,2.5012866955944264,9.9716517272779566,49.999999986889556
0.00025,-4.0964388899880226e-008,4.0016980497549395e-006,1.0000000000000001e-009,-9.8315952976300564e-009,-4.0964388899880224e-014,2.5013558632306263,9.9719420007203112,49.999999986889556
0.00026,-4.2602990053557812e-008,4.3530600414971051e-006,1.0000000000000001e-009,-9.8316022816708743e-009,-4.2602990053557812e-014,2.5014522735224998,9.9725223091200323,49.999999986889549
0.00027,-4.4241591246830131e-008,4.7136973981644323e-006,1.0000000000000001e-009,-9.8316092657116939e-009,-4.4241591246830135e-014,2.5015244187221302,9.9739773300337866,49.999999986889542
