"time","q@INJ01","volume@INJ01"
0.000000E+000,0.000000E+000,0.000000E+000
3.200000E-006,0.000000E+000,0.000000E+000
6.400000E-006,0.000000E+000,0.000000E+000
9.600000E-006,0.000000E+000,0.000000E+000
1.280000E-005,-9.831602E-009,-1.637955E-015
1.600000E-005,-9.831602E-009,-1.637955E-015
1.920000E-005,-9.831602E-009,-1.637955E-015
2.240000E-005,-9.831623E-009,-3.276556E-015
2.560000E-005,-9.831623E-009,-3.276556E-015
2.880000E-005,-9.831623E-009,-3.276556E-015
3.200000E-005,-9.831616E-009,-4.915158E-015
3.520000E-005,-9.831616E-009,-4.915158E-015
3.840000E-005,-9.831616E-009,-4.915158E-015
4.160000E-005,-9.831616E-009,-6.553759E-015
4.480000E-005,-9.831616E-009,-6.553759E-015
4.800000E-005,-9.831616E-009,-6.553759E-015
5.120000E-005,-9.831602E-009,-8.192360E-015
5.440000E-005,-9.831602E-009,-8.192360E-015
5.760000E-005,-9.831602E-009,-8.192360E-015
6.080000E-005,-9.831616E-009,-9.830962E-015
6.400000E-005,-9.831616E-009,-9.830962E-015
6.720000E-005,-9.831616E-009,-9.830962E-015
7.040000E-005,-9.831609E-009,-1.146956E-014
7.360000E-005,-9.831609E-009,-1.146956E-014
7.680000E-005,-9.831609E-009,-1.146956E-014
8.000000E-005,-9.831609E-009,-1.146956E-014
8.320000E-005,-9.831616E-009,-1.310817E-014
8.640000E-005,-9.831616E-009,-1.310817E-014
8.960000E-005,-9.831616E-009,-1.310817E-014
9.280000E-005,-9.831616E-009,-1.474677E-014
9.600000E-005,-9.831616E-009,-1.474677E-014
9.920000E-005,-9.831616E-009,-1.474677E-014
1.024000E-004,-9.831616E-009,-1.638537E-014
1.056000E-004,-9.831616E-009,-1.638537E-014
1.088000E-004,-9.831616E-009,-1.638537E-014
1.120000E-004,-9.831609E-009,-1.802397E-014
1.152000E-004,-9.831609E-009,-1.802397E-014
1.184000E-004,-9.831609E-009,-1.802397E-014
1.216000E-004,-9.831609E-009,-1.966257E-014
1.248000E-004,-9.831609E-009,-1.966257E-014
1.280000E-004,-9.831609E-009,-1.966257E-014
1.312000E-004,-9.831951E-009,-2.130117E-014
