"time","egsCarSpeed","egsGear","egsState","egsTargetGear","tShiftStart","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3"
0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.02,0,-2,2,0,0.01,0,0,0,0,0,0,0,0,0
0.03,0,-2,2,0,0.01,0,0,0.02,0.02,0,0,0,0,0
0.04,0,-2,2,0,0.01,0,0,0.04,0.04,0,0,0,0,0
0.05,0,-2,2,0,0.01,0,0,0.06,0.06,0,0,0,0,0
0.06,0,-2,2,0,0.01,0,0,0.08,0.08,0,0,0,0,0
0.07,0,-2,2,0,0.01,0,0,0.1,0.1,0,0,0,0,0
0.08,0,-2,2,0,0.01,0,0,0.12,0.12,0,0,0,0,0
0.09,0,-2,2,0,0.01,0,0,0.14,0.14,0,0,0,0,0
0.1,0,-2,2,0,0.01,0,0,0.16,0.16,0,0,0,0,0
0.11,0,-2,2,0,0.01,0,0,0.18,0.18,0,0,0,0,0
0.12,0,-2,2,0,0.01,0,0,0.2,0.2,0,0,0,0,0
0.13,0,-2,2,0,0.01,0,0,0.22,0.22,0,0,0,0,0
0.14,0,-2,2,0,0.01,0,0,0.24,0.24,0,0,0,0,0
0.15,0,-2,2,0,0.01,0,0,0.26,0.26,0,0,0,0,0
0.16,0,-2,2,0,0.01,0,0,0.28,0.28,0,0,0,0,0
0.17,0,-2,2,0,0.01,0,0,0.3,0.3,0,0,0,0,0
0.18,0,-2,2,0,0.01,0,0,0.32,0.32,0,0,0,0,0
0.19,2.63E-12,-2,2,0,0.01,0,0,0.34,0.34,0,0,0,0,0
0.2,-2.58E-13,-2,2,0,0.01,0,0,0.36,0.36,0,0,0,0,0
0.21,-2.12E-13,-2,2,0,0.01,0,0,0.38,0.38,0,0,0,0,0
0.22,-1.94E-14,-2,2,0,0.01,0,0,0.4,0.4,0,0,0,0,0
0.23,1.42E-14,-2,2,0,0.01,0,0,0.42,0.42,0,0,0,0,0
0.24,-3.22E-14,-2,2,0,0.01,0,0,0.44,0.44,0,0,0,0,0
0.25,-9.48E-15,-2,2,0,0.01,0,0,0.46,0.46,0,0,0,0,0
0.26,3.66E-15,-2,2,0,0.01,0,0,0.48,0.48,0,0,0,0,0
0.27,-9.86E-15,-2,2,0,0.01,0,0,0.5,0.5,0,0,0,0,0
0.28,-1.14E-15,-2,2,0,0.01,0,0,0.52,0.52,0,0,0,0,0
0.29,1.02E-15,-2,2,0,0.01,0,0,0.54,0.54,0,0,0,0,0
0.3,8.98E-16,-2,2,0,0.01,0,0,0.56,0.56,0,0,0,0,0
0.31,1.14E-15,-2,2,0,0.01,0,0,0.58,0.58,0,0,0,0,0
0.32,1.36E-15,-2,2,0,0.01,0,0,0.6,0.6,0,0,0,0,0
0.33,1.05E-14,-2,2,0,0.01,0,0,0.62,0.62,0,0,0,0,0
0.34,0.84005684,-2,2,0,0.01,0,0,0.64,0.64,0,0,0,0,0
0.35,-0.8171929,-2,2,0,0.01,0,0,0.66,0.66,0,0,0,0,0
0.36,-0.40116403,-2,2,0,0.01,0,0,0.68,0.68,0,0,0,0,0
0.37,0.012413567,-2,2,0,0.01,0,0,0.7,0.7,0,0,0,0,0
0.38,0.11809695,-2,2,0,0.01,0,0,0.72,0.72,0,0,0,0,0
0.39,0.13804756,-2,2,0,0.01,0,0,0.74,0.74,0,0,0,0,0
