"time","y_0","y_1","y_2"
0,0,0,0
0.008,0,0,0
0.016,0,0,0
0.024,0.7997333582,0,0
0.032,1.798650312,2.6990551,0
0.04,3.19573543,2.6990551,0
0.048,3.19573543,2.6990551,0
0.056,4.98959122,4.4956268,5.24554868
0.064,7.178423379,4.4956268,5.24554868
0.072,9.760042882,6.2880047,5.24554868
0.08,12.7318656,6.2880047,5.24554868
0.088,12.7318656,6.2880047,5.24554868
0.096,16.09091861,8.074519,9.4240634
0.104,19.83383787,8.074519,9.4240634
0.112,23.95687724,9.8535075,9.4240634
0.12,28.45590609,9.8535075,9.4240634
0.128,28.45590609,9.8535075,9.4240634
0.136,33.32641652,11.6233181,13.5719453
0.144,38.56352797,11.6233181,13.5719453
0.152,44.1619874,13.3823107,13.5719453
0.16,50.11618001,13.3823107,13.5719453
0.168,50.11618001,13.3823107,13.5719453
0.176,56.42012958,15.1288593,17.6757898
0.184,63.06750622,15.1288593,17.6757898
0.192,70.05162973,16.8613541,17.6757898
0.2,77.3654807,16.8613541,17.6757898
0.208,77.3654807,16.8613541,17.6757898
0.216,85.00170367,18.5782041,21.7224192
0.224,92.95260759,18.5782041,21.7224192
0.232,101.210188,20.2778381,21.7224192
0.24,109.7661198,20.2778381,21.7224192
0.248,109.7661198,20.2778381,21.7224192
0.256,118.6117771,21.9587088,25.6989508
0.264,127.7382246,21.9587088,25.6989508
0.272,137.1362356,23.619292,25.6989508
0.28,146.7963023,23.619292,25.6989508
0.288,146.7963023,23.619292,25.6989508
0.296,156.7086651,25.25809,29.5928629
0.304,166.8632498,25.25809,29.5928629
0.312,177.2497927,26.873635,29.5928629
0.32,187.8577184,26.873635,29.5928629
0.328,187.8577184,26.873635,29.5928629
0.336,198.6762357,28.464488,33.3920579
0.344,209.6943541,28.464488,33.3920579
0.352,220.9008321,30.029244,33.3920579
0.36,232.2842264,30.029244,33.3920579
0.368,232.2842264,30.029244,33.3920579
0.376,243.8329156,31.56653,37.084926
0.384,255.5350611,31.56653,37.084926
0.392,267.3786839,33.075009,37.084926
0.4,279.3516217,33.075009,37.084926
0.408,279.3516217,33.075009,37.084926
0.416,291.4415501,34.553383,40.6603978
0.424,303.636013,34.553383,40.6603978
0.432,315.9224301,36.000391,40.6603978
0.44,328.2881109,36.000391,40.6603978
0.448,328.2881109,36.000391,40.6603978
0.456,340.7202081,37.414815,44.1080059
0.464,353.2058187,37.414815,44.1080059
0.472,365.7319838,38.795476,44.1080059
0.48,378.2856022,38.795476,44.1080059
0.488,378.2856022,38.795476,44.1080059
0.496,390.8535462,40.141241,47.4179307
0.504,403.4226886,40.141241,47.4179307
0.512,415.9797316,41.451022,47.4179307
0.52,428.5115445,41.451022,47.4179307
0.528,428.5115445,41.451022,47.4179307
0.536,441.0047896,42.723777,50.581055
0.544,453.4462555,42.723777,50.581055
0.552,465.8226922,43.958508,50.581055
0.56,478.1209377,43.958508,50.581055
0.568,478.1209377,43.958508,50.581055
0.576,490.3277492,45.154272,53.5889955
0.584,502.4300471,45.154272,53.5889955
0.592,514.4147373,46.310171,53.5889955
0.6,526.2688689,46.310171,53.5889955
0.608,526.2688689,46.310171,53.5889955
0.616,537.9794593,47.42536,56.4341553
0.624,549.5337578,47.42536,56.4341553
0.632,560.9190407,48.499045,56.4341553
0.64,572.1226971,48.499045,56.4341553
0.648,572.1226971,48.499045,56.4341553
0.656,583.1323182,49.530484,59.1097476
0.664,593.9355603,49.530484,59.1097476
0.672,604.5202573,50.51899,59.1097476
0.68,614.874435,50.51899,59.1097476
0.688,614.874435,50.51899,59.1097476
0.696,624.9862899,51.46393,61.60983
0.704,634.8441517,51.46393,61.60983
0.712,644.4366073,52.364724,61.60983
0.72,653.7524468,52.364724,61.60983
