"time","tempc@tpf_st_chamber","press@tpf_st_chamber","out2@division","tau@tpf_st_chamber","dm2@tpf_pump","torque@expseu_"
0.0,19.9039566964,0.02337,0.24,25.0,0.13032082289,0.554211333801
1.0,28.1577519503,0.0383505188065,0.247961137994,25.7961137994,0.0866388467016,0.73000059795
2.0,34.9860293278,0.0564642264378,0.252401601108,26.2401601108,0.0403245639757,0.888103822352
3.0,41.0868234847,0.0784906078704,0.254707733412,26.4707733412,0.0161986357378,1.03007155339
4.0,46.871306532,0.105849765501,0.255918737255,26.5918737255,0.00348675650224,1.15699914429
5.0,52.5425503204,0.140250343305,0.256637440101,26.6637440101,0.0,1.2648431814
6.0,58.2242772481,0.183888336441,0.257369298397,26.7369298397,0.0,1.3453367977
7.0,63.9209267699,0.238763970568,0.258157824357,26.8157824357,0.0,1.38375987917
8.0,69.6264878918,0.307079108099,0.258999315244,26.8999315244,0.0,1.36194906719
9.0,75.3352159326,0.391299144016,0.259890219144,26.9890219144,0.0,1.25844125924
10.0,81.0416882131,0.494153349018,0.260827115252,27.0827115252,0.0,1.04836426467
11.0,86.7406941032,0.618627164978,0.261806674422,27.1806674422,0.0,0.703317360477
12.0,92.4272775186,0.7679507189,0.262825637065,27.2825637065,0.0,0.182795628918
13.0,98.0903819456,0.94536472428,0.263876274733,27.3876274733,0.0,-0.658756528756
14.0,103.727291299,1.15448380965,0.264956560735,27.4956560735,0.0,-1.86214535483
15.0,109.334833288,1.39908484375,0.266064000714,27.6064000714,0.0,-3.42363381303
16.0,114.906398684,1.68289609403,0.267193469662,27.7193469662,0.0,-5.44525779348
17.0,120.434021471,2.00954346823,0.268338499552,27.8338499552,0.0,-8.01660713963
18.0,125.907505247,2.38234925149,0.269490552847,27.9490552847,0.0,-11.2275247101
19.0,131.265507341,2.80005488877,0.270627446664,28.0627446664,0.0,-15.1352550035
20.0,136.392708149,3.25362631148,0.271710965408,28.1710965408,0.0,-19.7125420545
21.0,141.176599206,3.72876408875,0.272698807051,28.2698807051,0.0,-24.8382969743
22.0,145.503966013,4.20535821988,0.273544405558,28.3544405558,0.0,-30.2820227366
23.0,149.2709687,4.65906118065,0.274200747561,28.4200747561,0.0,-35.7277467133
24.0,152.393616699,5.06422714712,0.274625376571,28.4625376571,0.0,-40.8209494442
25.0,154.816967256,5.39771409368,0.274785804544,28.4785804544,0.0,-45.2273247019
26.0,156.521158608,5.64258088398,0.274664117209,28.4664117209,0.0,-48.6798608373
27.0,157.521762693,5.79043672364,0.274259384013,28.4259384013,0.0,-51.0205576709
28.0,157.866797199,5.84213255537,0.273587622486,28.3587622486,0.0,-52.2131301659
29.0,157.629619363,5.80655726956,0.27267897227,28.267897227,0.0,-52.3464414884
30.0,156.898261458,5.6979456073,0.271572968972,28.1572968972,0.0,-51.5746120831
31.0,155.766318314,5.53304968675,0.270313388414,28.0313388414,0.0,-50.1071742291
32.0,154.324272819,5.32852877172,0.268943393149,27.8943393149,0.0,-48.1547254302
33.0,152.68062662,5.10283921358,0.26750918021,27.750918021,0.0,-45.9544554657
34.0,151.594834012,4.9579959535,0.266216901138,27.6216901138,0.0,-44.7548657426
35.0,152.005373696,5.01236877903,0.265300571706,27.5300571706,0.0,-45.9425328075
36.0,154.239277176,5.31666557151,0.264831728632,27.4831728632,0.0,-50.168338707
37.0,157.742849751,5.82351952333,0.264664428357,27.4664428357,0.0,-56.9374498805
38.0,161.351101707,6.38510948655,0.264496447523,27.4496447523,0.0,-64.5274728729
39.0,164.545968146,6.91761505275,0.264184718634,27.4184718634,0.0,-71.8846569333
40.0,167.17241331,7.38131288103,0.263677841405,27.3677841405,0.0,-78.4492239153
41.0,169.229725097,7.76148477187,0.262966668649,27.2966668649,0.0,-83.9716226191
42.0,170.781222493,8.05832338708,0.262062790059,27.2062790059,0.0,-88.407774255
43.0,171.912979881,8.2804724672,0.260988013817,27.0988013817,0.0,-91.8421591727
44.0,172.712333284,8.44027495406,0.259767846367,26.9767846367,0.0,-94.4235701997
45.0,173.258324401,8.55082182555,0.258427910818,26.8427910818,0.0,-96.3214505585
46.0,173.617174009,8.6240995582,0.256991692864,26.6991692864,0.0,-97.6964769233
47.0,173.821611237,8.66606747933,0.255527567092,26.5527567092,0.00285169539362,-98.6346070552
48.0,173.814065322,8.66451555096,0.254311811163,26.4311811163,0.00765243215068,-98.9740608627
49.0,173.654853062,8.6318224017,0.253347374863,26.3347374863,0.0114627101805,-98.8792862618
50.0,173.412463621,8.58223675582,0.25259408421,26.259408421,0.0144404739538,-98.5478607251
51.0,173.13657178,8.52607191718,0.252015638728,26.2015638728,0.0167285619877,-98.1225940872
52.0,172.859100418,8.4698791491,0.251579293305,26.1579293305,0.0184559199455,-97.6936242521
53.0,172.598505238,8.41737127135,0.251256167564,26.1256167564,0.0197363455003,-97.3114486218
54.0,172.36360792,8.37026232779,0.251021538445,26.1021538445,0.0206673050033,-96.9987793438
55.0,172.157168629,8.32903314295,0.250854821482,26.0854821482,0.021329984504,-96.7613312426
56.0,171.978332126,8.29344674362,0.250739299799,26.0739299799,0.0217903414701,-96.5950406082
57.0,171.824452831,8.26292296014,0.250661703899,26.0661703899,0.0221007498636,-96.4912863514
58.0,171.692162996,8.23675284778,0.250611703528,26.0611703528,0.0223019960699,-96.4398392218
59.0,171.577978273,8.21421716047,0.250581395502,26.0581395502,0.0224252937558,-96.4304815471
60.0,171.478662681,8.19465578812,0.250564838233,26.0564838233,0.022494116679,-96.4539433197
61.0,171.391407133,8.17750023553,0.250557633734,26.0557633734,0.0225258458243,-96.5023280185
62.0,171.313848326,8.16227506831,0.250556576331,26.0556576331,0.0225331544552,-96.5691065495
63.0,171.24403123,8.14858883986,0.250559370304,26.0559370304,0.022525121832,-96.6489700432
64.0,171.180374065,8.13612598459,0.250564406635,26.0564406635,0.022508114103,-96.7377032836
65.0,171.121630779,8.12463856869,0.250570585562,26.0570585562,0.0224864847763,-96.8320596855
66.0,171.066836194,8.11393491432,0.25057717678,26.057717678,0.0224631267913,-96.9295932783
67.0,171.015244206,8.10386707051,0.250583713214,26.0583713214,0.0224398921322,-97.0284762918
68.0,170.966278109,8.09432080559,0.250589913338,26.0589913338,0.0224178987626,-97.1273532573
69.0,170.919496761,8.08520879274,0.250595624696,26.0595624696,0.0223977538774,-97.2252434148
70.0,170.874567585,8.07646519358,0.250600781931,26.0600781931,0.0223797198269,-97.3214623445
71.0,170.831240847,8.06804053659,0.250605376202,26.0605376202,0.0223638350806,-97.4155490396
72.0,170.789327264,8.05989728483,0.250609432287,26.0609432287,0.0223500048289,-97.5072017229
73.0,170.748682509,8.05200676823,0.250612993665,26.0612993665,0.0223380600166,-97.5962348981
74.0,170.709196257,8.0443470165,0.25061611355,26.061611355,0.0223277928411,-97.6825482526
75.0,170.670784037,8.03690115077,0.250618848647,26.0618848647,0.0223189814883,-97.7661050524
76.0,170.63338073,8.02965610092,0.250621254863,26.0621254863,0.0223114071303,-97.8469134484
77.0,170.5969351,8.0226015315,0.250623384372,26.0623384372,0.0223048655689,-97.9250127804
78.0,170.561408194,8.01572952077,0.250625286522,26.0625286522,0.0222991636423,-98.0004676593
79.0,170.526763315,8.00903261316,0.250627000242,26.0627000242,0.022294149361,-98.0733429681
80.0,170.4929705,8.00250468187,0.250628560355,26.0628560355,0.0222896868627,-98.1437150543
81.0,170.460006074,7.99614083678,0.250629999255,26.0629999255,0.0222856498165,-98.2116703997
82.0,170.427836854,7.98993437371,0.250631334063,26.0631334063,0.0222819723225,-98.2772641501
83.0,170.396450483,7.98388262569,0.250632593234,26.0632593234,0.0222785434608,-98.3406030688
84.0,170.365816717,7.97797949328,0.250633787667,26.0633787667,0.0222753218158,-98.4017393944
85.0,170.335917225,7.97222119044,0.250634932366,26.0634932366,0.0222722496237,-98.4607533423
86.0,170.30673519,7.96660423737,0.250636041006,26.0636041006,0.0222692743189,-98.5177250802
87.0,170.278254521,7.96112530662,0.250637124021,26.0637124021,0.0222663561105,-98.5727320634
88.0,170.250462507,7.95578173347,0.250638192762,26.0638192762,0.0222634514941,-98.6258575793
89.0,170.22334061,7.95056974393,0.250639250883,26.0639250883,0.0222605474482,-98.6771632805
90.0,170.19687219,7.94548594121,0.250640302117,26.0640302117,0.0222576305692,-98.7267127445
91.0,170.17103876,7.94052658545,0.250641347493,26.0641347493,0.0222546981343,-98.7745601252
92.0,170.145820248,7.9356876444,0.250642385836,26.0642385836,0.0222517561053,-98.8207517997
93.0,170.121202022,7.93096614061,0.250643420209,26.0643420209,0.022248793588,-98.8653472897
94.0,170.097167633,7.92635875788,0.25064445167,26.064445167,0.022245807591,-98.9083978128
