"time","C1.v","L2.i","C3.v","C5.v","L1.i"
6.96000000000000E+00,4.60070328066068E-01,7.10900233542601E-01,5.42628478642787E-01,5.68421897038286E-01,4.39346408597674E-01
7.08000000000000E+00,4.67237925375275E-01,7.06249749515975E-01,5.33193533482669E-01,5.73928677550939E-01,4.32504965788260E-01
7.20000000000000E+00,4.74248334542271E-01,6.99555600354078E-01,5.23426011448595E-01,5.78437048053383E-01,4.27201369863338E-01
7.32000000000000E+00,4.81009730940877E-01,6.90920892824460E-01,5.13469906866959E-01,5.81947677161318E-01,4.23440907828865E-01
7.44000000000000E+00,4.87438239294499E-01,6.80468134949170E-01,5.03467025983946E-01,5.84468402060721E-01,4.21207608491521E-01
7.56000000000000E+00,4.93458727220293E-01,6.68337812919707E-01,4.93555365203701E-01,5.86014245519358E-01,4.20465287610776E-01
7.68000000000000E+00,4.99005446415535E-01,6.54686749365924E-01,4.83867568487214E-01,5.86607359045586E-01,4.21158804884951E-01
7.80000000000000E+00,5.04022520579185E-01,6.39686265658894E-01,4.74529481144060E-01,5.86276891196077E-01,4.23215510610617E-01
7.92000000000000E+00,5.08464280921119E-01,6.23520173298394E-01,4.65658815711588E-01,5.85058781081779E-01,4.26546858335359E-01
8.04000000000000E+00,5.12295451807071E-01,6.06382621433366E-01,4.57363943920046E-01,5.82995478171516E-01,4.31050158612658E-01
8.16000000000000E+00,5.15491203692622E-01,5.88475828199507E-01,4.49742816292480E-01,5.80135592624054E-01,4.36610449256353E-01
8.28000000000000E+00,5.18037437406078E-01,5.70007697477427E-01,4.42881726215978E-01,5.76533535641344E-01,4.43102490383600E-01
8.40000000000000E+00,5.19929432638944E-01,5.51189448322992E-01,4.36855445744206E-01,5.72248809687712E-01,4.50392743031041E-01
8.52000000000000E+00,5.21172298162408E-01,5.32233205275576E-01,4.31725990927935E-01,5.67345666057960E-01,4.58341399201894E-01
8.64000000000000E+00,5.21780550828670E-01,5.13349570316551E-01,4.27542145347102E-01,5.61892512317157E-01,4.66804450412830E-01
8.76000000000000E+00,5.21777482167342E-01,4.94745223508256E-01,4.24339232144150E-01,5.55961248249609E-01,4.75635751038628E-01
8.88000000000000E+00,5.21194434441488E-01,4.76620593937001E-01,4.22139053432811E-01,5.49626566228799E-01,4.84689038049248E-01
9.00000000000000E+00,5.20070025080667E-01,4.59167631732528E-01,4.20949975368455E-01,5.42965228877378E-01,4.93819880742610E-01
9.12000000000000E+00,5.18449321192139E-01,4.42567705957340E-01,4.20767162345758E-01,5.36055328227426E-01,5.02887540666663E-01
9.24000000000000E+00,5.16382965050128E-01,4.26989651112247E-01,4.21572962503530E-01,5.28975531383330E-01,5.11756723870509E-01
9.36000000000000E+00,5.13926258032908E-01,4.12587983928107E-01,4.23337440481134E-01,5.21804319923532E-01,5.20299208243068E-01
9.48000000000000E+00,5.11138214850733E-01,3.99501310491618E-01,4.26019048799100E-01,5.14619231588190E-01,5.28395329765252E-01
9.60000000000000E+00,5.08080601393645E-01,3.87850941383747E-01,4.29565426681931E-01,5.07496113177520E-01,5.35935313298663E-01
9.72000000000000E+00,5.04816969486043E-01,3.77739729659397E-01,4.33914313659509E-01,5.00508393471768E-01,5.42820435785987E-01
9.84000000000000E+00,5.01411701274184E-01,3.69251143420314E-01,4.38994564223084E-01,4.93726384667516E-01,5.48964012172345E-01
9.96000000000000E+00,4.97929075293464E-01,3.62448581564249E-01,4.44727248933657E-01,4.87216620412434E-01,5.54292196834000E-01
1.00800000000000E+01,4.94432365538150E-01,3.57374938088776E-01,4.51026826653099E-01,4.81041238029326E-01,5.58744595772453E-01
1.02000000000000E+01,4.90982984065993E-01,3.54052417119448E-01,4.57802372016041E-01,4.75257411946413E-01,5.62274687280300E-01
1.03200000000000E+01,4.87639676793323E-01,3.52482597649995E-01,4.64958841905119E-01,4.69916844693218E-01,5.64850051193550E-01
1.04400000000000E+01,4.84457781170787E-01,3.52646743862860E-01,4.72398364542614E-01,4.65065321085936E-01,5.66452409191316E-01
1.05600000000000E+01,4.81488553386143E-01,3.54506353879358E-01,4.80021534867546E-01,4.60742330422662E-01,5.67077480862486E-01
1.06800000000000E+01,4.78778571633277E-01,3.58003936907380E-01,4.87728700123976E-01,4.56980760648942E-01,5.66734662404802E-01
1.08000000000000E+01,4.76369220831662E-01,3.63064006045784E-01,4.95421220036102E-01,4.53806667550131E-01,5.65446536831229E-01
1.09200000000000E+01,4.74296262993333E-01,3.69594271500216E-01,5.03002686578968E-01,4.51239121091453E-01,5.63248226410178E-01
1.10400000000000E+01,4.72589496230217E-01,3.77487016693455E-01,5.10380089158809E-01,4.49290130072257E-01,5.60186599741464E-01
1.11600000000000E+01,4.71272504188130E-01,3.86620637739564E-01,5.17464911980862E-01,4.47964645300266E-01,5.56319347352686E-01
1.12800000000000E+01,4.70362496499563E-01,3.96861325016028E-01,5.24174151489847E-01,4.47260640537321E-01,5.51713940977496E-01
1.14000000000000E+01,4.69870239679284E-01,4.08064864129097E-01,5.30431243002814E-01,4.47169269532444E-01,5.46446492737417E-01
1.15200000000000E+01,4.69800076758376E-01,4.20078532437609E-01,5.36166886997854E-01,4.47675096552904E-01,5.40600531284453E-01
1.16400000000000E+01,4.70150032876054E-01,4.32743066488810E-01,5.41319766956600E-01,4.48756396960586E-01,5.34265712567883E-01
1.17600000000000E+01,4.70912003036185E-01,4.45894675230606E-01,5.45837152163937E-01,4.50385523570013E-01,5.27536483263126E-01
1.18800000000000E+01,4.72072017297467E-01,4.59367073699024E-01,5.49675380424924E-01,4.52529333775464E-01,5.20510715044168E-01
1.20000000000000E+01,4.73610577812255E-01,4.72993512033740E-01,5.52800217246367E-01,4.55149671756640E-01,5.13288327797351E-01
1.21200000000000E+01,4.75503061367209E-01,4.86608775140846E-01,5.55187089628554E-01,4.58203899472949E-01,5.05969919569380E-01
1.22400000000000E+01,4.77720180416324E-01,5.00051129089189E-01,5.56821194201394E-01,4.61645469642247E-01,4.98655420525151E-01
1.23600000000000E+01,4.80228495039038E-01,5.13164191379733E-01,5.57697480999150E-01,4.65424533476273E-01,4.91442787472418E-01
1.24800000000000E+01,4.82990967807181E-01,5.25798703548046E-01,5.57820515680441E-01,4.69488575616094E-01,4.84426754603853E-01
1.26000000000000E+01,4.85967553207335E-01,5.37814186127036E-01,5.57204224447428E-01,4.73783068479564E-01,4.77697655028034E-01
1.27200000000000E+01,4.89115813041090E-01,5.49080457786233E-01,5.55871527283460E-01,4.78252138100612E-01,4.71340326426435E-01
1.28400000000000E+01,4.92391549114629E-01,5.59479002448982E-01,5.53853866396789E-01,4.82839233507429E-01,4.65433112802287E-01
1.29600000000000E+01,4.95749444529668E-01,5.68904170341357E-01,5.51190637915390E-01,4.87487791752256E-01,4.60046972799085E-01
1.30800000000000E+01,4.99143704997260E-01,5.77264201216602E-01,5.47928535912421E-01,4.92141890867331E-01,4.55244703482552E-01
1.32000000000000E+01,5.02528691810398E-01,5.84482060395154E-01,5.44120818743003E-01,4.96746883276129E-01,4.51080286821620E-01
1.33200000000000E+01,5.05859538425405E-01,5.90496080731049E-01,5.39826508432403E-01,5.01250002531794E-01,4.47598364393532E-01
1.34400000000000E+01,5.09092743009630E-01,5.95260406128390E-01,5.35109534466638E-01,5.05600936680052E-01,4.44833844097875E-01
1.35600000000000E+01,5.12186729806639E-01,5.98745234754455E-01,5.30037833794552E-01,5.09752362045331E-01,4.42811640916224E-01
1.36800000000000E+01,5.15102372741636E-01,6.00936862597213E-01,5.24682419152791E-01,5.13660431808842E-01,4.41546552020026E-01
1.38000000000000E+01,5.17803475330510E-01,6.01837530463616E-01,5.19116427971239E-01,5.17285214377949E-01,4.41043264830394E-01
1.39200000000000E+01,5.20257201655923E-01,6.01465079881506E-01,5.13414164107721E-01,5.20591077228369E-01,4.41296494989974E-01
1.40400000000000E+01,5.22434453923212E-01,5.99852425624165E-01,5.07650144500233E-01,5.23547012625380E-01,4.42291249638032E-01
1.41600000000000E+01,5.24310192897102E-01,5.97046854696425E-01,5.01898162517761E-01,5.26126902387559E-01,4.44003209903257E-01
1.42800000000000E+01,5.25863698336582E-01,5.93109163580834E-01,4.96230379343523E-01,5.28309719636758E-01,4.46399225160774E-01
1.44000000000000E+01,5.27078767378948E-01,5.88112647320119E-01,4.90716454145673E-01,5.30079666270866E-01,4.49437910355060E-01
1.45200000000000E+01,5.27943849664198E-01,5.82141955589426E-01,4.85422723089845E-01,5.31426245691580E-01,4.53070336581729E-01
1.46400000000000E+01,5.28452118827040E-01,5.75291832272381E-01,4.80411436436565E-01,5.32344271107763E-01,4.57240804159214E-01
1.47600000000000E+01,5.28601480805402E-01,5.67665756186153E-01,4.75740062056792E-01,5.32833810506572E-01,4.61887686615091E-01
1.48800000000000E+01,5.28394520211547E-01,5.59374501492451E-01,4.71460662703942E-01,5.32900070129947E-01,4.66944333367782E-01
1.50000000000000E+01,5.27838386775361E-01,5.50534636977109E-01,4.67619353314638E-01,5.32553219004625E-01,4.72340018407193E-01
1.51200000000000E+01,5.26944624590255E-01,5.41266983777142E-01,4.64255843487949E-01,5.31808157741196E-01,4.78000921969822E-01
1.52400000000000E+01,5.25728947562346E-01,5.31695051280610E-01,4.61403069128931E-01,5.30684235434564E-01,4.83851132065257E-01
1.53600000000000E+01,5.24210965075946E-01,5.21943470824110E-01,4.59086916052179E-01,5.29204919057465E-01,4.89813652739884E-01
1.54800000000000E+01,5.22413862436488E-01,5.12136446471074E-01,4.57326037140237E-01,5.27397420234787E-01,4.95811406156114E-01
1.56000000000000E+01,5.20364041130393E-01,5.02396241580113E-01,4.56131763455050E-01,5.25292284714030E-01,5.01768215915605E-01
1.57200000000000E+01,5.18090724345623E-01,4.92841719077755E-01,4.55508108523087E-01,5.22922950202480E-01,5.07609759555268E-01
1.58400000000000E+01,5.15625533523336E-01,4.83586952348263E-01,4.55451863870547E-01,5.20325278521177E-01,5.13264478785614E-01
1.59600000000000E+01,5.13002041957695E-01,4.74739922460986E-01,4.55952782787602E-01,5.17537068227655E-01,5.18664436811605E-01
1.60800000000000E+01,5.10255311626242E-01,4.66401316091346E-01,4.56993848262849E-01,5.14597553982402E-01,5.23746112964013E-01
1.62000000000000E+01,5.07421419516940E-01,4.58663436975290E-01,4.58551620062503E-01,5.11546898977955E-01,5.28451125861013E-01
1.63200000000000E+01,5.04536979720760E-01,4.51609242090515E-01,4.60596655044148E-01,5.08425686715501E-01,5.32726877400716E-01
1.64400000000000E+01,5.01638667482260E-01,4.45311512003923E-01,4.63093994001339E-01,5.05274418303342E-01,5.36527111040237E-01
1.65600000000000E+01,4.98762751247604E-01,4.39832162987399E-01,4.66003707641021E-01,5.02133021267632E-01,5.39812379029831E-01
1.66800000000000E+01,4.95944638523490E-01,4.35221706607503E-01,4.69281493707398E-01,4.99040375611770E-01,5.42550414525141E-01
1.68000000000000E+01,4.93218441065860E-01,4.31518860563712E-01,4.72879316788578E-01,4.96033862541232E-01,5.44716405780298E-01
1.69200000000000E+01,4.90616564559206E-01,4.28750312609052E-01,4.76746081979853E-01,4.93148940890596E-01,5.46293170912927E-01
1.70400000000000E+01,4.88169327531639E-01,4.26930637460605E-01,4.80828333332092E-01,4.90418755854761E-01,5.47271233012821E-01
1.71600000000000E+01,4.85904613784000E-01,4.26062364719067E-01,4.85070967886033E-01,4.87873784143348E-01,5.47648796623283E-01
1.72800000000000E+01,4.83847562100202E-01,4.26136193989046E-01,4.89417956082635E-01,4.85541519152728E-01,5.47431627842778E-01
1.74000000000000E+01,4.82020296457956E-01,4.27131351646535E-01,4.93813059443805E-01,4.83446199191391E-01,5.46632841460015E-01
1.75200000000000E+01,4.80441699381723E-01,4.29016082057152E-01,4.98200536633191E-01,4.81608581208901E-01,5.45272599634629E-01
1.76400000000000E+01,4.79127230481027E-01,4.31748264526661E-01,5.02525829328477E-01,4.80045761874193E-01,5.43377727655680E-01
1.77600000000000E+01,4.78088791605084E-01,4.35276145880587E-01,5.06736219758550E-01,4.78771047233320E-01,5.40981253240335E-01
1.78800000000000E+01,4.77334639427009E-01,4.39539177336904E-01,5.10781452273844E-01,4.77793871557693E-01,5.38121876665329E-01
1.80000000000000E+01,4.76869345655532E-01,4.44468943267243E-01,5.14614311917835E-01,4.77119765379100E-01,5.34843379746040E-01
1.81200000000000E+01,4.76693804466865E-01,4.49990168547839E-01,5.18191153642897E-01,4.76750372104842E-01,5.31193982285193E-01
1.82400000000000E+01,4.76805286161422E-01,4.56021790489381E-01,5.21472376554692E-01,4.76683512022417E-01,5.27225655100290E-01
1.83600000000000E+01,4.77197535486677E-01,4.62478080810175E-01,5.24422838365339E-01,4.76913291945111E-01,5.22993399102066E-01
1.84800000000000E+01,4.77860912534886E-01,4.69269802782661E-01,5.27012206075918E-01,4.77430258224064E-01,5.18554500133641E-01
1.86000000000000E+01,4.78782573628981E-01,4.76305388539661E-01,5.29215239781962E-01,4.78221590364741E-01,5.13967769391132E-01
1.87200000000000E+01,4.79946689156958E-01,4.83492121571924E-01,5.31012007390040E-01,4.79271332041492E-01,5.09292779232475E-01
1.88400000000000E+01,4.81334694909354E-01,4.90737309678371E-01,5.32388028937750E-01,4.80560655907783E-01,5.04589104044787E-01
1.89600000000000E+01,4.82925573120203E-01,4.97949434038430E-01,5.33334350112020E-01,4.82068158255562E-01,4.99915575585952E-01
1.90800000000000E+01,4.84696159112351E-01,5.05039260653521E-01,5.33847545450270E-01,4.83770179288508E-01,4.95329561848777E-01
1.92000000000000E+01,4.86621469206047E-01,5.11920901141638E-01,5.33929652575062E-01,4.85641144542915E-01,4.90886278022928E-01
1.93200000000000E+01,4.88675045367041E-01,5.18512810752756E-01,5.33588039644869E-01,4.87653922818584E-01,4.86638137558913E-01
1.94400000000000E+01,4.90829311948175E-01,5.24738712489778E-01,5.32835208991987E-01,4.89780195871244E-01,4.82634150678737E-01
1.95600000000000E+01,4.93055939816929E-01,5.30528437354566E-01,5.31688540654424E-01,4.91990835067845E-01,4.78919376939537E-01
1.96800000000000E+01,4.95326213160148E-01,5.35818671974998E-01,5.30169980183640E-01,4.94256280216140E-01,4.75534437650299E-01
1.98000000000000E+01,4.97611394315020E-01,5.40553606189587E-01,5.28305675717187E-01,4.96546915848852E-01,4.72515093079058E-01
1.99200000000000E+01,4.99883082090397E-01,5.44685474552942E-01,5.26125569838345E-01,4.98833440368588E-01,4.69891888480726E-01
2.00400000000000E+01,5.02113559212174E-01,5.48174987159784E-01,5.23662952198601E-01,5.01087223639657E-01,4.67689872036079E-01
2.01600000000000E+01,5.04276124747414E-01,5.50991646648576E-01,5.20953979249211E-01,5.03280648844010E-01,4.65928386832818E-01
2.02800000000000E+01,5.06345407630507E-01,5.53113949719356E-01,5.18037167712171E-01,5.05387434696593E-01,4.64620938052386E-01
2.04000000000000E+01,5.08297657726485E-01,5.54529472965639E-01,5.14952868616851E-01,5.07382934436295E-01,4.63775135563627E-01
2.05200000000000E+01,5.10111011216977E-01,5.55234844259155E-01,5.11742728835629E-01,5.09244408367487E-01,4.63392711178278E-01
2.06400000000000E+01,5.11765727478026E-01,5.55235602321445E-01,5.08449147070563E-01,5.10951267118723E-01,4.63469608905173E-01
2.07600000000000E+01,5.13244395030599E-01,5.54545948451481E-01,5.05114731174875E-01,5.12485283204065E-01,4.63996145660904E-01
2.08800000000000E+01,5.14532104578449E-01,5.53188395638029E-01,5.01781763540521E-01,5.13830768912911E-01,4.64957239064548E-01
2.10000000000000E+01,5.15616587598131E-01,5.51193321455370E-01,4.98491681049758E-01,5.14974719010364E-01,4.66332698172491E-01
2.11200000000000E+01,5.16488319406521E-01,5.48598432208438E-01,4.95284575779058E-01,5.15906917196038E-01,4.68097572304698E-01
2.12400000000000E+01,5.17140586096133E-01,5.45448146747127E-01,4.92198722263231E-01,5.16620005738877E-01,4.70222552483514E-01
2.13600000000000E+01,5.17569515191985E-01,5.41792909199950E-01,4.89270136682356E-01,5.17109518173089E-01,4.72674419456629E-01
2.14800000000000E+01,5.17774070340030E-01,5.37688440576437E-01,4.86532172830903E-01,5.17373875400027E-01,4.75416531812374E-01
2.16000000000000E+01,5.17756010780549E-01,5.33194939749512E-01,4.84015159174709E-01,5.17414345987145E-01,4.78409347322242E-01
2.17200000000000E+01,5.17519816785289E-01,5.28376244749442E-01,4.81746080705038E-01,5.17234971882792E-01,4.81610970365192E-01
2.18400000000000E+01,5.17072582639396E-01,5.23298965577163E-01,4.79748308668181E-01,5.16842461169691E-01,4.84977718102613E-01
2.19600000000000E+01,5.16423879123896E-01,5.18031599876467E-01,4.78041380592393E-01,5.16246049855859E-01,4.88464697982273E-01
2.20800000000000E+01,5.15585587797401E-01,5.12643642792728E-01,4.76640832360149E-01,5.15457335045425E-01,4.92026389153295E-01
2.22000000000000E+01,5.14571709683259E-01,5.07204702193635E-01,4.75558083391387E-01,5.14490082139651E-01,4.95617220470437E-01
2.23200000000000E+01,5.13398151237345E-01,5.01783630139345E-01,4.74800375321348E-01,5.13360008987296E-01,4.99192137951499E-01
2.24400000000000E+01,5.12082490699542E-01,4.96447681071919E-01,4.74370763883214E-01,5.12084550130831E-01,5.02707154822649E-01
2.25600000000000E+01,5.10643728116605E-01,4.91261706654506E-01,4.74268163049236E-01,5.10682604478805E-01,5.06119877637606E-01
2.26800000000000E+01,5.09102022464135E-01,4.86287396538648E-01,4.74487439852275E-01,5.09174269873505E-01,5.09390002382134E-01
2.28000000000000E+01,5.07478419389914E-01,4.81582573583608E-01,4.75019557709999E-01,5.07580568116140E-01,5.12479774968315E-01
2.29200000000000E+01,5.05794573149580E-01,4.77200551206140E-01,4.75851765513235E-01,5.05923164058808E-01,5.15354411076172E-01
2.30400000000000E+01,5.04072466308847E-01,4.73189559614939E-01,4.76967829224369E-01,5.04224082373815E-01,5.17982470905269E-01
2.31600000000000E+01,5.02334130745073E-01,4.69592246694184E-01,4.78348302266750E-01,5.02505425567459E-01,5.20336185047427E-01
2.32800000000000E+01,5.00601373396314E-01,4.66445258258669E-01,4.79970830576563E-01,5.00789096718449E-01,5.22391728374640E-01
2.34000000000000E+01,4.98895510079995E-01,4.63778901322995E-01,4.81810487838588E-01,4.99096530292835E-01,5.24129439544597E-01
2.35200000000000E+01,4.97237110538356E-01,4.61616892923388E-01,4.83840136139872E-01,4.97448434219880E-01,5.25533984450404E-01
2.36400000000000E+01,4.95645757666716E-01,4.59976195917023E-01,4.86030807052891E-01,4.95864546209755E-01,5.26594462672024E-01
2.37600000000000E+01,4.94139823646577E-01,4.58866942074362E-01,4.88352098003836E-01,4.94363407057358E-01,5.27304456715204E-01
2.38800000000000E+01,4.92736265442173E-01,4.58292441688667E-01,4.90772578692738E-01,4.92962153410671E-01,5.27662024540340E-01
2.40000000000000E+01,4.91450441830188E-01,4.58249277866649E-01,4.93260202310187E-01,4.91676332190660E-01,5.27669636580052E-01
2.41200000000000E+01,4.90295953822062E-01,4.58727482647879E-01,4.95782716339186E-01,4.90519738536986E-01,5.27334059111996E-01
2.42400000000000E+01,4.89284510010890E-01,4.59710791139693E-01,4.98308067838495E-01,4.89504278823953E-01,5.26666186484844E-01
2.43600000000000E+01,4.88425818034830E-01,4.61176968959893E-01,5.00804798273027E-01,4.88639859948722E-01,5.25680825283265E-01
2.44800000000000E+01,4.87727503000595E-01,4.63098207461283E-01,5.03242423184087E-01,4.87934305743252E-01,5.24396434055677E-01
2.46000000000000E+01,4.87195053358597E-01,4.65441580478666E-01,5.05591792273606E-01,4.87393301007252E-01,5.22834822710829E-01
2.47200000000000E+01,4.86831794370038E-01,4.68169555697877E-01,5.07825425807387E-01,4.87020363306175E-01,5.21020816110918E-01
2.48400000000000E+01,4.86638888960065E-01,4.71240553203761E-01,5.09917823617715E-01,4.86816842330181E-01,5.18981886746017E-01
2.49600000000000E+01,4.86615365414287E-01,4.74609543324664E-01,5.11845743399823E-01,4.86781946271418E-01,5.16747761663765E-01
