"time","Piston.body.r_0[2]","Inertia.w"
0,0.4,0.00942713
0.001,0.4,0.0189458
0.002,0.4,0.0286414
0.003,0.4,0.0386057
0.004,0.4,0.0489337
0.005,0.4,0.0597228
0.006,0.4,0.0710747
0.007,0.4,0.083096
0.008,0.4,0.0958999
0.009,0.4,0.109607
0.01,0.4,0.124346
0.011,0.4,0.140256
0.012,0.4,0.157486
0.013,0.4,0.176199
0.014,0.4,0.196572
0.015,0.4,0.218795
0.016,0.399999,0.243077
0.017,0.399999,0.269649
0.018,0.399999,0.298759
0.019,0.399999,0.330681
0.02,0.399999,0.365717
0.021,0.399999,0.404195
0.022,0.399998,0.446479
0.023,0.399998,0.492965
0.024,0.399998,0.544091
0.025,0.399997,0.600338
0.026,0.399996,0.662235
0.027,0.399996,0.730363
0.028,0.399995,0.805365
0.029,0.399994,0.887943
0.03,0.399992,0.978874
0.031,0.399991,1.07901
0.032,0.399989,1.1893
0.033,0.399986,1.31076
0.034,0.399983,1.44454
0.035,0.39998,1.59189
0.036,0.399975,1.75419
0.037,0.39997,1.93294
0.038,0.399964,2.12982
0.039,0.399956,2.34665
0.04,0.399947,2.58545
0.041,0.399935,2.8484
0.042,0.399921,3.13794
0.043,0.399904,3.4567
0.044,0.399884,3.80759
0.045,0.399859,4.19375
0.046,0.399829,4.61864
0.047,0.399793,5.08601
0.048,0.399749,5.59991
0.049,0.399695,6.16474
0.05,0.39963,6.78523
0.051,0.399551,7.46643
0.052,0.399456,8.2137
0.053,0.39934,9.03273
0.054,0.399201,9.9294
0.055,0.399032,10.9098
0.056,0.398828,11.98
0.057,0.398581,13.1462
0.058,0.398284,14.414
0.059,0.397927,15.7889
0.06,0.397497,17.2751
0.061,0.396982,18.8761
0.062,0.396366,20.5937
0.063,0.39563,22.4275
0.064,0.394755,24.3753
0.065,0.393719,26.432
0.066,0.392495,28.5899
0.067,0.391056,30.8376
0.068,0.389375,33.162
0.069,0.38742,35.5476
0.07,0.385161,37.9782
0.071,0.382568,40.4376
0.072,0.379611,42.9113
0.073,0.376263,45.3873
0.074,0.372499,47.8581
0.075,0.368299,50.3209
0.076,0.363647,52.7782
0.077,0.35853,55.2391
0.078,0.352944,57.7166
0.079,0.346888,60.2301
0.08,0.340368,62.8013
0.081,0.333398,65.4578
0.082,0.325999,68.229
0.083,0.3182,71.1454
0.084,0.31004,74.2386
0.085,0.30157,77.5387
0.086,0.292853,81.0717
0.087,0.283963,84.8563
0.088,0.274991,88.8988
0.089,0.266041,93.1857
0.09,0.25723,97.6768
0.091,0.248685,102.301
0.092,0.240537,106.952
0.093,0.232913,111.496
0.094,0.225932,115.784
0.095,0.219689,119.676
0.096,0.214258,123.066
0.097,0.209686,125.89
0.098,0.205994,128.13
0.099,0.203189,129.794
0.1,0.201266,130.912
0.101,0.200217,131.512
0.102,0.200037,131.614
0.103,0.200723,131.224
0.104,0.202281,130.339
0.105,0.204719,128.957
0.106,0.208044,127.08
0.107,0.212263,124.725
0.108,0.217371,121.934
0.109,0.223347,118.777
0.11,0.230152,115.357
0.111,0.237729,111.799
0.112,0.245998,108.238
0.113,0.254866,104.803
0.114,0.264232,101.602
0.115,0.273988,98.7101
0.116,0.284027,96.183
0.117,0.294242,94.053
0.118,0.304532,92.3431
0.119,0.314802,91.064
0.12,0.324959,90.2266
0.121,0.334915,89.8446
0.122,0.344585,89.9332
0.123,0.353879,90.5074
0.124,0.3627,91.579
0.125,0.370944,93.1476
0.126,0.378487,95.1848
0.127,0.385183,97.6053
0.128,0.390861,100.235
0.129,0.395328,102.773
0.13,0.398387,104.803
0.131,0.399871,105.889
0.132,0.399688,105.874
0.133,0.397839,105.248
0.134,0.394397,104.235
0.135,0.389478,103.093
0.136,0.383223,102.05
0.137,0.375777,101.299
0.138,0.367277,100.97
0.139,0.35785,101.151
