"time", "Capacitor1.v", "IdealDiode3.off"
0, 282.842712474619, 1
0.0001, 282.842712474619, 1
0.0001, 281.173242510745, 1
0.0002, 281.173242510745, 1
0.0002, 279.504158103089, 0
0.0003, 279.504158103089, 0
0.0003, 277.839353438292, 0
0.0004, 277.839353438292, 0
0.0004, 276.184137700979, 0
0.0005, 276.184137700979, 0
0.0005, 274.542272044077, 0
0.0006, 274.542272044077, 0
0.0006, 272.915896676022, 0
0.0007, 272.915896676022, 0
0.0007, 271.305538703784, 0
0.0008, 271.305538703784, 0
0.0008, 269.710104588993, 0
0.0009, 269.710104588993, 0
0.0009, 268.126913341637, 0
0.001, 268.126913341637, 0
0.001, 266.551721310264, 0
0.0011, 266.551721310264, 0
0.0011, 264.97875839812, 0
0.0012, 264.97875839812, 0
0.0012, 263.40078040356, 0
0.0013, 263.40078040356, 0
0.0013, 261.809128109996, 0
0.0014, 261.809128109996, 0
0.0014, 260.193789342741, 0
0.0015, 260.193789342741, 0
0.0015, 258.543596057192, 1
0.0016, 258.543596057192, 1
0.0016, 256.875018798855, 1
0.0017, 256.875018798855, 1
0.0017, 255.206476856447, 1
0.0018, 255.206476856447, 1
0.0018, 253.537966896605, 1
0.0019, 253.537966896605, 1
0.0019, 251.869502132744, 1
0.002, 251.869502132744, 1
0.002, 250.208524109515, 1
0.0021, 250.208524109515, 1
0.0021, 248.58161341356, 1
0.0022, 248.58161341356, 1
0.0022, 247.017457420266, 1
0.0023, 247.017457420266, 1
0.0023, 245.542197755353, 1
0.0024, 245.542197755353, 1
0.0024, 244.180366516438, 1
0.0025, 244.180366516438, 1
0.0025, 242.954349351354, 1
0.0026, 242.954349351354, 1
0.0026, 241.884322614741, 1
0.0027, 241.884322614741, 1
0.0027, 240.987863437405, 1
0.0028, 240.987863437405, 1
0.0028, 240.280151554121, 1
0.0029, 240.280151554121, 1
0.0029, 239.773786693826, 1
0.003, 239.773786693826, 1
0.003, 239.478721884584, 1
0.0031, 239.478721884584, 1
0.0031, 239.402170915045, 1
0.0032, 239.402170915045, 1
0.0032, 239.548569238192, 1
0.0033, 239.548569238192, 1
0.0033, 239.919558782309, 1
0.0034, 239.919558782309, 1
0.0034, 240.513986395969, 1
0.0035, 240.513986395969, 1
0.0035, 241.327917399874, 1
0.0036, 241.327917399874, 1
0.0036, 242.354660921897, 1
0.0037, 242.354660921897, 1
0.0037, 243.584810508753, 1
0.0038, 243.584810508753, 1
0.0038, 245.006302604409, 1
0.0039, 245.006302604409, 1
0.0039, 246.604493192138, 1
0.004, 246.604493192138, 1
0.004, 248.362250755244, 1
0.0041, 248.362250755244, 1
0.0041, 250.260063769775, 1
0.0042, 250.260063769775, 1
0.0042, 252.276162008386, 1
0.0043, 252.276162008386, 1
0.0043, 254.386651556581, 1
0.0044, 254.386651556581, 1
0.0044, 256.565663195591, 1
0.0045, 256.565663195591, 1
0.0045, 258.785513238986, 1
0.0046, 258.785513238986, 1
0.0046, 261.01687562199, 1
0.0047, 261.01687562199, 1
0.0047, 263.228964107911, 1
0.0048, 263.228964107911, 1
0.0048, 265.389723265821, 1
0.0049, 265.389723265821, 1
0.0049, 267.466028690181, 1
0.005, 267.466028690181, 1
0.005, 269.423893532059, 1
0.0051, 269.423893532059, 1
0.0051, 271.228680382943, 1
0.0052, 271.228680382943, 1
0.0052, 272.84531802983, 1
0.0053, 272.84531802983, 1
0.0053, 274.239538817449, 1
0.0054, 274.239538817449, 1
0.0054, 275.389159562752, 1
0.0055, 275.389159562752, 1
0.0055, 276.279674427767, 1
0.0056, 276.279674427767, 1
0.0056, 276.896954980412, 1
0.0057, 276.896954980412, 1
0.0057, 277.227121596712, 1
0.0058, 277.227121596712, 1
0.0058, 277.25664971754, 1
0.0059, 277.25664971754, 1
0.0059, 276.972520915536, 1
0.006, 276.972520915536, 1
0.006, 276.403222890413, 1
0.0061, 276.403222890413, 1
0.0061, 275.785067565596, 1
0.0062, 275.785067565596, 1
0.0062, 275.168038293554, 1
0.0063, 275.168038293554, 1
0.0063, 274.563681342885, 1
0.0064, 274.563681342885, 1
0.0064, 273.981854799053, 1
0.0065, 273.981854799053, 1
0.0065, 273.430713909128, 1
0.0066, 273.430713909128, 1
0.0066, 272.916389885179, 1
0.0067, 272.916389885179, 1
0.0067, 272.443835199537, 1
0.0068, 272.443835199537, 1
0.0068, 272.015546886392, 1
0.0069, 272.015546886392, 1
0.0069, 271.632669874556, 1
0.007, 271.632669874556, 1
0.007, 271.294497763607, 1
0.0071, 271.294497763607, 1
0.0071, 270.998424157613, 1
0.0072, 270.998424157613, 1
0.0072, 270.739854608704, 1
0.0073, 270.739854608704, 1
0.0073, 270.512905880296, 1
0.0074, 270.512905880296, 1
0.0074, 270.309900299576, 1
0.0075, 270.309900299576, 1
0.0075, 270.121384302444, 1
0.0076, 270.121384302444, 1
0.0076, 269.936308923821, 1
0.0077, 269.936308923821, 1
0.0077, 269.742009146107, 1
0.0078, 269.742009146107, 1
0.0078, 269.524775640498, 1
0.0079, 269.524775640498, 1
0.0079, 269.269482111813, 1
0.008, 269.269482111813, 1
0.008, 268.959666231779, 1
0.0081, 268.959666231779, 1
0.0081, 268.577744089082, 1
0.0082, 268.577744089082, 1
0.0082, 268.10517985142, 1
0.0083, 268.10517985142, 1
0.0083, 267.522602694029, 1
0.0084, 267.522602694029, 1
0.0084, 266.809847987707, 1
0.0085, 266.809847987707, 1
0.0085, 265.946311844303, 1
0.0086, 265.946311844303, 1
0.0086, 264.914200239968, 1
0.0087, 264.914200239968, 1
0.0087, 263.712069859237, 1
0.0088, 263.712069859237, 1
0.0088, 262.343472382902, 1
0.0089, 262.343472382902, 1
0.0089, 260.892567417081, 1
0.009, 260.892567417081, 1
0.009, 259.458868959401, 1
0.0091, 259.458868959401, 1
0.0091, 258.066826111943, 1
0.0092, 258.066826111943, 1
0.0092, 256.738293598178, 1
0.0093, 256.738293598178, 1
0.0093, 255.493327369093, 1
