Time,Sa1_UPI
0.157,2.9
0.158,2.9
0.159,2.9
0.16,2.9
0.161,2.9
0.162,2.9
0.163,2.9
0.164,2.9
0.165,2.9
0.166,2.9
0.167,2.9
0.168,2.9
0.169,2.9
0.17,2.9
0.171,2.9
0.172,2.9
0.173,2.9
0.174,2.9
0.175,2.9
0.176,2.9
0.177,2.9
0.178,2.9
0.179,2.9
0.18,2.9
0.181,2.9
0.182,2.9
0.183,2.9
0.184,2.9
0.185,2.9
0.186,2.9
0.187,2.9
0.188,2.9
0.189,2.9
0.19,2.9
0.191,2.9
0.192,2.9
0.193,2.9
0.194,2.9
0.195,2.9
0.196,2.9
0.197,2.9
0.198,2.9
0.199,2.9
0.2,-19.1
0.201,-14.8
0.202,-4.74
0.203,-3.89
0.204,-3.17
0.205,-2.56
0.206,-2.05
0.207,-1.63
0.208,-1.27
0.209,-0.98
0.21,-0.746
0.211,-0.555
0.212,-0.398
0.213,-0.271
0.214,-0.174
0.215,-0.0957
0.216,-0.0371
0.217,0.00977
0.218,0.0449
0.219,0.0703
0.22,0.0879
0.221,0.0996
0.222,0.105
0.223,0.109
0.224,0.107
0.225,0.105
0.226,0.102
0.227,0.0957
0.228,0.0918
0.229,0.0859
0.23,0.0801
0.231,0.0742
0.232,0.0664
0.233,0.0586
0.234,0.0566
0.235,0.0508
0.236,0.0449
0.237,0.041
0.238,0.0352
0.239,0.0313
0.24,0.0273
0.241,0.0254
0.242,0.0234
0.243,0.0195
0.244,0.0156
0.245,0.0156
0.246,0.0137
0.247,0.0117
0.248,0.00977
0.249,0.00781
0.25,0.00781
0.251,0.00586
0.252,0.00586
0.253,0.00391
0.254,0.00391
0.255,0.00391
0.256,0.00195
0.257,0.00195
0.258,0.00195
0.259,0.00195
0.26,0.00391
0.261,0.00195
0.262,0.00195
0.263,0.0
0.264,0.0
0.265,0.0
0.266,0.0
0.267,0.0
0.268,0.0
0.269,0.0
0.27,0.0
0.271,0.0
0.272,0.0
0.273,0.0
0.274,0.0
0.275,0.0
0.276,0.0
0.277,0.0
0.278,0.0
0.279,0.0
0.28,0.0
0.281,0.0
0.282,0.0
0.283,0.0
0.284,0.0
0.285,0.0
0.286,0.0
0.287,0.0
0.288,0.0
0.289,0.0
0.29,0.0
0.291,0.0
0.292,0.0
0.293,0.0
0.294,0.0
0.295,0.0
0.296,0.0
0.297,0.0
0.298,0.0
0.299,0.0
0.3,22.0
0.301,13.8
0.302,9.67
0.303,7.52
0.304,6.22
0.305,5.6
0.306,5.17
0.307,4.42
0.308,4.15
0.309,4.12
0.31,3.82
0.311,3.5
0.312,3.42
0.313,3.35
0.314,3.27
0.315,2.92
0.316,3.1
0.317,3.02
0.318,2.95
0.319,2.87
0.32,2.8
0.321,2.72
0.322,2.92
0.323,2.87
0.324,2.82
0.325,2.77
0.326,2.72
0.327,2.95
0.328,2.92
0.329,2.9
0.33,2.87
0.331,2.85
0.332,2.82
0.333,2.8
0.334,2.77
0.335,2.75
0.336,2.72
0.337,2.7
0.338,2.67
0.339,2.65
0.34,2.9
0.341,2.9
0.342,2.9
0.343,2.9
0.344,2.9
0.345,2.9
0.346,2.9
0.347,2.9
0.348,2.9
0.349,2.9
0.35,2.9
