"time","tankLevel","tankLevel2","tankLevel3"
0,0,0,0
3.7,8.958333969,0,0
7.4,19.51392174,0,0
11.1,29.79173088,0,0
14.8,40.06953812,0,0
18.5,50.34734726,0,0
22.2,60.34737778,0,0
25.9,70.62500763,0,0
29.6,80.90253448,0,0
33.3,91.18006134,0,0
37,99.90277863,0,0.1666666865
40.7,89.86133575,0,10.20833778
44.4,79.5838089,0,20.48614693
48.1,69.30628204,0,30.76395607
51.8,59.02861786,0,41.04176331
55.5,48.75080872,0,51.31957245
59.2,38.47299957,0,61.59738159
62.9,28.19519043,0,71.87497711
66.6,17.91738129,0,82.15250397
70.3,7.639573574,0,92.43003082
74,4.65346384,0,99.09656525
77.7,15.20903969,0,99.09656525
81.4,25.48684883,0,99.09656525
85.1,35.76465607,0,99.09656525
88.8,46.04246521,0,99.09656525
92.5,56.32027435,0,99.09656525
96.2,66.59801483,0,99.09656525
99.9,76.87554169,0,99.09656525
103.6,87.15306854,0,99.09656525
107.3,97.4305954,0,99.09656525
111,93.8890152,0,105.2770004
114.7,83.61148834,0,115.5545273
118.4,73.33396149,0,125.8320541
122.1,63.05640793,0,136.1095886
125.8,52.77859879,0,146.3871155
129.5,42.50078964,0,156.6646423
133.2,32.2229805,0,166.9421692
136.9,21.94517136,0,177.219696
140.6,11.66736221,0,187.4972229
144.3,1.472909212,0.01388888899,197.6914368
148,0.9729093909,9.791669846,198.1914215
151.7,0.9729093909,20.06947899,198.1914215
155.4,0.9729093909,30.34728813,198.1914215
159.1,0.9729093909,40.62509537,198.1914215
162.8,0.9729093909,50.90290451,198.1914215
166.5,0.9729093909,61.18071365,198.1914215
170.2,0.9729093909,71.45832062,198.1914215
173.9,0.9729093909,81.73584747,198.1914215
177.6,0.9729093909,92.01337433,198.1914215
181.3,0.9729093909,102.2909012,198.1914215
185,0.9729093909,112.568428,198.1914215
188.7,0.9729093909,122.8459549,198.1914215
192.4,0.9729093909,133.1234894,198.1914215
196.1,0.9729093909,143.4010162,198.1914215
199.8,0.9729093909,148.4147949,200.4691772
203.5,0.9729093909,138.1372681,210.7467041
207.2,0.9729093909,127.8597412,221.024231
210.9,0.9729093909,117.5822144,231.3017578
214.6,0.9729093909,107.3046875,241.5792847
218.3,0.9729093909,97.02716064,251.8568115
222,0.9729093909,86.74963379,262.1343384
225.7,0.9729093909,76.47210693,272.4118652
229.4,0.9729093909,66.19458008,282.6893921
233.1,0.9729093909,55.91682816,292.9669189
236.8,0.9729093909,45.63901901,303.2444458
240.5,0.9729093909,35.36120987,313.5219727
244.2,0.9729093909,25.08340073,323.7994995
247.9,0.9729093909,14.80559158,334.0770264
251.6,0.9729093909,4.527794361,344.3545532
255.3,0.9729093909,7.7361269,347.7433777
259,0.9729093909,18.01393509,347.7433777
262.7,0.9729093909,28.29174423,347.7433777
266.4,0.9729093909,38.56955338,347.7433777
270.1,0.9729093909,48.84736252,347.7433777
273.8,0.9729093909,59.12517166,347.7433777
277.5,0.9729093909,69.40283203,347.7433777
281.2,0.9729093909,79.68035889,347.7433777
284.9,0.9729093909,89.95788574,347.7433777
288.6,0.9729093909,100.2215271,347.7433777
292.3,0.9729093909,91.63839722,356.8265076
296,0.9729093909,81.36087036,367.1040344
299.7,0.9729093909,71.08334351,377.3815613
300,0.9729093909,70.25003052,378.2148743
