    "time",   "y_sum","y_product","y_triggeredAdd","y_multiSwitch"
         0,         1,         0,         0,         4
      0.26,         1,         0,         0,         4
      0.27,         2,         0,         0,         4
      0.49,         2,         0,         0,         4
       0.5,         2,         0,         0,         6
      0.83,         2,         0,         0,         6
      0.84,         3,         0,         0,         6
      0.99,         3,         0,         0,         6
         1,         3,         0,         1,         4
      1.49,         3,         0,         1,         4
       1.5,         3,         0,         1,         6
      1.56,         3,         0,         1,         6
      1.57,         4,         0,         1,         6
      1.59,         4,         0,         1,         6
       1.6,         4,         0,         1,         2
      1.99,         4,         0,         1,         2
         2,         4,         0,         2,         4
      2.01,         4,         0,         2,         4
      2.02,         7,        21,         2,         4
      2.49,         7,        21,         2,         4
       2.5,         7,        21,         2,         6
      2.99,         7,        21,         2,         6
         3,         7,        21,         3,         4
      3.43,         7,        21,         3,         4
      3.44,         6,        18,         3,         4
      3.49,         6,        18,         3,         4
       3.5,         6,        18,         3,         6
      3.59,         6,        18,         3,         6
       3.6,         6,        18,         3,         2
      3.99,         6,        18,         3,         2
         4,         6,        18,         4,         4
      4.16,         6,        18,         4,         4
      4.17,         5,        15,         4,         4
      4.49,         5,        15,         4,         4
       4.5,         5,        15,         4,         6
      4.73,         5,        15,         4,         6
      4.74,         4,        12,         4,         6
      4.99,         4,        12,         4,         6
         5,         4,        12,         5,         4
      5.26,         4,        12,         5,         4
      5.27,         3,         9,         5,         4
      5.49,         3,         9,         5,         4
       5.5,         3,         9,         5,         6
      5.59,         3,         9,         5,         6
       5.6,         3,         9,         5,         2
      5.83,         3,         9,         5,         2
      5.84,         2,         6,         5,         2
      5.99,         2,         6,         5,         2
         6,         2,         6,         6,         4
      6.49,         2,         6,         6,         4
       6.5,         2,         6,         6,         6
      6.56,         2,         6,         6,         6
      6.57,         1,         3,         6,         6
      6.99,         1,         3,         6,         6
         7,         1,         3,         7,         4
      7.49,         1,         3,         7,         4
       7.5,         1,         3,         7,         6
      7.59,         1,         3,         7,         6
       7.6,         1,         3,         7,         2
      7.99,         1,         3,         7,         2
         8,         1,         3,         8,         4
      8.43,         1,         3,         8,         4
      8.44,         2,         6,         8,         4
      8.49,         2,         6,         8,         4
       8.5,         2,         6,         8,         6
      8.99,         2,         6,         8,         6
         9,         2,         6,         9,         4
      9.16,         2,         6,         9,         4
      9.17,         3,         9,         9,         4
      9.49,         3,         9,         9,         4
       9.5,         3,         9,         9,         6
      9.59,         3,         9,         9,         6
       9.6,         3,         9,         9,         2
      9.73,         3,         9,         9,         2
      9.74,         4,        12,         9,         2
      9.99,         4,        12,         9,         2
        10,         4,        12,        10,         4
