"time","outp","overflw","out_stato"
2.795,1,0,6
2.796,1,0,0
2.797,1,0,1
2.798,1,0,2
2.799,1,0,6
2.8,1,0,0
2.801,0,0,1
2.802,1,0,2
2.803,0,0,6
2.804,0,0,3
2.805,0,1,4
2.806,1,0,5
2.807,1,0,6
2.808,1,0,0
2.809,0,0,1
2.81,1,0,2
2.811,0,0,7
2.812,0,0,3
2.813,0,1,1
2.814,0,0,5
2.815,0,0,7
2.816,1,0,0
2.817,1,0,1
2.818,1,0,2
2.819,1,0,6
2.82,0,0,0
2.821,1,0,1
2.822,0,0,2
2.823,0,0,6
2.824,0,0,0
2.825,0,0,1
2.826,1,0,2
2.827,1,0,6
2.828,0,0,3
2.829,1,1,1
2.83,1,0,2
2.831,0,0,6
2.832,0,0,3
2.833,1,1,1
2.834,1,0,2
2.835,0,0,7
2.836,0,0,3
2.837,0,1,4
2.838,0,0,5
2.839,0,0,7
2.84,0,0,3
2.841,1,1,1
2.842,0,0,2
2.843,0,0,7
2.844,1,0,3
2.845,0,1,1
2.846,1,0,2
2.847,0,0,6
2.848,0,0,3
2.849,0,1,1
2.85,1,0,2
2.851,1,0,6
2.852,0,0,3
2.853,0,1,4
2.854,1,0,5
2.855,0,0,7
2.856,0,0,3
2.857,1,1,1
2.858,0,0,5
2.859,0,0,7
2.86,0,0,3
2.861,0,1,4
2.862,0,0,5
2.863,0,0,7
2.864,0,0,3
2.865,0,1,4
2.866,0,0,5
2.867,1,0,6
2.868,1,0,0
2.869,0,0,4
2.87,1,0,5
2.871,0,0,7
2.872,1,0,0
2.873,1,0,1
2.874,1,0,2
2.875,0,0,6
2.876,1,0,0
2.877,1,0,1
2.878,0,0,2
2.879,0,0,6
2.88,1,0,0
2.881,1,0,1
2.882,1,0,2
2.883,0,0,6
2.884,0,0,0
2.885,1,0,1
2.886,1,0,2
2.887,1,0,6
2.888,0,0,3
2.889,1,1,1
2.89,1,0,2
2.891,1,0,6
2.892,1,0,0
2.893,0,0,4
2.894,0,0,5
2.895,1,0,6
2.896,0,0,0
2.897,1,0,1
2.898,1,0,2
2.899,1,0,6
2.9,1,0,0
2.901,1,0,1
2.902,1,0,2
2.903,1,0,6
2.904,0,0,3
2.905,0,1,4
2.906,0,0,5
2.907,0,0,7
2.908,0,0,3
2.909,0,1,1
2.91,1,0,2
2.911,1,0,6
2.912,1,0,0
2.913,1,0,1
2.914,1,0,2
2.915,0,0,6
2.916,0,0,0
2.917,1,0,1
2.918,1,0,2
2.919,1,0,6
2.92,1,0,0
2.921,0,0,1
2.922,1,0,2
2.923,0,0,6
2.924,1,0,0
2.925,0,0,1
2.926,0,0,5
2.927,0,0,7
2.928,1,0,3
2.929,1,1,1
2.93,1,0,2
2.931,1,0,6
2.932,0,0,3
2.933,1,1,1
2.934,0,0,5
2.935,1,0,7
2.936,0,0,3
2.937,1,1,1
2.938,0,0,2
2.939,1,0,6
2.94,1,0,0
2.941,1,0,1
2.942,0,0,5
2.943,1,0,6
2.944,1,0,0
2.945,0,0,1
2.946,0,0,5
2.947,0,0,7
2.948,0,0,3
2.949,1,1,1
2.95,0,0,2
2.951,0,0,7
2.952,1,0,3
2.953,0,1,1
2.954,0,0,5
2.955,0,0,7
2.956,1,0,3
2.957,1,1,1
2.958,1,0,2
2.959,0,0,6
2.96,0,0,3
2.961,1,1,1
2.962,1,0,2
2.963,1,0,6
2.964,0,0,3
2.965,0,1,4
2.966,0,0,5
2.967,0,0,7
2.968,1,0,0
2.969,1,0,1
2.97,0,0,2
2.971,0,0,6
2.972,1,0,0
2.973,0,0,4
2.974,1,0,5
2.975,0,0,7
2.976,1,0,3
2.977,0,1,4
2.978,1,0,5
2.979,1,0,6
2.98,1,0,0
2.981,0,0,4
2.982,1,0,5
2.983,1,0,7
2.984,1,0,0
2.985,0,0,1
2.986,0,0,2
2.987,0,0,6
2.988,0,0,0
2.989,0,0,1
2.99,0,0,2
2.991,1,0,6
2.992,0,0,3
2.993,0,1,1
2.994,0,0,5
2.995,1,0,6
2.996,1,0,0
2.997,0,0,1
2.998,0,0,5
2.999,1,0,6
3,1,0,0
3.001,1,0,1
3.002,0,0,5
3.003,0,0,7
3.004,1,0,0
3.005,0,0,1
3.006,0,0,2
3.007,0,0,7
3.008,0,0,3
3.009,0,1,1
3.01,1,0,2
3.011,1,0,6
3.012,1,0,0
3.013,1,0,1
3.014,1,0,2
3.015,1,0,6
3.016,1,0,0
3.017,0,0,4
3.018,1,0,2
3.019,1,0,6
3.02,1,0,0
3.021,0,0,4
3.022,0,0,5
3.023,0,0,7
3.024,0,0,3
3.025,0,1,1
3.026,1,0,2
3.027,0,0,6
3.028,1,0,0
3.029,0,0,1
3.03,0,0,2
3.031,0,0,6
3.032,0,0,3
3.033,0,1,1
3.034,0,0,2
3.035,0,0,7
3.036,0,0,3
3.037,1,1,1
3.038,0,0,2
3.039,0,0,6
3.04,0,0,3
3.041,1,1,1
3.042,0,0,2
3.043,1,0,6
3.044,0,0,3
3.045,0,1,1
3.046,0,0,5
3.047,0,0,7
3.048,1,0,0
3.049,1,0,1
3.05,1,0,2
3.051,0,0,6
3.052,0,0,3
3.053,0,1,1
3.054,1,0,2
3.055,1,0,6
3.056,1,0,0
3.057,1,0,1
3.058,0,0,2
3.059,1,0,6
3.06,1,0,0
3.061,0,0,4
3.062,0,0,5
3.063,1,0,6
3.064,0,0,0
3.065,0,0,4
3.066,1,0,2
3.067,1,0,6
3.068,0,0,0
3.069,0,0,1
3.07,0,0,2
3.071,1,0,6
3.072,1,0,0
3.073,0,0,4
3.074,1,0,2
3.075,0,0,6
3.076,0,0,3
3.077,0,1,4
3.078,0,0,5
3.079,1,0,7
3.08,0,0,3
3.081,0,1,1
3.082,0,0,2
3.083,1,0,6
3.084,1,0,0
3.085,1,0,1
3.086,0,0,2
3.087,1,0,6
3.088,1,0,0
3.089,0,0,1
3.09,1,0,2
3.091,0,0,7
3.092,1,0,0
3.093,0,0,1
3.094,0,0,2
3.095,0,0,6
3.096,1,0,0
3.097,1,0,1
3.098,1,0,2
3.099,0,0,7
3.1,0,0,3
3.101,0,1,1
3.102,1,0,2
3.103,1,0,6
3.104,1,0,0
3.105,0,0,4
3.106,0,0,5
3.107,1,0,6
3.108,1,0,0
3.109,0,0,4
3.11,0,0,5
3.111,0,0,7
3.112,0,0,3
3.113,1,1,1
3.114,1,0,2
3.115,0,0,6
3.116,1,0,0
3.117,0,0,4
3.118,0,0,5
3.119,1,0,7
3.12,1,0,3
3.121,1,1,1
3.122,0,0,5
3.123,1,0,6
3.124,1,0,0
3.125,0,0,4
3.126,0,0,5
3.127,1,0,7
3.128,1,0,0
3.129,0,0,1
3.13,1,0,2
3.131,1,0,6
3.132,0,0,0
3.133,1,0,1
3.134,1,0,2
3.135,1,0,6
3.136,0,0,3
3.137,1,1,1
3.138,1,0,2
3.139,1,0,6
3.14,0,0,0
3.141,1,0,1
3.142,1,0,2
3.143,0,0,7
3.144,0,0,3
3.145,1,1,1
3.146,1,0,2
3.147,1,0,6
3.148,1,0,0
3.149,0,0,4
3.15,1,0,2
3.151,0,0,7
3.152,0,0,3
3.153,0,1,1
3.154,0,0,5
3.155,0,0,7
3.156,1,0,3
3.157,0,1,1
3.158,0,0,5
3.159,0,0,7
3.16,0,0,3
3.161,0,1,1
3.162,0,0,5
3.163,0,0,7
3.164,0,0,3
3.165,1,1,1
3.166,1,0,2
3.167,1,0,6
3.168,1,0,0
3.169,0,0,1
3.17,0,0,5
3.171,1,0,6
3.172,1,0,0
3.173,1,0,1
3.174,1,0,2
3.175,1,0,6
3.176,1,0,0
3.177,0,0,1
3.178,1,0,2
3.179,0,0,6
3.18,1,0,0
3.181,1,0,1
3.182,1,0,2
3.183,0,0,6
3.184,1,0,0
3.185,0,0,1
3.186,1,0,2
3.187,1,0,6
3.188,0,0,3
3.189,1,1,1
3.19,1,0,2
3.191,0,0,6
3.192,1,0,0
3.193,1,0,1
3.194,1,0,2
3.195,1,0,6
3.196,0,0,0
3.197,1,0,1
3.198,1,0,2
3.199,1,0,6
3.2,1,0,0
3.201,1,0,1
3.202,0,0,2
3.203,1,0,6
3.204,1,0,0
3.205,1,0,1
3.206,0,0,2
3.207,1,0,6
3.208,1,0,0
3.209,1,0,1
3.21,1,0,2
3.211,1,0,6
3.212,1,0,0
3.213,0,0,4
3.214,1,0,2
3.215,1,0,6
3.216,1,0,0
3.217,1,0,1
3.218,1,0,2
3.219,0,0,7
3.22,1,0,3
3.221,1,1,1
3.222,0,0,2
3.223,1,0,6
3.224,1,0,0
3.225,1,0,1
3.226,0,0,2
3.227,1,0,6
3.228,0,0,3
3.229,0,1,1
3.23,0,0,2
3.231,1,0,6
3.232,0,0,0
3.233,1,0,1
3.234,1,0,2
3.235,0,0,6
3.236,1,0,0
3.237,0,0,1
3.238,1,0,2
3.239,1,0,6
3.24,0,0,3
3.241,1,1,1
3.242,1,0,2
3.243,0,0,7
3.244,1,0,0
3.245,1,0,1
3.246,1,0,2
3.247,1,0,6
3.248,1,0,0
3.249,0,0,1
3.25,0,0,5
3.251,0,0,7
3.252,0,0,3
3.253,1,1,1
3.254,0,0,2
3.255,1,0,6
3.256,0,0,0
3.257,0,0,1
3.258,1,0,2
3.259,1,0,6
3.26,0,0,0
3.261,1,0,1
3.262,1,0,2
3.263,1,0,6
3.264,0,0,3
3.265,0,1,4
3.266,0,0,5
3.267,1,0,7
3.268,1,0,0
3.269,1,0,1
3.27,1,0,2
3.271,1,0,6
3.272,1,0,0
3.273,1,0,1
3.274,1,0,2
3.275,1,0,6
3.276,1,0,0
3.277,1,0,1
3.278,1,0,2
3.279,1,0,6
3.28,0,0,3
3.281,1,1,1
3.282,1,0,2
3.283,1,0,6
3.284,1,0,0
3.285,0,0,1
3.286,0,0,5
3.287,1,0,6
3.288,1,0,0
3.289,0,0,1
3.29,0,0,5
3.291,0,0,7
3.292,0,0,3
3.293,0,1,1
3.294,0,0,2
3.295,1,0,6
3.296,1,0,0
3.297,1,0,1
3.298,1,0,2
3.299,0,0,6
3.3,0,0,3
3.301,1,1,1
3.302,1,0,2
3.303,1,0,6
3.304,0,0,3
3.305,1,1,1
3.306,0,0,2
3.307,1,0,6
3.308,1,0,0
3.309,1,0,1
3.31,0,0,2
3.311,1,0,6
3.312,1,0,0
3.313,0,0,4
3.314,1,0,2
3.315,1,0,6
3.316,1,0,0
3.317,0,0,1
3.318,1,0,2
3.319,1,0,6
3.32,1,0,0
3.321,0,0,1
3.322,0,0,2
3.323,0,0,6
3.324,0,0,0
3.325,0,0,4
3.326,0,0,5
3.327,1,0,7
3.328,0,0,3
3.329,0,1,4
3.33,0,0,5
3.331,1,0,7
3.332,0,0,3
3.333,0,1,1
3.334,0,0,5
3.335,1,0,6
3.336,0,0,3
3.337,0,1,1
3.338,1,0,2
3.339,0,0,6
3.34,0,0,3
3.341,1,1,1
3.342,1,0,2
3.343,1,0,6
3.344,0,0,0
3.345,0,0,1
3.346,1,0,2
3.347,0,0,7
3.348,1,0,3
3.349,1,1,1
3.35,0,0,2
3.351,0,0,6
3.352,0,0,3
3.353,1,1,1
3.354,1,0,2
3.355,0,0,7
3.356,1,0,3
3.357,0,1,1
3.358,0,0,2
3.359,1,0,6
3.36,0,0,0
3.361,1,0,1
3.362,1,0,2
3.363,0,0,6
3.364,0,0,0
3.365,0,0,4
3.366,1,0,2
3.367,1,0,6
3.368,1,0,0
3.369,1,0,1
3.37,1,0,2
3.371,0,0,7
3.372,1,0,0
3.373,1,0,1
3.374,0,0,5
3.375,1,0,6
3.376,0,0,3
3.377,0,1,4
3.378,0,0,5
3.379,0,0,7
3.38,0,0,3
3.381,0,1,4
3.382,0,0,5
3.383,0,0,7
3.384,1,0,3
3.385,0,1,4
3.386,1,0,5
3.387,0,0,7
3.388,0,0,3
3.389,0,1,1
3.39,0,0,5
3.391,0,0,7
3.392,1,0,0
3.393,0,0,1
3.394,0,0,2
3.395,1,0,6
3.396,0,0,3
3.397,1,1,1
3.398,1,0,2
3.399,1,0,6
3.4,0,0,0
3.401,1,0,1
3.402,0,0,5
3.403,1,0,7
3.404,1,0,3
3.405,0,1,4
3.406,1,0,2
3.407,1,0,6
3.408,0,0,0
3.409,0,0,4
3.41,1,0,5
3.411,1,0,6
3.412,0,0,3
3.413,1,1,1
3.414,1,0,2
3.415,0,0,6
3.416,0,0,3
3.417,0,1,1
3.418,0,0,2
3.419,1,0,6
3.42,0,0,3
3.421,0,1,1
3.422,1,0,2
3.423,0,0,6
3.424,0,0,3
3.425,0,1,1
3.426,1,0,2
3.427,0,0,7
3.428,1,0,3
3.429,1,1,1
3.43,0,0,2
3.431,1,0,6
3.432,0,0,3
3.433,0,1,1
3.434,1,0,2
3.435,1,0,6
3.436,1,0,0
3.437,1,0,1
3.438,1,0,2
3.439,1,0,6
3.44,0,0,0
3.441,1,0,1
3.442,1,0,2
3.443,1,0,6
3.444,1,0,0
3.445,0,0,1
3.446,1,0,2
3.447,1,0,6
3.448,1,0,0
3.449,1,0,1
3.45,1,0,2
3.451,1,0,6
3.452,0,0,3
3.453,1,1,1
3.454,0,0,2
3.455,1,0,6
3.456,0,0,3
3.457,0,1,1
3.458,1,0,2
3.459,1,0,6
3.46,1,0,0
3.461,0,0,4
3.462,1,0,5
3.463,1,0,7
3.464,0,0,3
3.465,1,1,1
3.466,1,0,2
3.467,0,0,6
3.468,1,0,0
3.469,0,0,1
3.47,1,0,2
3.471,1,0,6
3.472,1,0,0
3.473,0,0,4
3.474,0,0,5
3.475,1,0,6
3.476,1,0,0
3.477,0,0,1
3.478,1,0,2
3.479,0,0,7
3.48,1,0,0
3.481,0,0,4
3.482,0,0,5
3.483,0,0,7
3.484,1,0,0
3.485,1,0,1
3.486,0,0,5
3.487,0,0,7
3.488,0,0,3
3.489,1,1,1
3.49,1,0,2
3.491,0,0,7
3.492,1,0,0
3.493,1,0,1
3.494,0,0,2
3.495,0,0,7
3.496,0,0,3
3.497,1,1,1
3.498,0,0,2
3.499,1,0,6
3.5,1,0,0
3.501,1,0,1
3.502,0,0,2
3.503,1,0,6
3.504,1,0,0
3.505,1,0,1
3.506,0,0,5
3.507,1,0,6
3.508,1,0,0
3.509,1,0,1
3.51,0,0,5
3.511,0,0,7
3.512,1,0,3
3.513,0,1,4
3.514,1,0,2
3.515,0,0,7
3.516,0,0,3
3.517,1,1,1
3.518,0,0,5
3.519,0,0,7
3.52,0,0,3
3.521,1,1,1
3.522,1,0,2
3.523,1,0,6
3.524,0,0,3
3.525,1,1,1
3.526,0,0,5
3.527,1,0,6
3.528,1,0,0
3.529,1,0,1
3.53,0,0,2
3.531,0,0,6
3.532,0,0,0
3.533,0,0,4
3.534,0,0,5
3.535,1,0,7
3.536,0,0,3
3.537,1,1,1
3.538,0,0,2
3.539,1,0,6
3.54,0,0,0
3.541,1,0,1
3.542,1,0,2
3.543,0,0,6
3.544,1,0,0
3.545,0,0,4
3.546,1,0,2
3.547,0,0,6
3.548,0,0,3
3.549,0,1,1
3.55,0,0,2
3.551,1,0,6
3.552,0,0,0
3.553,0,0,4
3.554,0,0,5
3.555,1,0,6
3.556,0,0,0
3.557,0,0,1
3.558,0,0,5
3.559,1,0,6
3.56,0,0,0
3.561,1,0,1
3.562,0,0,5
3.563,0,0,7
3.564,0,0,3
3.565,0,1,1
3.566,0,0,2
3.567,0,0,7
3.568,0,0,3
3.569,1,1,1
3.57,0,0,5
3.571,0,0,7
3.572,1,0,3
3.573,1,1,1
3.574,0,0,5
3.575,1,0,7
3.576,1,0,3
3.577,1,1,1
3.578,0,0,2
3.579,1,0,6
3.58,0,0,0
3.581,1,0,1
3.582,0,0,2
3.583,0,0,6
3.584,1,0,0
3.585,0,0,1
3.586,1,0,2
3.587,0,0,7
3.588,1,0,0
3.589,1,0,1
3.59,0,0,5
3.591,0,0,7
3.592,0,0,3
3.593,0,1,4
3.594,0,0,5
3.595,1,0,6
3.596,1,0,0
3.597,1,0,1
3.598,0,0,5
3.599,1,0,7
3.6,1,0,3
3.601,0,1,1
3.602,1,0,2
3.603,1,0,6
3.604,1,0,0
3.605,0,0,4
3.606,0,0,5
3.607,1,0,7
3.608,0,0,3
3.609,1,1,1
3.61,0,0,5
3.611,0,0,7
3.612,1,0,0
3.613,1,0,1
3.614,1,0,2
3.615,0,0,7
3.616,0,0,3
3.617,1,1,1
3.618,0,0,5
3.619,0,0,7
3.62,0,0,3
3.621,1,1,1
3.622,1,0,2
3.623,0,0,7
3.624,0,0,3
3.625,0,1,1
3.626,1,0,2
3.627,0,0,6
3.628,1,0,0
3.629,0,0,4
3.63,0,0,5
3.631,1,0,7
3.632,1,0,3
3.633,0,1,4
3.634,0,0,5
3.635,0,0,7
3.636,0,0,3
3.637,1,1,1
3.638,1,0,2
3.639,1,0,6
3.64,1,0,0
3.641,1,0,1
3.642,0,0,5
3.643,1,0,7
3.644,1,0,3
3.645,1,1,1
3.646,1,0,2
3.647,1,0,6
3.648,0,0,3
3.649,0,1,1
3.65,1,0,2
3.651,0,0,6
3.652,0,0,0
3.653,1,0,1
3.654,1,0,2
3.655,0,0,6
3.656,1,0,0
3.657,1,0,1
3.658,1,0,2
3.659,1,0,6
3.66,1,0,0
3.661,1,0,1
3.662,0,0,2
3.663,1,0,6
3.664,0,0,3
3.665,0,1,4
3.666,0,0,5
3.667,1,0,7
3.668,0,0,3
3.669,1,1,1
3.67,0,0,2
3.671,1,0,6
3.672,0,0,0
3.673,0,0,4
3.674,1,0,2
3.675,1,0,6
3.676,0,0,3
3.677,0,1,1
3.678,0,0,5
3.679,1,0,7
3.68,0,0,3
3.681,0,1,4
3.682,0,0,5
3.683,0,0,7
3.684,1,0,3
3.685,1,1,1
3.686,1,0,2
3.687,0,0,6
3.688,0,0,0
3.689,1,0,1
3.69,0,0,5
3.691,1,0,6
3.692,1,0,0
3.693,1,0,1
3.694,0,0,2
3.695,1,0,6
3.696,1,0,0
3.697,1,0,1
3.698,0,0,2
3.699,0,0,7
3.7,1,0,3
3.701,1,1,1
3.702,0,0,5
3.703,0,0,7
3.704,0,0,3
3.705,1,1,1
3.706,0,0,2
3.707,0,0,7
3.708,0,0,3
3.709,0,1,1
3.71,0,0,2
3.711,0,0,6
3.712,0,0,3
3.713,1,1,1
3.714,0,0,5
3.715,1,0,7
3.716,0,0,3
3.717,1,1,1
3.718,1,0,2
3.719,0,0,6
3.72,1,0,0
3.721,0,0,4
3.722,1,0,2
3.723,1,0,6
3.724,1,0,0
3.725,0,0,4
3.726,0,0,5
3.727,0,0,7
3.728,0,0,3
3.729,1,1,1
3.73,0,0,2
3.731,1,0,6
3.732,0,0,0
3.733,1,0,1
3.734,1,0,2
3.735,0,0,6
3.736,0,0,0
3.737,1,0,1
3.738,1,0,2
3.739,0,0,6
3.74,1,0,0
3.741,0,0,4
3.742,1,0,5
3.743,0,0,7
3.744,1,0,3
3.745,0,1,1
3.746,1,0,2
3.747,0,0,7
3.748,0,0,3
3.749,1,1,1
3.75,0,0,2
3.751,1,0,6
3.752,1,0,0
3.753,1,0,1
3.754,0,0,5
3.755,1,0,6
3.756,0,0,3
3.757,1,1,1
3.758,0,0,5
3.759,1,0,6
3.76,0,0,0
3.761,1,0,1
3.762,0,0,5
3.763,1,0,6
3.764,0,0,3
3.765,0,1,4
3.766,1,0,2
3.767,1,0,6
3.768,0,0,3
3.769,0,1,4
3.77,1,0,5
3.771,0,0,7
3.772,1,0,0
3.773,0,0,1
3.774,0,0,5
3.775,0,0,7
3.776,0,0,3
3.777,1,1,1
3.778,0,0,5
3.779,1,0,6
3.78,1,0,0
3.781,0,0,1
3.782,0,0,2
3.783,1,0,6
3.784,1,0,0
3.785,0,0,1
3.786,0,0,2
3.787,0,0,7
3.788,0,0,3
3.789,0,1,4
3.79,0,0,5
3.791,1,0,7
3.792,1,0,0
3.793,0,0,4
3.794,1,0,5
3.795,1,0,6
3.796,1,0,0
3.797,1,0,1
3.798,1,0,2
3.799,1,0,6
3.8,1,0,0
3.801,1,0,1
3.802,0,0,5
3.803,1,0,7
3.804,0,0,3
3.805,1,1,1
3.806,1,0,2
3.807,0,0,7
3.808,1,0,0
3.809,1,0,1
3.81,0,0,5
3.811,0,0,7
3.812,0,0,3
3.813,1,1,1
3.814,0,0,2
3.815,1,0,6
3.816,1,0,0
3.817,0,0,4
3.818,0,0,5
3.819,0,0,7
3.82,0,0,3
3.821,1,1,1
3.822,0,0,2
3.823,1,0,6
3.824,0,0,0
3.825,1,0,1
3.826,1,0,2
3.827,1,0,6
3.828,1,0,0
3.829,1,0,1
3.83,1,0,2
3.831,1,0,6
3.832,0,0,0
3.833,0,0,1
3.834,1,0,2
3.835,0,0,6
3.836,0,0,3
3.837,0,1,1
3.838,1,0,2
3.839,1,0,6
3.84,0,0,0
3.841,1,0,1
3.842,1,0,2
3.843,0,0,7
3.844,0,0,3
3.845,0,1,4
3.846,1,0,2
3.847,0,0,7
3.848,0,0,3
3.849,0,1,4
3.85,1,0,5
3.851,1,0,7
3.852,0,0,3
3.853,1,1,1
3.854,0,0,5
3.855,1,0,6
3.856,1,0,0
3.857,1,0,1
3.858,1,0,2
3.859,0,0,7
3.86,0,0,3
3.861,1,1,1
3.862,0,0,2
3.863,1,0,6
3.864,0,0,0
3.865,1,0,1
3.866,1,0,2
3.867,0,0,7
3.868,0,0,3
3.869,0,1,1
3.87,1,0,2
3.871,0,0,7
3.872,1,0,0
3.873,1,0,1
3.874,1,0,2
3.875,1,0,6
3.876,0,0,3
3.877,1,1,1
3.878,1,0,2
3.879,1,0,6
3.88,0,0,3
3.881,0,1,4
3.882,0,0,5
3.883,0,0,7
3.884,0,0,3
3.885,1,1,1
3.886,0,0,5
3.887,0,0,7
3.888,0,0,3
3.889,0,1,1
3.89,0,0,5
3.891,1,0,6
3.892,0,0,0
3.893,1,0,1
3.894,0,0,5
3.895,0,0,7
3.896,0,0,3
3.897,0,1,4
3.898,1,0,5
3.899,1,0,6
3.9,1,0,0
3.901,0,0,1
3.902,0,0,5
3.903,1,0,7
3.904,1,0,3
3.905,1,1,1
3.906,1,0,2
3.907,0,0,6
3.908,1,0,0
3.909,1,0,1
3.91,0,0,5
3.911,0,0,7
3.912,0,0,3
3.913,0,1,4
3.914,0,0,5
3.915,1,0,6
3.916,1,0,0
3.917,1,0,1
3.918,0,0,2
3.919,0,0,6
3.92,1,0,0
3.921,0,0,4
3.922,1,0,5
3.923,1,0,7
3.924,0,0,3
3.925,1,1,1
3.926,1,0,2
3.927,1,0,6
3.928,1,0,0
3.929,0,0,1
3.93,1,0,2
3.931,1,0,6
3.932,0,0,3
3.933,1,1,1
3.934,0,0,5
3.935,1,0,7
3.936,0,0,3
3.937,1,1,1
3.938,0,0,2
3.939,0,0,7
3.94,1,0,0
3.941,0,0,1
3.942,1,0,2
3.943,1,0,6
3.944,1,0,0
3.945,1,0,1
3.946,1,0,2
3.947,0,0,6
3.948,0,0,3
3.949,1,1,1
3.95,0,0,2
3.951,1,0,6
3.952,0,0,3
3.953,1,1,1
3.954,1,0,2
3.955,1,0,6
3.956,1,0,0
3.957,0,0,4
3.958,1,0,5
3.959,0,0,7
3.96,1,0,0
3.961,1,0,1
3.962,1,0,2
3.963,0,0,7
3.964,1,0,0
3.965,0,0,1
3.966,1,0,2
3.967,1,0,6
3.968,1,0,0
3.969,0,0,4
3.97,1,0,5
3.971,0,0,7
3.972,1,0,0
3.973,0,0,1
3.974,1,0,2
3.975,1,0,6
3.976,1,0,0
3.977,0,0,1
3.978,0,0,2
3.979,1,0,6
3.98,0,0,0
3.981,0,0,4
3.982,1,0,5
3.983,0,0,7
3.984,1,0,3
3.985,1,1,1
3.986,0,0,5
3.987,1,0,7
3.988,0,0,3
3.989,1,1,1
3.99,0,0,2
3.991,0,0,7
3.992,0,0,3
3.993,1,1,1
3.994,1,0,2
3.995,1,0,6
3.996,1,0,0
3.997,0,0,4
3.998,1,0,5
3.999,1,0,6
4,1,0,0
4.001,0,0,1
4.002,1,0,2
4.003,1,0,6
4.004,0,0,0
4.005,1,0,1
4.006,1,0,2
4.007,0,0,7
4.008,0,0,3
4.009,1,1,1
4.01,1,0,2
4.011,1,0,6
4.012,1,0,0
4.013,1,0,1
4.014,0,0,5
4.015,1,0,6
4.016,1,0,0
4.017,0,0,1
4.018,1,0,2
4.019,1,0,6
4.02,0,0,0
4.021,1,0,1
4.022,1,0,2
4.023,1,0,6
4.024,0,0,3
4.025,0,1,1
4.026,0,0,5
4.027,0,0,7
4.028,1,0,0
4.029,1,0,1
4.03,1,0,2
4.031,1,0,6
4.032,0,0,3
4.033,1,1,1
4.034,1,0,2
4.035,0,0,6
4.036,0,0,3
4.037,0,1,4
4.038,1,0,2
4.039,1,0,6
4.04,0,0,0
4.041,0,0,4
4.042,1,0,2
4.043,1,0,6
4.044,0,0,3
4.045,0,1,1
4.046,1,0,2
4.047,0,0,6
4.048,0,0,3
4.049,1,1,1
4.05,0,0,2
4.051,1,0,6
4.052,1,0,0
4.053,1,0,1
4.054,1,0,2
4.055,1,0,6
4.056,0,0,0
4.057,1,0,1
4.058,1,0,2
4.059,1,0,6
4.06,1,0,0
4.061,0,0,1
4.062,0,0,5
4.063,1,0,6
4.064,1,0,0
4.065,1,0,1
4.066,1,0,2
4.067,1,0,6
4.068,1,0,0
4.069,1,0,1
4.07,0,0,2
4.071,1,0,6
4.072,1,0,0
4.073,1,0,1
4.074,1,0,2
4.075,1,0,6
4.076,0,0,3
4.077,1,1,1
4.078,0,0,5
4.079,1,0,6
4.08,1,0,0
4.081,1,0,1
4.082,0,0,5
4.083,1,0,7
4.084,1,0,0
4.085,1,0,1
4.086,0,0,2
4.087,0,0,7
4.088,0,0,3
4.089,0,1,4
4.09,1,0,2
4.091,1,0,6
4.092,1,0,0
4.093,1,0,1
4.094,1,0,2
4.095,1,0,6
4.096,0,0,3
4.097,1,1,1
4.098,0,0,2
4.099,1,0,6
4.1,1,0,0
4.101,1,0,1
4.102,0,0,2
4.103,1,0,6
4.104,1,0,0
4.105,0,0,1
4.106,1,0,2
4.107,1,0,6
4.108,0,0,0
4.109,1,0,1
4.11,1,0,2
4.111,1,0,6
4.112,0,0,0
4.113,0,0,4
4.114,0,0,5
4.115,1,0,6
4.116,0,0,3
4.117,1,1,1
4.118,0,0,2
4.119,1,0,6
4.12,0,0,3
4.121,0,1,4
4.122,1,0,2
4.123,1,0,6
4.124,0,0,3
4.125,0,1,1
4.126,1,0,2
4.127,1,0,6
4.128,1,0,0
4.129,1,0,1
4.13,1,0,2
4.131,1,0,6
4.132,1,0,0
4.133,1,0,1
4.134,0,0,5
4.135,0,0,7
4.136,1,0,3
4.137,1,1,1
4.138,0,0,2
4.139,1,0,6
4.14,0,0,0
4.141,0,0,4
4.142,0,0,5
4.143,0,0,7
4.144,0,0,3
4.145,0,1,4
4.146,1,0,2
4.147,0,0,7
4.148,0,0,3
4.149,1,1,1
4.15,1,0,2
4.151,1,0,6
4.152,1,0,0
4.153,1,0,1
4.154,0,0,5
4.155,1,0,6
4.156,1,0,0
4.157,0,0,1
4.158,0,0,5
4.159,1,0,6
4.16,1,0,0
4.161,0,0,4
4.162,0,0,5
4.163,1,0,7
4.164,1,0,3
4.165,1,1,1
4.166,0,0,2
4.167,0,0,6
4.168,0,0,3
4.169,0,1,4
4.17,1,0,2
4.171,0,0,6
4.172,0,0,3
4.173,0,1,4
4.174,1,0,2
4.175,0,0,7
4.176,0,0,3
4.177,0,1,4
4.178,0,0,5
4.179,1,0,7
4.18,1,0,0
4.181,0,0,4
4.182,1,0,2
4.183,1,0,6
4.184,1,0,0
4.185,0,0,1
4.186,1,0,2
4.187,1,0,6
4.188,1,0,0
4.189,0,0,1
4.19,1,0,2
4.191,1,0,6
4.192,1,0,0
