"time","freqHz","T2","clutch1.phi_rel","clutch1.w_rel","clutch2.phi_rel","clutch2.w_rel","clutch3.phi_rel","clutch3.w_rel","J1.phi","J1.w"
0,0.2,0.4,0,-10,0,0,0,0,0,10
1e-11,0.2,0.4,-1e-10,-10,-5e-22,-1e-10,0,0,1e-10,10
1e-11,0.2,0.4,-1e-10,-10,-5e-22,-1e-10,0,0,1e-10,10
0.00012679,0.2,0.4,-0.0012678,-9.9975,-8.038e-08,-0.0012679,0,0,0.0012678,9.9987
0.00076075,0.2,0.4,-0.0076017,-9.9849,-2.8937e-06,-0.0076075,0,0,0.0076046,9.9925
0.0039305,0.2,0.4,-0.039154,-9.9238,-7.7245e-05,-0.039305,0,0,0.039231,9.9631
0.019779,0.2,0.4,-0.19428,-9.6639,-0.001956,-0.19778,0,0,0.19624,9.8617
0.049779,0.2,0.4,-0.47874,-9.3211,-0.012386,-0.49748,0,0,0.49112,9.8186
0.079779,0.2,0.4,-0.75358,-8.9815,-0.031798,-0.79649,0,0,0.78538,9.778
0.10316,0.2,0.4,-0.95918,-8.5775,-0.053139,-1.0288,0,0,1.0123,9.6063
0.10316,0.2,0.4,-0.95918,-8.5775,-0.053139,-1.0288,0,0,1.0123,9.6063
0.10635,0.2,0.4,-0.98644,-8.5095,-0.056472,-1.0604,0,0,1.0429,9.5699
0.10635,0.2,0.4,-0.98644,-8.5095,-0.056472,-1.0604,0,0,1.0429,9.5699
0.13635,0.2,0.4,-1.2307,-7.7367,-0.092737,-1.357,0,0,1.3234,9.0937
0.16635,0.2,0.4,-1.4496,-6.8587,-0.13787,-1.6516,0,0,1.5874,8.5103
0.19378,0.2,0.4,-1.6278,-6.1683,-0.18684,-1.9189,0,0,1.8146,8.0872
0.19378,0.2,0.4,-1.6278,-6.1683,-0.18684,-1.9189,0,0,1.8146,8.0872
0.19691,0.2,0.4,-1.647,-6.103,-0.19289,-1.9492,0,0,1.8399,8.0523
0.19691,0.2,0.4,-1.647,-6.103,-0.19289,-1.9492,0,0,1.8399,8.0523
