"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0,0,0,0,0,0
0.06,0,0,0,0,0
0.12,0,0,0,0,0
0.18,0,0,0,0,0
0.24,0,0,0,0,0
0.3,0,0,0,0,0
0.36,0,0,0,0,0
0.42,0,0,0,0,0
0.48,0,0,0,0,0
0.54,0,0,0,0,0
0.6,0,0,0,0,0
0.66,0,0,0,0,0
0.72,0,0,0,0,0
0.78,0,0,0,0,0
0.84,0,0,0,0,0
0.9,0,0,0,0,0
0.96,0,0,0,0,0
1.02,0.0170622,0.00192563,0.00102261,0.00014618,1.32186E-05
1.08,0.0611621,0.00689798,0.00359824,0.00174629,0.000160033
1.14,0.103175,0.0116636,0.00597759,0.00510047,0.000473982
1.2,0.143127,0.0162668,0.00819671,0.0101266,0.000954613
1.26,0.181045,0.0207517,0.010291,0.0167388,0.00160201
1.32,0.216958,0.0251616,0.0122944,0.0248468,0.00241701
1.38,0.2509,0.0295375,0.0142383,0.0343597,0.00340102
1.44,0.282904,0.033917,0.0161514,0.0451881,0.0045561
1.5,0.313007,0.0383349,0.0180595,0.0572429,0.00588499
1.56,0.341247,0.0428236,0.0199863,0.070435,0.00739105
1.62,0.367662,0.047413,0.0219537,0.0846757,0.00907819
1.68,0.392296,0.0521308,0.0239815,0.0998765,0.0109509
1.74,0.415189,0.0570023,0.0260877,0.11595,0.0130142
1.8,0.436388,0.0620501,0.0282887,0.13281,0.0152735
1.86,0.455937,0.0672949,0.0305991,0.15037,0.0177348
1.92,0.473883,0.0727548,0.0330322,0.168547,0.0204043
1.98,0.490276,0.0784457,0.0355995,0.187256,0.0232888
2.04,0.505164,0.0843813,0.0383115,0.206418,0.0263949
2.1,0.518597,0.0905731,0.0411773,0.225952,0.02973
2.16,0.530626,0.0970306,0.0442047,0.245781,0.033301
2.22,0.541304,0.103761,0.0474005,0.265829,0.0371155
2.28,0.550683,0.11077,0.0507705,0.286022,0.0411805
2.34,0.558815,0.11806,0.0543194,0.306288,0.0455035
2.4,0.565754,0.125633,0.0580511,0.326559,0.0500914
2.46,0.571554,0.133489,0.0619685,0.346768,0.0549512
2.52,0.576268,0.141625,0.0660739,0.366851,0.0600895
2.58,0.57995,0.150038,0.0703688,0.386746,0.0655124
2.64,0.582654,0.158721,0.0748538,0.406394,0.0712261
2.7,0.584434,0.167668,0.0795293,0.42574,0.0772356
2.76,0.585343,0.176871,0.0843946,0.44473,0.0835461
2.82,0.585434,0.186318,0.0894488,0.463313,0.0901616
2.88,0.58476,0.195999,0.0946904,0.481443,0.0970859
2.94,0.583372,0.205901,0.100117,0.499075,0.104322
3,0.581323,0.216011,0.105727,0.516166,0.111871
3.06,0.578663,0.226313,0.111517,0.53268,0.119735
3.12,0.575442,0.236791,0.117484,0.54858,0.127915
3.18,0.571709,0.24743,0.123624,0.563834,0.13641
3.24,0.567513,0.25821,0.129933,0.578412,0.145218
3.3,0.562899,0.269114,0.136407,0.592289,0.154337
3.36,0.557915,0.280122,0.143041,0.60544,0.163764
3.42,0.552605,0.291215,0.149831,0.617846,0.173494
3.48,0.547013,0.302373,0.156771,0.629489,0.183522
3.54,0.541181,0.313576,0.163857,0.640355,0.193842
3.6,0.535149,0.324801,0.171081,0.650431,0.204445
3.66,0.528958,0.336028,0.17844,0.65971,0.215323
3.72,0.522645,0.347237,0.185925,0.668184,0.226466
3.78,0.516247,0.358404,0.193532,0.675851,0.237864
3.84,0.509799,0.36951,0.201254,0.682709,0.249505
3.9,0.503336,0.380532,0.209084,0.688762,0.261376
3.96,0.496887,0.39145,0.217015,0.694012,0.273462
4.02,0.490485,0.402243,0.225041,0.698467,0.28575
4.08,0.484158,0.412889,0.233155,0.702136,0.298223
4.14,0.477932,0.423369,0.241348,0.70503,0.310864
4.2,0.471833,0.433662,0.249614,0.707162,0.323656
4.26,0.465886,0.443751,0.257945,0.708548,0.336581
4.32,0.460112,0.453615,0.266333,0.709205,0.349619
4.38,0.454531,0.463236,0.274771,0.709153,0.362749
4.44,0.449164,0.472598,0.283251,0.708411,0.375952
4.5,0.444025,0.481683,0.291764,0.707004,0.389205
4.56,0.439133,0.490475,0.300303,0.704954,0.402488
4.62,0.434499,0.49896,0.308859,0.702288,0.415777
4.68,0.430137,0.507123,0.317424,0.699031,0.429049
4.74,0.426057,0.51495,0.32599,0.695213,0.442282
4.8,0.422269,0.52243,0.334548,0.690861,0.455451
4.86,0.418781,0.529551,0.343089,0.686005,0.468533
4.92,0.415598,0.536303,0.351605,0.680677,0.481503
4.98,0.412726,0.542676,0.360088,0.674908,0.494338
5.04,0.410168,0.548662,0.368529,0.66873,0.507014
5.1,0.407926,0.554255,0.376918,0.662174,0.519506
5.16,0.406001,0.559447,0.385249,0.655275,0.531791
5.22,0.404392,0.564233,0.393511,0.648065,0.543845
5.28,0.403098,0.568611,0.401696,0.640577,0.555644
5.34,0.402115,0.572577,0.409796,0.632844,0.567165
5.4,0.401441,0.57613,0.417802,0.624901,0.578387
5.46,0.401069,0.579269,0.425706,0.61678,0.589287
5.52,0.400993,0.581994,0.4335,0.608513,0.599842
5.58,0.401207,0.584308,0.441174,0.600134,0.610034
5.64,0.401703,0.586213,0.448721,0.591674,0.619841
5.7,0.402471,0.587713,0.456133,0.583165,0.629244
5.76,0.403503,0.588813,0.463402,0.574637,0.638224
5.82,0.404788,0.58952,0.470521,0.566122,0.646766
5.88,0.406314,0.589838,0.477481,0.557647,0.654851
5.94,0.408072,0.589778,0.484275,0.549242,0.662464
6,0.410047,0.589347,0.490896,0.540935,0.669591
6.06,0.412229,0.588555,0.497338,0.532751,0.676219
6.12,0.414603,0.587413,0.503593,0.524717,0.682336
6.18,0.417157,0.585933,0.509655,0.516856,0.687931
6.24,0.419876,0.584126,0.515519,0.509193,0.692994
6.3,0.422748,0.582005,0.521177,0.501748,0.697517
6.36,0.425757,0.579584,0.526624,0.494544,0.701493
6.42,0.428889,0.576878,0.531856,0.487599,0.704917
6.48,0.432131,0.573902,0.536867,0.480931,0.707785
6.54,0.435467,0.57067,0.541653,0.474558,0.710093
6.6,0.438884,0.567198,0.546209,0.468494,0.71184
6.66,0.442367,0.563504,0.550531,0.462754,0.713026
6.72,0.445902,0.559604,0.554617,0.45735,0.713654
6.78,0.449475,0.555515,0.558463,0.452294,0.713725
6.84,0.453072,0.551255,0.562066,0.447595,0.713243
6.9,0.456679,0.546841,0.565424,0.443261,0.712216
6.96,0.460285,0.542291,0.568536,0.4393,0.710649
7.02,0.463874,0.537623,0.571399,0.435716,0.708551
7.08,0.467436,0.532855,0.574013,0.432514,0.705932
7.14,0.470958,0.528005,0.576377,0.429697,0.702802
7.2,0.474427,0.523092,0.578491,0.427265,0.699175
7.26,0.477834,0.518133,0.580356,0.425218,0.695064
7.32,0.481168,0.513145,0.581972,0.423556,0.690484
7.38,0.484417,0.508148,0.583341,0.422274,0.68545
7.44,0.487573,0.503157,0.584464,0.42137,0.679981
7.5,0.490627,0.498191,0.585343,0.420838,0.674093
7.56,0.493569,0.493265,0.585982,0.420672,0.667807
7.62,0.496393,0.488396,0.586382,0.420864,0.661142
7.68,0.49909,0.4836,0.586547,0.421405,0.654119
7.74,0.501655,0.478893,0.586482,0.422286,0.646761
7.8,0.504081,0.47429,0.586191,0.423496,0.63909
7.86,0.506364,0.469804,0.585678,0.425023,0.631129
7.92,0.508497,0.46545,0.584948,0.426856,0.622903
7.98,0.510478,0.46124,0.584008,0.42898,0.614436
8.04,0.512303,0.457188,0.582862,0.431382,0.605753
8.1,0.513968,0.453305,0.581518,0.434047,0.59688
8.16,0.515473,0.449603,0.579982,0.436959,0.587843
8.22,0.516816,0.446091,0.57826,0.440103,0.578667
8.28,0.517995,0.44278,0.576361,0.443462,0.569379
8.34,0.519011,0.439677,0.574292,0.447019,0.560006
8.4,0.519864,0.436793,0.572061,0.450757,0.550574
8.46,0.520555,0.434132,0.569675,0.454658,0.541109
8.52,0.521086,0.431703,0.567144,0.458704,0.531639
8.58,0.521458,0.42951,0.564477,0.462877,0.522188
8.64,0.521675,0.427558,0.561681,0.467159,0.512784
8.7,0.52174,0.425852,0.558766,0.471532,0.503452
8.76,0.521656,0.424394,0.555742,0.475977,0.494216
8.82,0.521428,0.423187,0.552618,0.480477,0.485102
8.88,0.521059,0.422231,0.549403,0.485012,0.476134
8.94,0.520556,0.421529,0.546107,0.489565,0.467336
9,0.519924,0.421078,0.54274,0.494119,0.45873
9.06,0.519169,0.420878,0.539312,0.498656,0.45034
9.12,0.518296,0.420928,0.535832,0.503158,0.442185
9.18,0.517312,0.421225,0.53231,0.50761,0.434287
9.24,0.516225,0.421765,0.528756,0.511995,0.426666
9.3,0.51504,0.422543,0.525181,0.516298,0.41934
9.36,0.513766,0.423556,0.521592,0.520503,0.412327
9.42,0.51241,0.424798,0.518001,0.524595,0.405643
9.48,0.510979,0.426262,0.514417,0.52856,0.399305
9.54,0.509482,0.427941,0.510849,0.532386,0.393327
9.6,0.507925,0.429828,0.507306,0.53606,0.387722
9.66,0.506318,0.431915,0.503798,0.539569,0.382503
9.72,0.504668,0.434193,0.500333,0.542903,0.377679
9.78,0.502984,0.436652,0.49692,0.546052,0.373262
9.84,0.501272,0.439284,0.493568,0.549004,0.369258
9.9,0.499542,0.442079,0.490284,0.551753,0.365677
9.96,0.497801,0.445024,0.487077,0.55429,0.362523
10.02,0.496057,0.448111,0.483953,0.556608,0.359801
10.08,0.494318,0.451327,0.480921,0.5587,0.357514
10.14,0.492591,0.454661,0.477988,0.560562,0.355665
10.2,0.490884,0.458101,0.475159,0.56219,0.354254
10.26,0.489204,0.461635,0.472441,0.563578,0.353281
