"Time","Piston_frame_a_r_0_1_","Piston_frame_a_r_0_2_","Piston_frame_a_r_0_3_"
0.008231,0.15,0.399999866,0
0.008331,0.15,0.399999864,0
0.008431,0.15,0.399999863,0
0.008531,0.15,0.399999861,0
0.008631,0.15,0.399999859,0
0.008731,0.15,0.399999857,0
0.008831,0.15,0.399999855,0
0.008931,0.15,0.399999853,0
0.009031,0.15,0.399999851,0
0.009131,0.15,0.399999849,0
0.009231,0.15,0.399999847,0
0.009331,0.15,0.399999845,0
0.009431,0.15,0.399999843,0
0.009531,0.15,0.39999984,0
0.009631,0.15,0.399999838,0
0.009731,0.15,0.399999836,0
0.009831,0.15,0.399999834,0
0.009931,0.15,0.399999831,0
0.010031,0.15,0.399999829,0
0.010131,0.15,0.399999826,0
0.010231,0.15,0.399999824,0
0.010331,0.15,0.399999821,0
0.010431,0.15,0.399999818,0
0.010531,0.15,0.399999816,0
0.010631,0.15,0.399999813,0
0.010731,0.15,0.39999981,0
0.010831,0.15,0.399999807,0
0.010931,0.15,0.399999804,0
0.011031,0.15,0.399999801,0
0.011131,0.15,0.399999798,0
0.011231,0.15,0.399999795,0
0.011331,0.15,0.399999792,0
0.011431,0.15,0.399999788,0
0.011531,0.15,0.399999785,0
0.011631,0.15,0.399999782,0
0.011731,0.15,0.399999778,0
0.011831,0.15,0.399999775,0
0.011931,0.15,0.399999771,0
0.012031,0.15,0.399999767,0
0.012131,0.15,0.399999764,0
0.012231,0.15,0.39999976,0
0.012331,0.15,0.399999756,0
0.012431,0.15,0.399999752,0
0.012531,0.15,0.399999748,0
0.012631,0.15,0.399999744,0
0.012731,0.15,0.399999739,0
0.012831,0.15,0.399999735,0
0.012931,0.15,0.399999731,0
0.013031,0.15,0.399999726,0
0.013131,0.15,0.399999722,0
0.013231,0.15,0.399999717,0
0.013331,0.15,0.399999712,0
0.013431,0.15,0.399999707,0
0.013531,0.15,0.399999702,0
0.013631,0.15,0.399999697,0
0.013731,0.15,0.399999692,0
0.013831,0.15,0.399999687,0
0.013931,0.15,0.399999682,0
0.014031,0.15,0.399999676,0
0.014131,0.15,0.399999671,0
0.014231,0.15,0.399999665,0
0.014331,0.15,0.399999659,0
0.014431,0.15,0.399999653,0
0.014531,0.15,0.399999647,0
0.014631,0.15,0.399999641,0
0.014731,0.15,0.399999635,0
0.014831,0.15,0.399999629,0
0.014931,0.15,0.399999622,0
0.015031,0.15,0.399999615,0
0.015131,0.15,0.399999609,0
0.015231,0.15,0.399999602,0
0.015331,0.15,0.399999595,0
0.015431,0.15,0.399999588,0
0.015531,0.15,0.39999958,0
0.015631,0.15,0.399999573,0
0.015731,0.15,0.399999565,0
0.015831,0.15,0.399999558,0
0.015931,0.15,0.39999955,0
0.016031,0.15,0.399999542,0
0.016131,0.15,0.399999533,0
0.016231,0.15,0.399999525,0
0.016331,0.15,0.399999516,0
0.016431,0.15,0.399999508,0
0.016531,0.15,0.399999499,0
0.016631,0.15,0.39999949,0
0.016731,0.15,0.399999481,0
0.016831,0.15,0.399999471,0
0.016931,0.15,0.399999462,0
0.017031,0.15,0.399999452,0
0.017131,0.15,0.399999442,0
0.017231,0.15,0.399999432,0
0.017331,0.15,0.399999421,0
0.017431,0.15,0.399999411,0
0.017531,0.15,0.3999994,0
0.017631,0.15,0.399999389,0
0.017731,0.15,0.399999378,0
0.017831,0.15,0.399999366,0
0.017931,0.15,0.399999355,0
0.018031,0.15,0.399999343,0
0.018131,0.15,0.399999331,0
0.018231,0.15,0.399999318,0
0.018331,0.15,0.399999306,0
0.018431,0.15,0.399999293,0
0.018531,0.15,0.39999928,0
0.018631,0.15,0.399999266,0
0.018731,0.15,0.399999253,0
0.018831,0.15,0.399999239,0
0.018931,0.15,0.399999225,0
0.019031,0.15,0.39999921,0
0.019131,0.15,0.399999196,0
0.019231,0.15,0.399999181,0
0.019331,0.15,0.399999165,0
0.019431,0.15,0.39999915,0
0.019531,0.15,0.399999134,0
0.019631,0.15,0.399999118,0
0.019731,0.15,0.399999101,0
0.019831,0.15,0.399999084,0
0.019931,0.15,0.399999067,0
0.020031,0.15,0.39999905,0
0.020131,0.15,0.399999032,0
0.020231,0.15,0.399999014,0
0.020331,0.15,0.399998995,0
0.020431,0.15,0.399998976,0
0.020531,0.15,0.399998957,0
0.020631,0.15,0.399998937,0
0.020731,0.15,0.399998917,0
0.020831,0.15,0.399998897,0
0.020931,0.15,0.399998876,0
0.021031,0.15,0.399998854,0
0.021131,0.15,0.399998833,0
0.021231,0.15,0.399998811,0
0.021331,0.15,0.399998788,0
0.021431,0.15,0.399998765,0
0.021531,0.15,0.399998742,0
0.021631,0.15,0.399998718,0
0.021731,0.15,0.399998693,0
0.021831,0.15,0.399998669,0
0.021931,0.15,0.399998643,0
0.022031,0.15,0.399998617,0
0.022131,0.15,0.399998591,0
0.022231,0.15,0.399998564,0
0.022331,0.15,0.399998537,0
0.022431,0.15,0.399998509,0
0.022531,0.15,0.39999848,0
0.022631,0.15,0.399998451,0
0.022731,0.15,0.399998422,0
0.022831,0.15,0.399998392,0
0.022931,0.15,0.399998361,0
0.023031,0.15,0.39999833,0
0.023131,0.15,0.399998298,0
0.023231,0.15,0.399998265,0
0.023331,0.15,0.399998232,0
0.023431,0.15,0.399998198,0
0.023531,0.15,0.399998163,0
0.023631,0.15,0.399998128,0
0.023731,0.15,0.399998092,0
0.023831,0.15,0.399998056,0
0.023931,0.15,0.399998018,0
0.024031,0.15,0.39999798,0
0.024131,0.15,0.399997941,0
0.024231,0.15,0.399997902,0
0.024331,0.15,0.399997861,0
0.024431,0.15,0.39999782,0
0.024531,0.15,0.399997778,0
0.024631,0.15,0.399997736,0
0.024731,0.15,0.399997692,0
0.024831,0.15,0.399997648,0
0.024931,0.15,0.399997602,0
0.025031,0.15,0.399997556,0
0.025131,0.15,0.399997509,0
0.025231,0.15,0.399997461,0
0.025331,0.15,0.399997412,0
0.025431,0.15,0.399997362,0
0.025531,0.15,0.399997311,0
0.025631,0.15,0.399997259,0
0.025731,0.15,0.399997206,0
0.025831,0.15,0.399997152,0
0.025931,0.15,0.399997097,0
0.026031,0.15,0.399997041,0
0.026131,0.15,0.399996984,0
0.026231,0.15,0.399996925,0
0.026331,0.15,0.399996866,0
0.026431,0.15,0.399996805,0
0.026531,0.15,0.399996743,0
0.026631,0.15,0.39999668,0
0.026731,0.15,0.399996616,0
0.026831,0.15,0.399996551,0
0.026931,0.15,0.399996484,0
0.027031,0.15,0.399996416,0
0.027131,0.15,0.399996346,0
0.027231,0.15,0.399996275,0
0.027331,0.15,0.399996203,0
0.027431,0.15,0.39999613,0
0.027531,0.15,0.399996055,0
0.027631,0.15,0.399995978,0
0.027731,0.15,0.3999959,0
0.027831,0.15,0.39999582,0
0.027931,0.15,0.399995739,0
0.028031,0.15,0.399995657,0
0.028131,0.15,0.399995572,0
0.028231,0.15,0.399995486,0
0.028331,0.15,0.399995399,0
0.028431,0.15,0.399995309,0
0.028531,0.15,0.399995218,0
0.028631,0.15,0.399995125,0
0.028731,0.15,0.399995031,0
0.028831,0.15,0.399994934,0
0.028931,0.15,0.399994836,0
0.029031,0.15,0.399994735,0
0.029131,0.15,0.399994633,0
0.029231,0.15,0.399994528,0
0.029331,0.15,0.399994422,0
0.029431,0.15,0.399994314,0
0.029531,0.15,0.399994203,0
0.029631,0.15,0.39999409,0
0.029731,0.15,0.399993975,0
0.029831,0.15,0.399993858,0
0.029931,0.15,0.399993738,0
0.030031,0.15,0.399993616,0
0.030131,0.15,0.399993492,0
0.030231,0.15,0.399993366,0
0.030331,0.15,0.399993236,0
0.030431,0.15,0.399993105,0
0.030531,0.15,0.39999297,0
0.030631,0.15,0.399992833,0
0.030731,0.15,0.399992694,0
0.030831,0.15,0.399992551,0
0.030931,0.15,0.399992406,0
0.031031,0.15,0.399992258,0
0.031131,0.15,0.399992108,0
0.031231,0.15,0.399991954,0
0.031331,0.15,0.399991797,0
0.031431,0.15,0.399991637,0
0.031531,0.15,0.399991474,0
0.031631,0.15,0.399991308,0
0.031731,0.15,0.399991138,0
0.031831,0.15,0.399990965,0
0.031931,0.15,0.399990789,0
0.032031,0.15,0.39999061,0
0.032131,0.15,0.399990427,0
0.032231,0.15,0.39999024,0
0.032331,0.15,0.399990049,0
0.032431,0.15,0.399989855,0
0.032531,0.15,0.399989657,0
0.032631,0.15,0.399989456,0
0.032731,0.15,0.39998925,0
0.032831,0.15,0.39998904,0
0.032931,0.15,0.399988826,0
0.033031,0.15,0.399988608,0
0.033131,0.15,0.399988386,0
0.033231,0.15,0.399988159,0
0.033331,0.15,0.399987928,0
0.033431,0.15,0.399987692,0
0.033531,0.15,0.399987452,0
0.033631,0.15,0.399987207,0
0.033731,0.15,0.399986957,0
0.033831,0.15,0.399986703,0
0.033931,0.15,0.399986443,0
0.034031,0.15,0.399986178,0
0.034131,0.15,0.399985909,0
0.034231,0.15,0.399985633,0
0.034331,0.15,0.399985353,0
0.034431,0.15,0.399985067,0
0.034531,0.15,0.399984775,0
0.034631,0.15,0.399984478,0
0.034731,0.15,0.399984175,0
0.034831,0.15,0.399983865,0
0.034931,0.15,0.39998355,0
0.035031,0.15,0.399983229,0
0.035131,0.15,0.399982901,0
0.035231,0.15,0.399982567,0
0.035331,0.15,0.399982227,0
0.035431,0.15,0.399981879,0
0.035531,0.15,0.399981525,0
0.035631,0.15,0.399981164,0
0.035731,0.15,0.399980796,0
0.035831,0.15,0.399980421,0
0.035931,0.15,0.399980038,0
0.036031,0.15,0.399979648,0
0.036131,0.15,0.399979251,0
0.036231,0.15,0.399978845,0
0.036331,0.15,0.399978432,0
0.036431,0.15,0.39997801,0
0.036531,0.15,0.39997758,0
0.036631,0.15,0.399977142,0
0.036731,0.15,0.399976695,0
0.036831,0.15,0.39997624,0
0.036931,0.15,0.399975775,0
0.037031,0.15,0.399975302,0
0.037131,0.15,0.399974819,0
0.037231,0.15,0.399974327,0
0.037331,0.15,0.399973825,0
0.037431,0.15,0.399973313,0
0.037531,0.15,0.399972791,0
0.037631,0.15,0.399972259,0
0.037731,0.15,0.399971717,0
0.037831,0.15,0.399971164,0
0.037931,0.15,0.3999706,0
0.038031,0.15,0.399970026,0
0.038131,0.15,0.39996944,0
0.038231,0.15,0.399968842,0
0.038331,0.15,0.399968233,0
0.038431,0.15,0.399967612,0
0.038531,0.15,0.399966978,0
0.038631,0.15,0.399966333,0
0.038731,0.15,0.399965674,0
0.038831,0.15,0.399965003,0
0.038931,0.15,0.399964319,0
0.039031,0.15,0.399963621,0
0.039131,0.15,0.39996291,0
0.039231,0.15,0.399962185,0
0.039331,0.15,0.399961445,0
0.039431,0.15,0.399960691,0
0.039531,0.15,0.399959922,0
0.039631,0.15,0.399959139,0
0.039731,0.15,0.39995834,0
0.039831,0.15,0.399957525,0
0.039931,0.15,0.399956694,0
0.040031,0.15,0.399955848,0
0.040131,0.15,0.399954984,0
0.040231,0.15,0.399954104,0
0.040331,0.15,0.399953206,0
0.040431,0.15,0.399952291,0
0.040531,0.15,0.399951358,0
0.040631,0.15,0.399950407,0
0.040731,0.15,0.399949437,0
0.040831,0.15,0.399948448,0
0.040931,0.15,0.39994744,0
0.041031,0.15,0.399946412,0
0.041131,0.15,0.399945364,0
0.041231,0.15,0.399944296,0
0.041331,0.15,0.399943206,0
0.041431,0.15,0.399942096,0
0.041531,0.15,0.399940963,0
0.041631,0.15,0.399939809,0
0.041731,0.15,0.399938632,0
0.041831,0.15,0.399937432,0
0.041931,0.15,0.399936208,0
0.042031,0.15,0.39993496,0
0.042131,0.15,0.399933689,0
0.042231,0.15,0.399932392,0
0.042331,0.15,0.39993107,0
0.042431,0.15,0.399929722,0
0.042531,0.15,0.399928347,0
0.042631,0.15,0.399926946,0
0.042731,0.15,0.399925518,0
0.042831,0.15,0.399924061,0
0.042931,0.15,0.399922576,0
0.043031,0.15,0.399921062,0
0.043131,0.15,0.399919519,0
0.043231,0.15,0.399917945,0
0.043331,0.15,0.399916341,0
0.043431,0.15,0.399914705,0
0.043531,0.15,0.399913037,0
0.043631,0.15,0.399911337,0
0.043731,0.15,0.399909603,0
0.043831,0.15,0.399907836,0
0.043931,0.15,0.399906034,0
0.044031,0.15,0.399904197,0
0.044131,0.15,0.399902323,0
0.044231,0.15,0.399900414,0
0.044331,0.15,0.399898467,0
0.044431,0.15,0.399896482,0
0.044531,0.15,0.399894458,0
0.044631,0.15,0.399892395,0
0.044731,0.15,0.399890291,0
0.044831,0.15,0.399888147,0
0.044931,0.15,0.39988596,0
0.045031,0.15,0.399883731,0
0.045131,0.15,0.399881458,0
0.045231,0.15,0.399879141,0
0.045331,0.15,0.399876779,0
0.045431,0.15,0.39987437,0
0.045531,0.15,0.399871915,0
0.045631,0.15,0.399869412,0
0.045731,0.15,0.399866859,0
0.045831,0.15,0.399864257,0
0.045931,0.15,0.399861605,0
0.046031,0.15,0.3998589,0
0.046131,0.15,0.399856143,0
0.046231,0.15,0.399853332,0
0.046331,0.15,0.399850466,0
0.046431,0.15,0.399847544,0
0.046531,0.15,0.399844565,0
0.046631,0.15,0.399841528,0
0.046731,0.15,0.399838432,0
0.046831,0.15,0.399835275,0
0.046931,0.15,0.399832057,0
0.047031,0.15,0.399828776,0
0.047131,0.15,0.399825431,0
0.047231,0.15,0.399822021,0
0.047331,0.15,0.399818545,0
0.047431,0.15,0.399815001,0
0.047531,0.15,0.399811388,0
0.047631,0.15,0.399807704,0
0.047731,0.15,0.399803948,0
0.047831,0.15,0.39980012,0
0.047931,0.15,0.399796217,0
0.048031,0.15,0.399792237,0
0.048131,0.15,0.399788181,0
0.048231,0.15,0.399784045,0
0.048331,0.15,0.399779829,0
0.048431,0.15,0.39977553,0
0.048531,0.15,0.399771148,0
0.048631,0.15,0.399766681,0
0.048731,0.15,0.399762127,0
0.048831,0.15,0.399757484,0
0.048931,0.15,0.399752751,0
0.049031,0.15,0.399747925,0
0.049131,0.15,0.399743006,0
0.049231,0.15,0.399737991,0
0.049331,0.15,0.399732879,0
0.049431,0.15,0.399727667,0
0.049531,0.15,0.399722354,0
0.049631,0.15,0.399716938,0
0.049731,0.15,0.399711416,0
0.049831,0.15,0.399705787,0
0.049931,0.15,0.399700049,0
0.050031,0.15,0.399694199,0
0.050131,0.15,0.399688235,0
0.050231,0.15,0.399682156,0
0.050331,0.15,0.399675959,0
0.050431,0.15,0.399669641,0
0.050531,0.15,0.399663201,0
0.050631,0.15,0.399656635,0
0.050731,0.15,0.399649942,0
0.050831,0.15,0.39964312,0
0.050931,0.15,0.399636165,0
0.051031,0.15,0.399629075,0
0.051131,0.15,0.399621848,0
0.051231,0.15,0.39961448,0
0.051331,0.15,0.39960697,0
0.051431,0.15,0.399599314,0
0.051531,0.15,0.39959151,0
0.051631,0.15,0.399583555,0
0.051731,0.15,0.399575446,0
0.051831,0.15,0.399567179,0
0.051931,0.15,0.399558753,0
0.052031,0.15,0.399550163,0
0.052131,0.15,0.399541408,0
0.052231,0.15,0.399532482,0
0.052331,0.15,0.399523385,0
0.052431,0.15,0.399514111,0
0.052531,0.15,0.399504658,0
0.052631,0.15,0.399495022,0
0.052731,0.15,0.3994852,0
0.052831,0.15,0.399475189,0
0.052931,0.15,0.399464984,0
0.053031,0.15,0.399454582,0
0.053131,0.15,0.399443979,0
0.053231,0.15,0.399433172,0
0.053331,0.15,0.399422156,0
0.053431,0.15,0.399410928,0
0.053531,0.15,0.399399483,0
0.053631,0.15,0.399387818,0
0.053731,0.15,0.399375928,0
0.053831,0.15,0.399363809,0
0.053931,0.15,0.399351456,0
0.054031,0.15,0.399338866,0
0.054131,0.15,0.399326033,0
0.054231,0.15,0.399312954,0
0.054331,0.15,0.399299623,0
0.054431,0.15,0.399286036,0
0.054531,0.15,0.399272188,0
0.054631,0.15,0.399258073,0
0.054731,0.15,0.399243688,0
0.054831,0.15,0.399229027,0
0.054931,0.15,0.399214084,0
0.055031,0.15,0.399198855,0
0.055131,0.15,0.399183333,0
0.055231,0.15,0.399167515,0
0.055331,0.15,0.399151393,0
0.055431,0.15,0.399134962,0
0.055531,0.15,0.399118217,0
0.055631,0.15,0.399101152,0
0.055731,0.15,0.399083761,0
0.055831,0.15,0.399066036,0
0.055931,0.15,0.399047974,0
0.056031,0.15,0.399029566,0
0.056131,0.15,0.399010807,0
0.056231,0.15,0.39899169,0
0.056331,0.15,0.398972209,0
0.056431,0.15,0.398952356,0
0.056531,0.15,0.398932125,0
0.056631,0.15,0.398911509,0
0.056731,0.15,0.398890501,0
0.056831,0.15,0.398869093,0
0.056931,0.15,0.398847279,0
0.057031,0.15,0.398825049,0
0.057131,0.15,0.398802398,0
0.057231,0.15,0.398779317,0
0.057331,0.15,0.398755799,0
0.057431,0.15,0.398731834,0
0.057531,0.15,0.398707416,0
0.057631,0.15,0.398682536,0
0.057731,0.15,0.398657185,0
0.057831,0.15,0.398631355,0
0.057931,0.15,0.398605037,0
0.058031,0.15,0.398578222,0
0.058131,0.15,0.398550901,0
0.058231,0.15,0.398523065,0
0.058331,0.15,0.398494705,0
0.058431,0.15,0.398465811,0
0.058531,0.15,0.398436374,0
0.058631,0.15,0.398406383,0
0.058731,0.15,0.398375829,0
0.058831,0.15,0.398344702,0
0.058931,0.15,0.398312991,0
0.059031,0.15,0.398280686,0
0.059131,0.15,0.398247776,0
0.059231,0.15,0.398214251,0
0.059331,0.15,0.398180099,0
0.059431,0.15,0.39814531,0
0.059531,0.15,0.398109871,0
0.059631,0.15,0.398073772,0
0.059731,0.15,0.398037001,0
0.059831,0.15,0.397999546,0
0.059931,0.15,0.397961395,0
0.060031,0.15,0.397922536,0
0.060131,0.15,0.397882955,0
0.060231,0.15,0.397842641,0
0.060331,0.15,0.397801582,0
0.060431,0.15,0.397759762,0
0.060531,0.15,0.397717171,0
0.060631,0.15,0.397673793,0
0.060731,0.15,0.397629616,0
0.060831,0.15,0.397584626,0
0.060931,0.15,0.397538808,0
0.061031,0.15,0.397492149,0
0.061131,0.15,0.397444633,0
0.061231,0.15,0.397396247,0
0.061331,0.15,0.397346976,0
0.061431,0.15,0.397296803,0
0.061531,0.15,0.397245715,0
0.061631,0.15,0.397193695,0
0.061731,0.15,0.397140729,0
0.061831,0.15,0.397086798,0
0.061931,0.15,0.397031889,0
0.062031,0.15,0.396975984,0
0.062131,0.15,0.396919066,0
0.062231,0.15,0.396861119,0
0.062331,0.15,0.396802126,0
0.062431,0.15,0.396742069,0
0.062531,0.15,0.39668093,0
0.062631,0.15,0.396618693,0
0.062731,0.15,0.396555338,0
0.062831,0.15,0.396490848,0
0.062931,0.15,0.396425204,0
0.063031,0.15,0.396358388,0
0.063131,0.15,0.396290379,0
0.063231,0.15,0.39622116,0
0.063331,0.15,0.396150711,0
0.063431,0.15,0.396079012,0
0.063531,0.15,0.396006043,0
0.063631,0.15,0.395931784,0
0.063731,0.15,0.395856214,0
0.063831,0.15,0.395779313,0
0.063931,0.15,0.39570106,0
0.064031,0.15,0.395621434,0
0.064131,0.15,0.395540413,0
0.064231,0.15,0.395457975,0
0.064331,0.15,0.3953741,0
0.064431,0.15,0.395288764,0
0.064531,0.15,0.395201946,0
0.064631,0.15,0.395113622,0
0.064731,0.15,0.39502377,0
0.064831,0.15,0.394932367,0
0.064931,0.15,0.39483939,0
0.065031,0.15,0.394744814,0
0.065131,0.15,0.394648617,0
0.065231,0.15,0.394550773,0
0.065331,0.15,0.39445126,0
0.065431,0.15,0.394350051,0
0.065531,0.15,0.394247124,0
0.065631,0.15,0.394142451,0
0.065731,0.15,0.39403601,0
0.065831,0.15,0.393927773,0
0.065931,0.15,0.393817716,0
0.066031,0.15,0.393705812,0
0.066131,0.15,0.393592035,0
0.066231,0.15,0.39347636,0
0.066331,0.15,0.39335876,0
0.066431,0.15,0.393239207,0
0.066531,0.15,0.393117675,0
0.066631,0.15,0.392994138,0
0.066731,0.15,0.392868567,0
0.066831,0.15,0.392740935,0
0.066931,0.15,0.392611214,0
0.067031,0.15,0.392479377,0
0.067131,0.15,0.392345396,0
0.067231,0.15,0.392209241,0
0.067331,0.15,0.392070886,0
0.067431,0.15,0.3919303,0
0.067531,0.15,0.391787457,0
0.067631,0.15,0.391642325,0
0.067731,0.15,0.391494877,0
0.067831,0.15,0.391345084,0
0.067931,0.15,0.391192915,0
0.068031,0.15,0.391038342,0
0.068131,0.15,0.390881334,0
0.068231,0.15,0.390721863,0
0.068331,0.15,0.390559898,0
0.068431,0.15,0.390395409,0
0.068531,0.15,0.390228366,0
0.068631,0.15,0.390058739,0
0.068731,0.15,0.389886497,0
0.068831,0.15,0.389711611,0
0.068931,0.15,0.38953405,0
0.069031,0.15,0.389353783,0
0.069131,0.15,0.38917078,0
0.069231,0.15,0.38898501,0
0.069331,0.15,0.388796442,0
0.069431,0.15,0.388605046,0
0.069531,0.15,0.38841079,0
0.069631,0.15,0.388213645,0
0.069731,0.15,0.388013579,0
0.069831,0.15,0.387810562,0
0.069931,0.15,0.387604562,0
0.070031,0.15,0.38739555,0
0.070131,0.15,0.387183493,0
0.070231,0.15,0.386968361,0
0.070331,0.15,0.386750124,0
0.070431,0.15,0.386528751,0
0.070531,0.15,0.386304211,0
0.070631,0.15,0.386076474,0
0.070731,0.15,0.385845508,0
0.070831,0.15,0.385611285,0
0.070931,0.15,0.385373772,0
0.071031,0.15,0.38513294,0
0.071131,0.15,0.38488876,0
0.071231,0.15,0.3846412,0
0.071331,0.15,0.384390231,0
0.071431,0.15,0.384135823,0
0.071531,0.15,0.383877946,0
0.071631,0.15,0.383616571,0
0.071731,0.15,0.383351669,0
0.071831,0.15,0.38308321,0
0.071931,0.15,0.382811166,0
0.072031,0.15,0.382535507,0
0.072131,0.15,0.382256205,0
0.072231,0.15,0.381973231,0
0.072331,0.15,0.381686558,0
0.072431,0.15,0.381396157,0
0.072531,0.15,0.381102001,0
0.072631,0.15,0.380804062,0
0.072731,0.15,0.380502313,0
0.072831,0.15,0.380196726,0
0.072931,0.15,0.379887275,0
0.073031,0.15,0.379573935,0
0.073131,0.15,0.379256677,0
0.073231,0.15,0.378935477,0
0.073331,0.15,0.37861031,0
0.073431,0.15,0.378281149,0
0.073531,0.15,0.377947969,0
0.073631,0.15,0.377610747,0
0.073731,0.15,0.377269458,0
0.073831,0.15,0.376924077,0
0.073931,0.15,0.376574582,0
0.074031,0.15,0.376220949,0
0.074131,0.15,0.375863156,0
0.074231,0.15,0.375501178,0
0.074331,0.15,0.375134996,0
0.074431,0.15,0.374764586,0
0.074531,0.15,0.374389928,0
0.074631,0.15,0.374011,0
0.074731,0.15,0.373627782,0
0.074831,0.15,0.373240254,0
0.074931,0.15,0.372848396,0
0.075031,0.15,0.372452189,0
0.075131,0.15,0.372051613,0
0.075231,0.15,0.371646652,0
0.075331,0.15,0.371237286,0
0.075431,0.15,0.370823498,0
0.075531,0.15,0.370405272,0
0.075631,0.15,0.36998259,0
0.075731,0.15,0.369555436,0
0.075831,0.15,0.369123795,0
0.075931,0.15,0.368687652,0
0.076031,0.15,0.368246992,0
0.076131,0.15,0.3678018,0
0.076231,0.15,0.367352064,0
0.076331,0.15,0.36689777,0
0.076431,0.15,0.366438904,0
0.076531,0.15,0.365975456,0
0.076631,0.15,0.365507414,0
0.076731,0.15,0.365034766,0
0.076831,0.15,0.364557501,0
0.076931,0.15,0.364075611,0
0.077031,0.15,0.363589084,0
0.077131,0.15,0.363097913,0
0.077231,0.15,0.362602088,0
0.077331,0.15,0.362101603,0
0.077431,0.15,0.361596449,0
0.077531,0.15,0.36108662,0
0.077631,0.15,0.360572109,0
0.077731,0.15,0.360052911,0
0.077831,0.15,0.359529022,0
0.077931,0.15,0.359000435,0
0.078031,0.15,0.358467148,0
0.078131,0.15,0.357929158,0
0.078231,0.15,0.357386461,0
0.078331,0.15,0.356839055,0
0.078431,0.15,0.356286939,0
0.078531,0.15,0.355730111,0
0.078631,0.15,0.355168573,0
0.078731,0.15,0.354602323,0
0.078831,0.15,0.354031362,0
0.078931,0.15,0.353455693,0
0.079031,0.15,0.352875318,0
0.079131,0.15,0.352290238,0
0.079231,0.15,0.351700459,0
0.079331,0.15,0.351105983,0
0.079431,0.15,0.350506815,0
0.079531,0.15,0.349902961,0
0.079631,0.15,0.349294427,0
0.079731,0.15,0.348681219,0
0.079831,0.15,0.348063345,0
0.079931,0.15,0.347440813,0
0.080031,0.15,0.346813631,0
0.080131,0.15,0.34618181,0
0.080231,0.15,0.345545359,0
0.080331,0.15,0.344904288,0
0.080431,0.15,0.34425861,0
0.080531,0.15,0.343608337,0
0.080631,0.15,0.342953481,0
0.080731,0.15,0.342294056,0
0.080831,0.15,0.341630077,0
0.080931,0.15,0.340961559,0
0.081031,0.15,0.340288517,0
0.081131,0.15,0.339610969,0
0.081231,0.15,0.338928932,0
0.081331,0.15,0.338242423,0
