    "time",    "J1.w",    "J2.w",    "J3.w",    "J4.w"
         0,        10,         0,         0,         0
      0.01, 9.9155736,0.099997491,4.4408921e-016,4.4239351e-016
      0.02,  9.860662,0.19997995,-8.0491169e-016,-8.093559e-016
      0.03, 9.8308898,0.29993183,2.7755576e-016,2.6892056e-016
      0.04, 9.8194364,0.39983741,6.1062266e-016,5.9691722e-016
      0.05, 9.8180012,0.49968148,1.4432899e-015,1.424527e-015
      0.06, 9.8166497, 0.5994476,2.220446e-015,2.1967647e-015
      0.07, 9.8057399,0.69911998,-1.5543122e-015,-1.582794e-015
      0.08, 9.7766926,0.79868297,-1.8873791e-015,-1.921719e-015
      0.09, 9.7225631,0.89812086,6.6613381e-016,6.2911796e-016
       0.1, 9.6389077,0.99741793,9.9920072e-016,9.6496154e-016
      0.11, 9.5242065, 1.0965585,6.6613381e-016,6.3720177e-016
      0.12, 9.3800159, 1.1955269,-8.8817842e-016,-9.1227709e-016
      0.13, 9.2107845, 1.2943075,-1.9984014e-015,-2.0172808e-015
      0.14, 9.0234197, 1.3928847,-1.7763568e-015,-1.7901816e-015
      0.15, 8.8266199,  1.491243,         0,-8.8004053e-018
      0.16, 8.6300435, 1.5893668,-2.220446e-016,-2.2583188e-016
      0.17, 8.4433467, 1.6872406,8.8817842e-016,8.8916033e-016
      0.18, 8.2751359,  1.784849,6.6613381e-016,6.7061158e-016
      0.19, 8.1324283, 1.8821765,         0,5.4817417e-018
       0.2, 8.0197914, 1.9792078,         0,6.5623261e-018
      0.21,  7.938733, 2.0759276,1.3322676e-015,1.3400866e-015
      0.22, 7.8876295, 2.1723205,4.4408921e-016,4.5056636e-016
      0.23, 7.8620304, 2.2683714,4.4408921e-016,4.4792219e-016
      0.24, 7.8550892, 2.3640652,         0,1.2384716e-018
      0.25, 7.8581599, 2.4593866,-4.4408921e-016,-4.4532623e-016
      0.26, 7.8616186, 2.5543206,4.4408921e-016,4.4019305e-016
      0.27, 7.8558325, 2.6488523,8.8817842e-016,8.8140554e-016
      0.28, 7.8321277, 2.7429667,4.4408921e-016,4.3582136e-016
      0.29,  7.783634,  2.836649,4.4408921e-016,4.3580217e-016
       0.3, 7.7059468, 2.9298843,4.4408921e-016,4.3654015e-016
      0.31, 7.5975565, 3.0226579,2.6645353e-015,2.6586528e-015
      0.32, 7.4600038, 3.1149553,1.7763568e-015,1.7731165e-015
      0.33, 7.2977332, 3.2067617,4.4408921e-016,4.4456935e-016
      0.34, 7.1176581, 3.2980628,1.3322676e-015,1.3351981e-015
      0.35, 6.9284831, 3.3888441,1.7763568e-015,1.7808462e-015
      0.36, 6.7398533, 3.4790912,1.3322676e-015,1.3382055e-015
      0.37, 6.5614129, 3.5687899,1.3322676e-015,1.3398781e-015
      0.38, 6.4018627, 3.6579261,2.220446e-015,2.2295095e-015
      0.39, 6.2681709, 3.7464857,1.7763568e-015,1.786845e-015
       0.4, 6.1647137, 3.8344546,1.7763568e-015,1.7880856e-015
      0.41,   6.09291, 3.8218181,       0.1,2.7200464e-015
