time,temperatureSensor.T
0,20
0.001,20.0099999800005
0.002,20.0199989600031
0.003,20.0299969401076
0.004,20.0399939204141
0.005,20.0499899010226
0.006,20.0599848820331
0.007,20.0699788635454
0.008,20.0799718456595
0.009,20.0899638284755
0.01,20.0999548120932
0.011,20.1099447966125
0.012,20.1199337821334
0.013,20.1299217687557
0.014,20.1399087565794
0.015,20.1498947457042
0.016,20.1598797362302
0.017,20.169863728257
0.018,20.1798467218848
0.019,20.1898287172131
0.02,20.1998097143419
0.021,20.209789713371
0.022,20.2197687144002
0.023,20.2297467175293
0.024,20.2397237228581
0.025,20.2496997304864
0.026,20.2596747405138
0.027,20.2696487530403
0.028,20.2796217681656
0.029,20.2895937859893
0.03,20.2995648066112
0.031,20.3095348301311
0.032,20.3195038566486
0.033,20.3294718862635
0.034,20.3394389190754
0.035,20.349404955184
0.036,20.359369994689
0.037,20.3693340376901
0.038,20.3792970842868
0.039,20.3892591345789
0.04,20.3992201886659
0.041,20.4091802466476
0.042,20.4191393086235
0.043,20.4290973746931
0.044,20.4390544449562
0.045,20.4490105195122
0.046,20.4589655984608
0.047,20.4689196819015
0.048,20.4788727699338
0.049,20.4888248626573
0.05,20.4987759601716
0.051,20.5087260625761
0.052,20.5186751699704
0.053,20.5286232824539
0.054,20.5385704001262
0.055,20.5485165230867
0.056,20.5584616514349
0.057,20.5684057852703
0.058,20.5783489246923
0.059,20.5882910698004
0.06,20.5982322206939
0.061,20.6081723774724
0.062,20.6181115402352
0.063,20.6280497090817
0.064,20.6379868841113
0.065,20.6479230654235
0.066,20.6578582531175
0.067,20.6677924472927
0.068,20.6777256480485
0.069,20.6876578554842
0.07,20.6975890696992
0.071,20.7075192907928
0.0720000000000001,20.7174485188642
0.0730000000000001,20.7273767540129
0.0740000000000001,20.737303996338
0.0750000000000001,20.7472302459389
0.0760000000000001,20.7571555029148
0.0770000000000001,20.7670797673651
0.0780000000000001,20.7770030393889
0.0790000000000001,20.7869253190855
0.0800000000000001,20.7968466065541
0.0810000000000001,20.806766901894
0.0820000000000001,20.8166862052043
0.0830000000000001,20.8266045165843
0.0840000000000001,20.8365218361332
0.0850000000000001,20.8464381639502
0.0860000000000001,20.8563535001343
0.0870000000000001,20.8662678447848
0.0880000000000001,20.8761811980008
0.0890000000000001,20.8860935598815
0.0900000000000001,20.8960049305261
0.0910000000000001,20.9059153100335
