"time","Out1[1]","Out1[2]","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11","Out2","Out3","Out4","Out5"
1.9,1,0.94630008768741447,1,0,0,0,1,0,0.97384763087819426,0.94630008768741447,1,0.98215431713761892,0.19476952617563886,6,11,0,12,12
1.91,1,0.94301993129001049,1,0,0,0,1,0,0.97384763087819426,0.94301993129001049,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.92,1,0.93964547368532492,1,0,0,0,1,0,0.97384763087819426,0.93964547368532492,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.93,1,0.9361770523163061,1,0,0,0,1,0,0.97384763087819426,0.9361770523163061,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.94,1,0.93261501402220048,1,0,0,0,1,0,0.97384763087819426,0.93261501402220048,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.95,1,0.92895971500386931,1,0,0,0,1,0,0.97384763087819426,0.92895971500386931,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.96,1,0.92521152078816826,1,0,0,0,1,0,0.97384763087819426,0.92521152078816826,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.97,1,0.92137080619139544,1,0,0,0,1,0,0.97384763087819426,0.92137080619139544,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.98,1,0.91743795528180982,1,0,0,0,1,0,0.97384763087819426,0.91743795528180982,1,0.98215431713761892,0.1892600175374827,6,11,0,12,12
1.99,1,0.91341336134122519,1,0,0,0,1,0,0.97384763087819426,0.91341336134122519,1,0.91743795528181038,0.1892600175374827,6,10,0,12,12
2,1,0.90929742682568171,1,0,0,0,1,0,0.97384763087819426,0.90929742682568171,1,0.91743795528181038,0.1892600175374827,6,10,0,12,12
2.01,1,0.90509056332520088,1,0,0,0,1,0,0.97384763087819426,0.90509056332520088,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.02,1,0.90079319152262727,1,0,0,0,1,0,0.97384763087819426,0.90079319152262727,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.03,1,0.8964057411515598,1,0,0,0,1,0,0.97384763087819426,0.8964057411515598,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.04,1,0.89192865095337959,1,0,0,0,1,0,0.97384763087819426,0.89192865095337959,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.05,1,0.88736236863337548,1,0,0,0,1,0,0.97384763087819426,0.88736236863337548,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.06,1,0.88270735081597407,1,0,0,0,1,0,0.97384763087819426,0.88270735081597407,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.07,1,0.87796406299907814,1,0,0,0,1,0,0.97384763087819426,0.87796406299907814,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.08,1,0.87313297950751645,1,0,0,0,1,0,0.97384763087819426,0.87313297950751645,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.09,1,0.86821458344561264,1,0,0,0,1,0,0.97384763087819426,0.86821458344561264,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.1,1,0.86320936664887371,1,0,0,0,1,0,0.97384763087819426,0.86320936664887371,1,0.91743795528181038,0.18185948536513619,6,10,0,12,12
2.11,1,0.85811782963480887,1,0,0,0,1,0,0.8632093666488726,0.85811782963480887,1,0.91743795528181038,0.17264187332977454,6,10,0,12,12
2.12,1,0.85294048155287616,1,0,0,0,1,0,0.8632093666488726,0.85294048155287616,1,0.91743795528181038,0.17264187332977454,6,10,0,12,12
2.13,1,0.84767784013356984,1,0,0,0,1,0,0.8632093666488726,0.84767784013356984,1,0.91743795528181038,0.17264187332977454,6,10,0,12,12
2.14,1,0.84233043163664567,1,0,0,0,1,0,0.8632093666488726,0.84233043163664567,1,0.91743795528181038,0.17264187332977454,6,10,0,12,12
2.15,1,0.83689879079849772,1,0,0,0,1,0,0.8632093666488726,0.83689879079849772,1,0.91743795528181038,0.17264187332977454,6,10,0,12,12
2.16,1,0.83138346077868308,1,0,0,0,1,0,0.8632093666488726,0.83138346077868308,1,0.91743795528181038,0.17264187332977454,6,9,0,12,12
2.17,1,0.82578499310560816,1,0,0,0,1,0,0.8632093666488726,0.82578499310560816,1,0.91743795528181038,0.17264187332977454,6,9,0,12,12
2.18,1,0.82010394762137406,1,0,0,0,1,0,0.8632093666488726,0.82010394762137406,1,0.91743795528181038,0.17264187332977454,6,9,0,12,12
2.19,1,0.81434089242579599,1,0,0,0,1,0,0.8632093666488726,0.81434089242579599,1,0.91743795528181038,0.17264187332977454,6,9,0,12,12
2.2,1,0.80849640381959009,1,0,0,0,1,0,0.8632093666488726,0.80849640381959009,1,0.91743795528181038,0.17264187332977454,6,9,0,12,12
2.21,1,0.80257106624674723,1,0,0,0,1,0,0.8632093666488726,0.80257106624674723,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.22,1,0.79656547223608654,1,0,0,0,1,0,0.8632093666488726,0.79656547223608654,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.23,1,0.79048022234200477,1,0,0,0,1,0,0.8632093666488726,0.79048022234200477,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.24,1,0.78431592508441983,1,0,0,0,1,0,0.8632093666488726,0.78431592508441983,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.25,1,0.7780731968879212,1,0,0,0,1,0,0.8632093666488726,0.7780731968879212,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.26,1,0.77175266202012571,1,0,0,0,1,0,0.8632093666488726,0.77175266202012571,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.27,1,0.76535495252925345,1,0,0,0,1,0,0.8632093666488726,0.76535495252925345,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.28,1,0.75888070818092179,1,0,0,0,1,0,0.8632093666488726,0.75888070818092179,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.29,1,0.75233057639417078,1,0,0,0,1,0,0.8632093666488726,0.75233057639417078,1,0.80849640381959076,0.16169928076391782,6,9,0,12,12
2.3,1,0.74570521217672003,1,0,0,0,1,0,0.8632093666488726,0.74570521217672003,1,0.80849640381959076,0.16169928076391782,6,8,0,12,12
2.31,1,0.7390052780594708,1,0,0,0,1,0,0.8632093666488726,0.7390052780594708,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.32,1,0.73223144403025142,1,0,0,0,1,0,0.8632093666488726,0.73223144403025142,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.33,1,0.72538438746681955,1,0,0,0,1,0,0.8632093666488726,0.72538438746681955,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.34,1,0.71846479306912625,1,0,0,0,1,0,0.8632093666488726,0.71846479306912625,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.35,1,0.71147335279084434,1,0,0,0,1,0,0.8632093666488726,0.71147335279084434,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.36,1,0.70441076577017625,1,0,0,0,1,0,0.8632093666488726,0.70441076577017625,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.37,1,0.69727773825993777,1,0,0,0,1,0,0.8632093666488726,0.69727773825993777,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.38,1,0.69007498355693642,1,0,0,0,1,0,0.8632093666488726,0.69007498355693642,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.39,1,0.68280322193063969,1,0,0,0,1,0,0.8632093666488726,0.68280322193063969,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.4,1,0.67546318055115095,1,0,0,0,1,0,0.8632093666488726,0.67546318055115095,1,0.80849640381959076,0.14914104243534382,6,8,0,12,12
2.41,1,0.6680555934164909,1,0,0,0,1,0,0.67546318055114973,0.6680555934164909,1,0.80849640381959076,0.13509263611022995,6,8,0,12,12
2.42,1,0.66058120127920072,1,0,0,0,1,0,0.67546318055114973,0.66058120127920072,1,0.80849640381959076,0.13509263611022995,6,7,0,12,12
2.43,1,0.65304075157226482,1,0,0,0,1,0,0.67546318055114973,0.65304075157226482,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.44,1,0.64543499833437079,1,0,0,0,1,0,0.67546318055114973,0.64543499833437079,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.45,1,0.63776470213450365,1,0,0,0,1,0,0.67546318055114973,0.63776470213450365,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.46,1,0.63003062999589221,1,0,0,0,1,0,0.67546318055114973,0.63003062999589221,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.47,1,0.62223355531930469,1,0,0,0,1,0,0.67546318055114973,0.62223355531930469,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.48,1,0.61437425780571175,1,0,0,0,1,0,0.67546318055114973,0.61437425780571175,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.49,1,0.60645352337831471,1,0,0,0,1,0,0.67546318055114973,0.60645352337831471,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.5,1,0.59847214410395655,1,0,0,0,1,0,0.67546318055114973,0.59847214410395655,1,0.66058120127920128,0.13509263611022995,6,7,0,12,12
2.51,1,0.59043091811391268,1,0,0,0,1,0,0.67546318055114973,0.59043091811391268,1,0.66058120127920128,0.11969442882079107,6,7,0,12,12
2.52,1,0.58233064952408187,1,0,0,0,1,0,0.67546318055114973,0.58233064952408187,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.53,1,0.57417214835457231,1,0,0,0,1,0,0.67546318055114973,0.57417214835457231,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.54,1,0.5659562304487028,1,0,0,0,1,0,0.67546318055114973,0.5659562304487028,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.55,1,0.55768371739141664,1,0,0,0,1,0,0.67546318055114973,0.55768371739141664,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.56,1,0.54935543642712659,1,0,0,0,1,0,0.67546318055114973,0.54935543642712659,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.57,1,0.54097222037698856,1,0,0,0,1,0,0.67546318055114973,0.54097222037698856,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.58,1,0.53253490755562116,1,0,0,0,1,0,0.67546318055114973,0.53253490755562116,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.59,1,0.52404434168727609,1,0,0,0,1,0,0.67546318055114973,0.52404434168727609,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.6,1,0.51550137182146416,1,0,0,0,1,0,0.67546318055114973,0.51550137182146416,1,0.66058120127920128,0.11969442882079107,6,6,0,12,12
2.61,1,0.50690685224805343,1,0,0,0,1,0,0.67546318055114973,0.50690685224805343,1,0.66058120127920128,0.10310027436429262,6,6,0,12,12
2.62,1,0.49826164241183857,1,0,0,0,1,0,0.67546318055114973,0.49826164241183857,1,0.66058120127920128,0.10310027436429262,6,5,0,12,12
2.63,1,0.48956660682659953,1,0,0,0,1,0,0.67546318055114973,0.48956660682659953,1,0.66058120127920128,0.10310027436429262,6,5,0,12,12
2.64,1,0.48082261498864826,1,0,0,0,1,0,0.67546318055114973,0.48082261498864826,1,0.66058120127920128,0.10310027436429262,6,5,0,12,12
2.65,1,0.47203054128988264,1,0,0,0,1,0,0.67546318055114973,0.47203054128988264,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.66,1,0.46319126493034518,1,0,0,0,1,0,0.67546318055114973,0.46319126493034518,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.67,1,0.45430566983030646,1,0,0,0,1,0,0.67546318055114973,0.45430566983030646,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.68,1,0.44537464454187115,1,0,0,0,1,0,0.67546318055114973,0.44537464454187115,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.69,1,0.43639908216012629,1,0,0,0,1,0,0.67546318055114973,0.43639908216012629,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.7,1,0.42737988023382978,1,0,0,0,1,0,0.67546318055114973,0.42737988023382978,1,0.48082261498864876,0.10310027436429262,6,5,0,12,12
2.71,1,0.41831794067565897,1,0,0,0,1,0,0.42737988023382878,0.41831794067565897,1,0.48082261498864876,0.085475976046765767,6,5,0,12,12
2.72,1,0.40921416967201729,1,0,0,0,1,0,0.42737988023382878,0.40921416967201729,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.73,1,0.40006947759241951,1,0,0,0,1,0,0.42737988023382878,0.40006947759241951,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.74,1,0.39088477889845219,1,0,0,0,1,0,0.42737988023382878,0.39088477889845219,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.75,1,0.38166099205233173,1,0,0,0,1,0,0.42737988023382878,0.38166099205233173,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.76,1,0.37239903942505531,1,0,0,0,1,0,0.42737988023382878,0.37239903942505531,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.77,1,0.36309984720416832,1,0,0,0,1,0,0.42737988023382878,0.36309984720416832,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.78,1,0.3537643453011427,1,0,0,0,1,0,0.42737988023382878,0.3537643453011427,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.79,1,0.34439346725838998,1,0,0,0,1,0,0.42737988023382878,0.34439346725838998,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.8,1,0.33498815015590466,1,0,0,0,1,0,0.42737988023382878,0.33498815015590466,1,0.48082261498864876,0.085475976046765767,6,4,0,12,12
2.81,1,0.32554933451756002,1,0,0,0,1,0,0.42737988023382878,0.32554933451756002,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.82,1,0.31607796421705381,1,0,0,0,1,0,0.42737988023382878,0.31607796421705381,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.83,1,0.30657498638352293,1,0,0,0,1,0,0.42737988023382878,0.30657498638352293,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.84,1,0.2970413513068324,1,0,0,0,1,0,0.42737988023382878,0.2970413513068324,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.85,1,0.28747801234254439,1,0,0,0,1,0,0.42737988023382878,0.28747801234254439,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.86,1,0.27788592581658678,1,0,0,0,1,0,0.42737988023382878,0.27788592581658678,1,0.48082261498864876,0.066997630031180783,6,3,0,12,12
2.87,1,0.26826605092961792,1,0,0,0,1,0,0.42737988023382878,0.26826605092961792,1,0.277885925816587,0.066997630031180783,6,3,0,12,12
2.88,1,0.25861934966111083,1,0,0,0,1,0,0.42737988023382878,0.25861934966111083,1,0.277885925816587,0.066997630031180783,6,3,0,12,12
2.89,1,0.24894678667315256,1,0,0,0,1,0,0.42737988023382878,0.24894678667315256,1,0.277885925816587,0.066997630031180783,6,2,0,12,12
2.9,1,0.23924932921398243,1,0,0,0,1,0,0.42737988023382878,0.23924932921398243,1,0.277885925816587,0.066997630031180783,6,2,0,12,12
2.91,1,0.22952794702126419,1,0,0,0,1,0,0.42737988023382878,0.22952794702126419,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.92,1,0.21978361222511694,1,0,0,0,1,0,0.42737988023382878,0.21978361222511694,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.93,1,0.21001729925089915,1,0,0,0,1,0,0.42737988023382878,0.21001729925089915,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.94,1,0.20022998472177053,1,0,0,0,1,0,0.42737988023382878,0.20022998472177053,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.95,1,0.19042264736102704,1,0,0,0,1,0,0.42737988023382878,0.19042264736102704,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.96,1,0.18059626789423291,1,0,0,0,1,0,0.42737988023382878,0.18059626789423291,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.97,1,0.17075182895114532,1,0,0,0,1,0,0.42737988023382878,0.17075182895114532,1,0.277885925816587,0.047849865842796276,6,2,0,12,12
2.98,1,0.16089031496745576,1,0,0,0,1,0,0.42737988023382878,0.16089031496745576,1,0.277885925816587,0.047849865842796276,6,1,0,12,12
2.99,1,0.15101271208634384,1,0,0,0,1,0,0.42737988023382878,0.15101271208634384,1,0.277885925816587,0.047849865842796276,6,1,0,12,12
3,1,0.14112000805986721,1,0,0,0,1,0,0.42737988023382878,0.14112000805986721,1,0.277885925816587,0.047849865842796276,6,1,0,12,12
3.01,1,0.13121319215018379,1,0,0,0,1,0,0.14112000805986641,0.13121319215018379,1,0.277885925816587,0.028224001611973283,6,1,0,12,12
3.02,1,0.12129325503062975,1,0,0,0,1,0,0.14112000805986641,0.12129325503062975,1,0.277885925816587,0.028224001611973283,6,1,0,12,12
3.03,1,0.11136118868664958,1,0,0,0,1,0,0.14112000805986641,0.11136118868664958,1,0.277885925816587,0.028224001611973283,6,1,0,12,12
3.04,1,0.10141798631660186,1,0,0,0,1,0,0.14112000805986641,0.10141798631660186,1,0.277885925816587,0.028224001611973283,6,1,0,12,12
3.05,1,0.091464642232436749,1,0,0,0,1,0,0.14112000805986641,0.091464642232436749,1,0.277885925816587,0.028224001611973283,6,1,0,12,12
3.06,1,0.08150215176026912,1,0,0,0,1,0,0.14112000805986641,0.08150215176026912,1,0.277885925816587,0.028224001611973283,6,0,0,12,12
3.07,1,0.07153151114084326,1,0,0,0,1,0,0.14112000805986641,0.07153151114084326,1,0.277885925816587,0.028224001611973283,6,0,0,12,12
3.08,1,0.061553717429913148,1,0,0,0,1,0,0.14112000805986641,0.061553717429913148,1,0.277885925816587,0.028224001611973283,6,0,0,12,12
3.09,1,0.051569768398534638,1,0,0,0,1,0,0.14112000805986641,0.051569768398534638,1,0.06155371742991339,0.028224001611973283,6,0,0,12,12
3.1,1,0.041580662433290491,1,0,0,0,1,0,0.14112000805986641,0.041580662433290491,1,0.06155371742991339,0.028224001611973283,6,0,0,12,12
3.11,1,0.031587398436453896,1,0,0,0,1,0,0.14112000805986641,0.031587398436453896,1,0.06155371742991339,0.0083161324866579851,6,0,0,12,12
3.12,1,0.021590975726095959,1,0,0,0,1,0,0.14112000805986641,0.021590975726095959,1,0.06155371742991339,0.0083161324866579851,6,0,0,12,12
3.13,1,0.011592393936158275,1,0,0,0,1,0,0.14112000805986641,0.011592393936158275,1,0.06155371742991339,0.0083161324866579851,6,0,0,12,12
3.14,1,0.0015926529164868282,1,0,0,0,1,0,0.14112000805986641,0.0015926529164868282,1,0.06155371742991339,0.0083161324866579851,6,0,0,12,12
3.15,1,-0.0084072473671486184,1,0,0,0,1,0,0.14112000805986641,-0.0084072473671486184,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.16,1,-0.018406306933053809,1,0,0,0,1,0,0.14112000805986641,-0.018406306933053809,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.17,1,-0.02840352588360379,1,0,0,0,1,0,0.14112000805986641,-0.02840352588360379,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.18,1,-0.038397904505235378,1,0,0,0,1,0,0.14112000805986641,-0.038397904505235378,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.19,1,-0.04838844336841415,1,0,0,0,1,0,0.14112000805986641,-0.04838844336841415,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.2,1,-0.058374143427580086,1,0,0,0,1,0,0.14112000805986641,-0.058374143427580086,1,0.06155371742991339,0.0083161324866579851,6,-1,-1,12,12
3.21,1,-0.068354006121047778,1,0,0,0,1,0,0.14112000805986641,-0.068354006121047778,1,0.06155371742991339,-0.011674828685516087,6,-1,-1,12,12
3.22,1,-0.078327033470865295,1,0,0,0,1,0,0.14112000805986641,-0.078327033470865295,1,0.06155371742991339,-0.011674828685516087,6,-1,-1,12,12
3.23,1,-0.088292228182607596,1,0,0,0,1,0,0.14112000805986641,-0.088292228182607596,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.24,1,-0.098248593745108678,1,0,0,0,1,0,0.14112000805986641,-0.098248593745108678,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.25,1,-0.10819513453010837,1,0,0,0,1,0,0.14112000805986641,-0.10819513453010837,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.26,1,-0.11813085589181781,1,0,0,0,1,0,0.14112000805986641,-0.11813085589181781,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.27,1,-0.12805476426637968,1,0,0,0,1,0,0.14112000805986641,-0.12805476426637968,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.28,1,-0.13796586727122728,1,0,0,0,1,0,0.14112000805986641,-0.13796586727122728,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.29,1,-0.14786317380431852,1,0,0,0,1,0,0.14112000805986641,-0.14786317380431852,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.3,1,-0.15774569414324865,1,0,0,0,1,0,0.14112000805986641,-0.15774569414324865,1,0.06155371742991339,-0.011674828685516087,6,-2,-1,12,12
3.31,1,-0.16761244004421832,1,0,0,0,1,0,-0.15774569414324871,-0.16761244004421832,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.32,1,-0.17746242484086058,1,0,0,0,1,0,-0.15774569414324871,-0.17746242484086058,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.33,1,-0.18729466354290317,1,0,0,0,1,0,-0.15774569414324871,-0.18729466354290317,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.34,1,-0.19710817293466984,1,0,0,0,1,0,-0.15774569414324871,-0.19710817293466984,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.35,1,-0.20690197167339974,1,0,0,0,1,0,-0.15774569414324871,-0.20690197167339974,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.36,1,-0.21667508038737962,1,0,0,0,1,0,-0.15774569414324871,-0.21667508038737962,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.37,1,-0.22642652177388314,1,0,0,0,1,0,-0.15774569414324871,-0.22642652177388314,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.38,1,-0.23615532069689699,1,0,0,0,1,0,-0.15774569414324871,-0.23615532069689699,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.39,1,-0.24586050428463702,1,0,0,0,1,0,-0.15774569414324871,-0.24586050428463702,1,-0.15774569414324829,-0.031549138828649743,6,-3,-1,12,12
3.4,1,-0.25554110202683122,1,0,0,0,1,0,-0.15774569414324871,-0.25554110202683122,1,-0.15774569414324829,-0.031549138828649743,6,-4,-1,12,12
3.41,1,-0.26519614587177337,1,0,0,0,1,0,-0.15774569414324871,-0.26519614587177337,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.42,1,-0.27482467032312402,1,0,0,0,1,0,-0.15774569414324871,-0.27482467032312402,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.43,1,-0.28442571253646254,1,0,0,0,1,0,-0.15774569414324871,-0.28442571253646254,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.44,1,-0.29399831241556762,1,0,0,0,1,0,-0.15774569414324871,-0.29399831241556762,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.45,1,-0.30354151270842933,1,0,0,0,1,0,-0.15774569414324871,-0.30354151270842933,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.46,1,-0.31305435910297019,1,0,0,0,1,0,-0.15774569414324871,-0.31305435910297019,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.47,1,-0.32253590032247897,1,0,0,0,1,0,-0.15774569414324871,-0.32253590032247897,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.48,1,-0.33198518822073408,1,0,0,0,1,0,-0.15774569414324871,-0.33198518822073408,1,-0.15774569414324829,-0.051108220405366306,6,-4,-1,12,12
3.49,1,-0.34140127787682095,1,0,0,0,1,0,-0.15774569414324871,-0.34140127787682095,1,-0.15774569414324829,-0.051108220405366306,6,-5,-1,12,12
3.5,1,-0.35078322768961984,1,0,0,0,1,0,-0.15774569414324871,-0.35078322768961984,1,-0.15774569414324829,-0.051108220405366306,6,-5,-1,12,12
3.51,1,-0.36013009947196856,1,0,0,0,1,0,-0.15774569414324871,-0.36013009947196856,1,-0.15774569414324829,-0.070156645537923959,6,-5,-1,12,12
3.52,1,-0.36944095854447712,1,0,0,0,1,0,-0.15774569414324871,-0.36944095854447712,1,-0.15774569414324829,-0.070156645537923959,6,-5,-1,12,12
3.53,1,-0.37871487382899804,1,0,0,0,1,0,-0.15774569414324871,-0.37871487382899804,1,-0.36944095854447712,-0.070156645537923959,6,-5,-1,12,12
3.54,1,-0.38795091794173031,1,0,0,0,1,0,-0.15774569414324871,-0.38795091794173031,1,-0.36944095854447712,-0.070156645537923959,6,-5,-1,12,12
3.55,1,-0.3971481672859602,1,0,0,0,1,0,-0.15774569414324871,-0.3971481672859602,1,-0.36944095854447712,-0.070156645537923959,6,-5,-1,12,12
3.56,1,-0.4063057021444168,1,0,0,0,1,0,-0.15774569414324871,-0.4063057021444168,1,-0.36944095854447712,-0.070156645537923959,6,-5,-1,12,12
3.57,1,-0.41542260677124626,1,0,0,0,1,0,-0.15774569414324871,-0.41542260677124626,1,-0.36944095854447712,-0.070156645537923959,6,-5,-1,12,12
3.58,1,-0.42449796948358259,1,0,0,0,1,0,-0.15774569414324871,-0.42449796948358259,1,-0.36944095854447712,-0.070156645537923959,6,-6,-1,12,12
3.59,1,-0.43353088275271773,1,0,0,0,1,0,-0.15774569414324871,-0.43353088275271773,1,-0.36944095854447712,-0.070156645537923959,6,-6,-1,12,12
3.6,1,-0.44252044329485246,1,0,0,0,1,0,-0.15774569414324871,-0.44252044329485246,1,-0.36944095854447712,-0.070156645537923959,6,-6,-1,12,12
3.61,1,-0.45146575216142315,1,0,0,0,1,0,-0.44252044329485207,-0.45146575216142315,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.62,1,-0.4603659148289983,1,0,0,0,1,0,-0.44252044329485207,-0.4603659148289983,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.63,1,-0.46922004128872713,1,0,0,0,1,0,-0.44252044329485207,-0.46922004128872713,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.64,1,-0.47802724613534286,1,0,0,0,1,0,-0.44252044329485207,-0.47802724613534286,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.65,1,-0.48678664865569937,1,0,0,0,1,0,-0.44252044329485207,-0.48678664865569937,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.66,1,-0.49549737291684492,1,0,0,0,1,0,-0.44252044329485207,-0.49549737291684492,1,-0.36944095854447712,-0.088504088658970415,6,-6,-1,12,12
3.67,1,-0.50415854785361147,1,0,0,0,1,0,-0.44252044329485207,-0.50415854785361147,1,-0.36944095854447712,-0.088504088658970415,6,-7,-1,12,12
3.68,1,-0.51276930735572379,1,0,0,0,1,0,-0.44252044329485207,-0.51276930735572379,1,-0.36944095854447712,-0.088504088658970415,6,-7,-1,12,12
3.69,1,-0.52132879035440649,1,0,0,0,1,0,-0.44252044329485207,-0.52132879035440649,1,-0.36944095854447712,-0.088504088658970415,6,-7,-1,12,12
