"time", "Piston.frame_a.r_0[1]", "Piston.frame_a.r_0[2]", "Piston.frame_a.r_0[3]"
0,0.15,0.4,0
3.1554e-30,0.15,0.4,0
6.908e-30,0.15,0.4,0
8.9886e-05,0.15,0.4,0
0.00053932,0.15,0.4,0
0.0027865,0.15,0.4,0
0.0069781,0.15,0.4,0
0.012077,0.15,0.4,0
0.017814,0.15,0.4,0
0.023959,0.15,0.4,0
0.030316,0.15,0.39999,0
0.036761,0.15,0.39998,0
0.043237,0.15,0.39992,0
0.049712,0.15,0.39971,0
0.056152,0.15,0.39901,0
0.062484,0.15,0.39671,0
0.068639,0.15,0.39004,0
0.074998,0.15,0.37258,0
0.084998,0.15,0.31022,0
0.091897,0.15,0.2497,0
0.098797,0.15,0.20673,0
0.10273,0.15,0.2,0
0.10273,0.15,0.2,0
0.11093,0.15,0.2295,0
0.11915,0.15,0.30589,0
0.12784,0.15,0.38403,0
0.13233,0.15,0.39999,0
0.13241,0.15,0.4,0
0.13241,0.15,0.4,0
0.13691,0.15,0.38403,0
0.14175,0.15,0.33978,0
0.14785,0.15,0.26605,0
0.15433,0.15,0.20777,0
0.15762,0.15,0.2,0
0.15762,0.15,0.2,0
0.16425,0.15,0.23198,0
0.17027,0.15,0.30561,0
0.17628,0.15,0.38024,0
0.1791,0.15,0.39883,0
0.17994,0.15,0.4,0
0.17994,0.15,0.4,0
0.18277,0.15,0.3875,0
0.18566,0.15,0.35588,0
0.18955,0.15,0.29963,0
0.19452,0.15,0.23059,0
0.19894,0.15,0.20115,0
0.20002,0.15,0.2,0
0.20002,0.15,0.2,0
0.2059,0.15,0.23519,0
0.21205,0.15,0.32779,0
0.21541,0.15,0.37713,0
0.21867,0.15,0.4,0
0.21867,0.15,0.4,0
0.22092,0.15,0.38815,0
0.22316,0.15,0.35936,0
0.22624,0.15,0.30799,0
0.23074,0.15,0.23456,0
0.23471,0.15,0.20181,0
0.2359,0.15,0.2,0
0.2359,0.15,0.2,0
0.24126,0.15,0.23747,0
0.24644,0.15,0.32678,0
0.24931,0.15,0.37543,0
0.25217,0.15,0.39998,0
0.25225,0.15,0.4,0
0.25225,0.15,0.4,0
0.25411,0.15,0.38911,0
0.25602,0.15,0.36175,0
0.25859,0.15,0.31387,0
0.26284,0.15,0.23591,0
