"time","counter","y_0","y_1","y_2"
0,0,0,0,0
0.01,1,0,1,2
0.02,2,0.009999333347,1,2
0.03,3,0.01999466709,1.019798673,2
0.04,4,0.02998200324,1.019798673,2
0.05,5,0.03995734698,1.039189441,2.034193606
0.06,6,0.04991670832,1.039189441,2.034193606
0.07,7,0.05985610364,1.058164546,2.034193606
0.08,8,0.06977155732,1.058164546,2.034193606
0.09,9,0.07965910331,1.0767164,2.056782978
0.1,10,0.08951478671,1.0767164,2.056782978
0.11,11,0.0993346654,1.094837582,2.056782978
0.12,12,0.1091148115,1.094837582,2.056782978
0.13,13,0.1188513132,1.112520843,2.067857332
0.14,14,0.1285402759,1.112520843,2.067857332
0.15,15,0.1381778243,1.129759111,2.067857332
0.16,16,0.1477601033,1.129759111,2.067857332
0.17,17,0.1572832803,1.14654549,2.067606484
0.18,18,0.1667435461,1.14654549,2.067606484
0.19,19,0.1761371166,1.162873266,2.067606484
0.2,20,0.1854602347,1.162873266,2.067606484
0.21,21,0.1947091712,1.178735909,2.056318471
0.22,22,0.2038802265,1.178735909,2.056318471
0.23,23,0.2129697325,1.194127072,2.056318471
0.24,24,0.2219740535,1.194127072,2.056318471
0.25,25,0.2308895878,1.209040601,2.034376216
0.26,26,0.2397127693,1.209040601,2.034376216
0.27,27,0.2484400689,1.22347053,2.034376216
0.28,28,0.2570679958,1.22347053,2.034376216
0.29,29,0.265593099,1.237411087,2.002253274
0.3,30,0.2740119684,1.237411087,2.002253274
0.31,31,0.2823212367,1.250856696,2.002253274
0.32,32,0.2905175803,1.250856696,2.002253274
0.33,33,0.2985977207,1.263801979,1.960508688
0.34,34,0.306558426,1.263801979,1.960508688
0.35,35,0.314396512,1.276241758,1.960508688
0.36,36,0.3221088436,1.276241758,1.960508688
0.37,37,0.329692336,1.288171057,1.909781025
0.38,38,0.3371439558,1.288171057,1.909781025
0.39,39,0.3444607226,1.299585105,1.909781025
0.4,40,0.3516397096,1.299585105,1.909781025
0.41,41,0.3586780454,1.310479336,1.850781642
0.42,42,0.3655729149,1.310479336,1.850781642
0.43,43,0.37232156,1.320849393,1.850781642
0.44,44,0.3789212814,1.320849393,1.850781642
0.45,45,0.3853694394,1.330691128,1.78428725
0.46,46,0.3916634548,1.330691128,1.78428725
0.47,47,0.39780081,1.340000604,1.78428725
0.48,48,0.4037790502,1.340000604,1.78428725
0.49,49,0.4095957842,1.348774098,1.711131853
0.5,50,0.4152486852,1.348774098,1.711131853
0.51,51,0.4207354924,1.3570081,1.711131853
0.52,52,0.426054011,1.3570081,1.711131853
0.53,53,0.4312021136,1.364699318,1.632198146
0.54,54,0.4361777412,1.364699318,1.632198146
0.55,55,0.4409789034,1.371844673,1.632198146
0.56,56,0.44560368,1.371844673,1.632198146
0.57,57,0.4500502211,1.378441309,1.548408452
0.58,58,0.4543167481,1.378441309,1.548408452
0.59,59,0.4584015544,1.384486587,1.548408452
0.6,60,0.4623030062,1.384486587,1.548408452
0.61,61,0.466019543,1.389978088,1.46071529
0.62,62,0.4695496782,1.389978088,1.46071529
0.63,63,0.4728919997,1.394913617,1.46071529
0.64,64,0.4760451708,1.394913617,1.46071529
0.65,65,0.4790079301,1.399291199,1.370091677
0.66,66,0.4817790927,1.399291199,1.370091677
0.67,67,0.4843575501,1.403109083,1.370091677
0.68,68,0.4867422708,1.403109083,1.370091677
0.69,69,0.4889323012,1.406365743,1.277521248
0.7,70,0.4909267652,1.406365743,1.277521248
0.71,71,0.492724865,1.409059875,1.277521248
0.72,72,0.4943258814,1.409059875,1.277521248
0.73,73,0.4957291741,1.411190401,1.183988306
0.74,74,0.4969341817,1.411190401,1.183988306
0.75,75,0.4979404223,1.41275647,1.183988306
0.76,76,0.4987474933,1.41275647,1.183988306
0.77,77,0.499355072,1.413757456,1.090467889
0.78,78,0.4997629153,1.413757456,1.090467889
0.79,79,0.4999708601,1.414192957,1.090467889
0.8,80,0.4999788232,1.414192957,1.090467889
0.81,81,0.4997868015,1.4140628,0.9979159637
0.82,82,0.4993948717,1.4140628,0.9979159637
0.83,83,0.4988031907,1.413367037,0.9979159637
0.84,84,0.498011995,1.413367037,0.9979159637
0.85,85,0.4970216011,1.412105946,0.9072598412
0.86,86,0.4958324052,1.412105946,0.9072598412
0.87,87,0.494444883,1.410280031,0.9072598412
0.88,88,0.4928595894,1.410280031,0.9072598412
0.89,89,0.4910771586,1.407890023,0.8193889058
0.9,90,0.4890983034,1.407890023,0.8193889058
0.91,91,0.4869238154,1.404936878,0.8193889058
0.92,92,0.4845545644,1.404936878,0.8193889058
0.93,93,0.4819914981,1.401421777,0.7351457554
0.94,94,0.4792356415,1.401421777,0.7351457554
0.95,95,0.4762880971,1.397346125,0.7351457554
0.96,96,0.4731500438,1.397346125,0.7351457554
0.97,97,0.4698227368,1.392711554,0.6553178388
0.98,98,0.466307507,1.392711554,0.6553178388
0.99,99,0.4626057604,1.387519917,0.6553178388
1,100,0.4587189776,1.387519917,0.6553178388
1.01,101,0.4546487134,1.381773291,0.5806296751
1.02,102,0.4503965958,1.381773291,0.5806296751
1.03,103,0.4459643255,1.375473973,0.5806296751
1.04,104,0.4413536754,1.375473973,0.5806296751
1.05,105,0.4365664898,1.368624484,0.5117357311
1.06,106,0.4316046833,1.368624484,0.5117357311
1.07,107,0.4264702408,1.361227564,0.5117357311
1.08,108,0.4211652158,1.361227564,0.5117357311
1.09,109,0.4156917304,1.353286171,0.449214029
1.1,110,0.4100519738,1.353286171,0.449214029
1.11,111,0.4042482019,1.344803481,0.449214029
1.12,112,0.3982827361,1.344803481,0.449214029
1.13,113,0.3921579625,1.335782888,0.3935605478
1.14,114,0.385876331,1.335782888,0.3935605478
1.15,115,0.3794403541,1.326228,0.3935605478
1.16,116,0.3728526061,1.326228,0.3935605478
1.17,117,0.366115722,1.316142638,0.345184473
1.18,118,0.3592323965,1.316142638,0.345184473
1.19,119,0.3522053829,1.305530837,0.345184473
