"time","C1.v","C3.v","C5.v","L1.i","L2.i"
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.002059,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.000208,0.000159,0.000018,0.000010,0.000000,0.000000
1.002283,0.001746,0.000197,0.000105,0.000002,0.000000
1.004358,0.003330,0.000376,0.000201,0.000006,0.000001
1.006433,0.004911,0.000555,0.000296,0.000013,0.000001
1.010532,0.007996,0.000903,0.000480,0.000060,0.000005
1.018066,0.013658,0.001541,0.000817,0.000154,0.000014
1.033212,0.024972,0.002817,0.001486,0.000400,0.000036
1.048358,0.036173,0.004080,0.002144,0.000745,0.000068
1.063503,0.047193,0.005324,0.002783,0.001244,0.000114
1.078649,0.058145,0.006570,0.003423,0.001786,0.000166
1.112594,0.082190,0.009330,0.004824,0.003395,0.000324
1.146538,0.105588,0.012034,0.006170,0.005536,0.000534
1.180483,0.128341,0.014681,0.007461,0.008208,0.000796
1.214428,0.150447,0.017272,0.008698,0.011411,0.001111
1.265491,0.182510,0.021118,0.010498,0.017124,0.001685
1.316554,0.213163,0.024954,0.012266,0.023816,0.002383
1.396866,0.258473,0.030862,0.014900,0.036522,0.003726
1.477177,0.300387,0.036813,0.017505,0.051445,0.005382
1.557488,0.338922,0.042833,0.020101,0.068533,0.007353
1.637800,0.374199,0.049010,0.022751,0.087516,0.009651
1.782899,0.429932,0.060762,0.027825,0.126044,0.014661
1.927999,0.475994,0.073512,0.033436,0.168902,0.020855
2.073098,0.512877,0.087640,0.039868,0.214975,0.028284
2.218198,0.541423,0.103173,0.047155,0.263144,0.037069
2.363297,0.562246,0.120408,0.055520,0.312241,0.047286
2.508397,0.576160,0.139265,0.064954,0.361344,0.059038
2.653496,0.583922,0.159794,0.075525,0.409432,0.072424
2.895562,0.585248,0.197445,0.095665,0.485303,0.098589
3.137628,0.575072,0.238742,0.118838,0.552898,0.129783
3.379693,0.556722,0.282644,0.144812,0.609798,0.166082
3.621759,0.533193,0.327921,0.173291,0.654472,0.207266
3.863824,0.507299,0.373156,0.203887,0.686001,0.252944
4.105890,0.481345,0.416938,0.236194,0.704350,0.302347
4.347955,0.457244,0.457911,0.269749,0.710067,0.354470
4.590021,0.436480,0.494750,0.304054,0.704384,0.408028
4.832087,0.420052,0.526483,0.338591,0.688796,0.461595
5.074152,0.408574,0.552225,0.372809,0.665309,0.513571
5.316218,0.402249,0.571472,0.406143,0.635997,0.562360
5.558283,0.400981,0.583977,0.438035,0.602993,0.606455
5.943668,0.408290,0.590169,0.484473,0.548181,0.663487
6.329054,0.424551,0.581085,0.523816,0.497399,0.700470
6.714439,0.446177,0.559879,0.554396,0.456921,0.714734
