"time","Rte_UPiActuator_EcuUPi_OP_SET_upi"
0.000000E+000,0.000000E+000
4.000000E-005,0.000000E+000
8.000000E-005,0.000000E+000
1.200000E-004,0.000000E+000
1.600000E-004,0.000000E+000
2.000000E-004,0.000000E+000
2.400000E-004,0.000000E+000
2.800000E-004,0.000000E+000
3.200000E-004,0.000000E+000
3.600000E-004,0.000000E+000
4.000000E-004,0.000000E+000
4.400000E-004,0.000000E+000
4.800000E-004,0.000000E+000
5.200000E-004,0.000000E+000
5.600000E-004,0.000000E+000
6.000000E-004,0.000000E+000
6.400000E-004,0.000000E+000
6.800000E-004,0.000000E+000
7.200000E-004,0.000000E+000
7.600000E-004,0.000000E+000
8.000000E-004,0.000000E+000
8.400000E-004,0.000000E+000
8.800000E-004,0.000000E+000
9.200000E-004,0.000000E+000
9.600000E-004,0.000000E+000
1.000000E-003,0.000000E+000
1.040000E-003,1.000020E+002
1.080000E-003,1.000020E+002
1.120000E-003,1.000020E+002
1.160000E-003,1.000020E+002
1.200000E-003,1.000020E+002
1.240000E-003,1.000020E+002
1.280000E-003,1.000020E+002
1.320000E-003,1.000020E+002
1.360000E-003,1.000020E+002
1.400000E-003,1.000020E+002
1.440000E-003,1.000020E+002
1.480000E-003,1.000020E+002
1.520000E-003,1.000020E+002
1.560000E-003,1.000020E+002
1.600000E-003,1.000020E+002
1.640000E-003,1.000020E+002
1.680000E-003,1.000020E+002
1.720000E-003,1.000020E+002
1.760000E-003,1.000020E+002
1.800000E-003,1.000020E+002
1.840000E-003,1.000020E+002
1.880000E-003,1.000020E+002
1.920000E-003,1.000020E+002
1.960000E-003,1.000020E+002
2.000000E-003,1.000020E+002
2.040000E-003,1.000020E+002
2.080000E-003,1.000020E+002
2.120000E-003,1.000020E+002
2.160000E-003,1.000020E+002
2.200000E-003,1.000020E+002
2.240000E-003,1.000020E+002
2.280000E-003,1.000020E+002
2.320000E-003,1.000020E+002
2.360000E-003,1.000020E+002
2.400000E-003,1.000020E+002
2.440000E-003,1.000020E+002
2.480000E-003,1.000020E+002
2.520000E-003,1.000020E+002
2.560000E-003,1.000020E+002
2.600000E-003,1.000020E+002
2.640000E-003,1.000020E+002
2.680000E-003,1.000020E+002
2.720000E-003,1.000020E+002
2.760000E-003,1.000020E+002
2.800000E-003,1.000020E+002
2.840000E-003,1.000020E+002
2.880000E-003,1.000020E+002
2.920000E-003,1.000020E+002
2.960000E-003,1.000020E+002
3.000000E-003,1.000020E+002
3.040000E-003,1.000020E+002
3.080000E-003,1.000020E+002
3.120000E-003,1.000020E+002
3.160000E-003,1.000020E+002
3.200000E-003,1.000020E+002
3.240000E-003,1.000020E+002
3.280000E-003,1.000020E+002
3.320000E-003,1.000020E+002
3.360000E-003,1.000020E+002
3.400000E-003,1.000020E+002
3.440000E-003,1.000020E+002
3.480000E-003,1.000020E+002
3.520000E-003,1.000020E+002
3.560000E-003,1.000020E+002
3.600000E-003,1.000020E+002
3.640000E-003,1.000020E+002
3.680000E-003,1.000020E+002
3.720000E-003,1.000020E+002
3.760000E-003,1.000020E+002
3.800000E-003,1.000020E+002
3.840000E-003,1.000020E+002
3.880000E-003,1.000020E+002
3.920000E-003,1.000020E+002
3.960000E-003,1.000020E+002
4.000000E-003,1.000020E+002
4.040000E-003,1.000020E+002
4.080000E-003,1.000020E+002
4.120000E-003,1.000020E+002
4.160000E-003,1.000020E+002
4.200000E-003,1.000020E+002
4.240000E-003,1.000020E+002
4.280000E-003,1.000020E+002
4.320000E-003,1.000020E+002
4.360000E-003,1.000020E+002
4.400000E-003,1.000020E+002
4.440000E-003,1.000020E+002
