Time,freqHz,T2,T3,J1_flange_0a_phi,J1_flange_0a_tau,J1_flange_0b_phi,J1_flange_0b_tau,J1_J,J1_stateSelect,_J1_phi_start,J1_phi,der_J1_phi_,_J1_w_start,J1_w,der_J1_w_,J1_a,torque_useSupport,torque_flange_phi,torque_flange_tau,torque_support_phi,torque_support_tau,torque_phi_0support,torque_tau,clutch1_phi_0rel,der_clutch1_phi_0rel_,clutch1_w_0rel,der_clutch1_w_0rel_,clutch1_a_0rel,clutch1_tau,clutch1_flange_0a_phi,clutch1_flange_0a_tau,clutch1_flange_0b_phi,clutch1_flange_0b_tau,clutch1_phi_0nominal,clutch1_stateSelect,clutch1_mue_0pos_1__1_,clutch1_mue_0pos_1__2_,clutch1_peak,clutch1_cgeo,clutch1_fn_0max,clutch1_w_0small,clutch1_w_0relfric,clutch1_a_0relfric,clutch1_tau0,clutch1_tau0_0max,clutch1_free,clutch1_sa,_clutch1_startForward_start,clutch1_startForward,_clutch1_startBackward_start,clutch1_startBackward,_clutch1_locked_start,clutch1_locked,clutch1_Unknown,clutch1_Free,clutch1_Forward,clutch1_Stuck,clutch1_Backward,_clutch1_mode_start,clutch1_mode,clutch1_unitAngularAcceleration,clutch1_unitTorque,clutch1_useHeatPort,clutch1_lossPower,clutch1_mue0,clutch1_fn,clutch1_f_0normalized,sin1_amplitude,sin1_freqHz,sin1_phase,sin1_offset,sin1_startTime,sin1_y,sin1_pi,step1_height,step1_y,step1_offset,step1_startTime,J2_flange_0a_phi,J2_flange_0a_tau,J2_flange_0b_phi,J2_flange_0b_tau,J2_J,J2_stateSelect,_J2_phi_start,J2_phi,der_J2_phi_,_J2_w_start,J2_w,der_J2_w_,J2_a,clutch2_phi_0rel,der_clutch2_phi_0rel_,clutch2_w_0rel,der_clutch2_w_0rel_,clutch2_a_0rel,clutch2_tau,clutch2_flange_0a_phi,clutch2_flange_0a_tau,clutch2_flange_0b_phi,clutch2_flange_0b_tau,clutch2_phi_0nominal,clutch2_stateSelect,clutch2_mue_0pos_1__1_,clutch2_mue_0pos_1__2_,clutch2_peak,clutch2_cgeo,clutch2_fn_0max,clutch2_w_0small,clutch2_w_0relfric,clutch2_a_0relfric,clutch2_tau0,clutch2_tau0_0max,clutch2_free,clutch2_sa,_clutch2_startForward_start,clutch2_startForward,_clutch2_startBackward_start,clutch2_startBackward,_clutch2_locked_start,clutch2_locked,clutch2_Unknown,clutch2_Free,clutch2_Forward,clutch2_Stuck,clutch2_Backward,_clutch2_mode_start,clutch2_mode,clutch2_unitAngularAcceleration,clutch2_unitTorque,clutch2_useHeatPort,clutch2_lossPower,clutch2_mue0,clutch2_fn,clutch2_f_0normalized,J3_flange_0a_phi,J3_flange_0a_tau,J3_flange_0b_phi,J3_flange_0b_tau,J3_J,J3_stateSelect,_J3_phi_start,J3_phi,der_J3_phi_,_J3_w_start,J3_w,der_J3_w_,J3_a,clutch3_phi_0rel,der_clutch3_phi_0rel_,clutch3_w_0rel,der_clutch3_w_0rel_,clutch3_a_0rel,clutch3_tau,clutch3_flange_0a_phi,clutch3_flange_0a_tau,clutch3_flange_0b_phi,clutch3_flange_0b_tau,clutch3_phi_0nominal,clutch3_stateSelect,clutch3_mue_0pos_1__1_,clutch3_mue_0pos_1__2_,clutch3_peak,clutch3_cgeo,clutch3_fn_0max,clutch3_w_0small,clutch3_w_0relfric,clutch3_a_0relfric,clutch3_tau0,clutch3_tau0_0max,clutch3_free,clutch3_sa,_clutch3_startForward_start,clutch3_startForward,_clutch3_startBackward_start,clutch3_startBackward,_clutch3_locked_start,clutch3_locked,clutch3_Unknown,clutch3_Free,clutch3_Forward,clutch3_Stuck,clutch3_Backward,_clutch3_mode_start,clutch3_mode,clutch3_unitAngularAcceleration,clutch3_unitTorque,clutch3_useHeatPort,clutch3_lossPower,clutch3_mue0,clutch3_fn,clutch3_f_0normalized,J4_flange_0a_phi,J4_flange_0a_tau,J4_flange_0b_phi,J4_flange_0b_tau,J4_J,J4_stateSelect,_J4_phi_start,J4_phi,der_J4_phi_,_J4_w_start,J4_w,der_J4_w_,J4_a,sin2_amplitude,sin2_freqHz,sin2_phase,sin2_offset,sin2_startTime,sin2_y,sin2_pi,step2_height,step2_y,step2_offset,step2_startTime,fixed_phi0,fixed_flange_phi,fixed_flange_tau,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
0,0.2,0.4,0.9,0,0,0,-10,1,3,0,0,10,10,10,-10,-10,1,0,-0,0,0,0,0,0,-10,-10,20,20,-10,0,10,0,-10,0.0001,4,0,0.5,1.1,1,20,1e+010,-10,20,10,11,0,9,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,100,0.5,20,1,10,5,0,0,0,0,3.14159,1,0,0,0.4,0,10,0,0,1,3,0,0,0,0,0,10,10,0,0,0,-10,-10,0,0,-0,0,0,0.0001,4,0,0.5,1.1,1,20,1e+010,0,-10,0,0,1,-10,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,0,0.5,0,0,0,-0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,-6.88817e-017,-6.88817e-017,0,0,-0,0,0,0.0001,4,0,0.5,1.1,1,20,1e+010,0,-6.88817e-017,0,0,1,-6.88817e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,0,0.5,0,0,0,-0,0,0,1,3,0,0,0,0,0,-6.88817e-017,-6.88817e-017,1,0.2,1.57,0,0,1,3.14159,1,0,0,0.9,0,0,-0,0,1,8,54
0.002,0.2,0.4,0.9,0.0199805,0.627905,0.0199805,-9.99999,1,3,0,0.0199805,9.98063,10,9.98063,-9.37208,-9.37208,1,0.0199805,-0.627905,0,0.627905,0,0.627905,-0.0199605,-9.96063,-9.96063,19.3721,19.3721,-9.99999,0.0199805,9.99999,2.00001e-005,-9.99999,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.96063,19.3721,9.99999,11,0,8.37208,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,99.6061,0.5,20,0.999999,10,5,0,0,0,0.627905,3.14159,1,0,0,0.4,2.00001e-005,9.99999,2.00001e-005,0,1,3,0,2.00001e-005,0.02,0,0.02,9.99999,9.99999,-2.00001e-005,-0.02,-0.02,-9.99999,-9.99999,0,2.00001e-005,-0,-8.80914e-020,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.02,-9.99999,0,0,1,-9.99999,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-8.80914e-020,-0,-8.80914e-020,0,1,3,0,-8.80914e-020,-2.13024e-015,0,-2.13024e-015,1.77636e-015,1.77636e-015,-1.72063e-022,-1.79334e-019,-1.79334e-019,-7.11605e-017,-7.11605e-017,0,-8.80914e-020,-0,-8.82635e-020,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.79334e-019,-7.11605e-017,0,0,1,-7.11605e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-8.82635e-020,-0,-8.82635e-020,0,1,3,0,-8.82635e-020,-2.13042e-015,0,-2.13042e-015,1.7052e-015,1.7052e-015,1,0.2,1.57,0,0,0.999999,3.14159,1,0,0,0.9,0,0,-0.627905,0,1,8,54
0.004,0.2,0.4,0.9,0.0399242,1.25333,0.0399242,-9.99991,1,3,0,0.0399242,9.96251,10,9.96251,-8.74658,-8.74658,1,0.0399242,-1.25333,0,1.25333,0,1.25333,-0.0398442,-9.92251,-9.92251,18.7465,18.7465,-9.99991,0.0399242,9.99991,7.99998e-005,-9.99991,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.92251,18.7465,9.99991,10.9999,0,7.74659,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,99.2242,0.5,19.9998,0.999991,10,5,0,0,0,1.25333,3.14159,1,0,0,0.4,7.99998e-005,9.99991,7.99998e-005,0,1,3,0,7.99998e-005,0.0399999,0,0.0399999,9.99991,9.99991,-7.99998e-005,-0.0399999,-0.0399999,-9.99991,-9.99991,0,7.99998e-005,-0,-9.59519e-018,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.0399999,-9.99991,0,0,1,-9.99991,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-9.59519e-018,-0,-9.59519e-018,0,1,3,0,-9.59519e-018,-2.04003e-015,0,-2.04003e-015,-1.77636e-015,-1.77636e-015,-7.99928e-022,-4.27183e-019,-4.27183e-019,-6.87752e-017,-6.87752e-017,0,-9.59519e-018,-0,-9.59599e-018,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-4.27183e-019,-6.87752e-017,0,0,1,-6.87752e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-9.59599e-018,-0,-9.59599e-018,0,1,3,0,-9.59599e-018,-2.04046e-015,0,-2.04046e-015,-1.84513e-015,-1.84513e-015,1,0.2,1.57,0,0,0.999991,3.14159,1,0,0,0.9,0,0,-1.25333,0,1,8,54
0.006,0.2,0.4,0.9,0.0598339,1.87381,0.0598339,-9.99977,1,3,0,0.0598339,9.94563,10,9.94563,-8.12596,-8.12596,1,0.0598339,-1.87381,0,1.87381,0,1.87381,-0.0596539,-9.88563,-9.88563,18.1257,18.1257,-9.99977,0.0598339,9.99977,0.000179999,-9.99977,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.88563,18.1257,9.99977,10.9998,0,7.12598,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,98.854,0.5,19.9995,0.999977,10,5,0,0,0,1.87381,3.14159,1,0,0,0.4,0.000179999,9.99977,0.000179999,0,1,3,0,0.000179999,0.0599995,0,0.0599995,9.99977,9.99977,-0.000179999,-0.0599995,-0.0599995,-9.99977,-9.99977,0,0.000179999,-0,-1.02999e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.0599995,-9.99977,0,0,1,-9.99977,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-1.02999e-017,-0,-1.02999e-017,0,1,3,0,-1.02999e-017,-3.1225e-015,0,-3.1225e-015,1.77636e-015,1.77636e-015,-1.93675e-021,-6.86019e-019,-6.86019e-019,-7.55312e-017,-7.55312e-017,0,-1.02999e-017,-0,-1.03019e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-6.86019e-019,-7.55312e-017,0,0,1,-7.55312e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-1.03019e-017,-0,-1.03019e-017,0,1,3,0,-1.03019e-017,-3.12319e-015,0,-3.12319e-015,1.70083e-015,1.70083e-015,1,0.2,1.57,0,0,0.999977,3.14159,1,0,0,0.9,0,0,-1.87381,0,1,8,54
0.008,0.2,0.4,0.9,0.0797115,2.4869,0.0797115,-9.99957,1,3,0,0.0797115,9.92998,10,9.92998,-7.51267,-7.51267,1,0.0797115,-2.4869,0,2.4869,0,2.4869,-0.0793915,-9.84998,-9.84998,17.5122,17.5122,-9.99957,0.0797115,9.99957,0.000319996,-9.99957,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.84998,17.5122,9.99957,10.9995,0,6.51272,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,98.4956,0.5,19.9991,0.999957,10,5,0,0,0,2.4869,3.14159,1,0,0,0.4,0.000319996,9.99957,0.000319996,0,1,3,0,0.000319996,0.0799987,0,0.0799987,9.99957,9.99957,-0.000319996,-0.0799987,-0.0799987,-9.99957,-9.99957,0,0.000319996,-0,-4.02781e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.0799987,-9.99957,0,0,1,-9.99957,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-4.02781e-017,-0,-4.02781e-017,0,1,3,0,-4.02781e-017,-3.46945e-015,0,-3.46945e-015,0,0,-3.53336e-021,-9.25324e-019,-9.25324e-019,-1.20531e-016,-1.20531e-016,0,-4.02781e-017,-0,-4.02816e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.25324e-019,-1.20531e-016,0,0,1,-1.20531e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-4.02816e-017,-0,-4.02816e-017,0,1,3,0,-4.02816e-017,-3.47037e-015,0,-3.47037e-015,-1.20531e-016,-1.20531e-016,1,0.2,1.57,0,0,0.999957,3.14159,1,0,0,0.9,0,0,-2.4869,0,1,8,54
0.01,0.2,0.4,0.9,0.0995583,3.09017,0.0995583,-9.99931,1,3,0,0.0995583,9.91555,10,9.91555,-6.90914,-6.90914,1,0.0995583,-3.09017,0,3.09017,0,3.09017,-0.0990583,-9.81555,-9.81555,16.9084,16.9084,-9.99931,0.0995583,9.99931,0.000499992,-9.99931,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.81555,16.9084,9.99931,10.9992,0,5.90921,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,98.1487,0.5,19.9986,0.999931,10,5,0,0,0,3.09017,3.14159,1,0,0,0.4,0.000499992,9.99931,0.000499992,0,1,3,0,0.000499992,0.0999975,0,0.0999975,9.99931,9.99931,-0.000499992,-0.0999975,-0.0999975,-9.99931,-9.99931,0,0.000499992,-0,-3.76218e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.0999975,-9.99931,0,0,1,-9.99931,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-3.76218e-017,-0,-3.76218e-017,0,1,3,0,-3.76218e-017,-4.32987e-015,0,-4.32987e-015,-1.77636e-015,-1.77636e-015,-5.56213e-021,-1.12632e-018,-1.12632e-018,6.15099e-017,6.15099e-017,0,-3.76218e-017,-0,-3.76274e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.12632e-018,6.15099e-017,0,0,1,6.15099e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-3.76274e-017,-0,-3.76274e-017,0,1,3,0,-3.76274e-017,-4.331e-015,0,-4.331e-015,-1.71485e-015,-1.71485e-015,1,0.2,1.57,0,0,0.999931,3.14159,1,0,0,0.9,0,0,-3.09017,0,1,8,54
0.012,0.2,0.4,0.9,0.119379,3.68125,0.119379,-9.99898,1,3,0,0.119379,9.9023,10,9.9023,-6.31773,-6.31773,1,0.119379,-3.68125,0,3.68125,0,3.68125,-0.118659,-9.7823,-9.7823,16.3167,16.3167,-9.99898,0.119379,9.99898,0.000719984,-9.99898,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.7823,16.3167,9.99898,10.9989,0,5.31784,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,97.813,0.5,19.998,0.999898,10,5,0,0,0,3.68125,3.14159,1,0,0,0.4,0.000719984,9.99898,0.000719984,0,1,3,0,0.000719984,0.119996,0,0.119996,9.99898,9.99898,-0.000719984,-0.119996,-0.119996,-9.99898,-9.99898,0,0.000719984,-0,-3.91397e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.119996,-9.99898,0,0,1,-9.99898,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-3.91397e-017,-0,-3.91397e-017,0,1,3,0,-3.91397e-017,-3.42781e-015,0,-3.42781e-015,0,0,-7.79458e-021,-1.23642e-018,-1.23642e-018,6.85833e-017,6.85833e-017,0,-3.91397e-017,-0,-3.91475e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.23642e-018,6.85833e-017,0,0,1,6.85833e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-3.91475e-017,-0,-3.91475e-017,0,1,3,0,-3.91475e-017,-3.42905e-015,0,-3.42905e-015,6.85833e-017,6.85833e-017,1,0.2,1.57,0,0,0.999898,3.14159,1,0,0,0.9,0,0,-3.68125,0,1,8,54
0.014,0.2,0.4,0.9,0.139173,4.25779,0.139173,-9.99859,1,3,0,0.139173,9.89022,10,9.89022,-5.7408,-5.7408,1,0.139173,-4.25779,0,4.25779,0,4.25779,-0.138193,-9.75023,-9.75023,15.7394,15.7394,-9.99859,0.139173,9.99859,0.000979972,-9.99859,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.75023,15.7394,9.99859,10.9984,0,4.74094,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,97.4885,0.5,19.9972,0.999859,10,5,0,0,0,4.25779,3.14159,1,0,0,0.4,0.000979972,9.99859,0.000979972,0,1,3,0,0.000979972,0.139993,0,0.139993,9.99859,9.99859,-0.000979972,-0.139993,-0.139993,-9.99859,-9.99859,0,0.000979972,-0,-2.29851e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.139993,-9.99859,0,0,1,-9.99859,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.29851e-017,-0,-2.29851e-017,0,1,3,0,-2.29851e-017,-4.2466e-015,0,-4.2466e-015,0,0,-1.02688e-020,-1.29795e-018,-1.29795e-018,-2.04859e-017,-2.04859e-017,0,-2.29851e-017,-0,-2.29954e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.29795e-018,-2.04859e-017,0,0,1,-2.04859e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-2.29954e-017,-0,-2.29954e-017,0,1,3,0,-2.29954e-017,-4.2479e-015,0,-4.2479e-015,-2.04859e-017,-2.04859e-017,1,0.2,1.57,0,0,0.999859,3.14159,1,0,0,0.9,0,0,-4.25779,0,1,8,54
0.016,0.2,0.4,0.9,0.158944,4.81754,0.158944,-9.99814,1,3,0,0.158944,9.87927,10,9.87927,-5.1806,-5.1806,1,0.158944,-4.81754,0,4.81754,0,4.81754,-0.157664,-9.71928,-9.71928,15.1787,15.1787,-9.99814,0.158944,9.99814,0.00127995,-9.99814,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.71928,15.1787,9.99814,10.9979,0,4.18079,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,97.1747,0.5,19.9963,0.999814,10,5,0,0,0,4.81754,3.14159,1,0,0,0.4,0.00127995,9.99814,0.00127995,0,1,3,0,0.00127995,0.15999,0,0.15999,9.99814,9.99814,-0.00127995,-0.15999,-0.15999,-9.99814,-9.99814,0,0.00127995,-0,-5.72459e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.15999,-9.99814,0,0,1,-9.99814,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.72459e-017,-0,-5.72459e-017,0,1,3,0,-5.72459e-017,-5.9952e-015,0,-5.9952e-015,0,0,-1.29231e-020,-1.38251e-018,-1.38251e-018,-1.89368e-017,-1.89368e-017,0,-5.72459e-017,-0,-5.72588e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.38251e-018,-1.89368e-017,0,0,1,-1.89368e-017,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-5.72588e-017,-0,-5.72588e-017,0,1,3,0,-5.72588e-017,-5.99659e-015,0,-5.99659e-015,-1.89368e-017,-1.89368e-017,1,0.2,1.57,0,0,0.999814,3.14159,1,0,0,0.9,0,0,-4.81754,0,1,8,54
0.018,0.2,0.4,0.9,0.178694,5.35827,0.178694,-9.99762,1,3,0,0.178694,9.86944,10,9.86944,-4.63935,-4.63935,1,0.178694,-5.35827,0,5.35827,0,5.35827,-0.177074,-9.68945,-9.68945,14.637,14.637,-9.99762,0.178694,9.99762,0.00161993,-9.99762,0.0001,4,0,0.5,1.1,1,20,1e+010,-9.68945,14.637,9.99762,10.9974,0,3.63959,0,0,0,0,0,0,3,2,1,0,-1,3,-1,1,1,0,96.8714,0.5,19.9952,0.999762,10,5,0,0,0,5.35827,3.14159,1,0,0,0.4,0.00161993,9.99762,0.00161993,0,1,3,0,0.00161993,0.179985,0,0.179985,9.99762,9.99762,-0.00161993,-0.179985,-0.179985,-9.99762,-9.99762,0,0.00161993,-0,-4.22839e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-0.179985,-9.99762,0,0,1,-9.99762,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-4.22839e-017,-0,-4.22839e-017,0,1,3,0,-4.22839e-017,-5.71765e-015,0,-5.71765e-015,0,0,-1.58014e-020,-1.48483e-018,-1.48483e-018,-1.03101e-016,-1.03101e-016,0,-4.22839e-017,-0,-4.22997e-017,0,0.0001,4,0,0.5,1.1,1,20,1e+010,-1.48483e-018,-1.03101e-016,0,0,1,-1.03101e-016,0,0,0,0,0,0,3,2,1,0,-1,3,2,1,1,0,-0,0.5,0,0,-4.22997e-017,-0,-4.22997e-017,0,1,3,0,-4.22997e-017,-5.71913e-015,0,-5.71913e-015,-1.03101e-016,-1.03101e-016,1,0.2,1.57,0,0,0.999762,3.14159,1,0,0,0.9,0,0,-5.35827,0,1,8,54
