    "time","headlight","light_intensity","light_switch"
         0,         0,         0,         0
      0.02,         0,         0,0.23529412
      0.04,         0,         0,0.47058824
      0.06,         0,         0,0.70588235
      0.08,         1,         0,0.94117647
       0.1,         1,         0, 1.1764706
      0.12,         1,         0, 1.4117647
      0.14,         1,         0, 1.6470588
      0.16,         1,         0, 1.8823529
      0.18,         1,0.11111111,         2
       0.2,         1,0.33333333,         2
      0.22,         1,0.55555556,         2
      0.24,         1,0.77777778,         2
      0.26,         1,         1,         2
      0.28,         1, 1.2222222,         2
       0.3,         1, 1.4444444,         2
      0.32,         1, 1.6666667,         2
      0.34,         1, 1.8888889,         2
      0.36,         1,        11,         2
      0.38,         1,        41,         2
       0.4,         1,        72,         2
      0.42,         1,        95,         2
      0.44,         1, 99.996855,         2
      0.46,         1, 99.990566,         2
      0.48,         1, 99.984277,         2
       0.5,         1, 99.977987,         2
      0.52,         1, 99.971698,         2
      0.54,         1, 99.965409,         2
      0.56,         1, 99.959119,         2
      0.58,         1,  99.95283,         2
       0.6,         1, 99.946541,         2
      0.62,         1, 99.940252,         2
      0.64,         1, 99.933962,         2
      0.66,         1, 99.927673,         2
      0.68,         1, 99.921384,         2
       0.7,         1, 99.915094,         2
      0.72,         1, 99.908805,         2
      0.74,         1, 99.902516,         2
      0.76,         1, 99.896226,         2
      0.78,         1, 99.889937,         2
       0.8,         1, 99.883648,         2
      0.82,         1, 99.877358,         2
      0.84,         1, 99.871069,         2
      0.86,         1,  99.86478,         2
      0.88,         1, 99.858491,         2
       0.9,         1, 99.852201,         2
      0.92,         1, 99.845912,         2
      0.94,         1, 99.839623,         2
      0.96,         1, 99.833333,         2
      0.98,         1, 99.827044,         2
         1,         1, 99.820755,         2
      1.02,         1, 99.814465,         2
      1.04,         1, 99.808176,         2
      1.06,         1, 99.801887,         2
      1.08,         1, 99.795597,         2
       1.1,         1, 99.789308,         2
      1.12,         1, 99.783019,         2
      1.14,         1,  99.77673,         2
      1.16,         1,  99.77044,         2
      1.18,         1, 99.764151,         2
       1.2,         1, 99.757862,         2
      1.22,         1, 99.751572,         2
      1.24,         1, 99.745283,         2
      1.26,         1, 99.738994,         2
      1.28,         1, 99.732704,         2
       1.3,         1, 99.726415,         2
      1.32,         1, 99.720126,         2
