"time","axlePosition","speedVal2","RUN1_0rotation","RUN1_0cycleEnd"
0,0,0,0,0
0.012081,0,0,0,0
0.012081,0,0,0,0
0.024162,0,0,0,0
0.036243,0,0,0,0
0.048324,0,0,0,0
0.060405,0,0,0,0
0.072486,0,0,0,0
0.072486,0,0,0,1
0.084567,0,0,0,1
0.096648,0,0,0,1
0.1,0,0,0,1
0.108729,0,0,0,1
0.12081,0,0,0,1
0.132891,0,0,0,1
0.144972,0,0,0,1
0.157053,0,0,0,1
0.169134,0,0,0,1
0.181215,0,0,0,1
0.193296,0,0,0,1
0.2,0,0,0,1
0.205377,0,0,0,1
0.217458,0,0,0,1
0.229539,0,0,0,1
0.24162,0,0,0,1
0.253701,0,0,0,1
0.265782,0,0,0,1
0.277863,0,0,0,1
0.289944,0,0,0,1
0.3,0,0,0,1
0.302025,0,0,0,1
0.314106,0,0,0,1
0.326187,0,0,0,1
0.338268,0,0,0,1
0.350349,0,0,0,1
0.36243,0,0,0,1
0.374511,0,0,0,1
0.386592,0,0,0,1
0.398673,0,0,0,1
0.4,0,0,0,1
0.410754,0,0,0,1
0.422835,0,0,0,1
0.434916,0,0,0,1
0.446997,0,0,0,1
0.459078,0,0,0,1
0.471159,0,0,0,1
0.48324,0,0,0,1
0.495321,0,0,0,1
0.5,0,0,0,1
0.507402,0,0,0,1
0.519483,0,0,0,1
0.531564,0,0,0,1
0.543645,0,0,0,1
0.555726,0,0,0,1
0.567807,0,0,0,1
0.579888,0,0,0,1
0.591969,0,0,0,1
0.6,0,0,0,1
0.60405,0,0,0,1
0.616131,0,0,0,1
0.628212,0,0,0,1
0.640293,0,0,0,1
0.652374,0,0,0,1
0.664455,0,0,0,1
0.676536,0,0,0,1
0.688617,0,0,0,1
0.7,0,0,0,1
0.700698,0,0,0,1
0.712779,0,0,0,1
0.72486,0,0,0,1
0.736941,0,0,0,1
0.749022,0,0,0,1
0.761103,0,0,0,1
0.773184,0,0,0,1
0.785265,0,0,0,1
0.797346,0,0,0,1
0.8,0,0,0,1
0.809427,0,0,0,1
0.821508,0,0,0,1
0.833589,0,0,0,1
0.84567,0,0,0,1
0.857751,0,0,0,1
0.869832,0,0,0,1
0.881913,0,0,0,1
0.893994,0,0,0,1
0.9,0,0,0,1
0.906075,0,0,0,1
0.918156,0,0,0,1
0.930237,0,0,0,1
0.942318,0,0,0,1
0.954399,0,0,0,1
0.96648,0,0,0,1
0.978561,0,0,0,1
0.990642,0,0,0,1
1,0,0,0,1
1.00272,0,0,0,1
1.0148,0,0,0,1
1.02689,0,0,0,1
1.03897,0,0,0,1
1.05105,0,0,0,1
1.06313,0,0,0,1
1.07521,0,0,0,1
1.08729,0,0,0,1
1.09937,0,0,0,1
1.1,0,0,0,1
1.11145,0,0,0,1
1.12353,0,0,0,1
1.13561,0,0,0,1
1.14769,0,0,0,1
1.15978,0,0,0,1
1.17186,0,0,0,1
1.18394,0,0,0,1
1.19602,0,0,0,1
1.2,0,0,0,1
1.2081,0,0,0,1
1.22018,0,0,0,1
1.23226,0,0,0,1
1.24434,0,0,0,1
1.25642,0,0,0,1
1.2685,0,0,0,1
1.28059,0,0,0,1
1.29267,0,0,0,1
1.3,0,0,0,1
1.30475,0,0,0,1
1.31683,0,0,0,1
1.32891,0,0,0,1
1.34099,0,0,0,1
1.35307,0,0,0,1
1.36515,0,0,0,1
1.37723,0,0,0,1
1.38932,0,0,0,1
1.4,0,0,0,1
1.4014,0,0,0,1
1.41348,0,0,0,1
1.42556,0,0,0,1
1.43764,0,0,0,1
1.44972,0,0,0,1
1.4618,0,0,0,1
1.47388,0,0,0,1
1.48596,0,0,0,1
1.49804,0,0,0,1
1.5,0,0,0,1
1.51013,0,0,0,1
1.52221,0,0,0,1
1.53429,0,0,0,1
1.54637,0,0,0,1
1.55845,0,0,0,1
1.57053,0,0,0,1
1.58261,0,0,0,1
1.59469,0,0,0,1
1.6,0,0,0,1
1.60677,0,0,0,1
1.61885,0,0,0,1
1.63093,0,0,0,1
1.64302,0,0,0,1
1.6551,0,0,0,1
1.66718,0,0,0,1
1.67926,0,0,0,1
1.69134,0,0,0,1
1.7,0,0,0,1
1.70342,0,0,0,1
1.7155,0,0,0,1
1.72758,0,0,0,1
1.73966,0,0,0,1
1.75174,0,0,0,1
1.76383,0,0,0,1
1.77591,0,0,0,1
1.78799,0,0,0,1
1.8,0,0,0,1
1.80007,0,0,0,1
1.81215,0,0,0,1
1.82423,0,0,0,1
1.83631,0,0,0,1
1.84839,0,0,0,1
1.86047,0,0,0,1
1.87256,0,0,0,1
1.88464,0,0,0,1
1.89672,0,0,0,1
1.9,0,0,0,1
1.9088,0,0,0,1
1.92088,0,0,0,1
1.93296,0,0,0,1
1.94504,0,0,0,1
1.95712,0,0,0,1
1.9692,0,0,0,1
1.98128,0,0,0,1
1.99337,0,0,0,1
2,0,0,0,1
2.00545,0,0,0,1
2.01753,0,0,0,1
2.02961,0,0,0,1
2.04169,0,0,0,1
2.05377,0,0,0,1
2.06585,0,0,0,1
2.07793,0,0,0,1
2.09001,0,0,0,1
2.1,0,0,0,1
2.10209,0,0,0,1
2.11418,0,0,0,1
2.12626,0,0,0,1
2.13834,0,0,0,1
2.15042,0,0,0,1
2.1625,0,0,0,1
2.17458,0,0,0,1
2.18666,0,0,0,1
2.19874,0,0,0,1
2.2,0,0,0,1
2.21082,0,0,0,1
2.2229,0,0,0,1
2.23499,0,0,0,1
2.24707,0,0,0,1
2.25915,0,0,0,1
2.27123,0,0,0,1
2.28331,0,0,0,1
2.29539,0,0,0,1
2.3,0,0,0,1
2.30747,0,0,0,1
2.31955,0,0,0,1
2.33163,0,0,0,1
2.34371,0,0,0,1
2.35579,0,0,0,1
2.36788,0,0,0,1
2.37996,0,0,0,1
2.39204,0,0,0,1
2.4,0,0,0,1
2.40412,0,0,0,1
2.4162,0,0,0,1
2.42828,0,0,0,1
2.44036,0,0,0,1
2.45244,0,0,0,1
2.46452,0,0,0,1
2.4766,0,0,0,1
2.48869,0,0,0,1
2.5,0,0,0,1
