"time","outputs_1_","outputs_2_","outputs_3_","outputs_4_"
0,10,0,0,0
0.1,9.63873,0.997418,0,0
0.2,8.02033,1.97921,-1.16551e-033,4.2161e-031
0.3,7.70622,2.92988,-8.66283e-041,-2.84564e-033
0.4,6.16508,3.83446,-1.40822e-040,1.40284e-031
0.4,6.16508,3.83446,-1.40822e-040,1.40284e-031
0.4,6.16508,3.83446,0,0
0.425653,6.03959,3.80079,0.256528,-9.43377e-036
0.425653,6.03959,3.80079,0.256528,0
0.477408,6.0644,3.71983,0.774077,-4.57495e-033
0.477408,6.0644,3.71983,0.774077,0
0.5,5.95649,3.67865,1,-1.35915e-035
0.6,4.54899,3.44916,2,0
0.614297,4.47717,3.40961,2.14297,0
0.614297,4.47717,3.40961,2.14297,0
0.690488,4.54742,3.16783,2.90488,0
0.690488,4.54742,3.16783,2.90488,0
0.7,4.50037,3.13384,3,2.38065e-034
0.709793,4.42345,3.09793,3.09793,1.74535e-033
0.709793,4.42345,3.09793,3.09793,0
0.79106,3.33675,3.33675,3.33675,5.01665e-043
0.79106,3.33675,3.33675,3.33675,0
0.8,3.3326,3.3326,3.3326,9.85704e-033
0.8,3.3326,3.3326,3.3326,9.85706e-033
0.8,3.3326,3.3326,3.3326,0
0.827506,3.36974,3.36974,3.36974,1.35677e-032
0.827506,3.36974,3.36974,3.36974,0
0.831167,3.37946,3.37946,3.37946,1.22245e-034
0.831167,3.37946,3.37946,3.37946,0
0.831167,3.37946,3.37946,3.37946,4.35722e-030
0.831167,3.37946,3.37946,3.37946,0
0.876196,3.57503,3.48715,3.48715,9.34438e-034
0.876196,3.57503,3.48715,3.48715,0
0.9,3.55506,3.53951,3.53951,3.38603e-036
0.9,3.55506,3.53951,3.53951,3.98668e-036
0.9,3.55506,3.53951,3.53951,0
0.901416,3.54871,3.54203,3.54203,0.00100319
0.901416,3.54871,3.54203,3.54203,0.00100319
0.902532,3.54329,3.54329,3.54329,0.0032051
0.902532,3.54329,3.54329,3.54329,0.0032051
0.998936,3.01953,3.01953,3.01953,0.939302
0.998936,3.01953,3.01953,3.01953,0.939302
1,3.01592,3.01592,3.01592,0.949946
1.00033,3.01482,3.01482,3.01482,0.953279
1.00033,3.01482,3.01482,3.01482,0.953279
1.00033,3.01482,3.01482,3.01482,0.953279
1.00033,3.01482,3.01482,3.01482,0.953279
1.1,3.40278,2.64062,2.64062,1.94995
1.10744,3.38055,2.61026,2.61026,2.02432
1.10744,3.38055,2.61026,2.61026,2.02432
1.14861,3.02196,2.436,2.436,2.436
1.14861,3.02196,2.436,2.436,2.436
1.2,2.64053,2.45241,2.45241,2.45241
1.20256,2.63996,2.45294,2.45294,2.45294
1.20256,2.63996,2.45294,2.45294,2.45294
1.25063,2.94846,2.45777,2.45777,2.45777
1.25063,2.94846,2.45777,2.45777,2.45777
1.25071,2.94918,2.45777,2.45777,2.45777
1.25071,2.94918,2.45777,2.45777,2.45777
1.25071,2.94925,2.45777,2.45777,2.45777
1.25071,2.94925,2.45777,2.45777,2.45777
1.3,3.26036,2.45777,2.45777,2.45777
1.4,2.62339,2.45777,2.45777,2.45777
1.5,3.25994,2.45777,2.45777,2.45777
1.5,3.25994,2.45777,2.45777,2.45777
