"time","PistonPosition","PressureExtend","PressureRetract","TemperatureExtend","TemperatureRetract","FlowExtend","FlowRetract"
0,0,14.69548645,14.69549615,86,86,0,0
0.01,-1.50E-13,14.69548645,14.69549615,86,86,-3.84E-15,2.41E-13
0.02,-4.28E-13,14.69548645,14.69549615,86,86,-3.84E-15,2.41E-13
0.03,-8.11E-13,14.69548645,14.69549615,86,86,-3.84E-15,2.35E-13
0.04,-1.23E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.33E-13
0.05,-1.65E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.31E-13
0.06,-2.07E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.27E-13
0.07,-2.49E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.25E-13
0.08,-2.91E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.20E-13
0.09,-3.32E-12,14.69548645,14.69549615,86,86,-3.46E-15,2.18E-13
0.1,-3.74E-12,14.69548645,14.69549615,86,86,-3.46E-15,2.16E-13
0.11,-4.16E-12,14.69548645,14.69549615,86,86,-3.46E-15,2.14E-13
0.12,-4.58E-12,14.69548645,14.69549615,86,86,-3.46E-15,2.10E-13
0.13,-5.00E-12,14.69548645,14.69549615,86,86,-3.46E-15,2.08E-13
0.14,-5.31E-12,14.69548645,14.69549615,86,86,-3.84E-15,2.04E-13
0.15,-5.51E-12,14.69548645,14.69549615,86,86,-4.16E-15,2.02E-13
0.16,-5.72E-12,14.69548645,14.69549615,86,86,-4.99E-15,2.00E-13
0.17,-5.92E-12,14.69548645,14.69549615,86,86,-5.76E-15,1.98E-13
0.18,-6.12E-12,14.69548645,14.69549615,86,86,-6.14E-15,1.95E-13
0.19,-6.33E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.91E-13
0.2,-6.53E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.89E-13
0.21,-6.74E-12,14.69548645,14.69549615,86,86,-7.68E-15,1.87E-13
0.22,-6.94E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.85E-13
0.23,-7.14E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.81E-13
0.24,-7.26E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.81E-13
0.25,-7.30E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.79E-13
0.26,-7.34E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.79E-13
0.27,-7.38E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.77E-13
0.28,-7.42E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.77E-13
0.29,-7.46E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.75E-13
0.3,-7.49E-12,14.69548645,14.69549615,86,86,-8.32E-15,1.75E-13
0.31,-7.53E-12,14.69548645,14.69549615,86,86,-8.06E-15,1.75E-13
0.32,-7.57E-12,14.69548645,14.69549615,86,86,-8.06E-15,1.75E-13
0.33,-7.61E-12,14.69548645,14.69549615,86,86,-7.68E-15,1.73E-13
0.34,-7.61E-12,14.69548645,14.69549615,86,86,-7.68E-15,1.73E-13
0.35,-7.57E-12,14.69548645,14.69549615,86,86,-7.68E-15,1.73E-13
0.36,-7.53E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.73E-13
0.37,-7.48E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.73E-13
0.38,-7.44E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.73E-13
0.39,-7.40E-12,14.69548645,14.69549615,86,86,-6.24E-15,1.73E-13
0.4,-7.36E-12,14.69548645,14.69549615,86,86,-6.14E-15,1.73E-13
0.41,-7.32E-12,14.69548645,14.69549615,86,86,-6.14E-15,1.72E-13
0.42,-7.28E-12,14.69548645,14.69549615,86,86,-6.14E-15,1.72E-13
0.43,-7.24E-12,14.69548645,14.69549615,86,86,-6.14E-15,1.73E-13
0.44,-7.18E-12,14.69548645,14.69549615,86,86,-5.76E-15,1.73E-13
0.45,-7.12E-12,14.69548645,14.69549615,86,86,-5.37E-15,1.73E-13
0.46,-7.06E-12,14.69548645,14.69549615,86,86,-5.37E-15,1.73E-13
0.47,-6.99E-12,14.69548645,14.69549615,86,86,-5.37E-15,1.73E-13
0.48,-6.93E-12,14.69548645,14.69549615,86,86,-5.37E-15,1.73E-13
0.49,-6.87E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.73E-13
0.5,-6.80E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.75E-13
0.51,-6.74E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.75E-13
0.52,-6.68E-12,14.69548646,14.69549615,86,86,-4.16E-15,1.75E-13
0.53,-6.61E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.75E-13
0.54,-6.55E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.75E-13
0.55,-6.49E-12,14.69548646,14.69549615,86,86,-4.16E-15,1.75E-13
0.56,-6.43E-12,14.69548646,14.69549615,86,86,-4.99E-15,1.75E-13
0.57,-6.37E-12,14.69548646,14.69549615,86,86,-4.16E-15,1.75E-13
0.58,-6.31E-12,14.69548646,14.69549615,86,86,-4.16E-15,1.75E-13
