"time","iAC[2]","Losses","iAC[3]","uDC","uAC[3]","iAC[1]","uAC[1]","uAC[2]"
1.69672698105055E-06,-5.65804805790051E-01,7.99855972396733E+02,5.65481247009236E-01,5.65628771406637E+02,2.82578844114211E+02,3.23558780814581E-04,2.83064182285433E+02,-5.65643026399644E+02
2.00264887721045E-06,-5.65846185945249E-01,7.99849976208755E+02,5.65459849981629E-01,5.65618556706432E+02,2.82536757009005E+02,3.86335963620033E-04,2.83116260954435E+02,-5.65653017963439E+02
2.30857077337035E-06,-5.65902011445109E-01,7.99860329415688E+02,5.65452898948766E-01,5.65608342006539E+02,2.82501893226211E+02,4.49112496343052E-04,2.83175561970726E+02,-5.65677455196937E+02
2.82881317019404E-06,-5.65965127703845E-01,7.99841951782678E+02,5.65409257790724E-01,5.65590971168420E+02,2.82426693938801E+02,5.55869913121732E-04,2.83260498808484E+02,-5.65687192747285E+02
4.02014400847135E-06,-5.66088777454358E-01,7.99776308301023E+02,5.65288437165743E-01,5.65551192762250E+02,2.82244048438564E+02,8.00340288614865E-04,2.83444558871486E+02,-5.65688607310051E+02
5.21147484674865E-06,-5.66207590006401E-01,7.99705286486753E+02,5.65162779246833E-01,5.65511414360819E+02,2.82058984243633E+02,1.04481075956742E-03,2.83626200382984E+02,-5.65685184626617E+02
9.86499004139512E-06,-5.66682623784655E-01,7.99441141440752E+02,5.64682877305248E-01,5.65356034098375E+02,2.81341565412920E+02,1.99974647940704E-03,2.84341185132031E+02,-5.65682750544951E+02
1.87201428282806E-05,-5.67584177444655E-01,7.98939787770510E+02,5.63767301738005E-01,5.65060361969228E+02,2.79975213015677E+02,3.81687570664979E-03,2.85700526575652E+02,-5.65675739591330E+02
2.97723103866183E-05,-5.68691333689851E-01,7.98301029667580E+02,5.62606697876022E-01,5.64691333689851E+02,2.78261031031096E+02,6.08463581382934E-03,2.87387984751840E+02,-5.65649015782937E+02
2.97723103866183E-05,-5.68691333689851E-01,7.98301029667580E+02,5.62606697876022E-01,5.64691333689851E+02,2.78261031031096E+02,6.08463581382934E-03,2.87387984751840E+02,-5.65649015782937E+02
3.03329731644214E-05,-5.68861464232713E-01,7.98261819244777E+02,5.62609791604566E-01,5.64672613275029E+02,2.78179059488210E+02,6.25167262814674E-03,2.87462143140439E+02,-5.65641202628648E+02
3.08936359422244E-05,-5.69054130225714E-01,7.98226899246275E+02,5.62620205101854E-01,5.64653892865207E+02,2.78093139988997E+02,6.43392512385987E-03,2.87543909394770E+02,-5.65637049383767E+02
3.20713541739647E-05,-5.69481988194374E-01,7.98159387695082E+02,5.62652016784996E-01,5.64614569129181E+02,2.77911022687809E+02,6.82997140937802E-03,2.87722271136698E+02,-5.65633293824506E+02
3.44705141236907E-05,-5.70365492998157E-01,7.98025542858702E+02,5.62722337851954E-01,5.64534461836440E+02,2.77539591352876E+02,7.64315514620284E-03,2.88088810322351E+02,-5.65628401675226E+02
4.12429817204176E-05,-5.72859309401693E-01,7.97650905391786E+02,5.62919855678673E-01,5.64308331767936E+02,2.76490200977826E+02,9.93945372302008E-03,2.89123897296451E+02,-5.65614098274278E+02
1.08967657687687E-04,-5.97372327645434E-01,7.94044013779111E+02,5.64614375035562E-01,5.62047106839415E+02,2.65928211212845E+02,3.27579526098725E-02,2.99402561049833E+02,-5.65330772262678E+02
1.31771278237853E-04,-6.05452336495776E-01,7.92884728885509E+02,5.65070820132823E-01,5.61285736751115E+02,2.62344651884935E+02,4.03815163629530E-02,3.02833666723594E+02,-5.65178318608529E+02
1.35999620862173E-04,-6.06933796590380E-01,7.92670002172620E+02,5.65144561882717E-01,5.61144561882717E+02,2.61677663587527E+02,4.17892347076635E-02,3.03466940084383E+02,-5.65144603671910E+02
1.35999620862173E-04,-6.06933796590380E-01,7.92670002172620E+02,5.65144561882717E-01,5.61144561882717E+02,2.61677663587527E+02,4.17892347076635E-02,3.03466940084383E+02,-5.65144603671910E+02
1.36698295707982E-04,-6.07291154145367E-01,7.92614619681607E+02,5.65283126260513E-01,5.61121234502931E+02,2.61556603470930E+02,4.20080278848545E-02,3.03564673363770E+02,-5.65121276834700E+02
1.37396970553792E-04,-6.07751646827152E-01,7.92559574849201E+02,5.65527952456043E-01,5.61097907142288E+02,2.61437106815634E+02,4.22236943711088E-02,3.03660843410395E+02,-5.65097950226030E+02
1.39180153105301E-04,-6.09379466752983E-01,7.92421049071470E+02,5.66607134357457E-01,5.61038370349839E+02,2.61133020545919E+02,4.27723323955264E-02,3.03905395713735E+02,-5.65038416259653E+02
1.40963335656810E-04,-6.11609927317739E-01,7.92285241110606E+02,5.68289283057277E-01,5.60978833763916E+02,2.60829098062173E+02,4.33206442604618E-02,3.04149785643236E+02,-5.64978883705409E+02
1.42746518208318E-04,-6.14491214626798E-01,7.92152357587142E+02,5.70622248886508E-01,5.60919297465252E+02,2.60525171565427E+02,4.38689657402894E-02,3.04394181174638E+02,-5.64919352740065E+02
1.45456828043872E-04,-6.20148738620198E-01,7.91956111842841E+02,5.75446362449020E-01,5.60828807319227E+02,2.60063226191570E+02,4.47023761711771E-02,3.04765647065078E+02,-5.64828873256648E+02
1.50135047257025E-04,-6.33532538646447E-01,7.91633594032602E+02,5.87391699883662E-01,5.60672616870651E+02,2.59265911772993E+02,4.61408387627853E-02,3.05406796676571E+02,-5.64672708449564E+02
1.63982480103495E-04,-6.99454475626121E-01,7.90797170851301E+02,6.49056414944309E-01,5.60210336391894E+02,2.56906222701035E+02,5.03980606818115E-02,3.07304333780857E+02,-5.64210556481891E+02
1.77829912949964E-04,-8.03955196867034E-01,7.90134563645775E+02,7.49300867348306E-01,5.59748136445589E+02,2.54547089015976E+02,5.46543295187276E-02,3.09201473188979E+02,-5.63748562204955E+02
1.85352639039086E-04,-8.76607850027258E-01,7.89846331198894E+02,8.19641697596770E-01,5.59497084741371E+02,2.53265722299798E+02,5.69661524304885E-02,3.10231931696382E+02,-5.63497653996180E+02
1.92875365128207E-04,-9.60125016110819E-01,7.89607366386804E+02,9.00847359292475E-01,5.59246071462818E+02,2.51984544923187E+02,5.92776568183440E-02,3.11262261019129E+02,-5.63246805942316E+02
2.00398091217328E-04,-1.05429513342873E+00,7.89416845666259E+02,9.92706303273982E-01,5.58995102301326E+02,2.50703565784058E+02,6.15888301547529E-02,3.12292457527579E+02,-5.62996023311637E+02
2.13863807588135E-04,-1.24878335897983E+00,7.89194143359537E+02,1.18305838479236E+00,5.58545994108946E+02,2.48411130472511E+02,6.57249741874648E-02,3.14136170384884E+02,-5.62547300857395E+02
2.27329523958943E-04,-1.47564057407627E+00,7.89119807351700E+02,1.40578063189358E+00,5.58097072593245E+02,2.46119408887990E+02,6.98599421826958E-02,3.15979420930558E+02,-5.62098829818549E+02
2.40795240329750E-04,-1.73370655833871E+00,7.89189334722731E+02,1.65971289848155E+00,5.57648366299915E+02,2.43828451284809E+02,7.39936598571660E-02,3.17822185135561E+02,-5.61650636420370E+02
2.54260956700557E-04,-2.02178255030666E+00,7.89398073437539E+02,1.94365649700491E+00,5.57199903622016E+02,2.41538307615348E+02,7.81260533017420E-02,3.19664439043065E+02,-5.61202746658413E+02
2.79370645354316E-04,-2.63504570648181E+00,7.90143340829362E+02,2.54921771904494E+00,5.56364390309057E+02,2.37270190287429E+02,8.58279874368777E-02,3.23098263552209E+02,-5.60368453839638E+02
3.22801737907075E-04,-3.91002826557272E+00,7.92450562047920E+02,3.81089147408341E+00,5.54921912783442E+02,2.29895812613375E+02,9.91367914893102E-02,3.29032703239378E+02,-5.58928515852753E+02
3.66232830459835E-04,-5.42251330580007E+00,7.95915860091977E+02,5.31008616590169E+00,5.53483461666739E+02,2.22532913482130E+02,1.12427139898383E-01,3.34960165807540E+02,-5.57493079289670E+02
4.09663923012594E-04,-7.13287612841162E+00,8.00384542037655E+02,7.00717956993252E+00,5.52049675894072E+02,2.15183009830931E+02,1.25696558479096E-01,3.40879694006460E+02,-5.56062703837390E+02
5.42875220356538E-04,-1.31942888829238E+01,8.18693200024356E+02,1.30280490807376E+01,5.47684887081136E+02,1.92735018799191E+02,1.66239802186189E-01,3.58974987225016E+02,-5.51710006024207E+02
6.76086517700482E-04,-1.95976297386667E+01,8.40370837886180E+02,1.93911378003261E+01,5.43375012570776E+02,1.70460380859033E+02,2.06491938340598E-01,3.76952525691363E+02,-5.47412906550396E+02
8.09297815044426E-04,-2.52043752020534E+01,8.60713680945464E+02,2.49579927221023E+01,5.39118885564048E+02,1.48392617655863E+02,2.46382479951166E-01,3.94775343989262E+02,-5.43167961645125E+02
9.42509112388370E-04,-2.88944893318849E+01,8.74959017195578E+02,2.86086477578346E+01,5.34904807609085E+02,1.26559686494281E+02,2.85841574050284E-01,4.12401546385853E+02,-5.38961232880134E+02
1.02689087551336E-03,-2.97410832134589E+01,8.78674122805458E+02,2.94305011759588E+01,5.32248619117985E+02,1.12862185032603E+02,3.10582037500104E-01,4.23444533114434E+02,-5.36306718147037E+02
1.11127263863835E-03,-2.91111819555575E+01,8.76888027040543E+02,2.87760777012180E+01,5.29593420745374E+02,9.92728256589689E+01,3.35104254339512E-01,4.34377415102401E+02,-5.33650240761370E+02
1.19565440176333E-03,-2.67460298431559E+01,8.68502737763815E+02,2.63866388505066E+01,5.26929940868552E+02,8.57953297926469E+01,3.59390992649367E-01,4.45186681832647E+02,-5.30982011625294E+02
1.28003616488832E-03,-2.23964310194082E+01,8.52497732736830E+02,2.20130058331876E+01,5.24247648221616E+02,7.24327157372019E+01,3.83425186220613E-01,4.55858285382618E+02,-5.28291001119819E+02
1.36441792801331E-03,-1.58240053041210E+01,8.27953136036065E+02,1.54168153586070E+01,5.21534706917685E+02,5.91872719676029E+01,4.07189945514000E-01,4.66377624671141E+02,-5.25564896638744E+02
1.44879969113830E-03,-6.80235863638260E+00,7.94073689136703E+02,6.37169006475370E+00,5.18777985336787E+02,4.60605557601762E+01,4.30668571628895E-01,4.76729558057212E+02,-5.22790113817388E+02
1.49344263334504E-03,-9.64265842753161E-01,7.72142261637046E+02,5.21297059573089E-01,5.17297059675470E+02,3.91641382476988E+01,4.42968783180072E-01,4.82133364396111E+02,-5.21297502643809E+02
1.49344263334504E-03,-9.64265842753161E-01,7.72142261583880E+02,5.21297059573089E-01,5.17297059675470E+02,3.91641381965087E+01,4.42968783180072E-01,4.82133364396111E+02,-5.21297502592619E+02
1.49345616173867E-03,-9.62448809569477E-01,7.71196548352632E+02,5.19537786202425E-01,5.17296608228132E+02,3.83133814176869E+01,4.42911023367052E-01,4.82104256949352E+02,-5.20417638367039E+02
1.49346969013231E-03,-9.60697634772302E-01,7.70292146548798E+02,5.17897393000771E-01,5.17296156780005E+02,3.75485756146205E+01,4.42800241771530E-01,4.82048638676806E+02,-5.19597214291427E+02
1.49350094133725E-03,-9.56873817681366E-01,7.68338378566475E+02,5.14479287960403E-01,5.17295113911634E+02,3.60423791197200E+01,4.42394529720963E-01,4.81845257394567E+02,-5.17887636514287E+02
1.49353219254219E-03,-9.53329147406093E-01,7.66550590160968E+02,5.11496752421586E-01,5.17294071039921E+02,3.48321787185396E+01,4.41832394984507E-01,4.81563665046858E+02,-5.16395843765398E+02
1.49356344374714E-03,-9.50066524531711E-01,7.64924245374278E+02,5.08917519226963E-01,5.17293028164831E+02,3.38842569611076E+01,4.41149005304748E-01,4.81221445507857E+02,-5.15105702468965E+02
1.49362325218778E-03,-9.44533708467899E-01,7.62202260413342E+02,5.04854987192532E-01,5.17291032305820E+02,3.25881329585826E+01,4.39678721275367E-01,4.80485300032846E+02,-5.13073432991429E+02
1.49368306062841E-03,-9.39840616213886E-01,7.59927074270707E+02,5.01719909919382E-01,5.17289036436760E+02,3.17996018124387E+01,4.38120706294504E-01,4.79705289916793E+02,-5.11504891729232E+02
1.49379234592382E-03,-9.33033805724476E-01,7.56674123281685E+02,4.97605788107592E-01,5.17285389453115E+02,3.10888852453542E+01,4.35428017616884E-01,4.78357115283004E+02,-5.09446000528358E+02
1.49390163121922E-03,-9.28058872786788E-01,7.54327873409787E+02,4.94891780270956E-01,5.17281742447581E+02,3.08623438775619E+01,4.33167092515832E-01,4.77224824258430E+02,-5.08087168135992E+02
1.49401091651463E-03,-9.24428918953231E-01,7.52627361000858E+02,4.93002495837376E-01,5.17278095425999E+02,3.07880363607606E+01,4.31426423115855E-01,4.76352662421348E+02,-5.07140698782108E+02
1.49412020181003E-03,-9.21764748929580E-01,7.51381743958021E+02,4.91620237598155E-01,5.17274448392922E+02,3.07378631333650E+01,4.30144511331425E-01,4.75709880352074E+02,-5.06447743485439E+02
1.49422948710543E-03,-9.19798086778880E-01,7.50461860534862E+02,4.90588717152825E-01,5.17270801351568E+02,3.06896737633848E+01,4.29209369626055E-01,4.75240484015698E+02,-5.05930157779083E+02
1.49433877240084E-03,-9.18342525342149E-01,7.49780014042766E+02,4.89820215866483E-01,5.17267154304173E+02,3.06489531954080E+01,4.28522309475666E-01,4.74895128964894E+02,-5.05544082160302E+02
1.49444805769624E-03,-9.17265533678999E-01,7.49274189794773E+02,4.89251012188591E-01,5.17263507252329E+02,3.06182453490910E+01,4.28014521490409E-01,4.74639410372999E+02,-5.05257655722090E+02
1.49462921274131E-03,-9.16083516259767E-01,7.48715175546840E+02,4.88621358719768E-01,5.17257461767366E+02,3.05796005898842E+01,4.27462157540000E-01,4.74360204479342E+02,-5.04939805069227E+02
1.49481036778638E-03,-9.15380089894730E-01,7.48377216318165E+02,4.88237649441970E-01,5.17251416276916E+02,3.05476044946050E+01,4.27142440452760E-01,4.74197322493117E+02,-5.04744926987722E+02
1.49499152283145E-03,-9.14954134802092E-01,7.48167022851607E+02,4.87993384019279E-01,5.17245370783392E+02,3.05163166182332E+01,4.26960750782813E-01,4.74103454491473E+02,-5.04619771109706E+02
1.49527597626988E-03,-9.14602774190027E-01,7.47982879910800E+02,4.87767330510120E-01,5.17235878019797E+02,3.04659434151061E+01,4.26835443679908E-01,4.74036054216355E+02,-5.04501997631461E+02
1.49556042970831E-03,-9.14442030794189E-01,7.47886281031274E+02,4.87635767041699E-01,5.17226385254545E+02,3.04147516446044E+01,4.26806263752490E-01,4.74016717718770E+02,-5.04431469363374E+02
1.49584488314673E-03,-9.14370052984819E-01,7.47830489371574E+02,4.87549091565013E-01,5.17216892488856E+02,3.03640650726037E+01,4.26820961419806E-01,4.74019320107098E+02,-5.04383385179702E+02
1.49640486572199E-03,-9.14290045220955E-01,7.47749019594462E+02,4.87409566816548E-01,5.17198204779917E+02,3.02645442060710E+01,4.26880478404406E-01,4.74039734683609E+02,-5.04304278889680E+02
1.49696484829725E-03,-9.14270683514545E-01,7.47695425374181E+02,4.87300484563621E-01,5.17179517072686E+02,3.01651428063478E+01,4.26970198950925E-01,4.74075251102579E+02,-5.04240393908927E+02
1.49752483087250E-03,-9.14361084173323E-01,7.47692268668875E+02,4.87246586766271E-01,5.17160829366575E+02,3.00660446796099E+01,4.27114497407052E-01,4.74138056586675E+02,-5.04204101266285E+02
1.49808481344776E-03,-9.14493283041857E-01,7.47708328730095E+02,4.87213526532787E-01,5.17142141662396E+02,2.99668850118585E+01,4.27279756509070E-01,4.74211342436481E+02,-5.04178227448339E+02
1.49864479602302E-03,-9.14586240329162E-01,7.47706382032268E+02,4.87160632557586E-01,5.17123453961122E+02,2.98675123930053E+01,4.27425607771576E-01,4.74274924328742E+02,-5.04142436721747E+02
1.49920477859828E-03,-9.14637627617207E-01,7.47685363797604E+02,4.87086909583297E-01,5.17104766262779E+02,2.97680957746935E+01,4.27550718033910E-01,4.74328135680812E+02,-5.04096231455506E+02
1.50021739730463E-03,-9.14707794223376E-01,7.47636962577033E+02,4.86942265160342E-01,5.17070973230376E+02,2.95883680486541E+01,4.27765529063034E-01,4.74418644783132E+02,-5.04007012831786E+02
1.50123001601099E-03,-9.14810453384806E-01,7.47603560358916E+02,4.86813872252475E-01,5.17037180205526E+02,2.94086455600722E+01,4.27996581132331E-01,4.74517274441808E+02,-5.03925920001880E+02
1.50224263471735E-03,-9.14928892129936E-01,7.47577483425153E+02,4.86693381220040E-01,5.17003387188424E+02,2.92289351550721E+01,4.28235510909896E-01,4.74619842974271E+02,-5.03848778129343E+02
1.50325525342370E-03,-9.15032861910421E-01,7.47544835178026E+02,4.86565678118762E-01,5.16969594179426E+02,2.90492471635511E+01,4.28467183791660E-01,4.74718783048416E+02,-5.03768030211967E+02
1.50527393836689E-03,-9.15185821974808E-01,7.47455008595284E+02,4.86283874896876E-01,5.16902226854067E+02,2.86909639094720E+01,4.28901947077932E-01,4.74902481249200E+02,-5.03593445158672E+02
1.50729262331009E-03,-9.15339264584972E-01,7.47365688204694E+02,4.86002272870669E-01,5.16834859560138E+02,2.83326405781829E+01,4.29336991714303E-01,4.75086320141231E+02,-5.03418960719414E+02
1.50931130825328E-03,-9.15571051917028E-01,7.47312677004516E+02,4.85759879535327E-01,5.16767492296654E+02,2.79743535768130E+01,4.29811172381701E-01,4.75289727142342E+02,-5.03264080719155E+02
1.51132999319647E-03,-9.15820880840710E-01,7.47268264352686E+02,4.85526493610551E-01,5.16700125064284E+02,2.76160531901959E+01,4.30294387230159E-01,4.75497651267582E+02,-5.03113704457778E+02
1.51621326073179E-03,-9.16354344917301E-01,7.47129472092745E+02,4.84926415317515E-01,5.16537161568040E+02,2.67492428588648E+01,4.31427929599785E-01,4.75982941400700E+02,-5.02732184259565E+02
1.51942960584014E-03,-9.16592696444104E-01,7.46986987450304E+02,4.84474597096382E-01,5.16429826398068E+02,2.61782488743301E+01,4.32118099347722E-01,4.76274359035369E+02,-5.02452607909699E+02
1.52264595094848E-03,-9.16895279400603E-01,7.46874804014849E+02,4.84054898335450E-01,5.16322491306185E+02,2.56072586351486E+01,4.32840381065153E-01,4.76581832758061E+02,-5.02189091393209E+02
1.52586229605683E-03,-9.17213577312367E-01,7.46770601607716E+02,4.83643028347416E-01,5.16215156292760E+02,2.50362396912327E+01,4.33570548964951E-01,4.76893249626879E+02,-5.01929489318112E+02
1.52907864116518E-03,-9.17512737920561E-01,7.46658329061155E+02,4.83221560966313E-01,5.16107821357997E+02,2.44651920060322E+01,4.34291176954249E-01,4.77199896560642E+02,-5.01665088566674E+02
1.53652745554653E-03,-9.18203075622002E-01,7.46400012730071E+02,4.82244133522711E-01,5.15859241987986E+02,2.31425957117095E+01,4.35958942099291E-01,4.77909490387074E+02,-5.01052086098783E+02
1.54397626992789E-03,-9.18881604678383E-01,7.46140226713917E+02,4.81260676380213E-01,5.15610663034978E+02,2.18198740410215E+01,4.37620928298170E-01,4.78616194937116E+02,-5.00436068978138E+02
1.55142508430924E-03,-9.19549831671854E-01,7.45879655911278E+02,4.80271948320928E-01,5.15362084496291E+02,2.04970324850009E+01,4.39277883350926E-01,4.79320384110956E+02,-4.99817416595956E+02
1.56419800116467E-03,-9.20672013667077E-01,7.45431131832225E+02,4.78564428011937E-01,5.14935833321544E+02,1.82284211783991E+01,4.42107585655139E-01,4.80522111224120E+02,-4.98750532402520E+02
1.61405275412676E-03,-9.24750444318170E-01,7.43651829640924E+02,4.71746418914003E-01,5.13272117477469E+02,9.37119675491826E+00,4.53004025404167E-01,4.85138478918737E+02,-4.94509675673655E+02
1.70395160753777E-03,-9.30889962732483E-01,7.40320853947366E+02,4.58840357774373E-01,5.10272122319168E+02,-6.60462359186806E+00,4.72049604958109E-01,4.93161280256063E+02,-4.86556656664195E+02
1.84912965303384E-03,-9.37505084892760E-01,7.34578332746560E+02,4.36365136066667E-01,5.05427521858797E+02,-3.23874063797127E+01,5.01139948826093E-01,5.05284163419580E+02,-4.72896757039867E+02
1.88604330500544E-03,-9.38539061332793E-01,7.33041891017659E+02,4.30343335693386E-01,5.04195725639408E+02,-3.89261949730109E+01,5.08195725639408E-01,5.08196155982313E+02,-4.69269961009302E+02
