"time","TRes","heatCapacitor_T","switch_Controll"
0.001,293.3493,20.199314,0
0.021,293.54807,20.398066,0
0.041,293.74646,20.596447,0
0.061,293.94443,20.794413,0
0.081,294.14175,20.991768,0
0.101,294.33862,21.188637,0
0.121,294.535,21.385017,0
0.141,294.73087,21.580853,0
0.161,294.92615,21.77615,0
0.181,295.1209,21.970926,0
0.201,295.3152,22.16517,0
0.221,295.50888,22.358873,0
0.241,295.70206,22.552048,0
0.261,295.89468,22.744692,0
0.281,296.0868,22.936806,0
0.301,296.27838,23.128391,0
0.321,296.46945,23.319466,0
0.341,296.66003,23.510046,0
0.361,296.8501,23.700106,0
0.381,297.03964,23.889643,0
0.401,297.22867,24.07866,0
0.421,297.41714,24.267153,0
0.441,297.60513,24.455124,0
0.461,297.79257,24.642572,0
0.481,297.9795,24.8295,0
0.501,298.1659,25.015907,0
0.521,298.35178,25.201792,0
0.541,298.53714,25.387154,0
0.561,298.722,25.571993,0
0.581,298.9064,25.756414,0
0.601,299.09033,25.940332,0
0.621,299.1419,25.991913,1
0.641,299.12997,25.979984,1
0.661,299.11807,25.968073,1
0.681,299.10617,25.956177,1
0.701,299.0943,25.944296,1
0.721,299.08243,25.93243,1
0.741,299.0706,25.920582,1
0.761,299.05878,25.908773,1
0.781,299.047,25.896988,1
0.801,299.03522,25.885221,1
0.821,299.02347,25.873478,1
0.841,299.01175,25.861753,1
0.861,299.00006,25.85005,1
0.881,298.98837,25.83837,1
0.901,298.9767,25.826708,1
0.921,298.96506,25.815067,1
0.941,298.95346,25.803457,1
0.961,298.94186,25.79187,1
0.981,298.9303,25.780308,1
1.001,298.91876,25.768764,1
1.021,298.90726,25.757246,1
1.041,298.89575,25.745749,1
1.061,298.88428,25.734274,1
1.081,298.87283,25.72282,1
1.101,298.8614,25.71139,1
1.121,298.84998,25.699982,1
1.141,298.8386,25.688595,1
1.161,298.82724,25.67723,1
1.181,298.8159,25.66589,1
1.201,298.80457,25.65457,1
1.221,298.79327,25.643272,1
1.241,298.78198,25.631998,1
1.261,298.77075,25.62074,1
1.281,298.75952,25.609507,1
1.301,298.7483,25.598295,1
1.321,298.7371,25.587105,1
1.341,298.72592,25.575935,1
1.361,298.71478,25.564789,1
1.381,298.70367,25.553665,1
1.401,298.69257,25.542562,1
1.421,298.6815,25.531483,1
1.441,298.6704,25.520424,1
1.461,298.6594,25.509388,1
1.481,298.64838,25.498373,1
1.501,298.6374,25.487381,1
1.521,298.6264,25.47641,1
1.541,298.61545,25.465462,1
1.561,298.60452,25.454535,1
1.581,298.59363,25.44363,1
1.601,298.58273,25.432749,1
1.621,298.5719,25.421888,1
1.641,298.56104,25.411049,1
1.661,298.55023,25.400232,1
1.681,298.53943,25.389439,1
1.701,298.52866,25.378666,1
1.721,298.5179,25.367916,1
1.741,298.50717,25.357187,1
1.761,298.4965,25.34648,1
1.781,298.4858,25.335796,1
1.801,298.47513,25.325132,1
1.821,298.46448,25.314493,1
1.841,298.45386,25.303862,1
1.861,298.4432,25.29322,1
1.881,298.4326,25.282598,1
1.901,298.422,25.271997,1
1.921,298.4114,25.26142,1
1.941,298.40085,25.25086,1
1.961,298.39032,25.24032,1
1.981,298.3798,25.229803,1
2.001,298.36935,25.219368,1
2.021,298.35898,25.208994,1
2.041,298.34866,25.198662,1
2.061,298.33835,25.188343,1
2.081,298.32803,25.178038,1
2.101,298.31775,25.167746,1
2.121,298.30746,25.157469,1
2.141,298.2972,25.147203,1
2.161,298.28696,25.136953,1
2.181,298.2767,25.126717,1
2.201,298.26648,25.116493,1
2.221,298.2563,25.106285,1
2.241,298.2461,25.096088,1
2.261,298.4048,25.254795,0
2.281,298.58948,25.43948,0
2.301,298.77374,25.623735,0
2.321,298.95764,25.807653,0
2.341,299.14124,25.991236,0
2.361,299.32425,26.174236,0
2.381,299.50677,26.356773,0
2.401,299.68887,26.538866,0
2.421,299.8705,26.72051,0
2.441,300.05164,26.901632,0
2.461,300.23227,27.082273,0
2.481,300.41245,27.262436,0
2.501,300.59213,27.442118,0
2.521,300.7713,27.621302,0
2.541,300.95,27.800003,0
2.561,301.1282,27.978218,0
2.581,301.30594,28.15595,0
2.601,301.4832,28.333199,0
2.621,301.65997,28.509962,0
2.641,301.83627,28.686272,0
2.661,301.95187,28.801865,1
2.681,301.93433,28.78432,1
2.701,301.9168,28.766811,1
2.721,301.89932,28.749325,1
2.741,301.88187,28.731861,1
2.761,301.8644,28.714422,1
2.781,301.84705,28.697035,1
2.801,301.82968,28.679682,1
2.821,301.81235,28.662357,1
2.841,301.79507,28.645065,1
2.861,301.7778,28.627804,1
2.881,301.76056,28.610573,1
2.901,301.74338,28.593372,1
2.921,301.7262,28.57621,1
2.941,301.70908,28.559086,1
2.961,301.692,28.541996,1
2.981,301.67493,28.524939,1
3.001,301.6579,28.507914,1
3.021,301.64093,28.490921,1
3.041,301.62396,28.473963,1
3.061,301.68985,28.539858,0
3.081,301.86566,28.71566,0
3.101,302.04105,28.891035,0
3.121,302.2161,29.06609,0
3.141,302.39075,29.240759,0
3.161,302.5649,29.414911,0
3.181,302.73865,29.58864,0
3.201,302.91196,29.761948,0
3.221,303.08478,29.934772,0
3.241,303.25714,30.107136,0
3.261,303.42905,30.279047,0
3.281,303.6005,30.450497,0
3.301,303.77148,30.621475,0
3.321,303.942,30.791996,0
3.341,304.11206,30.962057,0
3.361,304.28165,31.131657,0
3.381,304.4508,31.300798,0
3.401,304.61948,31.469484,0
3.421,304.78775,31.637758,0
3.441,304.95557,31.80558,0
3.461,305.12296,31.972948,0
3.481,305.28986,32.139866,0
3.501,305.45633,32.306328,0
3.521,305.49387,32.343872,1
3.541,305.46933,32.319317,1
3.561,305.44482,32.294834,1
3.581,305.42038,32.270382,1
3.601,305.39597,32.245964,1
3.621,305.37158,32.22158,1
3.641,305.34723,32.197227,1
3.661,305.3229,32.172905,1
3.681,305.2986,32.148617,1
3.701,305.27435,32.12436,1
3.721,305.25015,32.10016,1
3.741,305.226,32.076027,1
3.761,305.20193,32.051933,1
3.781,305.1779,32.02789,1
3.801,305.15387,32.003883,1
3.821,305.1299,31.97992,1
3.841,305.106,31.956001,1
3.861,305.08212,31.932125,1
3.881,305.0732,31.92322,0
3.901,305.24002,32.090015,0
3.921,305.4065,32.25648,0
3.941,305.5725,32.4225,0
3.961,305.73813,32.588116,0
3.981,305.90326,32.75326,0
4.001,306.068,32.91798,0
4.021,306.23227,33.082264,0
4.041,306.39612,33.246105,0
4.061,306.5595,33.409504,0
4.081,306.72247,33.572464,0
4.101,306.88498,33.73499,0
4.121,307.0471,33.89708,0
4.141,307.20874,34.058727,0
4.161,307.36996,34.21995,0
4.181,307.5308,34.38078,0
4.201,307.69116,34.541176,0
4.221,307.85114,34.70114,0
4.241,308.01068,34.860676,0
4.261,308.16977,35.01978,0
4.281,308.32846,35.178455,0
4.301,308.4867,35.336697,0
4.321,308.6445,35.49451,0
4.341,308.80188,35.651894,0
4.361,308.95886,35.80885,0
4.381,309.11536,35.96537,0
4.401,309.1728,36.022793,1
4.421,309.1409,35.9909,1
4.441,309.1091,35.959095,1
4.461,309.07733,35.927334,1
4.481,309.04562,35.895615,1
4.501,309.01395,35.863937,1
4.521,308.9823,35.832302,1
4.541,308.9507,35.800713,1
4.561,308.91916,35.76916,1
4.581,308.8877,35.737686,1
4.601,308.8563,35.70629,1
4.621,308.82495,35.67495,1
4.641,308.79367,35.643665,1
4.661,308.76242,35.612434,1
4.681,308.73126,35.58126,1
4.701,308.70013,35.550144,1
4.721,308.66907,35.51908,1
4.741,308.6577,35.50773,0
4.761,308.8148,35.664787,0
4.781,308.97153,35.821514,0
4.801,309.1279,35.97791,0
4.821,309.28387,36.133877,0
4.841,309.43948,36.28947,0
4.861,309.59464,36.44463,0
4.881,309.7494,36.59938,0
4.901,309.90372,36.75373,0
4.921,310.05768,36.90768,0
4.941,310.2112,37.061207,0
4.961,310.36432,37.21433,0
4.981,310.51703,37.367043,0
5.001,310.66934,37.51935,0
5.021,310.82126,37.67125,0
5.041,310.97275,37.822742,0
5.061,311.12384,37.973835,0
5.081,311.27457,38.124565,0
5.101,311.4249,38.2749,0
5.121,311.57483,38.42483,0
5.141,311.72437,38.574364,0
5.161,311.8735,38.723495,0
5.181,312.02222,38.872227,0
5.201,312.17056,39.02056,0
5.221,312.31848,39.16849,0
5.241,312.46603,39.316025,0
5.261,312.61316,39.463158,0
5.281,312.7599,39.60989,0
5.301,312.90622,39.75622,0
5.321,313.05215,39.902153,0
5.341,313.05554,39.905544,1
5.361,313.01596,39.86596,1
5.381,312.97653,39.826534,1
5.401,312.93716,39.787163,1
5.421,312.89783,39.74784,1
5.441,312.85858,39.708572,1
5.461,312.81937,39.669357,1
5.481,312.78018,39.63019,1
5.501,312.7411,39.59108,1
5.521,312.70203,39.55202,1
5.541,312.66302,39.513016,1
5.561,312.62405,39.47406,1
5.581,312.58517,39.43518,1
5.601,312.54645,39.396435,1
5.621,312.50775,39.357758,1
5.641,312.46915,39.319153,1
5.661,312.5109,39.360897,0
5.681,312.65753,39.507523,0
5.701,312.80374,39.65374,0
5.721,312.9497,39.799698,0
5.741,313.0954,39.945393,0
5.761,313.2407,40.090683,0
5.781,313.3856,40.235588,0
5.801,313.53015,40.38015,0
5.821,313.67438,40.524364,0
5.841,313.81818,40.66819,0
5.861,313.96164,40.811634,0
5.881,314.1047,40.954712,0
5.901,314.2474,41.097416,0
5.921,314.38974,41.23974,0
5.941,314.53168,41.381683,0
5.961,314.67325,41.52325,0
5.981,314.81445,41.664448,0
6.001,314.95526,41.80527,0
6.021,315.09573,41.94572,0
6.041,315.23578,42.085793,0
6.061,315.37552,42.22553,0
6.081,315.51492,42.364914,0
6.101,315.65393,42.50393,0
6.121,315.79257,42.642582,0
6.141,315.93088,42.780865,0
6.161,316.0688,42.91878,0
6.181,316.20633,43.056328,0
6.201,316.3435,43.19351,0
6.221,316.48032,43.330322,0
6.241,316.61676,43.466766,0
6.261,316.75284,43.602844,0
6.281,316.88855,43.738556,0
6.301,317.0239,43.873898,0
6.321,317.15887,44.008873,0
6.341,317.2935,44.143482,0
6.361,317.3282,44.178185,1
6.381,317.28006,44.13006,1
6.401,317.23212,44.082104,1
6.421,317.1842,44.03421,1
6.441,317.13638,43.986385,1
6.461,317.08862,43.938618,1
6.481,317.04092,43.89092,1
6.501,316.9933,43.84328,1
6.521,316.9457,43.795708,1
6.541,316.8982,43.748196,1
6.561,316.8508,43.70079,1
6.581,316.80353,43.65352,1
6.601,316.75635,43.60633,1
6.621,316.70923,43.55923,1
6.641,316.6622,43.51221,1
6.661,316.66403,43.514038,0
6.681,316.7995,43.649494,0
6.701,316.93454,43.78454,0
6.721,317.06934,43.919346,0
6.741,317.20392,44.053913,0
6.761,317.33826,44.188244,0
6.781,317.4723,44.322277,0
6.801,317.60587,44.455864,0
6.821,317.73914,44.589134,0
6.841,317.8721,44.72209,0
6.861,318.00473,44.854733,0
6.881,318.13705,44.98706,0
6.901,318.269,45.11902,0
6.921,318.40063,45.25063,0
6.941,318.5319,45.381905,0
6.961,318.66284,45.51284,0
6.981,318.79343,45.64344,0
7.001,318.9237,45.7737,0
7.021,319.05362,45.903614,0
7.041,319.1832,46.03319,0
7.061,319.31244,46.162426,0
7.081,319.4413,46.29132,0
7.101,319.5699,46.41988,0
7.121,319.6981,46.548096,0
7.141,319.826,46.675976,0
7.161,319.95352,46.803516,0
7.181,320.08078,46.93079,0
7.201,320.20773,47.05774,0
7.221,320.33435,47.184353,0
7.241,320.46063,47.310635,0
7.261,320.58658,47.43659,0
7.281,320.71222,47.56221,0
7.301,320.8375,47.687496,0
7.321,320.96246,47.812454,0
7.341,321.08707,47.93708,0
7.361,321.21136,48.061375,0
7.381,321.33533,48.185337,0
7.401,321.45898,48.30897,0
7.421,321.58228,48.43227,0
7.441,321.70523,48.555237,0
7.461,321.82788,48.677876,0
7.481,321.9502,48.800182,0
7.501,322.07214,48.922153,0
7.521,322.1938,49.043797,0
7.541,322.3151,49.165108,0
7.561,322.26434,49.11433,1
7.581,322.2063,49.056313,1
7.601,322.1485,48.998505,1
7.621,322.0908,48.940777,1
7.641,322.0331,48.883125,1
7.661,321.97556,48.82555,1
7.681,321.91806,48.76805,1
7.701,321.86063,48.710632,1
7.721,321.80328,48.653286,1
7.741,321.74612,48.596123,1
7.761,321.68906,48.53906,1
7.781,321.6321,48.482098,1
7.801,321.57523,48.42524,1
7.821,321.5185,48.36848,1
7.841,321.59628,48.446285,0
7.861,321.71887,48.56886,0
7.881,321.84097,48.690983,0
7.901,321.9629,48.812893,0
7.921,322.0846,48.93459,0
7.941,322.2061,49.05607,0
7.961,322.32724,49.177246,0
7.981,322.44806,49.29806,0
8.001,322.56836,49.41837,0
8.021,322.68842,49.5384,0
8.041,322.80795,49.657963,0
8.061,322.9273,49.777317,0
8.081,323.04645,49.89646,0
8.101,323.1654,50.0154,0
8.121,323.2841,50.134075,0
8.141,323.40237,50.25237,0
8.161,323.5204,50.370388,0
8.181,323.63812,50.48813,0
8.201,323.75558,50.60559,0
8.221,323.87277,50.72278,0
8.241,323.98962,50.83963,0
8.261,324.1062,50.956184,0
8.281,324.11142,50.96143,1
8.301,324.0498,50.899815,1
8.321,323.98846,50.838474,1
8.341,323.92722,50.777218,1
8.361,323.86603,50.716038,1
8.381,323.80493,50.654945,1
8.401,323.74393,50.59393,1
8.421,323.68298,50.532997,1
8.441,323.62213,50.472145,1
8.461,323.56137,50.411377,1
8.481,323.5007,50.350685,1
8.501,323.4401,50.290077,1
8.521,323.37964,50.229652,1
8.541,323.31937,50.169376,1
8.561,323.25922,50.109207,1
8.581,323.19916,50.049145,1
8.601,323.1392,49.98919,1
8.621,323.07935,49.92934,1
8.641,323.0196,49.8696,1
8.661,322.95996,49.809963,1
8.681,322.90042,49.750435,1
8.701,322.841,49.691013,1
8.721,322.7817,49.6317,1
8.741,322.72253,49.57252,1
8.761,322.66348,49.513466,1
8.781,322.60452,49.454525,1
8.801,322.5457,49.3957,1
8.821,322.487,49.336987,1
8.841,322.42838,49.278385,1
8.861,322.3699,49.219902,1
8.881,322.31152,49.16153,1
8.901,322.25327,49.10327,1
8.921,322.19513,49.045124,1
8.941,322.17703,49.02702,0
8.961,322.298,49.148,0
8.981,322.4186,49.268616,0
9.001,322.53903,49.389023,0
9.021,322.6592,49.50922,0
9.041,322.7792,49.629204,0
9.061,322.89886,49.748863,0
9.081,323.0182,49.86818,0
9.101,323.1372,49.987217,0
9.121,323.25598,50.105976,0
9.141,323.37445,50.224457,0
9.161,323.4926,50.34263,0
9.181,323.61047,50.460484,0
9.201,323.72803,50.578037,0
9.221,323.8453,50.695293,0
9.241,323.96225,50.812252,0
9.261,324.07892,50.92891,0
9.281,324.12592,50.975903,1
9.301,324.0642,50.914207,1
9.321,324.00272,50.85272,1
9.341,323.9413,50.791306,1
9.361,323.87997,50.729977,1
9.381,323.81873,50.66873,1
