"time","PistonPosition","ExtendPressure","RetractPressure","ExtendFlow","RetractFlow"
0,0,33.79,67.56,-1.489,-2.21
0.016,0.00200594,33.751,67.2812,0.0206304,-0.0245782
0.032,0.00243695,33.6774,67.3867,-0.0401099,0.0354564
0.048,0.00197975,33.6838,67.4445,-0.0482236,0.0421847
0.064,0.00139079,33.7049,67.4863,-0.0440375,0.0366426
0.08,0.000869182,33.7274,67.514,-0.0346248,0.0261536
0.096,0.000482309,33.746,67.5304,-0.0251501,0.0159316
0.112,0.000228957,33.7593,67.5391,-0.0176363,0.00794895
0.128,8.07553e-05,33.7679,67.5433,-0.0124592,0.00250355
0.144,4.67542e-06,33.7728,67.5449,-0.00927931,-0.000816051
0.16,-2.72523e-05,33.7755,67.5454,-0.00754727,-0.00261391
0.176,-3.51846e-05,33.7767,67.5455,-0.00674603,-0.00344365
0.192,-3.20119e-05,33.7773,67.5456,-0.00647903,-0.00372377
0.208,-2.51062e-05,33.7775,67.5458,-0.00647953,-0.00373251
0.224,-1.81365e-05,33.7776,67.5462,-0.00658716,-0.00363536
0.24,-1.25552e-05,33.7777,67.5467,-0.00671663,-0.00351917
0.257,-8.4505e-06,33.7779,67.5473,-0.00683605,-0.00341672
0.273,-6.04966e-06,33.7781,67.5479,-0.00691965,-0.00335095
0.289,-4.6676e-06,33.7783,67.5485,-0.00697685,-0.00331251
0.305,-3.93932e-06,33.7786,67.5492,-0.00701373,-0.00329463
0.321,-3.58672e-06,33.7789,67.5497,-0.00703681,-0.00329031
0.337,-3.42377e-06,33.7792,67.5503,-0.00705146,-0.00329387
0.353,-3.33925e-06,33.7794,67.5509,-0.00706147,-0.0033014
0.369,-3.27449e-06,33.7797,67.5514,-0.00706922,-0.00331046
0.385,-3.20353e-06,33.7799,67.5519,-0.00707604,-0.0033197
0.401,-3.11864e-06,33.7802,67.5524,-0.0070826,-0.00332851
0.417,-3.0208e-06,33.7804,67.5528,-0.00708913,-0.00333668
0.433,-2.91413e-06,33.7806,67.5532,-0.00709568,-0.00334419
0.449,-2.8031e-06,33.7808,67.5537,-0.0071022,-0.00335113
0.465,-2.69133e-06,33.781,67.5541,-0.00710863,-0.00335759
0.481,-2.58132e-06,33.7812,67.5544,-0.0071149,-0.00336367
0.497,-2.47456e-06,33.7814,67.5548,-0.00712098,-0.00336943
0.514,-2.36553e-06,33.7816,67.5552,-0.00712719,-0.00337525
0.53,-2.26733e-06,33.7818,67.5555,-0.00713281,-0.00338048
0.546,-2.17339e-06,33.7819,67.5558,-0.00713819,-0.0033855
0.562,-2.08356e-06,33.7821,67.5562,-0.00714334,-0.0033903
0.578,-1.99763e-06,33.7822,67.5565,-0.00714828,-0.00339492
0.594,-1.9154e-06,33.7824,67.5567,-0.00715301,-0.00339934
0.61,-1.83666e-06,33.7825,67.557,-0.00715754,-0.00340359
0.626,-1.76123e-06,33.7826,67.5573,-0.00716188,-0.00340765
0.642,-1.68896e-06,33.7828,67.5575,-0.00716604,-0.00341156
0.658,-1.61971e-06,33.7829,67.5578,-0.00717002,-0.00341529
0.674,-1.55333e-06,33.783,67.558,-0.00717384,-0.00341888
0.69,-1.4897e-06,33.7831,67.5582,-0.00717751,-0.00342231
0.706,-1.42872e-06,33.7832,67.5584,-0.00718101,-0.00342561
0.722,-1.37026e-06,33.7833,67.5586,-0.00718438,-0.00342876
0.738,-1.31424e-06,33.7834,67.5588,-0.0071876,-0.00343179
0.754,-1.26054e-06,33.7835,67.559,-0.00719069,-0.00343469
