"time","headlight","light_0intensity","light_0switch"
4.25,0,28.1786,2
4.25,0,28.1786,2
4.256,0,28.1914,2
4.26,0,28.2,2
4.26,0,28.2,2
4.27,0,28.2214,2
4.27,0,28.2214,2
4.28,0,28.2429,2
4.28,0,28.2429,2
4.284,0,28.2514,2
4.29,0,28.2643,2
4.29,0,28.2643,2
4.298,0,28.2814,2
4.3,0,28.2857,2
4.3,0,28.2857,2
4.31,0,28.3071,2
4.31,0,28.3071,2
4.312,0,28.3114,2
4.32,0,28.3286,2
4.32,0,28.3286,2
4.326,0,28.3414,2
4.33,0,28.35,2
4.33,0,28.35,2
4.34,0,28.3714,2
4.34,0,28.3714,2
4.35,0,28.3929,2
4.35,0,28.3929,2
4.354,0,28.4014,2
4.36,0,28.4143,2
4.36,0,28.4143,2
4.368,0,28.4314,2
4.37,0,28.4357,2
4.37,0,28.4357,2
4.38,0,28.4571,2
4.38,0,28.4571,2
4.382,0,28.4614,2
4.39,0,28.4786,2
4.39,0,28.4786,2
4.396,0,28.4914,2
4.4,0,28.5,2
4.4,0,28.5,2
4.41,0,28.5214,2
4.41,0,28.5214,2
4.42,0,28.5429,2
4.42,0,28.5429,2
4.424,0,28.5514,2
4.43,0,28.5643,2
4.43,0,28.5643,2
4.438,0,28.5814,2
4.44,0,28.5857,2
4.44,0,28.5857,2
4.45,0,28.6071,2
4.45,0,28.6071,2
4.452,0,28.6114,2
4.46,0,28.6286,2
4.46,0,28.6286,2
4.466,0,28.6414,2
4.47,0,28.65,2
4.47,0,28.65,2
4.48,0,28.6714,2
4.48,0,28.6714,2
4.49,0,28.6929,2
4.49,0,28.6929,2
4.494,0,28.7014,2
4.5,0,28.7143,2
4.5,0,28.7143,2
4.508,0,28.7314,2
4.51,0,28.7357,2
4.51,0,28.7357,2
4.52,0,28.7571,2
4.52,0,28.7571,2
4.522,0,28.7614,2
4.53,0,28.7786,2
4.53,0,28.7786,2
4.536,0,28.7914,2
4.54,0,28.8,2
4.54,0,28.8,2
4.55,0,28.8214,2
4.55,0,28.8214,2
4.56,0,28.8429,2
4.56,0,28.8429,2
4.564,0,28.8514,2
4.57,0,28.8643,2
4.57,0,28.8643,2
4.578,0,28.8814,2
4.58,0,28.8857,2
4.58,0,28.8857,2
4.59,0,28.9071,2
4.59,0,28.9071,2
4.592,0,28.9114,2
4.6,0,28.9286,2
4.6,0,28.9286,2
4.606,0,28.9414,2
4.61,0,28.95,2
4.61,0,28.95,2
4.62,0,28.9714,2
4.62,0,28.9714,2
4.63,0,28.9929,2
4.63,0,28.9929,2
4.634,0,29.0014,2
4.64,0,29.0143,2
4.64,0,29.0143,2
4.648,0,29.0314,2
4.65,0,29.0357,2
4.65,0,29.0357,2
4.66,0,29.0571,2
4.66,0,29.0571,2
4.662,0,29.0614,2
4.67,0,29.0786,2
4.67,0,29.0786,2
4.676,0,29.0914,2
4.68,0,29.1,2
4.68,0,29.1,2
4.69,0,29.1214,2
4.69,0,29.1214,2
4.7,0,29.1429,2
4.7,0,29.1429,2
4.704,0,29.1514,2
4.71,0,29.1643,2
4.71,0,29.1643,2
4.718,0,29.1814,2
4.72,0,29.1857,2
4.72,0,29.1857,2
4.73,0,29.2071,2
4.73,0,29.2071,2
4.732,0,29.2114,2
4.74,0,29.2286,2
4.74,0,29.2286,2
4.746,0,29.2414,2
4.75,0,29.25,2
4.75,0,29.25,2
4.76,0,29.2714,2
4.76,0,29.2714,2
4.77,0,29.2929,2
4.77,0,29.2929,2
4.774,0,29.3014,2
4.78,0,29.3143,2
4.78,0,29.3143,2
4.788,0,29.3314,2
4.79,0,29.3357,2
4.79,0,29.3357,2
4.8,0,29.3571,2
4.8,0,29.3571,2
4.802,0,29.3614,2
4.81,0,29.3786,2
4.81,0,29.3786,2
4.816,0,29.3914,2
4.82,0,29.4,2
4.82,0,29.4,2
4.83,0,29.4214,2
4.83,0,29.4214,2
4.84,0,29.4429,2
4.84,0,29.4429,2
4.844,0,29.4514,2
4.85,0,29.4643,2
4.85,0,29.4643,2
4.858,0,29.4814,2
4.86,0,29.4857,2
4.86,0,29.4857,2
4.87,0,29.5071,2
4.87,0,29.5071,2
4.872,0,29.5114,2
4.88,0,29.5286,2
4.88,0,29.5286,2
4.886,0,29.5414,2
4.89,0,29.55,2
4.89,0,29.55,2
4.9,0,29.5714,2
4.9,0,29.5714,2
4.91,0,29.5929,2
4.91,0,29.5929,2
4.914,0,29.6014,2
4.92,0,29.6143,2
4.92,0,29.6143,2
4.928,0,29.6314,2
4.93,0,29.6357,2
4.93,0,29.6357,2
4.94,0,29.6571,2
4.94,0,29.6571,2
4.942,0,29.6614,2
4.95,0,29.6786,2
4.95,0,29.6786,2
4.956,0,29.6914,2
4.96,0,29.7,2
4.96,0,29.7,2
4.97,0,29.7214,2
4.97,0,29.7214,2
4.98,0,29.7429,2
4.98,0,29.7429,2
4.984,0,29.7514,2
4.99,0,29.7643,2
4.99,0,29.7643,2
4.998,0,29.7814,2
5,0,29.7857,2
5,0,29.7857,2
5.01,0,29.8071,2
5.01,0,29.8071,2
5.012,0,29.8114,2
5.02,0,29.8286,2
5.02,0,29.8286,2
5.026,0,29.8414,2
5.03,0,29.85,2
5.03,0,29.85,2
5.04,0,29.8714,2
5.04,0,29.8714,2
5.05,0,29.8929,2
5.05,0,29.8929,2
5.054,0,29.9014,2
5.06,0,29.9143,2
5.06,0,29.9143,2
5.068,0,29.9314,2
5.07,0,29.9357,2
5.07,0,29.9357,2
5.08,0,29.9571,2
5.08,0,29.9571,2
5.082,0,29.9614,2
5.09,0,29.9786,2
5.09,0,29.9786,2
5.096,0,29.9914,2
5.1,0,30,2
5.1,0,30,2
5.11,0,30.0214,2
5.11,0,30.0214,2
5.12,0,30.0429,2
5.12,0,30.0429,2
5.124,0,30.0514,2
5.13,0,30.0643,2
5.13,0,30.0643,2
5.138,0,30.0814,2
5.14,0,30.0857,2
5.14,0,30.0857,2
5.15,0,30.1071,2
5.15,0,30.1071,2
5.152,0,30.1114,2
5.16,0,30.1286,2
5.16,0,30.1286,2
5.166,0,30.1414,2
5.17,0,30.15,2
5.17,0,30.15,2
5.18,0,30.1714,2
5.18,0,30.1714,2
5.19,0,30.1929,2
5.19,0,30.1929,2
5.194,0,30.2014,2
5.2,0,30.2143,2
5.2,0,30.2143,2
5.208,0,30.2314,2
5.21,0,30.2357,2
5.21,0,30.2357,2
5.22,0,30.2571,2
5.22,0,30.2571,2
5.222,0,30.2614,2
5.23,0,30.2786,2
5.23,0,30.2786,2
5.236,0,30.2914,2
5.24,0,30.3,2
5.24,0,30.3,2
5.25,0,30.3214,2
5.25,0,30.3214,2
5.26,0,30.3429,2
5.26,0,30.3429,2
5.264,0,30.3514,2
5.27,0,30.3643,2
5.27,0,30.3643,2
5.278,0,30.3814,2
5.28,0,30.3857,2
5.28,0,30.3857,2
5.29,0,30.4071,2
5.29,0,30.4071,2
5.292,0,30.4114,2
5.3,0,30.4286,2
5.3,0,30.4286,2
5.306,0,30.4414,2
5.31,0,30.45,2
5.31,0,30.45,2
5.32,0,30.4714,2
5.32,0,30.4714,2
5.33,0,30.4929,2
5.33,0,30.4929,2
5.334,0,30.5014,2
5.34,0,30.5143,2
5.34,0,30.5143,2
5.348,0,30.5314,2
5.35,0,30.5357,2
5.35,0,30.5357,2
5.36,0,30.5571,2
5.36,0,30.5571,2
5.362,0,30.5614,2
5.37,0,30.5786,2
5.37,0,30.5786,2
5.376,0,30.5914,2
5.38,0,30.6,2
5.38,0,30.6,2
5.39,0,30.6214,2
5.39,0,30.6214,2
5.4,0,30.6429,2
5.4,0,30.6429,2
5.404,0,30.6514,2
5.41,0,30.6643,2
5.41,0,30.6643,2
5.418,0,30.6814,2
5.42,0,30.6857,2
5.42,0,30.6857,2
5.43,0,30.7071,2
5.43,0,30.7071,2
5.432,0,30.7114,2
5.44,0,30.7286,2
5.44,0,30.7286,2
5.446,0,30.7414,2
5.45,0,30.75,2
5.45,0,30.75,2
5.46,0,30.7714,2
5.46,0,30.7714,2
5.47,0,30.7929,2
5.47,0,30.7929,2
5.474,0,30.8014,2
5.48,0,30.8143,2
5.48,0,30.8143,2
5.488,0,30.8314,2
5.49,0,30.8357,2
5.49,0,30.8357,2
5.5,0,30.8571,2
5.5,0,30.8571,2
5.502,0,30.8614,2
5.51,0,30.8786,2
5.51,0,30.8786,2
5.516,0,30.8914,2
5.52,0,30.9,2
5.52,0,30.9,2
5.53,0,30.9214,2
5.53,0,30.9214,2
5.54,0,30.9429,2
5.54,0,30.9429,2
5.544,0,30.9514,2
5.55,0,30.9643,2
5.55,0,30.9643,2
5.558,0,30.9814,2
5.56,0,30.9857,2
5.56,0,30.9857,2
5.57,0,31.0071,2
5.57,0,31.0071,2
5.572,0,31.0114,2
5.58,0,31.0286,2
5.58,0,31.0286,2
5.586,0,31.0414,2
5.59,0,31.05,2
5.59,0,31.05,2
5.6,0,31.0714,2
5.6,0,31.0714,2
5.61,0,31.0929,2
5.61,0,31.0929,2
5.614,0,31.1014,2
5.62,0,31.1143,2
5.62,0,31.1143,2
5.628,0,31.1314,2
5.63,0,31.1357,2
5.63,0,31.1357,2
5.64,0,31.1571,2
5.64,0,31.1571,2
5.642,0,31.1614,2
5.65,0,31.1786,2
5.65,1,31.1786,2
5.656,1,31.1914,2
5.66,1,31.2,2
5.66,1,31.2,2
5.67,1,31.2214,2
5.67,1,31.2214,2
5.68,1,31.2429,2
5.68,1,31.2429,2
5.684,1,31.2514,2
5.69,1,31.2643,2
5.69,1,31.2643,2
5.698,1,31.2814,2
5.7,1,31.2857,2
5.7,1,31.2857,2
5.71,1,31.3071,2
5.71,1,31.3071,2
5.712,1,31.3114,2
5.72,1,31.3286,2
5.72,1,31.3286,2
5.726,1,31.3414,2
5.73,1,31.35,2
5.73,1,31.35,2
5.74,1,31.3714,2
5.74,1,31.3714,2
5.75,1,31.3929,2
5.75,1,31.3929,2
5.754,1,31.4014,2
5.76,1,31.4143,2
5.76,1,31.4143,2
5.768,1,31.4314,2
5.77,1,31.4357,2
5.77,1,31.4357,2
5.78,1,31.4571,2
5.78,1,31.4571,2
5.782,1,31.4614,2
5.79,1,31.4786,2
5.79,1,31.4786,2
5.796,1,31.4914,2
5.8,1,31.5,2
5.8,1,31.5,2
5.81,1,31.5214,2
5.81,1,31.5214,2
5.82,1,31.5429,2
5.82,1,31.5429,2
5.824,1,31.5514,2
5.83,1,31.5643,2
5.83,1,31.5643,2
5.838,1,31.5814,2
5.84,1,31.5857,2
5.84,1,31.5857,2
5.85,1,31.6071,2
5.85,1,31.6071,2
5.852,1,31.6114,2
5.86,1,31.6286,2
5.86,1,31.6286,2
5.866,1,31.6414,2
5.87,1,31.65,2
5.87,1,31.65,2
5.88,1,31.6714,2
5.88,1,31.6714,2
5.89,1,31.6929,2
5.89,1,31.6929,2
5.894,1,31.7014,2
5.9,1,31.7143,2
5.9,1,31.7143,2
5.908,1,31.7314,2
5.91,1,31.7357,2
5.91,1,31.7357,2
5.92,1,31.7571,2
5.92,1,31.7571,2
5.922,1,31.7614,2
5.93,1,31.7786,2
5.93,1,31.7786,2
5.936,1,31.7914,2
5.94,1,31.8,2
5.94,1,31.8,2
5.95,1,31.8214,2
5.95,1,31.8214,2
5.96,1,31.8429,2
5.96,1,31.8429,2
5.964,1,31.8514,2
5.97,1,31.8643,2
5.97,1,31.8643,2
5.978,1,31.8814,2
5.98,1,31.8857,2
5.98,1,31.8857,2
5.99,1,31.9071,2
5.99,1,31.9071,2
5.992,1,31.9114,2
6,1,31.9286,2
6,1,31.9286,2
6.006,1,31.9414,2
6.01,1,31.95,2
6.01,1,31.95,2
6.02,1,31.9714,2
6.02,1,31.9714,2
6.03,1,31.9929,2
6.03,1,31.9929,2
6.034,1,32.0014,2
6.04,1,32.0143,2
6.04,1,32.0143,2
6.048,1,32.0314,2
6.05,1,32.0357,2
6.05,1,32.0357,2
6.06,1,32.0571,2
6.06,1,32.0571,2
6.062,1,32.0614,2
6.07,1,32.0786,2
6.07,1,32.0786,2
6.076,1,32.0914,2
6.08,1,32.1,2
6.08,1,32.1,2
6.09,1,32.1214,2
6.09,1,32.1214,2
6.1,1,32.1429,2
6.1,1,32.1429,2
6.104,1,32.1514,2
6.11,1,32.1643,2
6.11,1,32.1643,2
6.118,1,32.1814,2
6.12,1,32.1857,2
6.12,1,32.1857,2
6.13,1,32.2071,2
6.13,1,32.2071,2
6.132,1,32.2114,2
6.14,1,32.2286,2
6.14,1,32.2286,2
6.146,1,32.2414,2
6.15,1,32.25,2
6.15,1,32.25,2
6.16,1,32.2714,2
6.16,1,32.2714,2
6.17,1,32.2929,2
6.17,1,32.2929,2
6.174,1,32.3014,2
6.18,1,32.3143,2
6.18,1,32.3143,2
6.188,1,32.3314,2
6.19,1,32.3357,2
6.19,1,32.3357,2
6.2,1,32.3571,2
6.2,1,32.3571,2
6.202,1,32.3614,2
6.21,1,32.3786,2
6.21,1,32.3786,2
6.216,1,32.3914,2
6.22,1,32.4,2
6.22,1,32.4,2
6.23,1,32.4214,2
6.23,1,32.4214,2
6.24,1,32.4429,2
6.24,1,32.4429,2
6.244,1,32.4514,2
6.25,1,32.4643,2
6.25,1,32.4643,2
6.258,1,32.4814,2
6.26,1,32.4857,2
6.26,1,32.4857,2
6.27,1,32.5071,2
6.27,1,32.5071,2
6.272,1,32.5114,2
6.28,1,32.5286,2
6.28,1,32.5286,2
6.286,1,32.5414,2
6.29,1,32.55,2
6.29,1,32.55,2
6.3,1,32.5714,2
6.3,1,32.5714,2
6.31,1,32.5929,2
6.31,1,32.5929,2
6.314,1,32.6014,2
6.32,1,32.6143,2
6.32,1,32.6143,2
6.328,1,32.6314,2
6.33,1,32.6357,2
6.33,1,32.6357,2
6.34,1,32.6571,2
6.34,1,32.6571,2
6.342,1,32.6614,2
6.35,1,32.6786,2
6.35,1,32.6786,2
6.356,1,32.6914,2
6.36,1,32.7,2
6.36,1,32.7,2
6.37,1,32.7214,2
6.37,1,32.7214,2
6.38,1,32.7429,2
6.38,1,32.7429,2
6.384,1,32.7514,2
6.39,1,32.7643,2
6.39,1,32.7643,2
6.398,1,32.7814,2
6.4,1,32.7857,2
6.4,1,32.7857,2
6.41,1,32.8071,2
6.41,1,32.8071,2
6.412,1,32.8114,2
6.42,1,32.8286,2
6.42,1,32.8286,2
6.426,1,32.8414,2
6.43,1,32.85,2
6.43,1,32.85,2
6.44,1,32.8714,2
6.44,1,32.8714,2
6.45,1,32.8929,2
6.45,1,32.8929,2
6.454,1,32.9014,2
6.46,1,32.9143,2
6.46,1,32.9143,2
6.468,1,32.9314,2
6.47,1,32.9357,2
6.47,1,32.9357,2
6.48,1,32.9571,2
6.48,1,32.9571,2
6.482,1,32.9614,2
6.49,1,32.9786,2
6.49,1,32.9786,2
6.496,1,32.9914,2
6.5,1,33,2
6.5,1,33,2
6.51,1,48,2
6.51,1,48,2
6.52,1,60,2
6.52,1,60,2
6.524,1,64.8,2
6.53,1,72,2
6.53,1,72,2
6.538,1,84.8,2
6.54,1,88,2
6.54,1,88,2
6.55,1,100,2
6.55,1,100,2
6.552,1,100,2
6.56,1,100,2
6.56,1,100,2
6.566,1,100,2
6.57,1,100,2
6.57,1,100,2
6.58,1,100,2
6.58,1,100,2
6.59,1,100,2
6.59,1,100,2
6.594,1,100,2
6.6,1,100,2
6.6,1,100,2
6.608,1,100,2
6.61,1,100,2
6.61,1,100,2
6.62,1,100,2
6.62,1,100,2
6.622,1,100,2
6.63,1,100,2
6.63,1,100,2
6.636,1,100,2
6.64,1,100,2
6.64,1,100,2
6.65,1,100,2
6.65,1,100,2
6.66,1,100,2
6.66,1,100,2
6.664,1,100,2
6.67,1,100,2
6.67,1,100,2
6.678,1,100,2
6.68,1,100,2
6.68,1,100,2
6.69,1,100,2
6.69,1,100,2
6.692,1,100,2
6.7,1,100,2
6.7,1,100,2
6.706,1,100,2
6.71,1,100,2
6.71,1,100,2
6.72,1,100,2
6.72,1,100,2
6.73,1,100,2
6.73,1,100,2
6.734,1,100,2
6.74,1,100,2
6.74,1,100,2
6.748,1,100,2
6.75,1,100,2
6.75,1,100,2
6.76,1,100,2
6.76,1,100,2
6.762,1,100,2
6.77,1,100,2
6.77,1,100,2
6.776,1,100,2
6.78,1,100,2
6.78,1,100,2
6.79,1,100,2
6.79,1,100,2
6.8,1,100,2
6.8,1,100,2
6.804,1,100,2
6.81,1,100,2
6.81,1,100,2
6.818,1,100,2
6.82,1,100,2
6.82,1,100,2
6.83,1,100,2
6.83,1,100,2
6.832,1,100,2
6.84,1,100,2
6.84,1,100,2
6.846,1,100,2
6.85,1,100,2
6.85,1,100,2
6.86,1,100,2
6.86,1,100,2
6.87,1,100,2
6.87,1,100,2
6.874,1,100,2
6.88,1,100,2
6.88,1,100,2
6.888,1,100,2
6.89,1,100,2
6.89,1,100,2
6.9,1,100,2
6.9,1,100,2
6.902,1,100,2
6.91,1,100,2
6.91,1,100,2
6.916,1,100,2
6.92,1,100,2
6.92,1,100,2
6.93,1,100,2
6.93,1,100,2
6.94,1,100,2
6.94,1,100,2
6.944,1,100,2
6.95,1,100,2
6.95,1,100,2
6.958,1,100,2
6.96,1,100,2
6.96,1,100,2
6.97,1,100,2
6.97,1,100,2
6.972,1,100,2
6.98,1,100,2
6.98,1,100,2
6.986,1,100,2
6.99,1,100,2
6.99,1,100,2
7,1,100,2
7,1,100,2
