"Time","FMU"
0,1
0.040576869388116242,0.9602353489719242
0.24346121632869747,0.78390989957803681
0.5704934574834114,0.56524678624577473
0.90781346268570173,0.40340584966447379
1.2676501859825966,0.28149297163408016
1.6519387339026741,0.19167871090106978
2.0641346832212637,0.12692892367924744
2.5083188373429435,0.081405875063054522
2.9895087354607845,0.050313072544359079
3.5139414782126726,0.029780248926763692
4.0894898504745694,0.016748720188884708
4.7262639178931529,0.0088604497639245532
5.4375070982345735,0.004351243697192626
6.2409719828708585,0.0019488718055681803
7.1611087796736408,0.00077707825160982602
8.1611087796736399,0.00028622382267628604
9.1611087796736399,0.00010542577468576531
10,4.5579644882903641e-05
