"time","Out1[1]","Out1[2]","Out2","Out3","Out4","Out5","Out6[1]","Out6[2]","Out6[3]","Out6[4]","Out6[5]","Out6[6]","Out7","Out8.signal1","Out8.signal2","Out9","Out10","Out11"
0,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.001,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.002,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.003,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.004,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.005,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.006,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.007,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.008,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.009,0,0,0,0,12,12,1,0,0,0,1,0,0,0,0,0,0,6
0.01,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.011,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.012,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.013,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.014,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.015,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.016,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.017,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.018,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.019,0,0.0099998,0,0,12,12,1,0,0,0,1,0,0,0.0099998,0,0,0,6
0.02,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.021,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.022,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.023,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.024,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.025,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.026,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.027,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.028,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.029,0,0.019999,0,0,12,12,1,0,0,0,1,0,0,0.019999,0,0,0,6
0.03,0,0.029996,0,0,12,12,1,0,0,0,1,0,0,0.029996,0,0,0,6
0.031,0,0.029996,0,0,12,12,1,0,0,0,1,0,0,0.029996,0,0,0,6
0.032,0,0.029996,0,0,12,12,1,0,0,0,1,0,0,0.029996,0,0,0,6
