time,tankLevel,tankLevel2,tankLevel3
0.0,0.0,0.0,0.0
1.0,2.1527774334,0.0,0.0
2.0,4.93055438995,0.0,0.0
3.0,7.70833110809,0.0,0.0
4.0,10.4861164093,0.0,0.0
5.0,13.2639026642,0.0,0.0
6.0,16.0416889191,0.0,0.0
7.0,18.8194751739,0.0,0.0
8.0,21.5972614288,0.0,0.0
9.0,24.3750476837,0.0,0.0
10.0,27.1528339386,0.0,0.0
11.0,29.9306201935,0.0,0.0
12.0,32.708404541,0.0,0.0
13.0,35.4861907959,0.0,0.0
14.0,38.2639770508,0.0,0.0
15.0,41.0417633057,0.0,0.0
16.0,43.8195495605,0.0,0.0
17.0,46.5973358154,0.0,0.0
18.0,49.3751220703,0.0,0.0
19.0,52.1529083252,0.0,0.0
20.0,54.9306945801,0.0,0.0
21.0,57.708480835,0.0,0.0
22.0,60.4862670898,0.0,0.0
23.0,63.2640533447,0.0,0.0
24.0,66.0417861938,0.0,0.0
25.0,68.8194961548,0.0,0.0
26.0,71.5972061157,0.0,0.0
27.0,74.3749160767,0.0,0.0
28.0,77.1526260376,0.0,0.0
29.0,79.9303359985,0.0,0.0
30.0,82.7080459595,0.0,0.0
31.0,85.4857559204,0.0,0.0
32.0,88.2634658813,0.0,0.0
33.0,91.0411758423,0.0,0.0
34.0,93.8188858032,0.0,0.0
35.0,96.5965957642,0.0,0.0
36.0,99.3743057251,0.0,0.0
37.0,99.4305496216,0.0,0.638888895512
38.0,96.6667251587,0.0,3.40277695656
39.0,93.8890151978,0.0,6.18055391312
40.0,91.1113052368,0.0,8.95833396912
41.0,88.3335952759,0.0,11.736120224
42.0,85.5558853149,0.0,14.5139064789
43.0,82.778175354,0.0,17.2916927338
44.0,80.0004653931,0.0,20.0694789886
45.0,77.2227554321,0.0,22.8472652435
46.0,74.4450454712,0.0,25.6250514984
47.0,71.6673355103,0.0,28.4028377533
48.0,68.8896255493,0.0,31.1806240082
49.0,66.1119155884,0.0,33.9584083557
50.0,63.334186554,0.0,36.7361946106
51.0,60.5564002991,0.0,39.5139808655
52.0,57.7786140442,0.0,42.2917671204
53.0,55.0008277893,0.0,45.0695533752
54.0,52.2230415344,0.0,47.8473396301
55.0,49.4452552795,0.0,50.625125885
56.0,46.6674690247,0.0,53.4029121399
57.0,43.8896827698,0.0,56.1806983948
58.0,41.1118965149,0.0,58.9584846497
59.0,38.33411026,0.0,61.7362709045
60.0,35.5563240051,0.0,64.5140457153
61.0,32.7785377502,0.0,67.2917556763
62.0,30.0007514954,0.0,70.0694656372
63.0,27.2229652405,0.0,72.8471755981
64.0,24.4451789856,0.0,75.6248855591
65.0,21.6673927307,0.0,78.40259552
66.0,18.8896064758,0.0,81.180305481
67.0,16.1118202209,0.0,83.9580154419
68.0,13.3340339661,0.0,86.7357254028
69.0,10.5562477112,0.0,89.5134353638
70.0,7.77846240997,0.0,92.2911453247
71.0,5.00068569183,0.0,95.0688552856
72.0,2.22290897369,0.0,97.8465652466
73.0,2.57013130188,0.0,99.0965652466
74.0,5.34790802002,0.0,99.0965652466
75.0,8.12568473816,0.0,99.0965652466
76.0,10.903470993,0.0,99.0965652466
77.0,13.6812572479,0.0,99.0965652466
78.0,16.4590435028,0.0,99.0965652466
79.0,19.2368297577,0.0,99.0965652466
80.0,22.0146160126,0.0,99.0965652466
81.0,24.7924022675,0.0,99.0965652466
82.0,27.5701885223,0.0,99.0965652466
83.0,30.3479747772,0.0,99.0965652466
84.0,33.1257591248,0.0,99.0965652466
85.0,35.9035453796,0.0,99.0965652466
86.0,38.6813316345,0.0,99.0965652466
87.0,41.4591178894,0.0,99.0965652466
88.0,44.2369041443,0.0,99.0965652466
89.0,47.0146903992,0.0,99.0965652466
90.0,49.7924766541,0.0,99.0965652466
91.0,52.5702629089,0.0,99.0965652466
92.0,55.3480491638,0.0,99.0965652466
93.0,58.1258354187,0.0,99.0965652466
94.0,60.9036216736,0.0,99.0965652466
95.0,63.6814079285,0.0,99.0965652466
96.0,66.4591293335,0.0,99.0965652466
97.0,69.2368392944,0.0,99.0965652466
98.0,72.0145492554,0.0,99.0965652466
99.0,74.7922592163,0.0,99.0965652466
100.0,77.5699691772,0.0,99.0965652466
101.0,80.3476791382,0.0,99.0965652466
102.0,83.1253890991,0.0,99.0965652466
103.0,85.9030990601,0.0,99.0965652466
104.0,88.680809021,0.0,99.0965652466
105.0,91.4585189819,0.0,99.0965652466
106.0,94.2362289429,0.0,99.0965652466
107.0,97.0139389038,0.0,99.0965652466
108.0,99.7916488647,0.0,99.0965652466
109.0,99.0277786255,0.0,100.138237
110.0,96.2500686646,0.0,102.91594696
111.0,93.4723587036,0.0,105.693656921
112.0,90.6946487427,0.0,108.471366882
113.0,87.9169387817,0.0,111.249076843
114.0,85.1392288208,0.0,114.026786804
115.0,82.3615188599,0.0,116.804496765
116.0,79.5838088989,0.0,119.582206726
117.0,76.806098938,0.0,122.359916687
118.0,74.0283889771,0.0,125.137626648
119.0,71.2506790161,0.0,127.915336609
120.0,68.4729690552,0.0,130.693054199
121.0,65.6952590942,0.0,133.47076416
122.0,62.9175186157,0.0,136.248474121
123.0,60.1397323608,0.0,139.026184082
124.0,57.361946106,0.0,141.803894043
